App,Package,Start Time,Duration,Filename
"System",,"Jan. 3, 2018 @ 07:40:55 PM","6 min 46 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
154581,97,154582,1318468,154606,81,
154681,62,154682,1317724,154690,48,
154782,85,154783,1329656,154796,71,
154882,94,154883,1325780,154989,79,
154991,100,154992,1322012,155000,83,
155087,88,155089,1319748,155102,75,
155188,97,155197,1321356,155259,81,
155288,97,155290,1319688,155305,80,
155389,82,155390,1319664,155396,70,
155515,83,155516,1324052,155540,71,
155590,93,155599,1320456,155643,77,
155693,97,155694,1319568,155703,81,
155799,92,155801,1319624,155818,77,
155849,89,155850,1318400,155900,76,
155966,100,155969,1319260,155997,83,
156050,92,156061,1315964,156080,76,
156151,71,156152,1315772,156160,57,
156270,73,156271,1325204,156287,61,
156352,86,156355,1319172,156477,72,
156480,98,156483,1324096,156501,82,
156554,92,156556,1319824,156582,79,
156665,95,156670,1318376,156709,80,
156776,97,156777,1319516,156814,81,
156866,89,156869,1318104,156895,74,
156979,78,156980,1324028,157046,68,
157088,93,157089,1319088,157097,76,
157196,100,157198,1320084,157213,83,
157289,90,157290,1320476,157316,74,
157390,95,157391,1319800,157401,79,
157492,100,157493,1320232,157513,81,
157595,87,157596,1317920,157604,74,
157718,86,157719,1323144,157737,73,
157828,97,157829,1325772,157902,82,
157929,94,157930,1323732,157937,77,
158029,82,158030,1321008,158044,70,
158168,98,158169,1323880,158197,82,
158220,90,158221,1319172,158245,76,
158321,80,158323,1318012,158328,65,
158428,73,158430,1324848,158479,62,
158549,95,158550,1321048,158612,80,
158613,100,158640,1325844,158664,83,
158705,92,158710,1319424,158741,75,
158844,93,158846,1318128,158867,79,
158943,100,158944,1319676,158962,83,
159021,94,159024,1318036,159032,79,
159124,56,159126,1317336,159136,46,
159227,92,159228,1322480,159245,76,
159355,96,159356,1325076,159410,82,
159441,97,159442,1321712,159460,79,
159549,93,159550,1319160,159592,77,
159658,95,159660,1321860,159670,80,
159756,88,159757,1319760,159769,74,
159809,91,159810,1316932,159818,76,
159909,82,159910,1323836,159938,69,
160016,90,160017,1321272,160112,76,
160129,100,160130,1321088,160147,83,
160229,93,160230,1321964,160252,78,
160332,100,160334,1321440,160368,83,
160439,97,160440,1318204,160459,82,
160545,81,160546,1318008,160552,68,
160658,82,160659,1327328,160667,68,
160759,92,160760,1324048,160842,77,
160860,100,160869,1324696,160878,82,
160966,92,160967,1320132,160978,80,
161088,92,161089,1322312,161096,77,
161179,97,161181,1319880,161207,81,
161279,80,161280,1316516,161288,67,
161389,77,161390,1322948,161418,65,
161508,97,161510,1323404,161596,82,
161598,100,161599,1319468,161609,83,
161659,75,161660,1317724,161681,62,
161763,92,161772,1318208,161820,78,
161863,100,161877,1320692,161904,83,
161967,94,161970,1318396,161979,76,
162133,86,162136,1327404,162151,73,
162166,80,162169,1318972,162180,71,
162281,100,162282,1325864,162322,83,
162386,87,162392,1318604,162427,74,
162490,97,162492,1319536,162506,81,
162586,100,162587,1322120,162594,83,
162689,97,162696,1320112,162714,82,
162788,82,162790,1316768,162860,67,
162890,97,162891,1319628,162898,81,
162992,95,162993,1326616,163033,79,
163090,87,163092,1319712,163102,73,
163199,88,163200,1320220,163213,74,
163304,100,163306,1323112,163323,83,
163410,93,163412,1317880,163424,78,
163509,51,163511,1317840,163520,41,
163610,86,163611,1327872,163637,72,
163711,90,163712,1324688,163780,75,
163813,100,163818,1322996,163826,83,
163918,97,163919,1320620,163931,81,
164021,91,164024,1320724,164087,77,
164117,97,164118,1320648,164133,81,
164220,82,164221,1319264,164227,65,
164321,70,164323,1326172,164382,61,
164438,95,164439,1318944,164446,79,
164533,100,164535,1319712,164559,83,
164589,86,164590,1321064,164596,69,
164718,94,164719,1319708,164740,78,
164803,96,164804,1319264,164812,81,
164901,92,164903,1317948,164913,75,
165018,86,165019,1320976,165026,74,
165130,97,165131,1320744,165230,82,
165231,100,165237,1320100,165246,83,
165338,90,165339,1321020,165370,75,
165394,90,165395,1320328,165404,76,
165499,100,165500,1320728,165548,83,
165598,94,165599,1317576,165616,79,
165699,75,165700,1317272,165708,63,
165802,89,165804,1322192,165815,75,
165910,93,165911,1326644,165973,79,
166002,97,166003,1321984,166014,76,
166102,95,166103,1318936,166114,79,
166210,93,166211,1321336,166269,78,
166305,97,166306,1319360,166323,81,
166406,83,166407,1318212,166413,68,
166517,93,166518,1327920,166536,80,
166618,93,166619,1325448,166698,77,
166718,92,166722,1323988,166734,77,
166820,95,166822,1320964,166842,80,
166938,93,166940,1323692,166964,79,
167025,93,167029,1319060,167052,78,
167125,82,167131,1315928,167148,69,
167225,82,167226,1325468,167264,69,
167326,91,167329,1321000,167436,78,
167438,100,167439,1320968,167445,81,
167580,89,167591,1317240,167600,77,
167630,100,167632,1318360,167703,83,
167733,97,167734,1317968,167746,81,
167832,87,167834,1316616,167842,72,
167938,63,167939,1321820,167947,52,
168089,96,168090,1322676,168174,81,
168195,100,168197,1321304,168216,83,
168250,90,168252,1318124,168285,74,
168364,94,168366,1318808,168376,80,
168448,100,168449,1321468,168472,83,
168547,89,168553,1318680,168561,75,
168701,88,168703,1321828,168719,74,
168750,90,168752,1319736,168879,76,
168880,100,168882,1321432,168891,83,
168950,85,168951,1320284,168960,72,
169067,97,169068,1322264,169076,82,
169151,93,169152,1321224,169178,76,
169256,94,169258,1318944,169266,79,
169356,67,169357,1317716,169363,53,
169469,89,169470,1323000,169490,74,
169579,84,169580,1327620,169634,71,
169679,97,169680,1323644,169689,81,
169780,87,169781,1320284,169791,73,
169889,93,169890,1322920,169934,77,
169991,97,169993,1320096,170009,81,
170090,72,170092,1319532,170105,59,
170198,74,170199,1323932,170243,63,
170293,87,170295,1317220,170415,78,
170417,100,170418,1326336,170433,83,
170493,90,170496,1317916,170513,71,
170594,93,170598,1318532,170633,81,
170713,97,170732,1321160,170753,82,
170796,93,170797,1316628,170808,76,
170938,78,170940,1324796,170962,64,
171013,88,171014,1320000,171134,74,
171136,100,171142,1321516,171153,83,
171164,91,171166,1323872,171174,73,
171268,100,171269,1318524,171276,83,
171375,97,171377,1320792,171425,82,
171479,97,171480,1318728,171496,81,
171579,57,171580,1317668,171594,49,
171687,82,171688,1326428,171695,69,
171798,95,171799,1321516,171806,80,
171896,100,171898,1321092,171913,83,
171999,95,172000,1321444,172014,79,
172094,93,172095,1320780,172174,78,
172194,95,172195,1320016,172216,79,
172295,94,172296,1317664,172304,79,
172445,81,172446,1323304,172471,69,
172582,94,172584,1328656,172614,79,
172617,100,172618,1322204,172630,83,
172764,90,172766,1321700,172783,75,
172809,100,172810,1320132,172937,83,
172952,98,172953,1321840,172962,82,
173025,88,173027,1319468,173041,73,
173126,63,173127,1316640,173136,54,
173229,93,173230,1327588,173239,77,
173339,95,173340,1321184,173408,80,
173440,97,173441,1321012,173449,81,
173547,94,173548,1317956,173557,79,
173668,92,173669,1320352,173697,77,
173773,95,173774,1318448,173780,80,
173873,73,173874,1315720,173879,59,
173987,90,173988,1318308,174000,76,
174089,95,174104,1326024,174135,81,
174149,100,174151,1320364,174169,83,
174254,87,174255,1320928,174279,73,
174355,90,174357,1319972,174376,76,
174461,100,174463,1317288,174492,83,
174564,87,174565,1316584,174575,70,
174687,63,174688,1323720,174695,57,
174769,94,174807,1324696,174896,80,
174898,100,174899,1322164,174915,83,
174979,93,174980,1318984,175030,78,
175076,93,175078,1319228,175108,79,
175178,97,175180,1322204,175199,81,
175280,94,175281,1318976,175295,77,
175379,57,175380,1318732,175388,47,
175484,85,175485,1327556,175513,72,
175585,92,175586,1322476,175686,77,
175734,92,175744,1320360,175790,78,
175839,92,175844,1320404,175874,78,
175889,94,175891,1321320,175899,73,
175995,100,176008,1319524,176037,82,
176091,74,176092,1318180,176097,55,
176246,91,176247,1321132,176259,75,
176352,95,176353,1325516,176396,81,
176453,86,176455,1322872,176466,72,
176523,100,176524,1318564,176534,83,
176627,92,176629,1318708,176636,78,
176728,95,176729,1317844,176738,79,
176832,82,176834,1316732,176844,68,
176948,62,176949,1321832,176957,53,
177040,100,177041,1318296,177051,83,
177148,97,177149,1326232,177156,81,
177241,86,177242,1320724,177250,72,
177345,92,177346,1319252,177385,78,
177458,100,177459,1322208,177495,83,
177547,97,177559,1319568,177572,81,
177648,70,177650,1317020,177660,54,
177756,95,177761,1322044,177768,80,
177858,84,177861,1325032,177939,69,
177950,97,177951,1322524,177971,81,
178050,94,178051,1322192,178067,79,
178153,92,178155,1319576,178224,80,
178257,100,178259,1318660,178284,83,
178358,90,178360,1318620,178373,75,
178466,89,178467,1330120,178478,76,
178566,86,178568,1325888,178648,72,
178667,97,178668,1324628,178691,80,
178774,89,178775,1321168,178796,76,
178878,95,178880,1321084,178940,80,
178980,93,178981,1320628,179019,78,
179084,81,179085,1316348,179110,67,
179183,86,179188,1325760,179196,73,
179299,89,179323,1322172,179407,76,
179409,100,179418,1320356,179431,81,
179449,93,179450,1321800,179482,83,
179559,90,179564,1318708,179593,75,
179659,100,179660,1321168,179677,83,
179765,95,179767,1319044,179777,80,
179865,69,179866,1315716,179872,59,
179969,72,179970,1322324,180018,59,
180069,94,180070,1318912,180145,81,
180187,100,180188,1320436,180198,83,
180273,87,180275,1319852,180327,71,
180375,92,180376,1319416,180384,78,
180478,100,180479,1318932,180489,83,
180579,90,180581,1317852,180593,75,
180679,65,180680,1317608,180753,54,
180780,95,180782,1321024,180917,80,
180922,100,180924,1322512,180942,83,
180973,95,180974,1320824,180992,80,
181082,95,181104,1319844,181124,80,
181185,100,181186,1321508,181204,83,
181285,86,181286,1318516,181295,73,
181386,58,181387,1318432,181393,47,
181486,87,181488,1328124,181503,73,
181588,95,181589,1323880,181663,79,
181689,97,181691,1322372,181697,81,
181793,87,181794,1321292,181802,73,
181901,90,181902,1323296,181950,76,
182004,100,182020,1319396,182037,82,
182105,77,182107,1318292,182115,64,
182224,86,182226,1323620,182239,73,
182319,97,182320,1323764,182405,81,
182422,95,182424,1322748,182430,79,
182522,91,182523,1319052,182538,76,
182625,86,182626,1319116,182635,73,
182726,97,182727,1319932,182732,81,
182838,81,182839,1317044,182847,66,
182949,84,182950,1325712,182999,71,
183007,100,183009,1323496,183032,83,
183118,97,183119,1325848,183126,82,
183221,97,183228,1324232,183243,81,
183339,97,183347,1323464,183359,82,
183439,95,183441,1324392,183499,79,
183537,97,183538,1323756,183548,81,
183638,90,183639,1321768,183646,75,
183738,78,183739,1329204,183746,65,
183849,95,183850,1327064,183933,79,
183984,88,183985,1328380,183996,74,
184053,86,184057,1326116,184070,74,
184153,97,184155,1323756,184165,81,
184303,95,184308,1323204,184326,79,
184405,67,184406,1322188,184412,55,
184527,85,184528,1327424,184538,72,
184628,95,184629,1330360,184654,80,
184692,100,184693,1330232,184707,83,
184773,100,184774,1326184,184782,83,
184881,95,184882,1324356,184929,80,
184983,97,184984,1327360,185002,81,
185083,95,185084,1324580,185094,79,
185184,84,185186,1322508,185261,70,
185287,90,185289,1321536,185303,76,
185390,100,185422,1328860,185444,83,
185491,89,185493,1321688,185502,70,
185599,88,185600,1322508,185649,74,
185710,100,185712,1324852,185725,83,
185812,100,185816,1320772,185833,81,
185895,61,185896,1320080,185903,48,
185995,92,185996,1324676,186016,78,
186100,88,186101,1327912,186176,73,
186201,97,186202,1326372,186218,81,
186302,97,186303,1323684,186320,81,
186403,92,186404,1322872,186419,77,
186504,95,186508,1321840,186525,78,
186605,80,186606,1320692,186613,68,
186731,66,186732,1329532,186759,52,
186811,82,186813,1324260,186894,69,
186928,100,186937,1326416,186946,83,
187012,96,187014,1323248,187057,76,
187122,95,187124,1325100,187215,81,
187231,97,187232,1325712,187247,82,
187329,91,187330,1323672,187349,76,
187430,66,187431,1321684,187445,56,
187530,97,187532,1324140,187546,81,
187598,93,187599,1327804,187683,78,
187729,88,187730,1327720,187752,74,
187830,92,187831,1325524,187872,75,
187930,97,187931,1327752,187988,83,
188039,95,188041,1323632,188052,80,
188131,76,188132,1322872,188205,64,
188258,94,188259,1323008,188274,78,
188367,100,188368,1330940,188375,83,
188459,93,188460,1323780,188479,76,
188559,97,188560,1321452,188574,81,
188659,97,188660,1324264,188683,81,
188764,92,188765,1321844,188783,77,
188815,72,188817,1321188,188824,64,
188969,86,188971,1326404,188986,71,
189069,85,189070,1329064,189130,71,
189170,95,189171,1325996,189182,80,
189275,97,189285,1323304,189305,81,
189409,98,189422,1324116,189437,82,
189480,100,189481,1323048,189503,80,
189580,58,189581,1322736,189591,49,
189684,80,189685,1332120,189722,67,
189798,93,189800,1327152,189880,78,
189883,100,189888,1325160,189898,83,
190002,87,190004,1325060,190014,72,
190118,93,190119,1326744,190160,78,
190209,97,190214,1324484,190238,81,
190309,79,190310,1322528,190324,65,
190439,86,190440,1327048,190449,72,
190548,95,190549,1331064,190556,81,
190649,89,190651,1328672,190659,75,
190752,92,190753,1326492,190764,77,
190888,98,190890,1328008,190928,82,
190942,100,190943,1323892,190953,80,
191039,78,191041,1320292,191048,65,
191148,71,191149,1326732,191181,61,
191288,96,191289,1327864,191380,81,
191381,100,191382,1325108,191393,80,
191468,91,191470,1322448,191489,79,
191576,85,191578,1321712,191674,73,
191676,100,191677,1321948,191698,83,
191729,100,191730,1321352,191743,83,
191847,70,191848,1325188,191883,63,
191936,90,191938,1324556,192073,74,
192075,100,192085,1325736,192097,82,
192132,92,192133,1324152,192158,80,
192235,92,192236,1323400,192245,77,
192333,100,192335,1325288,192376,83,
192435,88,192437,1322568,192449,74,
192590,80,192591,1333420,192615,72,
192641,97,192643,1323404,192752,80,
192766,100,192768,1331212,192789,83,
192882,91,192884,1324032,192901,75,
192970,89,192971,1324440,192994,75,
193089,100,193095,1326016,193120,83,
193172,95,193173,1321832,193200,78,
193274,80,193275,1321580,193352,67,
193375,100,193377,1326496,193387,83,
193492,100,193518,1333064,193547,83,
193579,87,193580,1328528,193588,65,
193687,94,193688,1323400,193742,78,
193794,97,193795,1326444,193832,83,
193896,97,193899,1323756,193908,81,
193996,58,193997,1323172,194003,45,
194097,75,194098,1327804,194150,66,
194209,93,194211,1323528,194308,78,
194314,100,194317,1323232,194326,83,
194420,90,194421,1323224,194431,74,
194520,95,194521,1322448,194532,79,
194620,100,194623,1323140,194633,83,
194720,92,194722,1320664,194731,77,
194820,79,194822,1323528,194882,66,
194922,95,194924,1322728,194992,77,
195054,98,195055,1324804,195065,83,
195124,92,195127,1323636,195190,78,
195227,91,195229,1324124,195272,77,
195338,97,195340,1324876,195358,81,
195430,97,195431,1322220,195440,81,
195480,60,195481,1321156,195491,50,
195620,80,195628,1326580,195636,68,
195741,97,195742,1331088,195789,81,
195841,90,195842,1326964,195860,75,
195945,92,195946,1323472,196007,78,
196048,100,196049,1326408,196076,83,
196153,92,196154,1324404,196166,75,
196253,68,196256,1323204,196265,59,
196354,97,196355,1328512,196375,81,
196454,100,196456,1328016,196527,83,
196557,95,196558,1326724,196567,79,
196658,88,196659,1324560,196666,73,
196778,90,196780,1327296,196821,77,
196860,97,196861,1325284,196870,81,
196959,84,196961,1322392,196967,71,
197068,78,197069,1325320,197076,65,
197122,95,197124,1323728,197136,80,
197229,90,197230,1328388,197296,75,
197332,95,197339,1326772,197365,80,
197452,97,197454,1323972,197492,81,
197566,100,197567,1323572,197594,83,
197659,94,197660,1322556,197678,78,
197760,66,197761,1321640,197768,55,
197869,79,197871,1329676,197890,66,
197972,90,197974,1329484,198064,79,
198075,100,198079,1328064,198099,83,
198175,95,198176,1323300,198189,77,
198287,95,198288,1326020,198332,82,
198394,97,198395,1323544,198414,81,
198494,65,198495,1322900,198506,55,
198595,92,198596,1330504,198630,77,
198695,88,198697,1327164,198724,76,
198797,95,198798,1325896,198830,78,
198898,95,198899,1326372,198915,79,
198998,91,198999,1326008,199013,77,
199099,100,199100,1325280,199161,83,
199200,85,199201,1322528,199209,70,
199307,85,199308,1333588,199324,72,
199430,95,199431,1332164,199486,80,
199509,96,199510,1328656,199517,81,
199614,92,199615,1324544,199624,77,
199738,98,199739,1326944,199746,82,
199782,100,199796,1326500,199810,83,
199880,90,199881,1324552,199890,71,
199985,71,199997,1330676,200031,65,
200086,92,200136,1327488,200208,79,
200210,100,200214,1324200,200226,83,
200291,85,200317,1324500,200332,74,
200399,100,200400,1324796,200426,83,
200519,97,200520,1324248,200528,82,
200611,89,200613,1321744,200627,74,
200711,86,200712,1327924,200746,72,
200818,97,200820,1325636,200921,81,
200927,100,200932,1325732,200943,83,
201018,85,201020,1324672,201059,73,
201119,94,201121,1326560,201136,78,
201220,97,201232,1327716,201283,82,
201328,95,201330,1323184,201337,77,
201461,80,201463,1333872,201480,69,
201540,96,201541,1326524,201655,80,
201661,100,201664,1327800,201674,83,
201769,95,201771,1324352,201785,80,
201869,97,201870,1325272,201917,81,
201972,97,201974,1323840,202001,81,
202071,66,202072,1323328,202080,54,
202172,89,202174,1333092,202204,76,
202314,96,202334,1334180,202397,80,
202398,94,202399,1327252,202405,71,
202488,81,202490,1326288,202508,70,
202590,97,202592,1325796,202602,79,
202692,92,202693,1324972,202714,79,
202797,89,202798,1324364,202811,75,
202908,80,202909,1324240,202916,65,
203001,89,203003,1321568,203123,74,
203133,100,203138,1323948,203147,83,
203238,84,203239,1324272,203247,70,
203290,95,203292,1322448,203302,80,
203390,100,203392,1325976,203428,83,
203491,97,203492,1321412,203502,81,
203592,61,203593,1320920,203599,50,
203692,80,203693,1330892,203726,68,
203807,92,203808,1329048,203816,78,
203894,97,203896,1326584,203930,81,
203998,90,204000,1323860,204007,75,
204103,95,204104,1323596,204114,80,
204209,93,204211,1323528,204220,78,
204309,86,204310,1322112,204316,72,
204461,78,204464,1325132,204474,65,
204588,100,204589,1331808,204631,83,
204662,89,204663,1326340,204674,74,
204770,100,204771,1323976,204819,83,
204870,97,204872,1326864,204890,81,
204971,94,204972,1324084,204980,79,
205079,76,205080,1324732,205133,64,
205182,94,205228,1323488,205287,80,
205289,100,205290,1332212,205305,83,
205382,82,205387,1324672,205443,70,
205444,100,205450,1325044,205482,77,
205533,89,205534,1325572,205625,79,
205683,96,205684,1322700,205695,80,
205784,78,205785,1324336,205865,65,
205867,100,205868,1327068,205879,83,
205949,91,205950,1326688,206032,76,
206083,94,206084,1326992,206095,79,
206209,94,206235,1322644,206338,79,
206340,100,206348,1322340,206357,83,
206359,85,206360,1321460,206369,41,
206451,87,206452,1321376,206460,73,
206555,73,206556,1326176,206611,66,
206719,98,206740,1329584,206783,82,
206785,100,206786,1324284,206795,83,
206891,88,206892,1324404,206898,72,
206995,88,206996,1324244,207079,74,
207117,100,207118,1324080,207127,83,
207218,91,207219,1324036,207232,75,
207328,61,207329,1324128,207385,52,
207419,100,207420,1324724,207428,83,
207523,90,207524,1331276,207574,75,
207625,90,207627,1326960,207639,76,
207730,95,207734,1325464,207776,78,
207843,95,207856,1327724,207879,82,
207892,100,207894,1322636,207905,83,
207991,87,207992,1322060,207999,71,
208099,86,208102,1327420,208126,75,
208199,92,208200,1329576,208305,77,
208313,100,208318,1328596,208327,83,
208409,89,208410,1325432,208425,73,
208569,93,208574,1327048,208602,78,
208623,100,208624,1325320,208637,83,
208710,88,208711,1324144,208722,72,
208869,60,208870,1327608,208922,51,
208924,100,208926,1325684,208934,83,
209028,93,209029,1327772,209036,77,
209130,100,209130,1325408,209143,83,
209231,90,209232,1322996,209244,75,
209344,97,209345,1325544,209383,82,
209438,92,209440,1322872,209473,77,
209540,75,209542,1320144,209554,63,
209657,70,209659,1328840,209666,63,
209749,88,209751,1324568,209862,76,
209864,100,209865,1325020,209874,83,
209949,85,209950,1324844,209975,71,
210052,95,210053,1322216,210070,80,
210153,95,210154,1323708,210170,79,
210256,89,210258,1322476,210273,75,
210356,51,210358,1321820,210365,43,
210461,95,210463,1327008,210472,79,
210569,100,210570,1332484,210616,83,
210623,100,210626,1327396,210639,83,
210771,91,210772,1323888,210781,76,
210825,95,210827,1325372,210934,77,
210951,98,210959,1324152,210978,83,
211052,77,211053,1323604,211069,62,
211157,92,211161,1328636,211178,77,
211258,90,211260,1329080,211330,75,
211360,92,211362,1328832,211374,77,
211461,94,211463,1325112,211479,79,
211566,92,211568,1326704,211603,78,
211666,97,211668,1325920,211676,81,
211767,89,211768,1322636,211777,74,
211879,71,211881,1325868,211894,57,
211970,91,211971,1323360,212079,76,
212080,100,212081,1330992,212101,62,
212179,82,212180,1323400,212192,69,
212280,100,212281,1321772,212307,83,
212383,95,212384,1324772,212395,80,
212484,94,212486,1321540,212496,80,
212584,58,212584,1321344,212605,44,
212697,83,212706,1326604,212725,73,
212837,90,212844,1330348,212881,77,
212895,97,212897,1325776,212914,80,
212996,92,212997,1323348,213015,77,
213098,87,213128,1326108,213161,76,
213199,100,213227,1323844,213255,83,
213298,87,213299,1320992,213320,69,
213398,82,213399,1328016,213426,68,
213503,97,213505,1323952,213620,81,
213622,100,213624,1325668,213637,83,
213713,86,213714,1324560,213757,72,
213813,97,213815,1326408,213834,81,
213926,100,213936,1324924,213957,83,
213980,100,213982,1322904,213996,83,
214078,69,214079,1322616,214085,57,
214177,70,214179,1330320,214203,61,
214280,86,214281,1326844,214366,71,
214390,100,214392,1333956,214421,83,
214481,88,214483,1324316,214496,73,
214581,92,214583,1324872,214628,77,
214691,100,214698,1326644,214725,83,
214787,91,214788,1324476,214801,76,
214888,65,214889,1321224,214898,51,
214989,92,214991,1326304,215002,77,
215089,88,215098,1326656,215105,75,
215189,100,215190,1323892,215197,83,
215294,90,215295,1321968,215303,76,
215396,95,215399,1323908,215455,80,
215499,97,215500,1322096,215509,80,
215599,77,215600,1320044,215608,66,
215704,76,215705,1326224,215756,64,
215858,93,215859,1328928,215913,78,
215921,100,215922,1324932,215932,83,
216019,85,216020,1325052,216029,71,
216126,95,216127,1323556,216146,79,
216230,97,216231,1323828,216250,81,
216331,87,216332,1321600,216350,73,
216439,74,216440,1327256,216480,62,
216569,92,216570,1328148,216617,77,
216660,100,216663,1333108,216705,83,
216761,86,216762,1323044,216802,72,
216869,93,216871,1324132,216946,77,
216995,93,216997,1323768,217021,78,
217096,84,217097,1322916,217105,68,
217147,52,217182,1324144,217215,60,
217251,100,217253,1326024,217368,81,
217388,98,217389,1332088,217407,83,
217458,86,217460,1324160,217475,74,
217562,91,217564,1326216,217612,75,
217668,100,217669,1327848,217687,83,
217765,97,217767,1325088,217783,81,
217865,77,217866,1322804,217880,64,
217973,95,217974,1325004,217982,80,
218070,95,218071,1329060,218147,79,
218170,92,218171,1326300,218180,77,
218274,87,218280,1324100,218293,74,
218394,97,218395,1324096,218446,80,
218498,93,218509,1321952,218524,80,
218598,73,218601,1321200,218612,59,
218715,76,218716,1332348,218745,64,
218799,91,218800,1327624,218877,76,
218927,97,218930,1327120,218946,82,
218989,92,218990,1323780,219006,76,
219092,97,219093,1323288,219101,81,
219192,95,219193,1323108,219221,79,
219293,83,219294,1322436,219301,70,
219394,90,219395,1328732,219422,75,
219552,96,219556,1330724,219612,81,
219613,100,219614,1325364,219627,83,
219754,89,219755,1324556,219766,75,
219855,97,219857,1327348,219882,82,
219962,100,219965,1322736,219979,83,
220059,70,220061,1322052,220068,59,
220160,95,220162,1327900,220170,79,
220268,95,220270,1332172,220323,80,
220326,100,220327,1327084,220335,83,
220439,90,220440,1324936,220473,76,
220553,97,220554,1326108,220616,81,
220647,94,220649,1324300,220658,79,
220746,85,220747,1323552,220757,71,
220848,72,220849,1324596,220901,57,
220951,90,220954,1321456,221066,78,
221068,100,221072,1323916,221092,83,
221152,90,221153,1322676,221162,75,
221258,92,221259,1324016,221266,77,
221367,100,221370,1323508,221401,83,
221466,92,221468,1320720,221477,77,
221568,54,221569,1320184,221575,41,
221672,94,221673,1325360,221692,79,
221769,85,221770,1327944,221848,71,
221870,100,221872,1325536,221881,83,
221981,84,221983,1322252,221997,70,
222082,92,222083,1323012,222149,78,
222183,100,222186,1323396,222201,83,
222289,93,222290,1322804,222299,77,
222340,52,222341,1322416,222348,45,
222478,74,222488,1334140,222527,64,
222543,100,222544,1323556,222612,83,
222666,100,222668,1325300,222677,83,
222744,88,222745,1324328,222780,73,
222858,94,222860,1326152,222872,78,
222947,100,222948,1327316,222955,83,
223047,90,223049,1324332,223091,75,
223207,84,223208,1331212,223225,70,
223253,95,223254,1325796,223382,79,
223384,100,223385,1330064,223401,83,
223450,93,223451,1327684,223476,78,
223562,97,223569,1326976,223613,82,
223709,98,223714,1325320,223739,82,
223772,100,223773,1323396,223787,80,
223867,69,223868,1322984,223878,61,
223971,93,223972,1325308,223982,77,
224069,90,224070,1328344,224134,75,
224170,100,224171,1326876,224180,83,
224271,92,224273,1323016,224283,77,
224379,93,224380,1322984,224385,78,
224479,97,224482,1321664,224508,81,
224580,81,224581,1321644,224590,67,
224680,87,224681,1331568,224719,73,
224785,94,224786,1325380,224878,79,
224892,100,224895,1324280,224903,83,
224986,84,224993,1324568,225014,72,
225087,95,225088,1324720,225158,79,
225203,94,225204,1323804,225231,78,
225303,80,225304,1321440,225316,67,
225419,73,225420,1328072,225472,61,
225519,82,225520,1324680,225582,69,
225645,100,225646,1326088,225655,83,
225722,78,225723,1325248,225761,64,
225821,100,225822,1323296,225850,83,
225930,100,225939,1324836,225955,83,
226029,87,226030,1322928,226057,70,
226138,81,226139,1328304,226171,70,
226248,95,226250,1328292,226348,80,
226350,97,226352,1327620,226365,81,
226443,88,226444,1324584,226480,74,
226557,91,226559,1325336,226582,76,
226643,100,226644,1326604,226660,83,
226723,94,226724,1325812,226746,78,
226824,77,226826,1321300,226833,65,
226938,93,226940,1324348,226949,78,
227048,91,227049,1327488,227102,78,
227112,100,227118,1323516,227129,83,
227259,87,227261,1322472,227270,72,
227361,97,227362,1325296,227413,81,
227465,97,227466,1321036,227493,82,
227565,79,227566,1319920,227573,60,
227679,75,227680,1330024,227706,65,
227719,100,227720,1325952,227738,83,
227840,88,227841,1331000,227873,74,
227941,92,227942,1324288,227950,77,
228043,93,228044,1322856,228084,78,
228144,95,228145,1324968,228196,79,
228261,100,228262,1322540,228275,83,
228362,70,228363,1323380,228443,58,
228463,100,228464,1325088,228491,81,
228616,96,228617,1331192,228632,82,
228669,88,228674,1327356,228684,69,
228775,94,228776,1324784,228788,79,
228877,92,228878,1327008,228942,79,
228984,97,228986,1324720,229008,82,
229083,77,229084,1321388,229098,61,
229134,54,229135,1322572,229146,45,
229234,97,229235,1324744,229249,82,
229357,95,229359,1332820,229391,80,
229443,92,229444,1328924,229455,76,
229544,97,229546,1324096,229556,82,
229644,97,229645,1326384,229651,81,
229750,91,229751,1323636,229776,77,
229850,62,229851,1322876,229862,47,
229951,82,229952,1332188,229990,69,
230104,96,230105,1327412,230116,81,
230161,100,230171,1323064,230180,83,
230309,87,230311,1322296,230321,72,
230409,97,230410,1325084,230440,81,
230516,100,230521,1322708,230547,83,
230616,80,230617,1320344,230625,66,
230719,84,230721,1331348,230750,71,
230826,90,230827,1328456,230834,76,
230926,97,230932,1326492,230947,81,
231028,86,231029,1325304,231046,71,
231130,92,231132,1322420,231163,78,
231216,94,231223,1323204,231244,79,
231349,87,231351,1321340,231362,72,
231401,71,231404,1321904,231411,61,
231503,92,231504,1327572,231518,77,
231608,95,231609,1331460,231651,80,
231710,94,231711,1326532,231720,79,
231825,88,231851,1323912,231867,76,
231922,100,231923,1326372,231934,83,
232021,97,232022,1323088,232030,79,
232128,57,232129,1325544,232182,49,
232229,94,232231,1326052,232264,77,
232329,97,232330,1330296,232373,83,
232432,92,232433,1325740,232449,77,
232547,89,232548,1324940,232574,75,
232609,100,232610,1327208,232617,83,
232712,100,232713,1325508,232749,83,
232812,87,232814,1319860,232823,73,
232921,90,232927,1323996,232935,76,
233028,97,233037,1328592,233102,82,
