App,Package,Start Time,Duration,Filename
"System",,"Jan. 3, 2018 @ 07:40:55 PM","6 min 46 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
76152,93,76157,1379188,76175,94,
76235,93,76237,1376220,76252,94,
76335,60,76336,1374664,76341,57,
76437,84,76439,1379084,76450,86,
76536,89,76538,1383948,76544,89,
76638,88,76639,1378064,76652,87,
76748,91,76749,1379664,76764,91,
76840,100,76841,1379752,76853,100,
76948,86,76949,1375992,76958,86,
77058,69,77060,1381704,77066,69,
77152,86,77156,1371972,77167,86,
77258,97,77262,1374056,77290,97,
77352,92,77357,1373864,77373,92,
77459,97,77460,1373692,77490,97,
77561,94,77562,1371668,77575,95,
77661,60,77662,1370836,77667,61,
77773,88,77774,1373624,77781,88,
77870,100,77871,1380792,77879,100,
77973,81,77974,1374764,78021,81,
78075,94,78080,1372972,78134,95,
78176,95,78179,1372728,78204,95,
78277,80,78279,1371952,78286,78,
78379,86,78382,1376404,78389,85,
78488,97,78489,1382280,78508,100,
78589,90,78590,1373736,78616,91,
78690,94,78691,1373828,78711,94,
78796,92,78798,1372896,78817,93,
78898,78,78899,1372952,78959,75,
78999,95,79000,1375284,79009,95,
79098,97,79100,1384212,79149,97,
79199,91,79224,1375084,79238,93,
79308,93,79356,1375576,79390,94,
79408,97,79412,1373316,79425,95,
79505,80,79506,1373452,79513,74,
79611,65,79612,1379392,79658,61,
79660,95,79661,1378400,79689,95,
79768,100,79769,1381872,79775,100,
79871,86,79872,1376020,79892,86,
79972,92,79974,1376800,80033,92,
80081,91,80083,1375656,80115,91,
80184,78,80186,1375344,80260,77,
80300,96,80301,1375648,80343,96,
80407,100,80408,1384424,80414,100,
80533,85,80534,1376804,80555,86,
80610,93,80613,1378364,80636,92,
80712,97,80713,1377656,80725,97,
80813,88,80815,1375384,80822,87,
80917,45,80919,1376488,80960,51,
80969,100,80972,1378396,80980,100,
81078,93,81079,1383612,81086,93,
81180,88,81184,1377280,81203,87,
81291,92,81291,1378616,81312,95,
81384,100,81386,1381008,81412,100,
81485,92,81486,1375440,81494,92,
81585,60,81586,1376452,81667,70,
81687,95,81689,1378536,81703,95,
81794,100,81808,1380000,81820,100,
81903,86,81904,1380400,81914,83,
82013,90,82014,1379320,82055,89,
82115,90,82116,1377092,82129,90,
82221,81,82222,1380940,82261,79,
82336,88,82359,1377776,82426,91,
82428,100,82430,1375140,82440,100,
82531,90,82533,1375692,82541,90,
82630,92,82632,1373588,82698,92,
82732,97,82733,1372148,82746,97,
82834,87,82835,1372260,82841,87,
82935,97,82935,1375060,82942,95,
83039,97,83045,1382964,83078,100,
83141,92,83142,1374152,83188,91,
83246,92,83247,1373664,83263,93,
83351,97,83354,1372856,83377,97,
83451,73,83457,1373880,83464,73,
83569,81,83570,1379076,83578,80,
83681,93,83682,1384548,83710,93,
83781,95,83790,1375600,83830,95,
83898,92,83899,1376592,83911,91,
83977,100,83980,1377096,84008,100,
84056,100,84057,1376432,84074,100,
84168,79,84169,1380612,84178,78,
84264,94,84288,1379384,84370,95,
84371,100,84374,1378512,84388,100,
84469,85,84470,1377824,84488,84,
84587,95,84588,1379880,84633,96,
84674,100,84683,1377280,84705,100,
84774,69,84775,1375488,84781,64,
84887,73,84888,1385436,84915,77,
85010,96,85040,1385436,85049,96,
85088,100,85089,1380972,85093,95,
85139,65,85140,1378904,85146,68,
85241,100,85243,1379376,85336,100,
85342,95,85343,1376712,85368,95,
85444,78,85445,1376104,85453,76,
85558,77,85559,1387348,85572,79,
85645,93,85646,1383628,85653,94,
85746,97,85747,1383244,85755,97,
85858,93,85865,1376876,85889,92,
85979,98,85981,1378096,85990,98,
86086,79,86087,1377144,86092,79,
86190,88,86191,1382328,86206,87,
86290,97,86292,1387812,86334,97,
86392,85,86393,1379280,86408,85,
86498,95,86499,1380036,86570,95,
86633,98,86634,1379648,86655,97,
86672,66,86673,1379220,86682,66,
86778,79,86779,1387944,86786,79,
86923,98,86924,1389184,86948,98,
87047,89,87048,1380968,87085,90,
87103,100,87123,1375764,87131,100,
87189,97,87191,1376620,87218,97,
87290,94,87292,1374352,87303,93,
87395,77,87396,1379240,87435,77,
87508,95,87509,1378100,87515,95,
87595,93,87596,1377116,87617,95,
87698,92,87699,1375148,87712,92,
87798,97,87799,1377488,87816,97,
87898,92,87899,1375568,87905,92,
88002,69,88048,1375232,88071,79,
88182,95,88195,1384024,88211,96,
88213,100,88216,1378912,88228,100,
88305,97,88306,1376468,88324,96,
88436,92,88459,1379684,88469,93,
88515,96,88519,1375012,88535,96,
88617,71,88618,1374056,88625,66,
88720,79,88721,1384612,88740,75,
88820,91,88823,1381380,88896,91,
88920,92,88921,1381276,88934,92,
89020,92,89022,1378796,89039,92,
89138,97,89139,1378832,89169,97,
89239,92,89241,1375696,89249,91,
89342,72,89343,1382876,89374,70,
89511,92,89521,1387216,89531,92,
89550,100,89552,1382104,89570,100,
89650,90,89652,1377552,89661,89,
89760,90,89761,1379284,89803,92,
89857,100,89859,1377980,89872,100,
89952,76,89954,1377360,89969,74,
90055,93,90056,1380376,90066,93,
90159,97,90178,1386280,90186,97,
90263,94,90292,1380328,90301,95,
90365,85,90375,1380420,90448,83,
90481,95,90483,1379028,90509,95,
90583,64,90584,1378692,90592,57,
90683,75,90685,1385412,90714,71,
90787,93,90789,1382832,90836,95,
90884,100,90886,1382880,90898,100,
90985,87,90986,1380556,91003,87,
91096,86,91098,1383024,91138,86,
91202,97,91203,1379288,91212,97,
91302,55,91303,1378228,91309,54,
91402,78,91403,1386396,91419,79,
91503,92,91504,1378928,91581,92,
91610,93,91615,1379544,91647,93,
91719,100,91721,1375652,91733,100,
91829,95,91830,1377448,91861,95,
91935,92,91936,1374408,91943,93,
92035,55,92037,1375316,92087,54,
92141,95,92142,1376856,92149,94,
92239,97,92240,1378612,92254,97,
92347,95,92348,1376384,92371,95,
92446,89,92449,1376696,92501,89,
92540,97,92541,1375712,92556,97,
92642,76,92644,1375128,92652,76,
92759,69,92760,1385096,92771,69,
92809,90,92810,1376400,92815,91,
92939,100,92941,1378256,92951,100,
93018,87,93031,1377804,93053,86,
93120,89,93121,1378020,93192,88,
93220,95,93221,1376484,93228,95,
93320,76,93321,1374708,93325,76,
93421,88,93422,1376148,93430,88,
93533,100,93533,1385172,93557,100,
93638,85,93649,1377200,93658,85,
93751,93,93752,1380184,93794,94,
93851,100,93852,1376124,93872,100,
93952,68,93953,1375364,94015,67,
94056,92,94057,1379384,94173,93,
94175,100,94176,1380700,94191,100,
94254,80,94255,1380752,94283,78,
94355,92,94356,1377688,94428,92,
94455,100,94456,1377372,94469,100,
94556,78,94557,1376960,94568,76,
94679,71,94680,1385876,94708,78,
94809,95,94816,1387552,94839,94,
94862,95,94870,1382208,94876,95,
94965,97,94971,1378428,95002,97,
95022,96,95024,1380232,95098,95,
95123,100,95125,1378560,95136,100,
95223,78,95224,1378456,95231,77,
95338,70,95339,1383776,95375,72,
95450,95,95451,1379284,95516,95,
95551,95,95553,1378276,95561,95,
95652,89,95654,1377000,95665,89,
95753,92,95754,1379788,95787,92,
95855,90,95856,1377148,95870,91,
95955,63,95956,1375460,95962,63,
96060,86,96062,1379692,96073,85,
96179,97,96184,1385920,96206,98,
96261,92,96262,1378696,96269,90,
96369,90,96370,1379968,96386,90,
96480,93,96481,1375712,96487,93,
96580,85,96581,1375228,96585,85,
96683,64,96685,1381036,96725,62,
96789,95,96790,1382124,96841,95,
96889,95,96891,1381600,96897,95,
96992,85,96996,1377556,97003,84,
97098,95,97099,1380048,97133,95,
97193,92,97194,1377588,97207,92,
97295,72,97296,1382724,97323,78,
97350,100,97352,1382372,97376,100,
97458,97,97459,1388304,97465,97,
97578,91,97579,1380360,97585,91,
97673,91,97675,1379984,97743,91,
97773,97,97774,1379044,97786,97,
97873,72,97874,1377636,97882,72,
97974,70,97975,1387260,98000,70,
98074,95,98075,1383756,98140,95,
98175,100,98176,1383012,98187,97,
98280,86,98281,1380116,98289,88,
98386,91,98388,1382152,98416,92,
98488,92,98490,1380028,98505,90,
98600,84,98601,1387596,98635,86,
98698,90,98699,1379252,98706,90,
98804,94,98806,1380740,98816,95,
98904,87,98905,1378052,98916,85,
99003,92,99004,1379228,99029,92,
99105,95,99106,1376768,99116,95,
99209,65,99210,1377500,99271,73,
99328,91,99329,1381188,99336,88,
99419,100,99419,1379928,99424,100,
99521,80,99523,1378772,99563,81,
99630,97,99637,1378772,99667,98,
99726,97,99728,1377020,99734,97,
99839,72,99840,1382280,99883,68,
99889,100,99890,1381384,99902,100,
100001,97,100002,1387240,100032,97,
100104,88,100112,1380464,100157,91,
100207,92,100209,1379636,100218,89,
100309,100,100310,1379536,100323,100,
100409,69,100410,1378448,100419,69,
100556,69,100557,1385292,100582,69,
100628,93,100629,1382916,100637,92,
100725,100,100728,1382964,100750,100,
100821,76,100822,1379560,100829,73,
100918,92,100920,1379936,100984,92,
101019,95,101023,1379184,101030,95,
101119,74,101120,1378972,101125,71,
101240,70,101241,1389348,101273,73,
101328,94,101329,1382120,101336,94,
101429,100,101430,1381376,101435,100,
101533,85,101534,1380512,101542,85,
101642,97,101643,1383284,101658,97,
101734,92,101735,1380072,101743,92,
101835,72,101836,1377732,101859,74,
101935,97,101937,1376840,101943,97,
102055,97,102066,1379048,102078,98,
102141,91,102142,1378368,102176,89,
102237,94,102238,1378724,102245,95,
102340,97,102341,1378104,102354,97,
102440,82,102441,1376180,102447,82,
102546,83,102547,1378368,102558,85,
102648,100,102649,1386012,102682,100,
102750,88,102752,1379100,102761,88,
102853,97,102855,1379740,102908,97,
102953,95,102955,1379200,102980,95,
103053,70,103054,1376928,103069,68,
103159,81,103160,1381992,103168,83,
103260,97,103262,1387004,103295,97,
103363,78,103365,1379656,103375,79,
103468,93,103469,1381436,103479,94,
103614,94,103615,1378484,103641,94,
103663,89,103664,1378720,103671,90,
103764,75,103784,1388748,103809,81,
103869,93,103870,1384780,103922,91,
103969,97,103970,1381192,103980,97,
104070,97,104072,1378540,104079,97,
104173,90,104174,1378456,104224,89,
104273,94,104274,1376732,104283,95,
104373,56,104374,1376160,104381,55,
104482,86,104484,1380300,104493,87,
104617,100,104618,1386308,104638,100,
104690,80,104691,1378724,104725,76,
104793,90,104794,1378016,104804,90,
104909,93,104910,1377668,104923,93,
105009,78,105010,1378884,105018,79,
105110,80,105112,1383428,105139,80,
105210,95,105212,1382528,105282,94,
105311,94,105312,1381952,105321,94,
105412,88,105413,1378888,105422,88,
105513,95,105514,1382400,105540,95,
105613,92,105614,1378548,105623,92,
105731,71,105732,1383768,105757,71,
105828,95,105830,1382280,105923,95,
105929,97,105931,1383024,105945,97,
106032,87,106035,1380180,106056,88,
106087,100,106095,1381724,106105,100,
106197,95,106199,1379424,106224,95,
106297,75,106299,1377872,106307,72,
106398,70,106399,1386824,106431,65,
106551,93,106552,1386388,106588,93,
106600,95,106602,1381216,106620,95,
106702,89,106704,1377824,106723,89,
106804,95,106805,1379716,106836,95,
106904,94,106906,1377740,106928,94,
107004,59,107006,1376700,107019,61,
107109,95,107115,1381544,107126,95,
107219,95,107220,1388068,107257,95,
107324,85,107325,1378892,107350,85,
107428,90,107429,1379904,107436,90,
107529,95,107530,1379752,107541,95,
107633,85,107634,1378372,107653,82,
107706,80,107722,1389064,107745,87,
107822,93,107823,1384240,107883,92,
107908,94,107909,1382648,107920,94,
108008,92,108009,1379356,108034,92,
108127,97,108133,1381660,108144,98,
108209,96,108210,1379416,108218,96,
108320,75,108321,1386032,108380,80,
108447,93,108449,1385536,108535,92,
108536,97,108538,1382188,108545,96,
108614,90,108616,1379464,108625,89,
108766,94,108767,1379048,108776,95,
108817,90,108822,1378576,108831,90,
108917,70,108918,1378076,108927,68,
109018,95,109019,1379752,109032,92,
109118,90,109119,1386612,109143,92,
109218,91,109219,1380316,109226,89,
109321,95,109322,1380840,109335,97,
109421,94,109424,1380576,109433,94,
109522,71,109524,1380308,109541,72,
109631,91,109632,1381836,109641,92,
109746,95,109763,1386568,109785,96,
109839,81,109840,1379540,109873,72,
109941,97,109942,1381300,109961,97,
110046,97,110047,1380864,110057,97,
110145,80,110146,1378640,110153,81,
110255,89,110256,1382372,110277,90,
110360,95,110361,1387948,110400,94,
110459,90,110460,1380864,110476,90,
110570,93,110572,1382892,110596,93,
110677,97,110680,1379484,110706,97,
110771,90,110773,1316460,110780,88,
110871,73,110872,1323636,110896,72,
110972,94,110973,1321804,111056,94,
111073,97,111074,1320580,111084,97,
111174,84,111176,1319428,111238,85,
111302,97,111303,1319720,111321,97,
111387,93,111388,1317052,111396,94,
111488,71,111489,1320560,111531,69,
111604,93,111605,1323448,111666,93,
111683,100,111689,1321196,111702,100,
111750,84,111754,1317728,111794,76,
111859,92,111860,1319176,111865,95,
111965,97,111966,1319340,112011,97,
112060,87,112061,1317148,112074,85,
112178,80,112179,1326776,112200,80,
112278,95,112279,1325556,112355,95,
112387,90,112388,1322316,112397,88,
112491,90,112492,1319140,112514,89,
112611,91,112612,1319076,112626,92,
112709,83,112710,1318680,112718,82,
112816,63,112837,1330184,112863,71,
112865,100,112867,1318912,112878,100,
112969,93,112970,1327484,113010,93,
113071,91,113072,1319816,113080,91,
113178,89,113179,1320772,113203,90,
113283,95,113284,1320056,113309,95,
113384,85,113386,1315588,113392,86,
113500,84,113504,1320512,113518,82,
113604,97,113605,1325696,113634,97,
113706,87,113708,1318700,113728,88,
113807,89,113808,1320348,113840,89,
113908,100,113909,1320932,113930,100,
114013,83,114014,1315916,114036,83,
114113,67,114114,1319444,114173,76,
114231,92,114252,1324648,114304,90,
114311,100,114313,1320740,114324,100,
114379,90,114380,1319360,114417,88,
114485,92,114486,1318668,114546,92,
114590,100,114591,1317940,114607,100,
114685,74,114687,1317196,114695,76,
114786,72,114795,1323964,114828,73,
114939,96,114939,1328168,114968,96,
115040,89,115044,1317388,115076,89,
115147,86,115148,1319672,115171,87,
115249,93,115249,1320348,115271,93,
115349,89,115351,1318048,115362,87,
115452,46,115453,1317880,115468,45,
115559,95,115560,1319264,115572,97,
115659,100,115660,1327376,115711,100,
115763,97,115770,1320728,115804,97,
115867,100,115869,1323032,115890,100,
115918,96,115919,1323432,115967,96,
116071,98,116072,1320624,116087,98,
116122,80,116123,1314748,116129,75,
116222,85,116223,1324760,116247,85,
116324,93,116325,1322692,116403,93,
116424,92,116428,1321292,116441,93,
116524,86,116525,1319216,116537,85,
116664,98,116667,1319608,116690,98,
116751,88,116753,1316464,116761,88,
116859,84,116860,1324076,116881,84,
116969,86,116971,1323352,117043,86,
117069,97,117070,1323224,117079,97,
117181,95,117182,1318156,117207,95,
117298,100,117299,1320752,117324,100,
117379,100,117380,1318460,117386,100,
117479,83,117480,1317224,117552,83,
117580,100,117581,1320328,117700,100,
117707,97,117709,1321984,117723,98,
117805,94,117806,1320036,117822,94,
117891,100,117892,1320112,117953,100,
117992,90,117993,1319104,118001,89,
118092,82,118093,1318484,118100,80,
118197,60,118198,1324576,118232,66,
118327,100,118328,1324460,118390,100,
118438,92,118439,1321680,118448,90,
118488,95,118490,1321388,118497,95,
118592,94,118594,1321396,118644,95,
118696,97,118697,1320516,118715,97,
118794,81,118795,1317980,118802,80,
118897,87,118898,1320356,118907,88,
119008,91,119010,1324868,119017,91,
119114,84,119115,1318312,119162,85,
119223,95,119224,1319152,119244,95,
119326,95,119327,1320984,119349,93,
119423,82,119424,1316376,119429,81,
119548,57,119550,1323208,119592,56,
119698,92,119702,1327372,119722,93,
119740,100,119742,1321548,119755,100,
119842,83,119844,1320804,119861,85,
119954,97,119955,1320984,119993,97,
120006,95,120007,1318756,120051,96,
120110,79,120111,1317668,120120,74,
120263,70,120264,1322872,120325,76,
120365,94,120366,1320768,120485,95,
120486,100,120490,1323288,120497,100,
120568,94,120569,1320324,120576,94,
120669,86,120670,1320216,120718,86,
120774,90,120776,1319300,120785,90,
120875,76,120876,1319968,120891,78,
120975,90,120976,1321988,120985,90,
121126,96,121128,1322164,121141,96,
121227,84,121228,1320556,121250,84,
121328,97,121334,1321420,121354,97,
121428,84,121430,1320200,121440,82,
121478,68,121479,1316980,121488,68,
121581,90,121582,1321980,121594,91,
121691,95,121692,1324096,121717,95,
121793,90,121794,1316880,121803,90,
121892,94,121893,1318676,121902,94,
121993,100,121994,1319188,122016,100,
122094,87,122098,1316928,122106,87,
122249,82,122250,1320036,122261,81,
122351,95,122352,1326368,122376,95,
122459,84,122460,1318920,122486,85,
122553,92,122555,1319536,122640,91,
122661,97,122664,1318672,122695,98,
122705,100,122706,1318824,122720,91,
122862,79,122863,1321548,122877,79,
122919,86,122920,1321204,122993,86,
123019,100,123021,1322500,123034,100,
123121,87,123122,1319416,123136,86,
123221,95,123222,1322744,123240,95,
123321,94,123322,1318204,123334,94,
123478,80,123479,1322468,123488,79,
123589,97,123592,1328184,123623,97,
123690,76,123691,1320424,123729,76,
123795,85,123796,1322444,123874,86,
123891,97,123894,1319756,123917,97,
123994,90,123995,1317916,124006,89,
124129,71,124130,1329416,124162,69,
124268,96,124269,1326380,124303,96,
124305,100,124306,1320152,124313,95,
124360,84,124361,1317152,124375,87,
124462,97,124463,1318432,124479,97,
124571,100,124572,1319140,124589,100,
124668,95,124673,1317208,124682,95,
124768,61,124769,1316768,124827,61,
124870,97,124872,1319512,124967,98,
124990,100,124993,1319180,125000,100,
125080,86,125081,1319636,125108,86,
125199,97,125200,1320956,125252,98,
125289,91,125290,1318408,125296,91,
125389,63,125390,1317796,125395,60,
125490,69,125491,1325552,125500,68,
125590,94,125591,1324300,125623,94,
125693,92,125695,1320768,125706,92,
125815,92,125816,1321212,125838,91,
125897,100,125898,1322952,125906,100,
125990,95,125991,1319400,126008,94,
126090,73,126091,1317564,126096,74,
126197,92,126198,1323496,126209,93,
126300,100,126301,1328472,126331,100,
126407,90,126408,1321372,126444,91,
126514,97,126515,1320232,126540,97,
126630,94,126631,1320244,126643,93,
126730,85,126731,1316068,126739,85,
126832,85,126833,1320576,126844,85,
126949,97,126950,1326936,126973,98,
127064,93,127072,1318920,127083,94,
127160,85,127161,1318040,127170,84,
127259,97,127260,1317208,127267,97,
127360,84,127361,1316600,127368,84,
127460,97,127461,1322948,127472,97,
127560,100,127561,1327184,127599,100,
127663,95,127677,1317924,127724,96,
127725,100,127726,1318628,127736,100,
127818,97,127819,1320524,127826,97,
127918,94,127919,1318108,127931,94,
128038,72,128039,1324236,128064,76,
128138,90,128139,1319980,128146,88,
128246,100,128247,1320308,128261,100,
128343,89,128343,1318952,128360,86,
128457,92,128468,1321940,128475,96,
128549,92,128549,1319664,128568,90,
128649,65,128650,1318724,128656,63,
128749,90,128751,1321584,128762,92,
128850,100,128851,1326604,128883,100,
128956,85,128959,1319900,128974,86,
129065,95,129066,1321900,129080,95,
129165,100,129168,1320388,129181,97,
129266,80,129270,1317676,129277,79,
129367,81,129378,1326172,129387,85,
129468,88,129469,1322524,129476,86,
129568,100,129571,1322256,129577,100,
129677,89,129678,1319712,129720,89,
129784,100,129786,1319348,129816,100,
129878,90,129880,1316464,129891,89,
129978,47,129979,1315988,129986,44,
130084,76,130086,1321196,130105,82,
130200,93,130201,1327404,130227,93,
130302,90,130309,1318012,130344,90,
130403,100,130405,1319356,130477,100,
130508,91,130510,1317936,130525,91,
130606,80,130608,1317364,130617,82,
130665,73,130666,1321488,130717,82,
130789,94,130790,1323940,130882,91,
130884,100,130886,1323960,130896,100,
130981,88,130984,1319100,130996,87,
131082,95,131099,1319700,131118,95,
131183,97,131185,1319088,131194,97,
131284,59,131286,1318628,131292,52,
131398,83,131399,1324000,131411,81,
131505,95,131506,1326776,131536,95,
131611,91,131612,1319720,131641,91,
131708,92,131709,1321948,131736,92,
131821,100,131827,1320316,131835,97,
131921,82,131923,1316524,131928,84,
132021,80,132022,1323048,132041,80,
132130,92,132176,1325288,132187,94,
132198,100,132205,1319160,132232,100,
132293,100,132295,1318716,132339,100,
132396,95,132407,1318964,132477,96,
132514,95,132515,1318112,132565,95,
132615,84,132616,1316128,132622,84,
132716,64,132738,1322024,132747,71,
132820,90,132821,1321356,132895,88,
132921,95,132922,1322240,132958,95,
133023,92,133024,1318992,133075,92,
133130,100,133131,1320624,133149,100,
133224,91,133225,1316784,133231,90,
133325,52,133364,1317728,133401,64,
133427,92,133431,1319548,133534,92,
133548,100,133549,1321988,133558,100,
133648,92,133649,1320944,133659,92,
133762,86,133763,1320912,133808,86,
133822,100,133826,1319464,133837,100,
133911,81,133912,1317864,133924,80,
134028,70,134029,1324704,134080,70,
134114,90,134118,1320760,134204,91,
134254,91,134256,1324968,134266,91,
134358,91,134359,1319436,134376,90,
134463,92,134463,1321528,134482,92,
134557,97,134558,1319204,134565,97,
134657,58,134659,1319000,134671,59,
134758,97,134759,1319012,134777,97,
134858,100,134859,1326480,134887,100,
134980,89,134982,1318920,135001,89,
135019,81,135021,1317648,135032,82,
135120,97,135122,1320412,135150,97,
135221,90,135222,1317444,135235,90,
135329,74,135349,1325160,135380,78,
135422,94,135423,1318092,135514,92,
135524,100,135525,1326024,135540,100,
135623,86,135624,1319480,135659,87,
135724,90,135725,1319176,135739,90,
135824,97,135825,1318836,135851,93,
135924,76,135925,1317048,135931,80,
136031,73,136032,1320968,136092,64,
136129,95,136130,1320940,136148,79,
136229,100,136230,1328376,136263,83,
136330,95,136331,1324500,136363,79,
136440,97,136443,1322584,136465,81,
136562,100,136563,1321696,136590,83,
136663,100,136665,1319448,136682,83,
136763,65,136764,1318744,136778,54,
136873,93,136875,1324168,136886,78,
136966,91,136968,1326844,136976,77,
137067,97,137069,1323032,137081,81,
137172,88,137174,1320736,137211,73,
137274,97,137275,1322092,137286,81,
137375,95,137377,1321988,137387,80,
137478,83,137480,1320712,137491,68,
137608,80,137625,1325588,137652,68,
137685,96,137686,1317488,137801,81,
137803,100,137804,1325616,137820,83,
137888,96,137895,1318228,137947,81,
138000,95,138002,1319772,138018,79,
138106,97,138107,1322088,138144,82,
138204,95,138219,1316184,138231,80,
138305,75,138306,1315644,138317,58,
138406,89,138407,1321036,138430,75,
138509,93,138510,1324108,138578,77,
138609,97,138610,1321768,138634,81,
138712,90,138713,1318124,138724,75,
138765,94,138766,1317632,138775,80,
138872,95,138873,1320668,138895,79,
138972,94,138974,1317340,138990,77,
139072,57,139073,1317240,139081,45,
139181,86,139184,1322552,139204,78,
139278,100,139279,1323888,139286,83,
139380,95,139382,1322184,139398,80,
139480,87,139482,1319740,139508,73,
139585,97,139586,1321304,139663,81,
139685,94,139686,1319684,139695,79,
139790,85,139791,1317152,139801,69,
139900,64,139901,1323224,139937,55,
139999,94,140046,1319612,140054,80,
140119,100,140120,1328464,140136,83,
140203,85,140204,1320636,140248,73,
140304,100,140305,1319688,140335,81,
140401,95,140402,1322228,140438,81,
140503,95,140504,1319124,140514,79,
140602,65,140603,1318916,140685,55,
140705,100,140706,1321556,140714,81,
140789,94,140814,1323004,140898,82,
140900,100,140902,1319904,140910,83,
140995,86,140999,1318144,141007,73,
141095,94,141097,1319260,141105,79,
141195,92,141197,1318416,141207,77,
141297,97,141298,1316448,141309,81,
141397,80,141398,1325556,141435,66,
141548,96,141549,1325264,141594,81,
141649,90,141650,1322792,141663,75,
141751,92,141754,1319848,141774,76,
141859,95,141864,1321128,141938,81,
141940,100,141941,1317652,141955,83,
142009,89,142010,1317708,142021,74,
142119,81,142121,1323560,142172,71,
142244,95,142245,1323364,142295,80,
142332,100,142336,1323368,142349,83,
142442,95,142443,1320640,142471,79,
142547,97,142550,1320536,142566,81,
142649,97,142651,1320900,142680,81,
142750,85,142752,1318688,142760,69,
142859,70,142860,1326804,142884,60,
142971,97,142972,1321396,143056,82,
143070,100,143071,1327348,143085,83,
143122,89,143123,1323556,143129,72,
143237,95,143238,1321564,143282,80,
143343,97,143345,1321620,143362,81,
143435,94,143447,1320744,143460,80,
143535,71,143538,1314984,143547,57,
143635,95,143640,1320048,143656,79,
143750,97,143752,1324720,143789,81,
143849,90,143850,1321264,143857,75,
143959,85,143960,1318832,143978,72,
144080,100,144082,1319892,144111,83,
144133,90,144135,1316348,144144,68,
144235,73,144236,1315568,144256,62,
144338,68,144339,1319388,144346,54,
144440,87,144447,1319956,144533,74,
144559,100,144560,1327516,144581,83,
144642,87,144643,1318412,144695,74,
144741,94,144742,1318700,144791,79,
144847,97,144848,1321448,144865,82,
144945,94,144949,1318752,144966,79,
145059,73,145060,1322284,145121,59,
145148,94,145150,1319340,145166,79,
145256,97,145293,1325516,145302,82,
145350,86,145351,1322928,145359,62,
145459,88,145460,1319996,145473,74,
145565,100,145566,1322692,145588,83,
145668,92,145669,1317720,145680,77,
145771,66,145772,1317188,145777,53,
145875,95,145876,1322456,145893,80,
145990,95,146031,1328788,146054,81,
146090,90,146091,1324556,146104,69,
146202,97,146204,1319228,146232,81,
146257,95,146259,1320472,146324,80,
146358,97,146362,1320188,146371,81,
146458,91,146459,1319128,146467,75,
146559,48,146560,1319184,146567,40,
146659,97,146660,1322656,146681,83,
146778,93,146780,1324460,146829,79,
146870,97,146872,1321504,146880,80,
146976,90,146978,1318056,147002,76,
147075,95,147076,1321152,147111,80,
147178,100,147179,1318108,147208,83,
147279,76,147280,1316132,147288,62,
147380,72,147387,1324624,147433,66,
147489,89,147490,1321040,147582,72,
147593,100,147594,1320908,147612,83,
147700,88,147701,1321296,147726,75,
147805,92,147807,1318548,147895,77,
147906,100,147908,1317660,147939,83,
148007,86,148009,1317404,148017,71,
148109,86,148110,1329136,148137,72,
148211,92,148212,1325904,148284,77,
148312,97,148313,1324412,148343,81,
148415,95,148416,1319768,148445,80,
148542,95,148543,1322172,148608,80,
148618,100,148620,1319500,148653,83,
148719,82,148720,1318832,148727,69,
148821,51,148838,1322624,148846,49,
148929,95,148930,1320144,149003,80,
149069,100,149071,1323092,149086,83,
149134,85,149142,1320016,149155,70,
149237,94,149245,1321932,149261,79,
149339,100,149340,1323708,149368,83,
149441,97,149442,1319188,149461,82,
149541,84,149542,1315356,149613,70,
149655,89,149657,1317428,149679,75,
149766,100,149784,1326052,149817,83,
149821,100,149823,1320148,149832,83,
149968,93,149970,1316768,150002,78,
150069,95,150077,1319740,150135,80,
150170,97,150172,1316984,150182,80,
150270,58,150272,1316464,150280,48,
150371,97,150374,1321736,150386,81,
150488,95,150525,1327900,150545,81,
150547,100,150549,1320440,150557,83,
150693,95,150696,1318496,150732,79,
150746,100,150749,1319072,150791,83,
150846,97,150854,1319420,150888,79,
150947,87,150948,1318476,150957,75,
151101,84,151103,1321776,151123,68,
151158,95,151159,1320400,151239,83,
151289,98,151291,1323068,151297,79,
151394,78,151395,1320736,151410,69,
151518,96,151519,1323152,151526,80,
151625,91,151628,1318268,151644,78,
151706,70,151707,1317164,151714,51,
151806,72,151808,1324924,151815,61,
151909,93,151910,1321440,151998,77,
152009,100,152010,1328548,152033,83,
152143,84,152145,1320196,152164,70,
152217,100,152218,1321008,152246,83,
152311,100,152320,1320596,152332,83,
152375,100,152377,1319608,152396,83,
152476,72,152477,1319396,152495,60,
152627,86,152630,1325056,152654,72,
152779,100,152780,1325072,152804,83,
152829,95,152830,1320560,152844,80,
152930,87,152931,1318432,152941,72,
153041,95,153042,1320836,153053,77,
153160,93,153161,1318372,153173,80,
153278,80,153279,1324668,153337,68,
153362,97,153366,1318556,153376,81,
153463,100,153478,1326848,153502,83,
153563,86,153572,1318872,153608,71,
153677,95,153685,1319644,153707,79,
153763,100,153764,1320728,153796,83,
153866,95,153867,1317220,153878,80,
153966,52,153967,1317088,154043,45,
154066,95,154067,1321728,154079,79,
154175,100,154176,1327276,154221,83,
154269,89,154271,1321908,154294,75,
154380,91,154381,1319224,154414,76,
154480,100,154481,1320912,154495,83,
