App,Package,Start Time,Duration,Filename
"System",,"Jan. 3, 2018 @ 07:48:47 PM","7 min 5 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
156251,92,156253,1322224,156382,53,
156353,76,156367,1317504,156475,67,
156456,97,156458,1326328,156688,57,
156567,85,156577,1321480,156702,67,
156689,100,156690,1327644,156776,63,
156764,92,156765,1323740,156951,63,
156888,94,156924,1320504,157071,67,
156997,100,157007,1320788,157117,67,
157073,100,157075,1317432,157155,64,
157146,96,157147,1317740,157258,46,
157247,72,157248,1317196,157416,55,
157367,82,157368,1324136,157600,62,
157462,94,157463,1320996,157668,67,
157601,98,157603,1329152,157685,67,
157670,100,157672,1322548,157805,67,
157777,100,157778,1320896,157893,60,
157872,89,157874,1320372,158001,67,
157979,100,157981,1321828,158120,67,
158080,100,158082,1318856,158194,59,
158181,90,158183,1318856,158318,67,
158291,97,158292,1328336,158525,67,
158398,100,158399,1323404,158549,67,
158528,100,158531,1323688,158619,63,
158605,93,158606,1322416,158733,65,
158719,97,158721,1320220,158902,67,
158838,100,158840,1323688,158968,65,
158933,97,158935,1321248,159053,59,
159036,87,159038,1320600,159146,38,
159136,58,159137,1318904,159272,65,
159240,97,159241,1329700,159458,60,
159340,89,159341,1323884,159471,67,
159459,100,159460,1330208,159552,60,
159541,90,159543,1322572,159665,64,
159643,95,159648,1323580,159834,64,
159757,95,159758,1323092,159852,67,
159836,100,159840,1322692,159937,67,
159913,100,159918,1320904,160027,63,
160012,95,160013,1320700,160146,62,
160110,92,160111,1328616,160327,67,
160211,100,160222,1318704,160367,65,
160329,97,160330,1326344,160435,65,
160419,97,160420,1322544,160542,65,
160520,97,160527,1320032,160727,65,
160623,94,160625,1321368,160815,67,
160737,100,160738,1321976,160849,63,
160833,95,160834,1318100,161039,44,
160933,65,160934,1317876,161197,63,
161076,92,161078,1320696,161235,67,
161227,100,161228,1329288,161272,67,
161264,100,161265,1323144,161378,59,
161349,88,161350,1319620,161473,65,
161453,97,161454,1320016,161642,62,
161567,94,161568,1322292,161701,67,
161668,100,161669,1320000,161797,60,
161769,90,161770,1319516,161943,55,
161874,81,161875,1323028,162085,64,
161976,94,161978,1320652,162152,67,
162125,100,162126,1325852,162195,63,
162179,97,162180,1324748,162289,64,
162279,95,162281,1321932,162472,64,
162402,95,162403,1322116,162517,67,
162489,100,162497,1321412,162600,65,
162590,97,162591,1319928,162779,55,
162700,73,162702,1322744,162802,61,
162786,96,162792,1325556,162981,63,
162888,93,162904,1328216,163020,67,
163007,100,163008,1324864,163083,51,
163071,83,163072,1323244,163189,65,
163180,97,163181,1321672,163352,60,
163284,88,163285,1324328,163407,65,
163384,97,163385,1322080,163514,65,
163486,97,163487,1322144,163681,56,
163585,80,163617,1321440,163701,67,
163686,100,163687,1321068,163882,64,
163808,96,163809,1324964,163909,67,
163891,100,163895,1321288,164003,59,
163990,92,163991,1320072,164105,65,
164091,95,164097,1319456,164253,63,
164191,95,164192,1320640,164319,65,
164298,97,164300,1318428,164408,60,
164398,90,164399,1317616,164574,43,
164510,63,164511,1321936,164624,65,
164615,97,164616,1322088,164778,67,
164718,100,164719,1324852,164836,63,
164819,97,164820,1321648,164978,62,
164919,90,164920,1321108,165069,65,
165020,97,165026,1319960,165180,67,
165143,100,165144,1323288,165259,65,
165221,96,165242,1318068,165330,42,
165322,70,165323,1317536,165494,49,
165428,73,165429,1320704,165550,67,
165529,100,165531,1323656,165716,64,
165621,94,165647,1325412,165742,67,
165728,100,165729,1322972,165900,58,
165831,87,165832,1319660,165946,63,
165927,95,165928,1319816,166115,67,
166038,100,166039,1322612,166161,62,
166140,93,166141,1320352,166251,52,
166243,77,166245,1319508,166355,45,
166344,64,166345,1318240,166467,63,
166445,94,166447,1322880,166555,63,
166545,95,166547,1324428,166683,67,
166649,100,166651,1326140,166765,57,
166753,87,166754,1322796,166865,67,
166853,100,166854,1322992,167035,64,
166958,95,166959,1321384,167075,65,
167061,97,167062,1322760,167172,61,
167162,90,167163,1320384,167272,44,
167265,63,167266,1320076,167388,65,
167366,97,167367,1325764,167525,66,
167473,97,167516,1324228,167608,65,
167598,98,167600,1320648,167687,62,
167670,93,167671,1319060,167786,63,
167771,95,167772,1319488,167922,65,
167878,97,167880,1322088,168020,65,
167991,97,167992,1319568,168057,61,
168041,90,168042,1319144,168235,62,
168148,91,168179,1319696,168283,74,
168250,100,168257,1320516,168427,83,
168358,100,168359,1327280,168504,77,
168465,94,168470,1324860,168574,83,
168562,100,168563,1322852,168735,82,
168694,98,168707,1321544,168805,83,
168783,100,168786,1321032,168901,74,
168879,90,168880,1319900,169048,70,
168988,84,168989,1322852,169204,83,
169089,100,169090,1322216,169224,83,
169206,100,169207,1330228,169305,76,
169291,92,169292,1319940,169489,77,
169410,91,169428,1320204,169527,83,
169515,100,169516,1321804,169615,78,
169607,94,169608,1320004,169795,54,
169717,64,169718,1322584,169818,83,
169808,100,169809,1321024,169947,76,
169860,90,169861,1323776,169977,83,
169961,100,169962,1322868,170164,82,
170118,98,170119,1322332,170255,83,
170219,100,170220,1324748,170282,83,
170271,100,170273,1321892,170381,78,
170374,93,170375,1319672,170521,63,
170480,77,170481,1326664,170679,80,
170587,95,170588,1320348,170708,82,
170693,97,170695,1320396,170823,74,
170809,90,170811,1321080,171003,82,
170914,97,170917,1318084,171032,81,
171016,100,171017,1318000,171124,68,
171118,83,171118,1316828,171293,48,
171224,57,171225,1319648,171314,83,
171295,100,171302,1322324,171479,80,
171423,96,171424,1327300,171520,83,
171480,100,171481,1322296,171612,76,
171580,90,171590,1319900,171788,81,
171740,96,171741,1321768,171836,83,
171798,100,171808,1318812,171911,78,
171891,94,171892,1318344,172014,69,
171992,82,171993,1328024,172144,83,
172098,100,172099,1322508,172221,83,
172199,100,172200,1321232,172312,72,
172300,85,172301,1321204,172424,77,
172401,91,172402,1321044,172532,82,
172506,97,172507,1321484,172621,69,
172606,82,172607,1320128,172775,59,
172729,74,172730,1323756,172945,78,
172859,92,172860,1324076,172964,83,
172947,100,172948,1322988,173092,72,
173061,84,173062,1322508,173184,77,
173165,95,173166,1321544,173299,79,
173263,92,173264,1321508,173342,83,
173318,100,173333,1319956,173423,57,
173416,70,173417,1318792,173571,67,
173529,74,173531,1326724,173645,81,
173637,97,173638,1325140,173788,83,
173746,100,173749,1325484,173870,83,
173840,100,173841,1322364,173970,78,
173952,93,173953,1322124,174068,81,
174052,97,174053,1317196,174164,79,
174153,94,174154,1316232,174263,42,
174253,52,174254,1316056,174394,76,
174374,91,174375,1317696,174494,82,
174475,97,174487,1323768,174593,73,
174578,90,174579,1320764,174721,77,
174679,92,174680,1318148,174825,83,
174779,100,174780,1320828,174893,75,
174880,90,174881,1318548,175001,68,
174985,78,174987,1315492,175125,66,
175104,81,175105,1322700,175278,73,
175188,85,175189,1320960,175303,83,
175289,100,175290,1320268,175422,72,
175402,86,175403,1320072,175504,75,
175498,91,175499,1317952,175631,81,
175601,95,175602,1319352,175690,83,
175679,100,175681,1317360,175767,59,
175752,78,175753,1316612,175874,76,
175857,88,175859,1321680,176038,73,
175962,86,175963,1325244,176078,83,
176067,100,176068,1321592,176184,77,
176171,92,176172,1318548,176307,79,
176274,92,176275,1320436,176384,83,
176375,100,176377,1318592,176484,67,
176477,81,176479,1318532,176651,69,
176583,80,176584,1326608,176794,78,
176698,93,176699,1317560,176817,83,
176803,100,176807,1317748,176915,76,
176908,91,176908,1318104,176974,69,
176959,84,176960,1317460,177108,78,
177059,92,177060,1319616,177193,83,
177166,100,177168,1315344,177277,64,
177266,76,177267,1314412,177415,68,
177374,77,177375,1325632,177560,75,
177467,92,177468,1320244,177631,82,
177617,98,177618,1321288,177738,83,
177720,100,177721,1317032,177901,80,
177821,95,177822,1317960,177924,83,
177903,100,177904,1319104,177992,81,
177975,96,177980,1317816,178080,64,
178072,80,178073,1316684,178187,83,
178174,100,178176,1321584,178338,80,
178277,95,178280,1323440,178385,76,
178374,92,178375,1321204,178489,79,
178475,94,178476,1318716,178619,78,
178601,94,178602,1321548,178720,83,
178698,100,178699,1319496,178817,70,
178801,85,178802,1316868,178995,65,
178901,76,178902,1316932,179014,79,
179003,94,179004,1321872,179125,82,
179117,97,179118,1326916,179247,77,
179219,92,179220,1322116,179343,82,
179327,97,179330,1319700,179440,83,
179430,100,179431,1320920,179555,78,
179532,92,179533,1318080,179648,44,
179631,57,179632,1318016,179769,76,
179759,89,179760,1323684,179920,78,
179822,87,179866,1327900,179965,83,
179923,100,179936,1323532,180068,79,
180038,95,180039,1321188,180218,83,
180145,100,180149,1320904,180267,83,
180248,100,180250,1321596,180357,77,
180347,91,180349,1320312,180515,47,
180447,60,180449,1317296,180655,82,
180571,97,180571,1316824,180702,83,
180693,100,180695,1324576,180790,74,
180771,87,180773,1318924,180978,77,
180874,92,180875,1319016,180995,83,
180979,100,180981,1320696,181097,77,
181083,92,181085,1316684,181191,45,
181184,60,181185,1315608,181301,68,
181241,81,181245,1319104,181361,74,
181341,86,181343,1318904,181454,83,
181447,100,181448,1327164,181588,77,
181547,92,181548,1319972,181677,81,
181649,97,181651,1317716,181774,83,
181761,100,181763,1319352,181865,69,
181857,83,181858,1317332,182019,64,
181958,70,181986,1324896,182075,75,
182063,92,182065,1320084,182203,83,
182183,100,182184,1327616,182331,75,
182262,90,182263,1319176,182399,77,
182368,92,182369,1319604,182488,83,
182465,100,182470,1322036,182583,75,
182568,91,182569,1319232,182686,44,
182667,61,182668,1319236,182775,76,
182767,86,182768,1324884,182942,76,
182869,90,182870,1322576,183006,83,
182987,100,182988,1321812,183085,75,
183077,89,183078,1321480,183254,80,
183187,95,183189,1321332,183301,83,
183283,100,183285,1321028,183395,69,
183385,82,183386,1318148,183528,69,
183485,82,183487,1320904,183699,78,
183597,93,183598,1318508,183718,83,
183701,100,183703,1322352,183839,79,
183809,95,183810,1316816,183942,75,
183915,90,183917,1317680,184041,80,
184028,96,184029,1315828,184143,77,
184134,91,184135,1315860,184326,60,
184268,74,184269,1326380,184341,83,
184328,100,184329,1320872,184500,81,
184459,96,184464,1324944,184605,72,
184542,87,184545,1317128,184687,78,
184650,93,184651,1317528,184720,83,
184700,100,184702,1319296,184821,80,
184813,95,184814,1318268,184919,75,
184913,92,184914,1315104,185066,64,
185014,70,185034,1321804,185215,79,
185118,95,185119,1319808,185235,83,
185219,100,185220,1324204,185344,76,
185327,90,185328,1320264,185456,77,
185428,94,185429,1317624,185562,80,
185541,93,185542,1318088,185655,75,
185646,89,185648,1316596,185780,74,
185763,89,185765,1321628,185922,79,
185868,95,185869,1326244,185986,81,
185968,100,185969,1320868,186086,65,
186073,76,186074,1319544,186254,76,
186177,90,186179,1319188,186316,83,
186274,100,186276,1318468,186394,73,
186374,87,186375,1317716,186484,81,
186475,97,186476,1325728,186586,71,
186577,86,186578,1318696,186698,83,
186682,100,186683,1318144,186811,78,
186787,91,186788,1318580,186951,79,
186889,95,186890,1318556,186989,83,
186953,100,186956,1318924,187059,81,
187039,97,187047,1315116,187150,52,
187140,66,187142,1314316,187304,71,
187290,86,187291,1320572,187405,81,
187396,95,187397,1325156,187524,79,
187497,95,187498,1319972,187599,83,
187565,100,187566,1318524,187687,79,
187658,95,187663,1317284,187792,83,
187769,100,187770,1319344,187885,73,
187877,90,187878,1315920,187996,61,
187987,71,187988,1322148,188195,81,
188090,97,188092,1317420,188215,82,
188200,100,188201,1324220,188327,65,
188290,75,188291,1317864,188410,77,
188397,92,188398,1319708,188519,78,
188509,93,188510,1319388,188618,73,
188610,87,188611,1317640,188730,80,
188711,95,188712,1324896,188918,77,
188828,92,188829,1323312,188949,83,
188930,100,188937,1321688,189095,73,
189081,88,189083,1320360,189231,80,
189186,94,189187,1323364,189309,80,
189288,95,189289,1318336,189401,59,
189388,73,189390,1313968,189519,59,
189489,70,189491,1321828,189705,78,
189609,92,189610,1320096,189752,82,
189739,98,189741,1321408,189874,76,
189850,90,189857,1315748,190004,79,
189950,94,189951,1318676,190078,80,
190057,94,190059,1316136,190160,59,
190152,75,190153,1315376,190278,81,
190253,97,190254,1318776,190430,83,
190358,100,190367,1325844,190449,83,
190432,100,190434,1319404,190544,77,
190528,92,190529,1318936,190703,76,
190635,90,190637,1318672,190753,83,
190738,100,190740,1319224,190849,75,
190842,90,190843,1318132,190950,36,
190943,44,190945,1315532,191061,79,
191050,93,191051,1321032,191184,82,
191155,97,191156,1324140,191295,76,
191256,92,191257,1321896,191389,75,
191378,90,191379,1319700,191497,83,
191477,100,191484,1322256,191549,74,
191528,86,191529,1319292,191686,63,
191678,75,191679,1316172,191795,69,
191779,82,191780,1326288,191949,79,
191882,94,191883,1324096,192044,82,
191996,97,191998,1323576,192091,80,
192046,95,192048,1320320,192158,77,
192150,93,192151,1318820,192264,80,
192256,94,192257,1320236,192369,81,
192358,97,192360,1319232,192538,51,
192472,60,192473,1320476,192699,79,
192572,94,192573,1318388,192737,83,
192712,100,192713,1320668,192827,78,
192817,94,192818,1318188,192886,76,
192861,92,192862,1317696,193041,78,
192966,92,192969,1317640,193094,83,
193074,100,193075,1319248,193184,72,
193171,86,193172,1317356,193304,66,
193273,73,193297,1327660,193482,82,
193438,98,193439,1324580,193536,79,
193526,94,193528,1321940,193653,72,
193637,86,193638,1318368,193792,81,
193742,97,193744,1321436,193875,83,
193850,100,193863,1319516,193960,65,
193946,81,193948,1316072,194060,75,
194040,90,194041,1324456,194229,76,
194167,90,194168,1325300,194277,77,
194269,92,194270,1323548,194348,80,
194326,95,194337,1321136,194533,79,
194428,95,194429,1320560,194577,79,
194549,93,194552,1318088,194654,66,
194648,83,194649,1317088,194770,77,
194749,90,194752,1323096,194900,76,
194858,90,194859,1326868,194993,79,
194964,94,194965,1324460,195076,83,
195066,100,195068,1319640,195175,80,
195167,95,195168,1321548,195283,79,
195275,94,195276,1319896,195383,62,
195377,75,195378,1315640,195489,75,
195481,91,195483,1318000,195641,83,
195542,95,195543,1321388,195691,82,
195677,98,195680,1320452,195812,75,
195788,90,195791,1317436,195944,80,
195910,95,195915,1318444,196015,81,
196005,97,196006,1317228,196055,66,
196048,82,196049,1316936,196180,75,
196149,89,196150,1321104,196315,77,
196307,91,196309,1324588,196419,79,
196408,95,196409,1321248,196491,77,
196476,95,196482,1318640,196588,71,
196575,82,196577,1319404,196688,81,
196676,97,196677,1319024,196787,73,
196781,88,196782,1315900,196948,40,
196881,47,196883,1316256,197025,79,
197010,94,197011,1319224,197147,83,
197109,100,197110,1327272,197227,78,
197209,94,197210,1317560,197332,78,
197314,92,197316,1318832,197454,81,
197410,97,197411,1320360,197533,80,
197513,94,197524,1318144,197683,68,
197611,83,197612,1317440,197740,81,
197692,96,197693,1322268,197833,83,
197821,100,197822,1325648,197959,71,
197921,84,197922,1322656,198071,78,
198025,95,198026,1319516,198179,83,
198156,98,198157,1322672,198259,83,
198237,100,198239,1317948,198341,60,
198333,77,198334,1317124,198451,80,
198438,93,198439,1320468,198592,79,
198539,95,198540,1323304,198656,79,
198639,94,198641,1320820,198755,81,
198739,97,198741,1317252,198861,80,
198848,95,198849,1319304,198965,81,
198948,97,198949,1316676,199007,71,
198998,88,199000,1316644,199186,60,
199158,71,199159,1327720,199331,83,
199208,100,199209,1319588,199371,83,
199333,100,199350,1327968,199482,72,
199427,89,199429,1318204,199570,79,
199528,95,199532,1318640,199673,82,
199639,97,199640,1319680,199756,77,
199740,92,199742,1317936,199848,43,
199840,52,199841,1317856,199963,79,
199941,94,199943,1320696,200124,78,
200065,91,200096,1325396,200159,79,
200142,96,200143,1321692,200273,73,
200243,86,200246,1319856,200362,80,
200348,95,200349,1320928,200468,81,
200447,97,200449,1320324,200565,72,
200550,87,200551,1316948,200710,57,
200659,68,200660,1322060,200892,79,
200762,92,200798,1324180,200914,83,
200894,100,200897,1322788,200983,70,
200969,84,200970,1320916,201175,78,
201065,92,201070,1319420,201203,83,
201177,100,201178,1322024,201275,83,
201267,100,201268,1318896,201375,59,
201367,73,201368,1315704,201478,81,
201468,97,201470,1320480,201604,79,
201570,92,201597,1322380,201677,77,
201669,97,201670,1320416,201783,72,
201771,85,201772,1316572,201919,79,
201878,93,201879,1319148,202005,76,
201988,93,201989,1317388,202100,68,
202089,78,202090,1315268,202210,81,
202189,97,202190,1319916,202353,81,
202297,97,202298,1324740,202419,79,
202399,95,202401,1321528,202484,83,
202469,100,202470,1318900,202650,80,
202585,95,202586,1318240,202702,81,
202686,97,202687,1317576,202792,68,
202786,83,202787,1315924,202949,53,
202907,65,202909,1322036,203071,73,
202997,87,202999,1319084,203150,82,
203108,100,203119,1321308,203220,74,
203204,86,203205,1319048,203333,76,
203299,91,203301,1319276,203445,80,
203408,95,203409,1321660,203524,81,
203513,97,203515,1318420,203619,50,
203613,64,203614,1316248,203752,69,
203731,81,203738,1321020,203911,79,
203897,95,203898,1327664,203947,83,
203931,100,203933,1322020,204045,72,
204032,87,204033,1321660,204229,78,
204134,90,204136,1319564,204274,83,
204260,100,204261,1319048,204348,70,
204336,88,204337,1317856,204458,73,
204442,86,204443,1329524,204623,81,
204542,97,204543,1323384,204656,80,
204644,95,204648,1320884,204915,77,
204796,91,204803,1316604,204964,83,
204928,100,204932,1318772,204979,79,
204965,92,204967,1317108,205071,64,
205064,81,205065,1316332,205193,69,
205171,80,205173,1328008,205329,79,
205269,94,205270,1321124,205388,81,
205371,97,205373,1319136,205502,69,
205472,82,205473,1319408,205594,79,
205572,94,205573,1319032,205699,83,
205682,100,205685,1319748,205785,73,
205775,89,205776,1315848,205925,70,
205878,81,205879,1323520,206091,78,
206009,94,206010,1324136,206139,81,
206119,97,206120,1322868,206240,80,
206221,95,206222,1320784,206379,78,
206326,93,206328,1320192,206448,83,
206439,100,206440,1318036,206556,62,
206540,75,206541,1317652,206650,81,
206622,96,206623,1329052,206808,80,
206761,91,206777,1328776,206834,83,
206809,100,206810,1329296,206936,76,
206918,90,206919,1320492,207094,80,
207018,95,207022,1319700,207133,83,
207119,100,207120,1319980,207240,68,
207219,81,207220,1318988,207376,63,
207329,76,207330,1321256,207528,75,
207431,90,207434,1315792,207580,83,
207569,100,207571,1318176,207688,69,
207645,81,207647,1317100,207755,79,
207746,94,207747,1318540,207885,81,
207846,97,207847,1320004,207969,81,
207947,97,207949,1316876,208125,63,
208050,76,208052,1315000,208157,81,
208148,97,208150,1317320,208273,83,
208258,100,208260,1324684,208368,73,
208358,89,208360,1321852,208449,78,
208418,88,208419,1319904,208534,74,
208520,90,208521,1320204,208650,83,
208620,100,208621,1320468,208740,78,
208721,95,208723,1316268,208904,67,
208823,68,208878,1327016,209063,76,
208923,97,208924,1319876,209089,80,
209064,96,209065,1328088,209134,68,
209124,85,209125,1321456,209342,77,
209225,90,209226,1317524,209374,83,
209343,100,209345,1321436,209454,76,
209447,93,209448,1317812,209607,57,
209558,67,209559,1321028,209744,79,
209661,95,209662,1319344,209801,83,
209786,100,209787,1326932,209889,66,
209863,79,209864,1318952,210004,79,
209965,92,209967,1320224,210079,81,
210067,97,210068,1322508,210184,81,
210173,97,210175,1320420,210285,57,
210274,69,210275,1317444,210401,69,
210380,84,210381,1328476,210582,79,
210478,94,210479,1321520,210599,82,
210585,100,210586,1320552,210693,79,
210680,92,210682,1318248,210867,77,
210781,92,210782,1317864,210893,83,
210881,100,210882,1318764,210999,70,
210988,84,210989,1316896,211154,64,
211107,73,211108,1323404,211204,80,
211190,96,211192,1319384,211338,83,
211318,100,211326,1321340,211374,73,
211368,89,211368,1320812,211488,73,
211469,90,211471,1317896,211598,81,
211570,94,211571,1320468,211690,79,
211673,95,211674,1318048,211784,57,
211774,66,211775,1317328,211901,75,
211878,90,211879,1324520,212077,75,
211997,89,211998,1323804,212107,83,
212099,100,212100,1322100,212229,73,
212200,87,212201,1319624,212355,81,
212308,97,212309,1322144,212455,82,
212413,97,212417,1320252,212525,76,
212513,90,212515,1316336,212674,56,
212626,67,212627,1321540,212853,79,
212722,94,212745,1321520,212868,83,
212855,100,212856,1321840,212970,79,
212928,93,212929,1320664,213058,75,
213043,93,213044,1320600,213170,81,
213140,97,213141,1320628,213252,76,
213240,90,213241,1318976,213388,71,
213342,85,213343,1321372,213533,80,
213449,95,213452,1318200,213598,82,
213582,100,213583,1320556,213662,71,
213650,85,213651,1317968,213800,79,
213758,93,213763,1316496,213888,81,
213865,97,213867,1319140,213952,83,
213918,100,213919,1316968,214034,65,
214018,78,214019,1316008,214143,69,
214119,82,214120,1325668,214319,78,
214227,93,214229,1320256,214352,82,
214341,100,214342,1319944,214473,74,
214445,85,214453,1319820,214605,81,
214550,97,214553,1319472,214679,81,
214651,97,214653,1320000,214759,79,
214751,95,214752,1316576,214935,53,
214853,64,214854,1317536,214972,77,
214952,95,214953,1319100,215103,83,
215059,97,215060,1327116,215169,78,
215154,94,215155,1321588,215302,80,
215273,95,215274,1318344,215375,78,
215367,95,215368,1321004,215483,75,
215467,90,215468,1318156,215643,55,
215568,65,215569,1317764,215751,78,
215678,93,215680,1320456,215826,83,
215778,100,215779,1327676,215890,79,
215879,94,215880,1322744,216053,80,
215983,95,215986,1319272,216137,82,
216111,97,216113,1321452,216209,81,
216189,97,216191,1319468,216364,66,
216307,76,216327,1327864,216429,83,
216413,100,216417,1317096,216545,83,
216500,100,216501,1323568,216613,70,
216600,86,216601,1321532,216724,75,
216700,87,216701,1319396,216850,82,
216801,97,216802,1321084,216932,79,
216902,97,216906,1318580,217016,46,
217002,60,217003,1315956,217123,80,
217109,95,217111,1321012,217273,75,
217212,89,217213,1325116,217328,82,
217317,97,217320,1322588,217442,68,
217419,82,217420,1320412,217603,81,
217547,96,217567,1320072,217674,81,
217627,96,217640,1317612,217738,67,
217725,87,217727,1316796,217861,73,
217825,85,217826,1327436,218024,80,
217926,95,217938,1324088,218056,83,
218033,100,218034,1321924,218159,80,
218137,95,218138,1319260,218249,75,
218240,89,218241,1320216,218370,83,
218338,100,218342,1319764,218458,81,
218445,97,218449,1318776,218554,68,
218546,82,218547,1325196,218763,80,
218658,95,218659,1321688,218790,83,
218770,100,218773,1321456,218892,75,
218867,89,218869,1321608,218926,83,
218918,100,218920,1320424,219042,78,
219024,92,219025,1323704,219162,78,
219142,95,219147,1319816,219240,59,
219234,71,219235,1315268,219354,67,
219317,80,219318,1323284,219517,77,
219418,92,219419,1319572,219536,83,
219518,100,219520,1319168,219680,72,
219646,84,219647,1319800,219763,76,
219737,93,219738,1317776,219871,83,
219848,100,219852,1318044,219966,79,
219950,94,219951,1316408,220058,41,
220049,51,220050,1316124,220178,76,
220152,87,220162,1321660,220339,80,
220291,96,220292,1324800,220362,80,
220352,95,220353,1320844,220484,76,
220457,91,220458,1318844,220605,83,
220560,100,220561,1320760,220706,80,
220662,94,220663,1318608,220776,64,
220763,79,220764,1317120,220903,69,
220863,82,220864,1324624,221054,79,
220969,93,220990,1324288,221088,81,
221073,100,221075,1320960,221185,77,
221177,91,221179,1321628,221373,78,
221290,90,221291,1319108,221405,83,
221390,100,221393,1317864,221508,68,
221490,82,221491,1316804,221644,69,
221616,80,221622,1322012,221656,83,
221649,100,221650,1320124,221808,80,
221749,95,221765,1328232,221858,81,
221849,100,221850,1322620,222063,78,
221963,89,221964,1319836,222100,83,
222064,100,222065,1322768,222177,79,
222165,94,222166,1319572,222327,62,
222269,76,222270,1323248,222389,83,
222372,100,222373,1317568,222534,82,
222478,97,222480,1323964,222595,67,
222574,88,222576,1319552,222688,78,
222677,93,222678,1318236,222805,80,
222797,95,222798,1320908,222918,81,
222897,100,222902,1316072,222997,47,
222987,66,222989,1316148,223114,78,
223089,88,223094,1320896,223256,81,
223190,97,223191,1323908,223303,77,
223291,92,223292,1322476,223404,81,
223391,97,223392,1318292,223533,82,
223510,97,223526,1320176,223622,76,
223613,92,223614,1318176,223722,57,
223716,65,223717,1316988,223825,69,
223816,82,223817,1328032,223962,80,
223917,95,223918,1321412,224025,83,
224007,100,224019,1320020,224132,74,
224085,88,224087,1319672,224195,80,
224186,95,224188,1319876,224306,81,
224289,97,224290,1321012,224406,80,
224389,95,224391,1319256,224562,60,
224490,72,224491,1317116,224687,82,
224591,97,224597,1319876,224753,83,
224725,100,224729,1327256,224818,76,
224792,92,224794,1322228,224905,79,
224894,94,224895,1322160,225044,82,
225012,97,225018,1320292,225171,70,
225158,85,225159,1315960,225334,57,
225259,70,225260,1318832,225495,78,
225364,92,225365,1318448,225511,82,
225496,98,225497,1326576,225537,83,
225518,100,225519,1320112,225639,77,
225629,92,225631,1318320,225755,78,
225735,92,225739,1317704,225910,77,
225885,92,225887,1316872,225944,74,
225935,95,225937,1317168,226105,71,
226094,82,226095,1321632,226243,83,
226158,100,226159,1320340,226284,82,
226260,100,226265,1319444,226373,79,
226360,92,226361,1319604,226539,81,
226510,96,226511,1321120,226582,75,
226570,95,226572,1319852,226677,77,
226667,90,226669,1316564,226849,73,
226822,85,226830,1320776,226975,78,
226922,95,226923,1324124,227041,80,
227023,95,227025,1322340,227153,77,
227125,92,227127,1320476,227306,82,
227267,98,227268,1321136,227354,74,
227318,89,227322,1317952,227424,64,
227418,76,227419,1317412,227551,66,
227519,79,227520,1325112,227635,74,
227627,88,227628,1322460,227774,83,
227736,100,227741,1323036,227864,77,
227852,93,227853,1320608,227919,80,
227904,94,227906,1319628,228040,81,
228003,97,228004,1322368,228116,77,
228104,92,228105,1319604,228213,54,
228204,65,228205,1319336,228328,80,
228310,95,228311,1324192,228464,83,
228410,100,228411,1321936,228530,82,
228514,97,228519,1320108,228679,81,
228662,96,228664,1317224,228795,83,
228763,100,228764,1319084,228908,83,
228866,100,228882,1317176,228978,77,
228969,93,228970,1314616,229122,61,
229084,65,229085,1320420,229150,83,
229133,100,229134,1318772,229294,76,
229237,91,229239,1323092,229346,79,
229329,94,229332,1321064,229457,76,
229434,90,229446,1318140,229612,78,
229534,92,229557,1318904,229644,78,
229635,95,229637,1316472,229752,68,
229737,83,229738,1315880,229845,69,
229837,82,229838,1325460,230042,78,
229948,93,229949,1322384,230063,83,
230044,100,230045,1324540,230153,71,
230142,87,230143,1318244,230286,78,
230258,93,230259,1319776,230380,83,
230366,100,230368,1319136,230467,75,
230458,90,230460,1318216,230653,50,
230561,60,230562,1320316,230776,79,
230661,95,230662,1319316,230823,83,
230790,100,230798,1327100,230874,68,
230865,89,230867,1320776,230976,77,
230966,87,230968,1319852,231108,81,
231070,97,231071,1322752,231207,80,
231185,95,231189,1319936,231279,54,
231271,70,231272,1313820,231430,68,
231423,80,231423,1319216,231589,71,
231528,86,231529,1322332,231637,81,
231628,100,231630,1320172,231742,72,
231729,86,231730,1317552,231892,82,
231844,95,231860,1318132,231971,79,
231947,95,231948,1316052,232052,61,
232045,72,232046,1314840,232161,79,
232139,92,232140,1326232,232317,75,
232217,90,232218,1320036,232351,83,
232324,100,232327,1322176,232457,77,
232448,92,232449,1317712,232537,78,
232527,92,232529,1318144,232661,78,
232639,93,232640,1318464,232750,73,
232741,87,232742,1316732,232909,64,
232842,77,232844,1321912,233079,80,
232961,96,232962,1318484,233095,82,
233081,100,233082,1319272,233129,72,
233117,87,233118,1321092,233241,75,
233217,88,233218,1318936,233352,82,
233324,97,233325,1321180,233446,78,
233427,95,233428,1316928,233539,58,
233527,69,233529,1316044,233660,70,
233642,84,233643,1327184,233821,76,
233728,91,233729,1320740,233844,83,
233834,100,233835,1319620,233962,72,
233938,87,233939,1318216,234113,78,
234040,94,234041,1317504,234190,82,
234151,97,234152,1316416,234259,68,
234251,81,234252,1316064,234442,44,
234352,52,234353,1318532,234488,83,
234453,100,234454,1319592,234608,81,
234558,97,234559,1320736,234689,80,
234658,95,234659,1318004,234804,76,
234772,90,234774,1315216,234886,83,
234878,100,234879,1318184,235001,76,
