execute_time,a_matrix_height,a_matrix_width,b_matrix_height,b_matrix_width,out_matrix_height,out_matrix_width
0.02772,1,2048,2048,1024,1,1024
0.00633,1,1024,1024,1008,1,1008
0.027979,1,2048,2048,1024,1,1024
0.004651,1,1024,1024,1008,1,1008
0.028775,1,2048,2048,1024,1,1024
0.008439,1,1024,1024,1008,1,1008
0.026005,1,2048,2048,1024,1,1024
0.005297,1,1024,1024,1008,1,1008
0.025836,1,2048,2048,1024,1,1024
0.003737,1,1024,1024,1008,1,1008
0.025156,1,2048,2048,1024,1,1024
0.008693,1,1024,1024,1008,1,1008
0.028478,1,2048,2048,1024,1,1024
0.004672,1,1024,1024,1008,1,1008
0.021962,1,2048,2048,1024,1,1024
0.008674,1,1024,1024,1008,1,1008
0.020854,1,2048,2048,1024,1,1024
0.007497,1,1024,1024,1008,1,1008
0.021736,1,2048,2048,1024,1,1024
0.00992,1,1024,1024,1008,1,1008
0.016261,1,2048,2048,1024,1,1024
0.003872,1,1024,1024,1008,1,1008
0.025596,1,2048,2048,1024,1,1024
0.006268,1,1024,1024,1008,1,1008
0.024133,1,2048,2048,1024,1,1024
0.005549,1,1024,1024,1008,1,1008
0.028554,1,2048,2048,1024,1,1024
0.004011,1,1024,1024,1008,1,1008
0.026536,1,2048,2048,1024,1,1024
0.006561,1,1024,1024,1008,1,1008
0.025319,1,2048,2048,1024,1,1024
