execute_time,a_matrix_height,a_matrix_width,b_matrix_height,b_matrix_width,out_matrix_height,out_matrix_width
0.020858,1,1024,1024,1008,1,1008
0.070638,1,2048,2048,1024,1,1024
0.019649,1,1024,1024,1008,1,1008
0.072562,1,2048,2048,1024,1,1024
0.019228,1,1024,1024,1008,1,1008
0.057393,1,2048,2048,1024,1,1024
0.020678,1,1024,1024,1008,1,1008
0.074791,1,2048,2048,1024,1,1024
0.013199,1,1024,1024,1008,1,1008
0.058891,1,2048,2048,1024,1,1024
0.013689,1,1024,1024,1008,1,1008
0.056579,1,2048,2048,1024,1,1024
0.017613,1,1024,1024,1008,1,1008
0.073122,1,2048,2048,1024,1,1024
0.022307,1,1024,1024,1008,1,1008
0.066556,1,2048,2048,1024,1,1024
0.013842,1,1024,1024,1008,1,1008
0.050731,1,2048,2048,1024,1,1024
0.010536,1,1024,1024,1008,1,1008
0.065844,1,2048,2048,1024,1,1024
0.020497,1,1024,1024,1008,1,1008
0.070302,1,2048,2048,1024,1,1024
0.016036,1,1024,1024,1008,1,1008
0.054466,1,2048,2048,1024,1,1024
0.018315,1,1024,1024,1008,1,1008
0.081933,1,2048,2048,1024,1,1024
0.024422,1,1024,1024,1008,1,1008
0.078459,1,2048,2048,1024,1,1024
0.017278,1,1024,1024,1008,1,1008
0.049646,1,2048,2048,1024,1,1024
0.022041,1,1024,1024,1008,1,1008
0.051824,1,2048,2048,1024,1,1024
0.020198,1,1024,1024,1008,1,1008
0.068587,1,2048,2048,1024,1,1024
0.015434,1,1024,1024,1008,1,1008
0.054231,1,2048,2048,1024,1,1024
0.020517,1,1024,1024,1008,1,1008
0.084927,1,2048,2048,1024,1,1024
0.017264,1,1024,1024,1008,1,1008
0.060424,1,2048,2048,1024,1,1024
0.014605,1,1024,1024,1008,1,1008
0.080073,1,2048,2048,1024,1,1024
0.019626,1,1024,1024,1008,1,1008
0.051816,1,2048,2048,1024,1,1024
0.017968,1,1024,1024,1008,1,1008
0.059542,1,2048,2048,1024,1,1024
0.021834,1,1024,1024,1008,1,1008
0.057864,1,2048,2048,1024,1,1024
0.018245,1,1024,1024,1008,1,1008
0.056913,1,2048,2048,1024,1,1024
0.020814,1,1024,1024,1008,1,1008
0.059046,1,2048,2048,1024,1,1024
0.016264,1,1024,1024,1008,1,1008
0.087342,1,2048,2048,1024,1,1024
0.012528,1,1024,1024,1008,1,1008
0.064703,1,2048,2048,1024,1,1024
0.019282,1,1024,1024,1008,1,1008
0.053556,1,2048,2048,1024,1,1024
0.016125,1,1024,1024,1008,1,1008
0.068987,1,2048,2048,1024,1,1024
0.022853,1,1024,1024,1008,1,1008
0.065361,1,2048,2048,1024,1,1024
0.017869,1,1024,1024,1008,1,1008
0.058198,1,2048,2048,1024,1,1024
0.013782,1,1024,1024,1008,1,1008
0.069837,1,2048,2048,1024,1,1024
0.015133,1,1024,1024,1008,1,1008
0.075347,1,2048,2048,1024,1,1024
0.016137,1,1024,1024,1008,1,1008
0.061766,1,2048,2048,1024,1,1024
0.012919,1,1024,1024,1008,1,1008
0.06539,1,2048,2048,1024,1,1024
0.022091,1,1024,1024,1008,1,1008
0.065769,1,2048,2048,1024,1,1024
0.01572,1,1024,1024,1008,1,1008
0.05879,1,2048,2048,1024,1,1024
0.018369,1,1024,1024,1008,1,1008
0.092874,1,2048,2048,1024,1,1024
0.020572,1,1024,1024,1008,1,1008
0.0613,1,2048,2048,1024,1,1024
0.018796,1,1024,1024,1008,1,1008
0.055537,1,2048,2048,1024,1,1024
0.019325,1,1024,1024,1008,1,1008
0.070347,1,2048,2048,1024,1,1024
0.022526,1,1024,1024,1008,1,1008
0.058763,1,2048,2048,1024,1,1024
0.019676,1,1024,1024,1008,1,1008
0.056946,1,2048,2048,1024,1,1024
0.018121,1,1024,1024,1008,1,1008
0.066042,1,2048,2048,1024,1,1024
0.013629,1,1024,1024,1008,1,1008
0.063632,1,2048,2048,1024,1,1024
0.014333,1,1024,1024,1008,1,1008
0.069392,1,2048,2048,1024,1,1024
0.018214,1,1024,1024,1008,1,1008
0.061261,1,2048,2048,1024,1,1024
0.013598,1,1024,1024,1008,1,1008
0.054754,1,2048,2048,1024,1,1024
0.018516,1,1024,1024,1008,1,1008
0.064734,1,2048,2048,1024,1,1024
0.022141,1,1024,1024,1008,1,1008
0.053468,1,2048,2048,1024,1,1024
0.021448,1,1024,1024,1008,1,1008
0.071009,1,2048,2048,1024,1,1024
0.017707,1,1024,1024,1008,1,1008
0.075533,1,2048,2048,1024,1,1024
0.01747,1,1024,1024,1008,1,1008
0.049102,1,2048,2048,1024,1,1024
0.024033,1,1024,1024,1008,1,1008
0.071861,1,2048,2048,1024,1,1024
0.018069,1,1024,1024,1008,1,1008
0.083018,1,2048,2048,1024,1,1024
0.017514,1,1024,1024,1008,1,1008
0.052984,1,2048,2048,1024,1,1024
0.01737,1,1024,1024,1008,1,1008
0.06376,1,2048,2048,1024,1,1024
0.015347,1,1024,1024,1008,1,1008
0.064047,1,2048,2048,1024,1,1024
0.012959,1,1024,1024,1008,1,1008
0.052921,1,2048,2048,1024,1,1024
0.023141,1,1024,1024,1008,1,1008
0.077322,1,2048,2048,1024,1,1024
0.015795,1,1024,1024,1008,1,1008
0.085066,1,2048,2048,1024,1,1024
0.017147,1,1024,1024,1008,1,1008
0.053331,1,2048,2048,1024,1,1024
0.017386,1,1024,1024,1008,1,1008
0.071677,1,2048,2048,1024,1,1024
0.022732,1,1024,1024,1008,1,1008
0.072114,1,2048,2048,1024,1,1024
0.016118,1,1024,1024,1008,1,1008
0.058817,1,2048,2048,1024,1,1024
0.016819,1,1024,1024,1008,1,1008
0.065663,1,2048,2048,1024,1,1024
0.015711,1,1024,1024,1008,1,1008
0.082109,1,2048,2048,1024,1,1024
0.019002,1,1024,1024,1008,1,1008
0.059145,1,2048,2048,1024,1,1024
0.020315,1,1024,1024,1008,1,1008
0.081948,1,2048,2048,1024,1,1024
0.013771,1,1024,1024,1008,1,1008
0.080918,1,2048,2048,1024,1,1024
0.014567,1,1024,1024,1008,1,1008
0.05709,1,2048,2048,1024,1,1024
0.020211,1,1024,1024,1008,1,1008
0.068594,1,2048,2048,1024,1,1024
0.017208,1,1024,1024,1008,1,1008
0.067649,1,2048,2048,1024,1,1024
0.014712,1,1024,1024,1008,1,1008
0.058104,1,2048,2048,1024,1,1024
0.018492,1,1024,1024,1008,1,1008
0.050611,1,2048,2048,1024,1,1024
0.018467,1,1024,1024,1008,1,1008
0.069101,1,2048,2048,1024,1,1024
0.015398,1,1024,1024,1008,1,1008
0.060924,1,2048,2048,1024,1,1024
0.013962,1,1024,1024,1008,1,1008
0.058146,1,2048,2048,1024,1,1024
0.013335,1,1024,1024,1008,1,1008
0.059469,1,2048,2048,1024,1,1024
0.014052,1,1024,1024,1008,1,1008
0.063438,1,2048,2048,1024,1,1024
0.019306,1,1024,1024,1008,1,1008
0.066987,1,2048,2048,1024,1,1024
0.01298,1,1024,1024,1008,1,1008
0.071656,1,2048,2048,1024,1,1024
0.013911,1,1024,1024,1008,1,1008
0.053531,1,2048,2048,1024,1,1024
0.014465,1,1024,1024,1008,1,1008
0.077844,1,2048,2048,1024,1,1024
0.014247,1,1024,1024,1008,1,1008
0.064129,1,2048,2048,1024,1,1024
0.012919,1,1024,1024,1008,1,1008
0.061614,1,2048,2048,1024,1,1024
0.014123,1,1024,1024,1008,1,1008
0.062784,1,2048,2048,1024,1,1024
0.013755,1,1024,1024,1008,1,1008
0.063109,1,2048,2048,1024,1,1024
0.020349,1,1024,1024,1008,1,1008
0.056936,1,2048,2048,1024,1,1024
0.016104,1,1024,1024,1008,1,1008
0.051394,1,2048,2048,1024,1,1024
0.016462,1,1024,1024,1008,1,1008
0.053179,1,2048,2048,1024,1,1024
0.017975,1,1024,1024,1008,1,1008
0.052153,1,2048,2048,1024,1,1024
0.019325,1,1024,1024,1008,1,1008
0.069649,1,2048,2048,1024,1,1024
0.017977,1,1024,1024,1008,1,1008
0.074512,1,2048,2048,1024,1,1024
0.015194,1,1024,1024,1008,1,1008
0.052237,1,2048,2048,1024,1,1024
0.015261,1,1024,1024,1008,1,1008
0.060498,1,2048,2048,1024,1,1024
0.018143,1,1024,1024,1008,1,1008
0.064921,1,2048,2048,1024,1,1024
0.01749,1,1024,1024,1008,1,1008
0.071234,1,2048,2048,1024,1,1024
0.012785,1,1024,1024,1008,1,1008
0.091342,1,2048,2048,1024,1,1024
0.014807,1,1024,1024,1008,1,1008
0.068157,1,2048,2048,1024,1,1024
0.020663,1,1024,1024,1008,1,1008
0.060145,1,2048,2048,1024,1,1024
0.013411,1,1024,1024,1008,1,1008
0.054255,1,2048,2048,1024,1,1024
0.015299,1,1024,1024,1008,1,1008
0.055388,1,2048,2048,1024,1,1024
0.014931,1,1024,1024,1008,1,1008
0.060713,1,2048,2048,1024,1,1024
0.021413,1,1024,1024,1008,1,1008
0.077216,1,2048,2048,1024,1,1024
0.01402,1,1024,1024,1008,1,1008
0.082648,1,2048,2048,1024,1,1024
0.017697,1,1024,1024,1008,1,1008
0.055589,1,2048,2048,1024,1,1024
0.016013,1,1024,1024,1008,1,1008
0.068257,1,2048,2048,1024,1,1024
0.018679,1,1024,1024,1008,1,1008
0.068171,1,2048,2048,1024,1,1024
0.02098,1,1024,1024,1008,1,1008
0.054305,1,2048,2048,1024,1,1024
0.013747,1,1024,1024,1008,1,1008
0.074525,1,2048,2048,1024,1,1024
0.019401,1,1024,1024,1008,1,1008
0.072214,1,2048,2048,1024,1,1024
0.018991,1,1024,1024,1008,1,1008
0.056893,1,2048,2048,1024,1,1024
0.018161,1,1024,1024,1008,1,1008
0.078271,1,2048,2048,1024,1,1024
0.017505,1,1024,1024,1008,1,1008
0.062162,1,2048,2048,1024,1,1024
0.020295,1,1024,1024,1008,1,1008
0.056661,1,2048,2048,1024,1,1024
0.019223,1,1024,1024,1008,1,1008
0.059242,1,2048,2048,1024,1,1024
0.022735,1,1024,1024,1008,1,1008
0.067809,1,2048,2048,1024,1,1024
0.018594,1,1024,1024,1008,1,1008
0.065723,1,2048,2048,1024,1,1024
0.016095,1,1024,1024,1008,1,1008
0.064825,1,2048,2048,1024,1,1024
0.019636,1,1024,1024,1008,1,1008
0.067067,1,2048,2048,1024,1,1024
0.019436,1,1024,1024,1008,1,1008
0.068744,1,2048,2048,1024,1,1024
0.017608,1,1024,1024,1008,1,1008
0.06807,1,2048,2048,1024,1,1024
0.014488,1,1024,1024,1008,1,1008
0.07887,1,2048,2048,1024,1,1024
0.016539,1,1024,1024,1008,1,1008
0.08446,1,2048,2048,1024,1,1024
0.019775,1,1024,1024,1008,1,1008
0.058625,1,2048,2048,1024,1,1024
0.017485,1,1024,1024,1008,1,1008
0.067962,1,2048,2048,1024,1,1024
0.017211,1,1024,1024,1008,1,1008
0.053977,1,2048,2048,1024,1,1024
0.022599,1,1024,1024,1008,1,1008
0.058915,1,2048,2048,1024,1,1024
0.019352,1,1024,1024,1008,1,1008
0.070537,1,2048,2048,1024,1,1024
0.016048,1,1024,1024,1008,1,1008
0.067685,1,2048,2048,1024,1,1024
0.0183,1,1024,1024,1008,1,1008
0.055861,1,2048,2048,1024,1,1024
0.016191,1,1024,1024,1008,1,1008
0.069322,1,2048,2048,1024,1,1024
0.021186,1,1024,1024,1008,1,1008
0.064483,1,2048,2048,1024,1,1024
0.01765,1,1024,1024,1008,1,1008
0.06348,1,2048,2048,1024,1,1024
0.013211,1,1024,1024,1008,1,1008
0.087261,1,2048,2048,1024,1,1024
0.018046,1,1024,1024,1008,1,1008
0.068369,1,2048,2048,1024,1,1024
0.017686,1,1024,1024,1008,1,1008
0.058657,1,2048,2048,1024,1,1024
0.018401,1,1024,1024,1008,1,1008
0.069142,1,2048,2048,1024,1,1024
0.013993,1,1024,1024,1008,1,1008
0.076281,1,2048,2048,1024,1,1024
0.014715,1,1024,1024,1008,1,1008
0.063065,1,2048,2048,1024,1,1024
0.015322,1,1024,1024,1008,1,1008
0.077521,1,2048,2048,1024,1,1024
0.016745,1,1024,1024,1008,1,1008
0.082383,1,2048,2048,1024,1,1024
0.014103,1,1024,1024,1008,1,1008
0.051755,1,2048,2048,1024,1,1024
0.01898,1,1024,1024,1008,1,1008
0.063626,1,2048,2048,1024,1,1024
0.017255,1,1024,1024,1008,1,1008
0.067778,1,2048,2048,1024,1,1024
0.02049,1,1024,1024,1008,1,1008
0.064269,1,2048,2048,1024,1,1024
0.017927,1,1024,1024,1008,1,1008
0.068748,1,2048,2048,1024,1,1024
0.020319,1,1024,1024,1008,1,1008
0.068141,1,2048,2048,1024,1,1024
0.017354,1,1024,1024,1008,1,1008
0.058656,1,2048,2048,1024,1,1024
0.018716,1,1024,1024,1008,1,1008
