Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
95247,74,102784,1586000,102785,3454160,81657.8181818183,102801,45
95347,60,102884,1586000,102886,3451352,78849.8181818184,102901,38
95447,70,102985,1586000,102986,3451744,79241.8181818184,103002,38
95548,42,103086,1586000,103087,3453332,80829.8181818184,103101,27
95649,56,103187,1482000,103188,3462872,90369.8181818184,103203,30
95752,67,103290,1586000,103291,3463616,91113.8181818184,103312,35
95849,55,103387,1586000,103388,3461648,89145.8181818184,103403,33
95952,65,103490,1586000,103491,3460916,88413.8181818184,103507,38
96051,40,103588,1586000,103590,3462500,89997.8181818184,103607,25
96153,55,103691,1586000,103692,3463244,90741.8181818183,103706,32
96253,65,103791,1586000,103793,3463740,91237.8181818183,103810,38
96353,54,103891,1586000,103893,3462364,89861.8181818184,103910,35
96453,62,103991,1586000,103992,3462864,90361.8181818183,104008,35
96554,37,104092,1170000,104093,3445600,73097.8181818184,104110,24
96655,55,104192,1586000,104194,3456920,84417.8181818184,104218,29
96756,68,104294,1586000,104295,3448612,76109.8181818184,104317,39
96857,61,104394,1586000,104397,3449568,77065.8181818184,104412,37
96959,65,104497,1586000,104498,3451712,79209.8181818184,104513,36
97058,40,104596,1170000,104597,3452952,80449.8181818184,104616,26
97160,56,104697,1586000,104698,3463368,90865.8181818184,104716,34
97259,70,104796,1586000,104797,3463616,91113.8181818184,104825,42
97362,56,104900,1586000,104901,3460712,88209.8181818184,104918,29
97460,59,104999,1586000,105000,3461708,89205.8181818184,105015,31
97560,34,105098,1586000,105099,3462156,89653.8181818184,105118,23
97660,66,105198,1586000,105199,3462404,89901.8181818184,105222,36
97761,57,105299,1586000,105304,3463200,90697.8181818184,105318,34
97863,64,105402,1586000,105405,3460440,87937.8181818183,105422,38
97964,49,105501,1586000,105504,3462304,89801.8181818184,105519,26
98064,50,105602,1586000,105604,3461836,89333.8181818184,105618,30
98164,87,105702,1586000,105703,3456344,83841.8181818184,105723,37
98267,66,105804,1586000,105805,3454284,81781.8181818184,105835,39
98365,0,105902,1586000,105903,3452380,79877.8181818184,105912,28
98466,54,106004,1586000,106005,3458472,85969.8181818184,106018,41
98567,51,106105,1482000,106106,3459720,87217.8181818184,106123,31
98672,57,106211,442000,106221,3460616,88113.8181818184,106251,25
98768,78,106307,1170000,106309,3461772,89269.8181818184,106332,36
98868,37,106406,1378000,106408,3461288,88785.8181818184,106427,24
98969,60,106506,1586000,106509,3462020,89517.8181818184,106528,34
99069,64,106606,1586000,106608,3462268,89765.8181818183,106627,35
99169,55,106709,1586000,106711,3462224,89721.8181818183,106730,30
99270,58,106808,1066000,106809,3463216,90713.8181818184,106839,31
99371,41,106909,1586000,106911,3461788,89285.8181818183,106937,24
99470,49,107007,1586000,107008,3453752,81249.8181818184,107026,28
99571,87,107109,1586000,107110,3459788,87285.8181818184,107136,53
99671,0,107209,1586000,107211,3459736,87233.8181818184,107229,35
99772,87,107309,1586000,107312,3461224,88721.8181818183,107339,42
99873,0,107410,1586000,107413,3462628,90125.8181818183,107441,35
99972,87,107509,1586000,107510,3459196,86693.8181818184,107514,40
100073,74,107610,1586000,107611,3460520,88017.8181818184,107638,72
100174,0,107711,1586000,107712,3464340,91837.8181818184,107740,34
100274,87,107812,1586000,107813,3470200,97697.8181818184,107838,48
100375,52,107912,1586000,107913,3467456,94953.8181818184,107934,50
100479,0,108017,1586000,108018,3469252,96749.8181818184,108049,24
100575,87,108112,1378000,108113,3470152,97649.8181818184,108144,34
100675,0,108212,1586000,108213,3468132,95629.8181818184,108218,33
100776,87,108315,1586000,108316,3469788,97285.8181818184,108352,45
100877,0,108415,1586000,108417,3461652,89149.8181818183,108441,35
100976,87,108513,1586000,108514,3453692,81189.8181818184,108530,47
101079,0,108617,858000,108619,3454772,82269.8181818184,108660,33
101178,87,108718,1586000,108721,3454168,81665.8181818184,108741,26
101278,0,108815,1586000,108817,3460824,88321.8181818184,108838,35
101379,87,108916,1482000,108917,3458968,86465.8181818183,108944,69
101479,57,109017,858000,109021,3461540,89037.8181818184,109055,53
101579,0,109116,1378000,109123,3462292,89789.8181818183,109151,26
101678,87,109216,1586000,109216,3462948,90445.8181818183,109220,46
101779,52,109316,1586000,109317,3448796,76293.8181818184,109328,57
101881,0,109419,1378000,109426,3456212,83709.8181818184,109444,34
101980,87,109518,1586000,109519,3458688,86185.8181818184,109542,50
102081,53,109619,1586000,109620,3458852,86349.8181818184,109643,93
102181,0,109718,1586000,109719,3460144,87641.8181818184,109748,24
102281,87,109818,1586000,109819,3460640,88137.8181818184,109849,37
102382,64,109920,1586000,109921,3458940,86437.8181818184,109943,63
102482,0,110021,1586000,110023,3459612,87109.8181818184,110051,28
102582,87,110119,1586000,110120,3460356,87853.8181818183,110125,50
102683,0,110221,1586000,110221,3460416,87913.8181818183,110227,27
102785,56,110322,1586000,110323,3461952,89449.8181818184,110340,35
102884,39,110422,1586000,110423,3460724,88221.8181818184,110439,26
102988,60,110529,858000,110532,3457412,84909.8181818184,110554,32
103086,87,110623,1586000,110625,3450536,78033.8181818184,110645,39
103186,71,110724,1586000,110725,3448652,76149.8181818184,110744,43
103286,0,110824,1586000,110825,3450180,77677.8181818184,110839,27
103387,60,110925,1586000,110926,3455296,82793.8181818184,110942,40
103487,62,111025,1586000,111026,3456040,83537.8181818184,111040,36
103587,59,111126,1586000,111127,3457036,84533.8181818184,111142,30
103688,61,111226,1586000,111227,3458028,85525.8181818184,111242,33
103788,36,111326,1586000,111327,3458968,86465.8181818183,111343,23
103889,57,111427,858000,111429,3459176,86673.8181818184,111449,32
103989,69,111527,1586000,111528,3456900,84397.8181818184,111543,41
104089,59,111627,1586000,111628,3457032,84529.8181818183,111648,34
104190,58,111727,1586000,111728,3457680,85177.8181818183,111744,33
104290,29,111828,1378000,111829,3458176,85673.8181818183,111845,19
104390,57,111928,1586000,111930,3451840,79337.8181818184,111950,31
104491,68,112029,1586000,112030,3454556,82053.8181818183,112047,41
104592,60,112129,1586000,112131,3454072,81569.8181818184,112149,34
104692,63,112230,1586000,112231,3454664,82161.8181818184,112247,35
104792,34,112330,1586000,112331,3455648,83145.8181818184,112347,25
104893,65,112430,1586000,112431,3450612,78109.8181818184,112447,37
104993,65,112531,1586000,112532,3455536,83033.8181818184,112548,40
105094,54,112631,1586000,112633,3454312,81809.8181818183,112648,30
105194,67,112731,1586000,112733,3454268,81765.8181818184,112759,37
105294,40,112832,1586000,112833,3456004,83501.8181818183,112848,24
105394,55,112932,1586000,112933,3462612,90109.8181818183,112948,33
105495,67,113032,1586000,113034,3449832,77329.8181818184,113050,38
105596,49,113133,1586000,113135,3448416,75913.8181818184,113156,29
105696,87,113233,1586000,113234,3449608,77105.8181818184,113254,44
105796,0,113334,1586000,113335,3450856,78353.8181818184,113349,20
105896,53,113434,1586000,113435,3461032,88529.8181818184,113456,33
105998,55,113536,1586000,113537,3462552,90049.8181818184,113554,36
106097,87,113635,1586000,113636,3460720,88217.8181818184,113655,53
106198,0,113736,1586000,113737,3461216,88713.8181818184,113755,30
106299,72,113837,1586000,113838,3461712,89209.8181818183,113857,43
106400,59,113938,1274000,113939,3461404,88901.8181818184,113958,38
106501,87,114038,1378000,114040,3462268,89765.8181818183,114060,33
106601,0,114138,1586000,114139,3461848,89345.8181818184,114155,29
106701,87,114238,1586000,114239,3460172,87669.8181818183,114258,67
106802,55,114340,1586000,114341,3460972,88469.8181818184,114361,53
106902,0,114439,1586000,114441,3461012,88509.8181818183,114465,20
107003,61,114540,1586000,114541,3460848,88345.8181818184,114558,34
107104,55,114642,1586000,114643,3460256,87753.8181818183,114659,36
107205,87,114743,962000,114745,3459076,86573.8181818183,114769,44
107304,0,114842,1274000,114844,3459672,87169.8181818184,114862,25
107404,87,114942,1586000,114943,3459920,87417.8181818184,114961,60
107505,55,115042,1586000,115043,3460680,88177.8181818184,115063,54
107605,0,115143,1586000,115144,3458504,86001.8181818183,115161,36
107706,87,115243,1586000,115244,3459128,86625.8181818183,115263,49
107806,0,115344,1378000,115345,3460224,87721.8181818184,115360,29
107907,58,115444,1378000,115446,3460616,88113.8181818184,115462,34
108007,87,115545,1170000,115548,3460952,88449.8181818184,115578,31
108107,0,115645,1586000,115646,3460536,88033.8181818184,115668,38
108211,87,115749,1586000,115750,3459420,86917.8181818184,115768,32
108311,0,115849,1586000,115850,3459884,87381.8181818183,115866,31
108412,58,115950,1586000,115951,3460628,88125.8181818184,115975,33
108512,57,116050,1586000,116051,3461372,88869.8181818184,116065,31
108615,56,116152,1274000,116154,3460664,88161.8181818184,116175,31
108714,61,116252,1586000,116253,3460268,87765.8181818184,116268,33
108814,38,116352,1586000,116353,3460516,88013.8181818183,116372,25
108915,66,116452,1586000,116454,3458168,85665.8181818183,116470,37
109015,54,116553,1586000,116554,3457236,84733.8181818184,116570,34
109116,61,116653,1586000,116655,3458292,85789.8181818184,116670,34
109216,42,116753,1586000,116755,3459520,87017.8181818184,116774,28
109317,56,116856,1586000,116857,3450580,78077.8181818184,116877,35
109417,76,116955,1586000,116956,3456436,83933.8181818184,116973,44
109518,50,117056,1586000,117058,3457152,84649.8181818184,117073,30
109618,67,117156,1586000,117157,3458508,86005.8181818184,117172,39
109719,42,117256,1586000,117257,3460244,87741.8181818184,117274,28
109823,70,117361,1586000,117363,3451224,78721.8181818184,117385,43
109922,82,117460,1586000,117461,3457796,85293.8181818184,117489,54
110022,75,117559,1586000,117560,3459284,86781.8181818184,117566,45
110123,75,117661,1586000,117662,3459904,87401.8181818184,117686,49
110224,47,117762,1586000,117763,3461752,89249.8181818184,117780,29
110324,63,117861,1586000,117863,3465800,93297.8181818184,117881,35
110424,54,117962,1586000,117963,3466824,94321.8181818184,117980,35
110525,59,118062,1586000,118064,3467576,95073.8181818184,118080,36
110625,33,118163,1586000,118164,3468372,95869.8181818184,118179,19
110727,55,118265,1170000,118266,3455952,83449.8181818184,118289,29
110827,76,118365,1586000,118366,3459076,86573.8181818183,118381,42
110928,60,118466,1378000,118467,3459280,86777.8181818184,118485,31
111028,68,118565,1586000,118567,3459368,86865.8181818184,118584,39
111130,39,118667,1586000,118669,3461524,89021.8181818184,118689,25
111229,60,118767,1586000,118768,3456436,83933.8181818184,118784,35
111332,64,118870,1586000,118871,3458184,85681.8181818183,118887,39
111432,59,118969,1586000,118970,3459128,86625.8181818183,118986,31
111532,55,119069,1586000,119071,3461212,88709.8181818184,119088,32
111632,33,119169,1586000,119171,3461660,89157.8181818183,119188,22
111733,52,119271,1586000,119272,3455692,83189.8181818183,119292,32
111833,75,119370,1586000,119372,3460168,87665.8181818184,119389,45
111936,55,119474,1586000,119475,3458992,86489.8181818183,119491,34
112035,58,119572,1586000,119573,3460652,88149.8181818184,119591,33
112136,36,119674,1274000,119675,3462140,89637.8181818183,119693,22
112239,67,119778,1586000,119782,3469580,97077.8181818184,119804,40
112336,61,119873,1586000,119879,3467108,94605.8181818183,119895,38
112436,62,119974,1586000,119975,3455316,82813.8181818184,119992,39
112536,41,120074,1586000,120075,3455920,83417.8181818183,120098,26
112637,52,120174,1586000,120175,3465720,93217.8181818184,120193,35
112738,57,120275,1586000,120276,3467556,95053.8181818184,120297,38
112838,87,120375,1586000,120377,3465680,93177.8181818184,120396,54
112939,0,120476,1586000,120477,3466608,94105.8181818184,120501,25
113039,87,120577,1586000,120578,3466548,94045.8181818184,120599,72
113141,53,120680,962000,120682,3468260,95757.8181818183,120706,53
113240,0,120778,1378000,120779,3470120,97617.8181818183,120800,29
113342,87,120881,1170000,120883,3467852,95349.8181818184,120907,29
113392,0,120930,1378000,120931,3468556,96053.8181818184,120946,29
113492,87,121030,1586000,121031,3470080,97577.8181818184,121050,33
113592,61,121130,1586000,121131,3464988,92485.8181818184,121150,39
113693,47,121231,1586000,121232,3463500,90997.8181818184,121250,30
113794,51,121331,1586000,121333,3460000,87497.8181818184,121348,37
113894,0,121431,1586000,121433,3460176,87673.8181818184,121447,34
113995,87,121534,1586000,121535,3461304,88801.8181818184,121553,89
114096,0,121634,1586000,121635,3464028,91525.8181818184,121657,25
114195,47,121733,1274000,121735,3464540,92037.8181818183,121751,22
114297,72,121835,1586000,121836,3459460,86957.8181818184,121854,42
114396,62,121934,1586000,121935,3458872,86369.8181818184,121951,38
114496,58,122034,1586000,122036,3454928,82425.8181818183,122051,35
114597,40,122135,1586000,122136,3456912,84409.8181818184,122151,26
114698,54,122236,1482000,122238,3449368,76865.8181818184,122261,29
114800,77,122338,1586000,122339,3452256,79753.8181818184,122355,45
114898,43,122435,1586000,122437,3452436,79933.8181818184,122452,25
114998,62,122536,1586000,122537,3453496,80993.8181818183,122552,36
115099,41,122636,1586000,122637,3455144,82641.8181818184,122653,25
115199,59,122737,1378000,122739,3450208,77705.8181818184,122758,29
115300,87,122837,1586000,122839,3456292,83789.8181818184,122859,47
115400,0,122938,1586000,122939,3454304,81801.8181818183,122956,36
115500,87,123038,1586000,123039,3455328,82825.8181818184,123057,34
115601,0,123138,1586000,123140,3462100,89597.8181818184,123154,33
115701,87,123239,1586000,123240,3463000,90497.8181818183,123263,32
115802,0,123339,1378000,123341,3462716,90213.8181818184,123360,33
115902,75,123440,1586000,123441,3460824,88321.8181818184,123457,41
116002,44,123540,1586000,123541,3461960,89457.8181818184,123561,27
116103,66,123641,1378000,123642,3450632,78129.8181818184,123666,36
116203,63,123741,1274000,123742,3455340,82837.8181818183,123758,30
116304,54,123841,1586000,123842,3456336,83833.8181818184,123860,33
116404,68,123941,1586000,123942,3454272,81769.8181818184,123957,40
116504,34,124042,1482000,124043,3455016,82513.8181818184,124058,23
116605,55,124142,1586000,124144,3448892,76389.8181818184,124161,30
116705,71,124242,1586000,124244,3455340,82837.8181818183,124259,42
116805,49,124343,1586000,124344,3456432,83929.8181818184,124361,28
116906,61,124443,1482000,124445,3455424,82921.8181818183,124465,35
117006,50,124543,1586000,124544,3453444,80941.8181818184,124561,31
117106,50,124644,1586000,124645,3461292,88789.8181818184,124661,29
117207,66,124745,1586000,124746,3453232,80729.8181818184,124762,36
117308,62,124845,1586000,124846,3454720,82217.8181818184,124864,36
117408,63,124946,1586000,124947,3455416,82913.8181818183,124963,37
117508,53,125046,1586000,125047,3453548,81045.8181818184,125064,30
117609,46,125147,1586000,125148,3459308,86805.8181818184,125165,28
117709,66,125247,1586000,125248,3462036,89533.8181818184,125267,37
117810,52,125348,1586000,125349,3450504,78001.8181818184,125366,31
117910,64,125448,1586000,125449,3451004,78501.8181818184,125465,36
118012,54,125550,1586000,125551,3450344,77841.8181818184,125567,33
118111,54,125649,1586000,125650,3460672,88169.8181818184,125666,32
118211,63,125749,1586000,125755,3461168,88665.8181818184,125770,36
118312,49,125849,1586000,125850,3461664,89161.8181818184,125867,23
118412,62,125949,1586000,125951,3461128,88625.8181818184,125968,35
118512,54,126050,1586000,126051,3460200,87697.8181818184,126066,34
118617,33,126155,1170000,126158,3460684,88181.8181818183,126179,19
118714,74,126252,1586000,126253,3459552,87049.8181818184,126277,41
118813,64,126351,1586000,126352,3451976,79473.8181818184,126371,39
118914,65,126452,1586000,126453,3451744,79241.8181818184,126476,37
119015,56,126552,1586000,126554,3450628,78125.8181818184,126571,36
119115,55,126653,1586000,126654,3460160,87657.8181818184,126671,32
119215,67,126754,1586000,126756,3460656,88153.8181818184,126770,42
119317,58,126856,1378000,126858,3460908,88405.8181818184,126874,36
119416,63,126954,1482000,126958,3462200,89697.8181818183,126976,33
119517,40,127055,1586000,127056,3460768,88265.8181818183,127071,26
119618,52,127155,1586000,127158,3461512,89009.8181818184,127177,28
119717,71,127255,1586000,127258,3461760,89257.8181818184,127275,41
119818,54,127356,1586000,127357,3461964,89461.8181818183,127378,30
119919,59,127457,1586000,127458,3463080,90577.8181818184,127476,34
120018,47,127556,1586000,127560,3445552,73049.8181818184,127580,30
120119,61,127657,1586000,127658,3455480,82977.8181818184,127677,36
120220,68,127759,1586000,127761,3462112,89609.8181818184,127779,41
120320,55,127858,1586000,127859,3460440,87937.8181818183,127880,29
120421,61,127958,1586000,127960,3462144,89641.8181818184,127977,37
120522,43,128060,650000,128062,3459188,86685.8181818184,128085,26
120623,55,128160,858000,128162,3460352,87849.8181818184,128200,23
120722,67,128260,1378000,128261,3460772,88269.8181818184,128279,34
120823,51,128360,1586000,128361,3452712,80209.8181818184,128382,28
120923,63,128461,1586000,128462,3452468,79965.8181818184,128481,35
121023,66,128561,1586000,128562,3451756,79253.8181818184,128585,39
121124,33,128662,1586000,128663,3455216,82713.8181818184,128682,23
121224,87,128762,1586000,128763,3460084,87581.8181818184,128791,59
121324,0,128863,1586000,128867,3460804,88301.8181818184,128885,28
121425,57,128963,1586000,128964,3461980,89477.8181818183,128984,32
121526,42,129065,1586000,129066,3460164,87661.8181818184,129085,27
121626,56,129164,1586000,129165,3460368,87865.8181818184,129182,33
121727,71,129266,1586000,129267,3460864,88361.8181818184,129284,43
121828,52,129366,1586000,129367,3451808,79305.8181818184,129386,33
121928,87,129466,1586000,129467,3455312,82809.8181818184,129493,30
122029,0,129566,1586000,129567,3462992,90489.8181818183,129585,38
122130,87,129668,1170000,129669,3464512,92009.8181818184,129698,32
122231,81,129768,1482000,129769,3464124,91621.8181818184,129803,41
122330,0,129868,650000,129868,3466136,93633.8181818184,129885,25
122432,56,129969,1586000,129971,3466648,94145.8181818184,129991,30
122537,56,130080,1586000,130089,3467392,94889.8181818184,130112,35
122632,57,130170,1586000,130171,3462412,89909.8181818184,130200,30
122732,87,130270,1586000,130271,3462752,90249.8181818184,130278,47
122833,0,130370,1586000,130371,3463868,91365.8181818184,130382,23
122938,87,130475,1586000,130476,3463076,90573.8181818183,130497,76
123037,0,130575,1586000,130581,3463284,90781.8181818184,130611,51
123136,48,130674,1586000,130677,3462168,89665.8181818184,130694,34
123238,87,130775,1586000,130777,3462664,90161.8181818184,130800,58
123339,52,130876,1170000,130878,3462892,90389.8181818184,130911,29
123439,47,130976,1274000,130977,3462884,90381.8181818184,131001,28
123544,0,131081,1378000,131083,3463384,90881.8181818184,131107,29
123644,62,131181,1586000,131185,3461808,89305.8181818184,131202,35
123744,61,131281,1586000,131282,3463012,90509.8181818184,131300,37
123844,59,131382,1586000,131386,3463016,90513.8181818183,131407,32
123944,65,131482,1586000,131483,3463888,91385.8181818184,131501,39
124045,28,131582,1586000,131584,3464588,92085.8181818184,131600,19
124145,58,131683,1586000,131684,3457048,84545.8181818183,131714,35
124246,63,131784,1586000,131785,3458132,85629.8181818184,131804,37
124347,59,131884,1274000,131885,3457496,84993.8181818184,131902,30
124447,61,131984,1274000,131986,3460224,87721.8181818184,132008,32
124547,41,132085,1586000,132086,3461216,88713.8181818184,132101,24
124647,54,132185,1586000,132186,3468184,95681.8181818183,132205,32
124748,71,132285,1586000,132286,3466708,94205.8181818184,132302,42
124849,52,132387,1586000,132388,3451224,78721.8181818184,132405,31
124949,66,132486,1586000,132488,3453932,81429.8181818184,132504,39
125049,37,132587,1586000,132588,3455164,82661.8181818184,132604,24
125150,58,132688,1274000,132689,3466076,93573.8181818184,132722,32
125250,77,132788,1586000,132789,3464848,92345.8181818184,132808,46
125351,66,132888,1586000,132889,3463864,91361.8181818184,132907,39
125451,55,132988,1586000,132989,3465304,92801.8181818184,133007,33
125552,34,133089,1586000,133090,3466256,93753.8181818183,133106,24
125652,53,133190,1586000,133191,3464188,91685.8181818184,133211,29
125753,73,133291,1586000,133292,3461968,89465.8181818184,133308,44
125853,54,133391,1378000,133392,3461220,88717.8181818184,133411,30
125955,60,133492,1066000,133494,3462616,90113.8181818184,133514,30
126054,43,133592,1274000,133594,3462904,90401.8181818184,133612,21
126155,44,133693,962000,133695,3463400,90897.8181818184,133715,21
126255,62,133793,1586000,133795,3456956,84453.8181818183,133812,35
126356,60,133894,1586000,133895,3459664,87161.8181818184,133910,34
126456,61,133994,1586000,133995,3460164,87661.8181818184,134014,35
126557,59,134095,1274000,134096,3462148,89645.8181818184,134113,31
126658,38,134196,1170000,134197,3462604,90101.8181818183,134215,19
126759,63,134297,1378000,134298,3457520,85017.8181818183,134334,33
126859,87,134396,1586000,134398,3461308,88805.8181818183,134421,40
126960,0,134497,1586000,134499,3461824,89321.8181818184,134515,39
127060,87,134597,1586000,134599,3463452,90949.8181818184,134615,31
127161,0,134698,1586000,134699,3470748,98245.8181818184,134713,38
127261,87,134798,1586000,134799,3472088,99585.8181818184,134823,68
127363,86,134900,1586000,134901,3468760,96257.8181818184,134920,36
127462,0,135000,1586000,135001,3462520,90017.8181818183,135016,34
127563,87,135100,1586000,135101,3463724,91221.8181818183,135118,31
127665,58,135204,650000,135205,3461824,89321.8181818184,135232,31
127764,0,135302,962000,135303,3463536,91033.8181818184,135321,25
127864,61,135402,1482000,135404,3450484,77981.8181818184,135475,35
127966,87,135504,1586000,135504,3454448,81945.8181818183,135511,59
128066,0,135604,1586000,135604,3455084,82581.8181818184,135610,32
128168,59,135706,1586000,135707,3455352,82849.8181818184,135724,35
128268,46,135806,1378000,135807,3462028,89525.8181818184,135825,26
128369,67,135907,1586000,135909,3455580,83077.8181818184,135928,42
128470,57,136007,1586000,136009,3455736,83233.8181818183,136029,35
128570,66,136108,1586000,136109,3452044,79541.8181818184,136127,38
128670,52,136208,1586000,136209,3452592,80089.8181818184,136226,30
128771,50,136308,1586000,136310,3459696,87193.8181818184,136324,33
128872,64,136409,1586000,136410,3460688,88185.8181818184,136428,34
128973,49,136510,1586000,136512,3447236,74733.8181818184,136528,31
129073,68,136610,1586000,136611,3448092,75589.8181818184,136625,41
129173,38,136711,1586000,136712,3449084,76581.8181818184,136727,25
129273,54,136811,1586000,136812,3459024,86521.8181818184,136828,31
129374,62,136912,1586000,136913,3460264,87761.8181818183,136930,32
129474,50,137012,1586000,137013,3459972,87469.8181818184,137030,29
129575,62,137113,1586000,137114,3458092,85589.8181818183,137130,34
129676,47,137214,858000,137216,3459136,86633.8181818183,137238,28
129776,51,137314,1274000,137316,3459384,86881.8181818184,137334,25
129878,77,137416,1586000,137417,3456920,84417.8181818184,137436,43
129979,50,137517,1586000,137518,3450580,78077.8181818184,137533,29
130080,65,137618,1586000,137619,3451324,78821.8181818184,137641,35
130181,70,137718,1586000,137720,3450840,78337.8181818184,137737,46
130281,46,137818,1586000,137819,3454796,82293.8181818184,137837,27
130381,70,137919,1586000,137925,3459360,86857.8181818184,137944,43
130482,57,138019,1170000,138021,3459872,87369.8181818184,138041,26
130583,62,138121,1586000,138122,3458792,86289.8181818184,138140,35
130682,52,138220,1586000,138221,3456516,84013.8181818184,138238,28
130783,51,138321,1482000,138322,3457260,84757.8181818184,138338,30
130885,64,138424,1586000,138425,3457756,85253.8181818183,138442,37
130985,49,138522,1586000,138524,3457240,84737.8181818184,138539,27
131035,45,138572,1586000,138574,3458324,85821.8181818184,138590,27
131136,62,138673,1586000,138675,3456060,83557.8181818184,138690,35
131237,44,138775,1586000,138776,3456800,84297.8181818184,138795,30
131337,68,138874,1586000,138876,3457012,84509.8181818184,138892,41
131437,62,138975,1586000,138976,3457756,85253.8181818183,138992,33
131539,62,139076,1378000,139078,3458500,85997.8181818184,139097,35
131639,54,139176,1586000,139177,3458908,86405.8181818183,139194,35
131740,50,139278,1586000,139279,3459652,87149.8181818184,139296,31
131840,68,139377,1586000,139379,3460000,87497.8181818184,139397,39
131941,72,139478,1586000,139480,3461044,88541.8181818184,139498,45
132041,60,139578,1586000,139580,3459880,87377.8181818184,139594,35
132142,40,139679,1586000,139681,3459640,87137.8181818183,139703,21
132242,57,139779,1586000,139780,3457668,85165.8181818184,139799,35
132342,69,139880,1586000,139881,3457668,85165.8181818184,139895,37
132443,54,139981,1586000,139983,3456972,84469.8181818183,140000,31
132544,64,140082,1586000,140083,3458412,85909.8181818183,140099,38
132644,40,140181,1586000,140182,3460148,87645.8181818184,140197,26
132747,67,140285,1586000,140286,3458148,85645.8181818184,140302,45
132845,56,140385,1586000,140387,3458892,86389.8181818183,140405,32
132946,59,140484,1586000,140485,3459104,86601.8181818184,140501,35
133047,52,140585,1378000,140586,3460440,87937.8181818183,140606,29
133148,56,140686,1586000,140687,3460688,88185.8181818184,140702,34
133248,67,140786,1586000,140787,3460688,88185.8181818184,140806,40
133349,51,140887,1586000,140888,3457636,85133.8181818184,140904,32
133449,87,140987,1274000,140989,3459688,87185.8181818184,141010,47
133552,0,141090,1274000,141091,3460880,88377.8181818184,141105,21
133650,55,141188,1586000,141189,3460880,88377.8181818184,141204,30
133750,87,141288,1586000,141289,3460880,88377.8181818184,141307,33
133851,0,141390,1482000,141391,3459620,87117.8181818184,141407,41
133953,46,141491,1586000,141492,3460384,87881.8181818184,141506,28
134054,49,141592,1170000,141594,3460240,87737.8181818184,141611,26
134155,58,141693,1586000,141695,3460736,88233.8181818183,141711,35
134257,58,141795,1586000,141796,3461728,89225.8181818183,141812,33
134358,60,141895,1586000,141897,3460792,88289.8181818184,141918,33
134459,55,141997,962000,141998,3459516,87013.8181818184,142017,31
134559,44,142096,1274000,142098,3459912,87409.8181818184,142114,23
134660,71,142198,1586000,142199,3460372,87869.8181818184,142222,42
134761,60,142298,1586000,142299,3461364,88861.8181818184,142317,36
134861,63,142398,1586000,142400,3461120,88617.8181818184,142419,35
134961,62,142499,1586000,142500,3460624,88121.8181818184,142514,36
135062,30,142599,1586000,142601,3461040,88537.8181818184,142616,19
135162,66,142700,1586000,142701,3454832,82329.8181818184,142717,39
135263,55,142801,1586000,142802,3458288,85785.8181818184,142819,34
135363,67,142901,1586000,142902,3458692,86189.8181818184,142916,39
135464,42,143001,1586000,143002,3459788,87285.8181818184,143024,26
135564,41,143102,1586000,143103,3461984,89481.8181818184,143121,24
135665,71,143203,1586000,143205,3457292,84789.8181818183,143225,42
135765,60,143304,1586000,143305,3458284,85781.8181818184,143322,34
135866,59,143404,1586000,143405,3459040,86537.8181818184,143424,31
135967,47,143505,1586000,143506,3460428,87925.8181818184,143521,29
136067,56,143605,1586000,143608,3464632,92129.8181818183,143627,30
136167,73,143705,1586000,143706,3458444,85941.8181818184,143722,43
136268,56,143806,1274000,143808,3458940,86437.8181818184,143827,32
136369,67,143907,1378000,143908,3458504,86001.8181818183,143926,36
136469,44,144006,1586000,144007,3460240,87737.8181818184,144023,25
136570,51,144108,1586000,144109,3466628,94125.8181818183,144125,30
136670,77,144208,1586000,144209,3451288,78785.8181818184,144225,45
136770,49,144308,1586000,144309,3452228,79725.8181818184,144326,28
136871,57,144408,1586000,144410,3453320,80817.8181818183,144427,31
136971,35,144509,1586000,144510,3453044,80541.8181818184,144525,23
137073,55,144611,1586000,144612,3463404,90901.8181818183,144634,31
137174,72,144712,1586000,144713,3462372,89869.8181818184,144728,44
137274,52,144812,1586000,144813,3463464,90961.8181818184,144833,29
137374,61,144912,1586000,144914,3465696,93193.8181818184,144929,34
137475,34,145013,1274000,145014,3466192,93689.8181818184,145031,23
137576,66,145114,1586000,145116,3467092,94589.8181818184,145134,64
137676,56,145214,1586000,145215,3466556,94053.8181818184,145233,33
137776,54,145314,1586000,145315,3465508,93005.8181818183,145331,36
137876,46,145414,1586000,145415,3465908,93405.8181818184,145429,30
137977,68,145515,1586000,145517,3464276,91773.8181818184,145535,57
138078,50,145615,1586000,145617,3455456,82953.8181818184,145631,34
138179,87,145717,962000,145720,3456440,83937.8181818184,145753,37
138280,0,145817,1586000,145819,3454984,82481.8181818184,145838,28
138381,70,145919,1586000,145921,3464488,91985.8181818184,145937,40
138480,58,146018,1482000,146019,3465480,92977.8181818184,146035,33
138581,62,146119,1586000,146120,3466424,93921.8181818184,146136,35
138681,45,146219,1586000,146220,3468408,95905.8181818184,146238,26
138784,50,146321,1586000,146322,3466656,94153.8181818184,146339,33
