Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
99474,35,105903,1482000,105905,3525040,161656.672897196,106017,21
99574,21,106001,1586000,106002,3524992,161608.672897196,106118,15
99674,23,106103,1586000,106104,3525240,161856.672897196,106217,17
99775,15,106202,1586000,106203,3528712,165328.672897196,106322,8
99876,21,106303,858000,106304,3528712,165328.672897196,106452,8
99976,54,106404,650000,106406,3528712,165328.672897196,106524,26
100077,30,106505,1378000,106506,3526436,163052.672897196,106630,18
100177,34,106605,1170000,106607,3525320,161936.672897196,106726,16
100278,25,106705,1170000,106706,3521548,158164.672897196,106828,11
100378,20,106806,858000,106807,3522748,159364.672897196,106932,8
100478,27,106907,858000,106909,3523492,160108.672897196,107024,15
100579,33,107006,1170000,107007,3525228,161844.672897196,107123,20
100680,32,107106,1378000,107107,3524296,160912.672897196,107223,21
100780,14,107207,1586000,107208,3522080,158696.672897196,107331,7
100880,36,107307,650000,107309,3522180,158796.672897196,107424,17
100985,22,107408,1274000,107409,3526148,162764.672897196,107547,10
101081,37,107518,546000,107520,3526856,163472.672897196,107624,17
101185,52,107609,1378000,107610,3527104,163720.672897196,107741,37
101282,43,107712,1586000,107722,3527672,164288.672897196,107830,29
101382,48,107810,1586000,107812,3528416,165032.672897196,107931,36
101483,42,107910,1586000,107911,3530260,166876.672897196,108030,31
101583,41,108011,1586000,108012,3550596,187212.672897196,108132,31
101684,39,108111,1586000,108112,3554564,191180.672897196,108242,29
101785,62,108212,1586000,108213,3555076,191692.672897196,108343,42
101885,37,108313,1586000,108314,3547844,184460.672897196,108429,24
101987,30,108413,1586000,108414,3547364,183980.672897196,108532,25
102088,10,108515,1586000,108516,3551000,187616.672897196,108648,5
102187,17,108617,442000,108619,3551264,187880.672897196,108740,6
102289,36,108715,858000,108717,3551764,188380.672897196,108856,19
102388,29,108817,1274000,108818,3554368,190984.672897196,108954,20
102488,40,108916,1482000,108917,3552992,189608.672897196,109026,29
102590,39,109016,1586000,109017,3541744,178360.672897196,109152,27
102689,37,109117,1586000,109119,3543532,180148.672897196,109227,27
102790,42,109217,1586000,109218,3547252,183868.672897196,109346,29
102890,52,109317,1586000,109318,3549200,185816.672897196,109461,36
102991,49,109418,1586000,109426,3548868,185484.672897196,109530,33
103092,27,109519,1586000,109520,3549076,185692.672897196,109643,18
103192,20,109619,1586000,109621,3547072,183688.672897196,109738,15
103294,18,109719,1586000,109720,3547300,183916.672897196,109853,10
103397,31,109822,442000,109824,3547796,184412.672897196,109953,14
103495,31,109925,1170000,109927,3552756,189372.672897196,110049,18
103594,36,110023,546000,110024,3551776,188392.672897196,110144,18
103695,28,110122,1170000,110123,3554112,190728.672897196,110251,13
103795,21,110223,546000,110224,3554608,191224.672897196,110360,9
103894,33,110322,1066000,110324,3554856,191472.672897196,110444,16
103995,31,110422,1066000,110423,3549136,185752.672897196,110557,20
104095,35,110523,1482000,110525,3549632,186248.672897196,110643,23
104197,24,110622,1586000,110623,3548944,185560.672897196,110747,21
104296,47,110727,1586000,110728,3551392,188008.672897196,110852,36
104397,36,110824,1586000,110825,3555360,191976.672897196,110935,25
104497,31,110924,1586000,110925,3549344,185960.672897196,111045,23
104600,51,111024,1586000,111025,3544412,181028.672897196,111169,28
104700,52,111130,1378000,111131,3547672,184288.672897196,111238,31
104801,31,111228,1586000,111228,3546048,182664.672897196,111350,20
104903,26,111331,1170000,111332,3546300,182916.672897196,111462,12
105001,21,111431,442000,111434,3546796,183412.672897196,111557,9
105102,28,111529,1066000,111531,3547040,183656.672897196,111647,16
105202,37,111629,1274000,111631,3547040,183656.672897196,111746,21
105302,29,111729,1586000,111731,3539640,176256.672897196,111845,21
105403,22,111829,1586000,111830,3541872,178488.672897196,111955,14
105504,21,111932,1170000,111935,3543920,180536.672897196,112059,12
105604,16,112032,546000,112034,3544168,180784.672897196,112159,6
105708,25,112131,1066000,112133,3544416,181032.672897196,112273,10
105805,51,112237,546000,112241,3544664,181280.672897196,112352,30
105905,33,112332,1378000,112334,3545520,182136.672897196,112450,20
106007,41,112432,1586000,112434,3543352,179968.672897196,112555,33
106105,42,112535,1586000,112537,3543352,179968.672897196,112650,29
106206,44,112633,1586000,112634,3543352,179968.672897196,112751,33
106306,43,112733,1586000,112734,3544308,180924.672897196,112852,26
106407,53,112834,1378000,112835,3545548,182164.672897196,112967,36
106507,31,112934,1586000,112935,3537952,174568.672897196,113045,23
106608,31,113035,1586000,113035,3538696,175312.672897196,113158,9
106708,24,113136,962000,113137,3542656,179272.672897196,113252,12
106809,7,113236,1170000,113237,3542904,179520.672897196,113356,3
106910,25,113336,962000,113338,3543400,180016.672897196,113462,18
107009,32,113438,1586000,113439,3544400,181016.672897196,113558,23
107110,29,113537,1586000,113538,3544896,181512.672897196,113652,23
107211,21,113637,1586000,113639,3545700,182316.672897196,113762,11
107311,24,113739,754000,113740,3546028,182644.672897196,113859,10
107411,37,113839,962000,113840,3545920,182536.672897196,113960,19
107511,34,113939,1274000,113940,3545184,181800.672897196,114055,19
107612,41,114039,1586000,114040,3539464,176080.672897196,114157,28
107712,41,114139,1586000,114140,3540120,176736.672897196,114258,30
107813,45,114240,1586000,114241,3540608,177224.672897196,114366,34
107913,40,114340,1586000,114341,3544824,181440.672897196,114455,29
108013,15,114441,1586000,114442,3543396,180012.672897196,114567,11
108114,49,114541,1586000,114542,3543644,180260.672897196,114660,37
108215,33,114642,1586000,114643,3546124,182740.672897196,114760,23
108315,27,114742,1586000,114743,3547248,183864.672897196,114859,20
108415,20,114842,1586000,114843,3546772,183388.672897196,114960,12
108517,32,114943,1482000,114944,3545392,182008.672897196,115064,15
108617,25,115045,962000,115046,3545592,182208.672897196,115165,15
108717,30,115145,1170000,115146,3546336,182952.672897196,115263,19
108817,32,115245,1482000,115246,3540172,176788.672897196,115362,21
108919,17,115345,1586000,115346,3539592,176208.672897196,115465,15
109018,23,115447,1586000,115448,3543500,180116.672897196,115562,17
109119,13,115546,1586000,115547,3542020,178636.672897196,115668,10
109229,31,115647,1482000,115648,3542228,178844.672897196,115799,12
109320,52,115757,858000,115759,3543184,179800.672897196,115867,30
109421,41,115848,1482000,115850,3546160,182776.672897196,115970,30
109521,45,115948,1586000,115950,3545768,182384.672897196,116069,32
109621,34,116050,1586000,116052,3543992,180608.672897196,116167,25
109722,35,116149,1586000,116150,3544232,180848.672897196,116270,24
109823,42,116250,1274000,116252,3544752,181368.672897196,116374,32
109923,40,116350,1586000,116352,3546152,182768.672897196,116468,28
110023,23,116450,1586000,116451,3540632,177248.672897196,116565,16
110124,32,116550,1586000,116551,3539352,175968.672897196,116677,25
110224,27,116651,1586000,116653,3542432,179048.672897196,116766,17
110324,1,116751,1586000,116752,3542804,179420.672897196,116879,1
110425,43,116852,1170000,116853,3542928,179544.672897196,116990,21
110525,34,116952,1274000,116954,3546152,182768.672897196,117063,25
110626,24,117053,1586000,117054,3533612,170228.672897196,117173,16
110727,26,117153,1170000,117155,3532384,169000.672897196,117274,13
110828,36,117255,858000,117256,3532648,169264.672897196,117376,15
110928,40,117355,858000,117357,3533628,170244.672897196,117477,18
111029,45,117456,1170000,117457,3534124,170740.672897196,117575,29
111128,45,117557,1586000,117559,3526580,163196.672897196,117673,31
111230,35,117657,1586000,117659,3526056,162672.672897196,117785,28
111332,36,117758,1586000,117759,3530288,166904.672897196,117876,26
111430,20,117860,1586000,117861,3530528,167144.672897196,117974,15
111531,38,117957,1586000,117958,3531376,167992.672897196,118096,30
111631,45,118059,1586000,118067,3532972,169588.672897196,118168,28
111731,22,118158,1586000,118159,3533468,170084.672897196,118275,15
111834,26,118259,1586000,118260,3534708,171324.672897196,118379,20
111939,18,118361,1586000,118362,3534708,171324.672897196,118484,17
112036,32,118467,1586000,118468,3535224,171840.672897196,118585,19
112136,34,118563,1586000,118564,3534656,171272.672897196,118681,27
112237,28,118664,1586000,118665,3535484,172100.672897196,118780,16
112338,24,118764,1586000,118765,3534460,171076.672897196,118882,20
112438,23,118866,1586000,118868,3529908,166524.672897196,118988,12
112540,20,118966,754000,118967,3530404,167020.672897196,119123,5
112638,55,119068,442000,119070,3530652,167268.672897196,119196,25
112746,39,119166,1274000,119168,3532648,169264.672897196,119300,21
112840,49,119274,1170000,119276,3534496,171112.672897196,119387,32
112943,38,119368,1586000,119369,3532432,169048.672897196,119493,29
113043,31,119471,1586000,119473,3532652,169268.672897196,119607,23
113143,39,119571,1586000,119573,3532900,169516.672897196,119680,30
113253,46,119671,1586000,119671,3530112,166728.672897196,119802,31
113352,58,119780,1586000,119782,3529920,166536.672897196,119897,40
113445,22,119880,1586000,119881,3467936,104552.672897196,119990,15
113547,24,119973,1586000,119974,3468432,105048.672897196,120093,15
113647,15,120075,1170000,120077,3470324,106940.672897196,120191,9
113751,5,120175,1274000,120176,3468304,104920.672897196,120309,3
113849,47,120279,442000,120281,3468552,105168.672897196,120400,21
113951,31,120378,1274000,120379,3469148,105764.672897196,120499,20
114050,34,120479,1482000,120483,3466928,103544.672897196,120598,21
114158,38,120578,1066000,120579,3463428,100044.672897196,120714,15
114253,38,120689,442000,120691,3463864,100480.672897196,120802,22
114354,29,120781,1170000,120782,3462176,98792.6728971964,120923,14
114452,48,120883,442000,120889,3462548,99164.6728971964,121003,22
114553,43,120980,1274000,120981,3463292,99908.6728971964,121099,29
114655,28,121081,1586000,121082,3466764,103380.672897196,121221,23
114755,45,121182,1586000,121183,3466764,103380.672897196,121318,32
114856,35,121283,1586000,121283,3462916,99532.6728971964,121400,24
114956,17,121383,1586000,121385,3459216,95832.6728971964,121514,15
115056,57,121485,1586000,121487,3459016,95632.6728971964,121617,40
115159,21,121584,1586000,121587,3463776,100392.672897196,121715,17
115257,22,121687,1586000,121688,3461464,98080.6728971964,121804,17
115358,31,121785,1586000,121786,3462296,98912.6728971964,121907,21
115458,26,121887,1170000,121888,3460672,97288.6728971964,122010,12
115560,29,121986,1170000,121988,3461764,98380.6728971964,122108,19
115659,41,122087,1378000,122089,3462260,98876.6728971964,122206,25
115761,36,122187,1586000,122188,3462276,98892.6728971964,122307,25
115864,25,122289,1586000,122290,3458824,95440.6728971964,122457,15
115962,46,122392,442000,122394,3461056,97672.6728971964,122509,23
116061,12,122490,1378000,122491,3455964,92580.6728971964,122607,7
116163,8,122588,546000,122589,3456212,92828.6728971964,122719,2
116262,47,122691,442000,122694,3456096,92712.6728971964,122812,27
116363,41,122789,1586000,122790,3462544,99160.6728971964,122913,27
116463,48,122891,1586000,122892,3461464,98080.6728971964,123016,35
116564,36,122990,1586000,122991,3459692,96308.6728971964,123109,26
116666,28,123092,1586000,123094,3460188,96804.6728971964,123230,26
116768,41,123194,1586000,123197,3461280,97896.6728971964,123324,30
116818,43,123295,1586000,123302,3462272,98888.6728971964,123358,28
116918,31,123346,1586000,123346,3462520,99136.6728971964,123456,21
117018,23,123446,1586000,123447,3463264,99880.6728971964,123568,14
117120,35,123546,1586000,123547,3461488,98104.6728971964,123664,20
117220,22,123648,1378000,123649,3457148,93764.6728971964,123764,13
117321,13,123747,1066000,123749,3457708,94324.6728971964,123881,7
117420,50,123848,1066000,123850,3458204,94820.6728971964,123963,31
117524,26,123947,1586000,123948,3462632,99248.6728971964,124069,20
117621,28,124052,1586000,124053,3460220,96836.6728971964,124165,19
117724,23,124148,1586000,124149,3458888,95504.6728971964,124274,11
117823,25,124252,858000,124253,3458888,95504.6728971964,124371,12
117923,26,124350,858000,124352,3460128,96744.6728971964,124474,14
118023,45,124451,1170000,124453,3461068,97684.6728971964,124570,30
118124,46,124551,1586000,124552,3461620,98236.6728971964,124669,33
118225,40,124651,1586000,124653,3460324,96940.6728971964,124774,32
118324,33,124752,1586000,124753,3459252,95868.6728971964,124869,21
118425,29,124852,1586000,124853,3458652,95268.6728971964,124967,20
118525,33,124952,1586000,124953,3459100,95716.6728971964,125073,26
118627,41,125053,1586000,125054,3463564,100180.672897196,125169,29
118726,34,125154,1586000,125155,3463080,99696.6728971964,125269,24
118827,31,125253,1586000,125254,3461848,98464.6728971964,125374,16
118927,21,125355,858000,125356,3463076,99692.6728971964,125474,10
119028,29,125455,1066000,125456,3463028,99644.6728971964,125575,15
119128,39,125555,858000,125557,3463180,99796.6728971964,125674,25
119228,36,125656,1378000,125658,3463668,100284.672897196,125771,24
119331,17,125756,1586000,125757,3463196,99812.6728971964,125882,9
119431,25,125861,962000,125863,3463412,100028.672897196,125979,13
119532,5,125959,858000,125960,3458948,95564.6728971964,126082,3
119640,11,126059,754000,126062,3459444,96060.6728971964,126199,8
119734,55,126173,858000,126177,3461924,98540.6728971964,126294,30
119833,42,126263,1274000,126265,3464656,101272.672897196,126380,27
119934,40,126361,1586000,126363,3462884,99500.6728971964,126482,30
120035,37,126462,1586000,126464,3462148,98764.6728971964,126578,28
120135,32,126562,1586000,126563,3462396,99012.6728971964,126684,25
120236,44,126664,1586000,126666,3460180,96796.6728971964,126781,31
120336,49,126764,1586000,126765,3461304,97920.6728971964,126879,33
120436,33,126863,1586000,126864,3460420,97036.6728971964,126980,23
120537,23,126964,1274000,126965,3460520,97136.6728971964,127086,14
120640,19,127064,1274000,127065,3464488,101104.672897196,127191,12
120740,22,127168,858000,127169,3464984,101600.672897196,127292,8
120838,26,127270,858000,127271,3465232,101848.672897196,127399,14
120938,44,127367,1170000,127374,3467712,104328.672897196,127484,30
121041,24,127467,1586000,127468,3467180,103796.672897196,127593,16
121144,29,127569,858000,127570,3464668,101284.672897196,127700,10
121241,26,127673,546000,127675,3465412,102028.672897196,127794,12
121343,24,127769,1066000,127770,3466140,102756.672897196,127906,11
121443,50,127871,650000,127872,3467256,103872.672897196,127996,23
121544,44,127971,1378000,127972,3463216,99832.6728971964,128092,31
121644,33,128071,1586000,128073,3462632,99248.6728971964,128190,25
121745,47,128172,1586000,128173,3463128,99744.6728971964,128299,34
121845,41,128272,1586000,128273,3461700,98316.6728971964,128393,30
121945,34,128373,1586000,128374,3460024,96640.6728971964,128520,26
122046,59,128473,1586000,128475,3460760,97376.6728971964,128583,40
122146,23,128573,1586000,128574,3463340,99956.6728971964,128684,13
122247,26,128674,962000,128675,3462208,98824.6728971964,128794,14
122349,23,128775,1170000,128776,3457908,94524.6728971964,128904,11
122449,25,128877,546000,128881,3458900,95516.6728971964,129000,10
122548,35,128977,754000,128979,3461132,97748.6728971964,129113,16
122650,45,129077,1170000,129078,3462372,98988.6728971964,129194,24
122749,30,129177,1378000,129178,3462868,99484.6728971964,129294,19
122849,12,129277,1378000,129278,3463364,99980.6728971964,129391,8
122950,24,129377,1586000,129378,3464108,100724.672897196,129495,18
123050,12,129477,1586000,129478,3466840,103456.672897196,129591,9
123152,13,129577,1586000,129578,3466840,103456.672897196,129728,6
123256,57,129680,442000,129682,3467008,103624.672897196,129804,27
123353,40,129784,1274000,129786,3466824,103440.672897196,129900,28
123454,47,129881,1586000,129882,3467444,104060.672897196,129998,34
123554,42,129981,1586000,129983,3466264,102880.672897196,130102,32
123655,29,130082,1586000,130083,3466088,102704.672897196,130201,20
123758,47,130183,1586000,130184,3466824,103440.672897196,130311,34
123860,36,130285,1586000,130287,3462980,99596.6728971964,130404,24
123960,33,130387,1586000,130388,3462640,99256.6728971964,130504,20
124060,19,130487,1586000,130490,3463384,100000.672897196,130604,12
124162,35,130588,1586000,130589,3463880,100496.672897196,130717,20
124262,19,130692,650000,130693,3467040,103656.672897196,130809,8
124361,24,130789,858000,130791,3467380,103996.672897196,130923,12
124462,39,130889,1378000,130890,3467016,103632.672897196,131005,29
124563,26,130990,1586000,130991,3467752,104368.672897196,131112,15
124663,27,131090,1170000,131093,3466672,103288.672897196,131208,14
124764,29,131191,1170000,131192,3466920,103536.672897196,131322,18
124864,43,131292,1170000,131296,3467912,104528.672897196,131408,29
124965,31,131392,1586000,131393,3462768,99384.6728971964,131513,23
125066,52,131492,1586000,131494,3463072,99688.6728971964,131610,37
125166,39,131594,1586000,131595,3463320,99936.6728971964,131712,28
125267,45,131693,1586000,131694,3463964,100580.672897196,131812,34
125367,24,131794,1586000,131797,3467312,103928.672897196,131915,19
125467,37,131894,1586000,131895,3468248,104864.672897196,132010,25
125568,34,131995,1586000,131996,3466720,103336.672897196,132115,26
125669,21,132096,1586000,132097,3468868,105484.672897196,132212,16
125769,22,132197,1586000,132198,3469416,106032.672897196,132316,10
125870,21,132297,1170000,132298,3467988,104604.672897196,132419,9
125971,33,132398,858000,132399,3467792,104408.672897196,132518,16
126071,33,132498,1274000,132500,3461052,97668.6728971964,132619,17
126171,43,132599,1066000,132601,3461300,97916.6728971964,132717,24
126272,28,132699,1170000,132700,3463648,100264.672897196,132813,20
126373,21,132799,1586000,132800,3464156,100772.672897196,132921,16
126472,24,132901,1378000,132902,3466592,103208.672897196,133014,18
126573,13,133000,1586000,133001,3461760,98376.6728971964,133118,9
126675,34,133101,1170000,133102,3462008,98624.6728971964,133225,19
126777,40,133203,1170000,133204,3467480,104096.672897196,133326,30
126878,48,133305,1586000,133306,3467236,103852.672897196,133422,34
126978,38,133405,1586000,133406,3467192,103808.672897196,133525,27
127078,32,133506,1586000,133507,3466356,102972.672897196,133623,23
127179,38,133606,1586000,133607,3465076,101692.672897196,133732,29
127280,53,133707,1586000,133712,3465388,102004.672897196,133823,38
127380,24,133808,1586000,133809,3461056,97672.6728971964,133923,15
127480,24,133907,1586000,133908,3461304,97920.6728971964,134024,20
127581,14,134008,1586000,134009,3464040,100656.672897196,134128,8
127682,12,134109,962000,134110,3464536,101152.672897196,134230,4
127783,28,134210,754000,134211,3464784,101400.672897196,134336,11
127882,47,134311,858000,134312,3466264,102880.672897196,134424,29
127983,29,134410,1586000,134411,3467504,104120.672897196,134532,18
128084,34,134511,1170000,134512,3465684,102300.672897196,134628,19
128185,21,134612,1274000,134613,3466428,103044.672897196,134734,11
128285,49,134712,858000,134714,3466552,103168.672897196,134831,25
128387,34,134813,1274000,134814,3468248,104864.672897196,134939,17
128486,49,134915,858000,134917,3468992,105608.672897196,135030,32
128586,27,135013,1586000,135015,3462784,99400.6728971964,135132,20
128687,28,135114,1586000,135115,3462636,99252.6728971964,135231,20
128787,31,135214,1378000,135215,3466332,102948.672897196,135332,22
128887,17,135315,1586000,135316,3459280,95896.6728971964,135431,10
128997,22,135415,1170000,135416,3459132,95748.6728971964,135561,10
129093,50,135525,858000,135526,3459560,96176.6728971964,135638,27
129190,25,135621,1378000,135622,3461232,97848.6728971964,135744,13
129293,31,135718,858000,135719,3460692,97308.6728971964,135841,14
129391,23,135820,962000,135822,3460064,96680.6728971964,135941,11
129492,35,135919,858000,135920,3460064,96680.6728971964,136036,21
129592,21,136019,1378000,136020,3458688,95304.6728971964,136137,16
129692,36,136119,1378000,136120,3459680,96296.6728971964,136238,22
129792,35,136220,1066000,136221,3454120,90736.6728971964,136339,21
129907,30,136320,1482000,136321,3454368,90984.6728971964,136461,16
129993,44,136436,858000,136438,3457840,94456.6728971964,136540,19
130094,12,136521,1170000,136522,3457796,94412.6728971964,136639,6
130196,6,136622,962000,136623,3458292,94908.6728971964,136760,3
130297,47,136724,442000,136726,3458284,94900.6728971964,136844,27
130396,23,136825,1378000,136826,3460684,97300.6728971964,136946,13
130498,32,136924,1482000,136925,3461924,98540.6728971964,137047,23
130597,21,137026,1066000,137028,3459068,95684.6728971964,137152,10
130700,16,137125,754000,137127,3459268,95884.6728971964,137254,9
130798,24,137227,1066000,137229,3460436,97052.6728971964,137365,14
130905,36,137329,858000,137330,3461676,98292.6728971964,137460,20
130998,43,137435,650000,137436,3456352,92968.6728971964,137548,24
131102,25,137529,1274000,137531,3454676,91292.6728971964,137671,12
131200,37,137630,546000,137637,3455172,91788.6728971964,137747,22
131303,28,137728,1378000,137729,3459320,95936.6728971964,137853,9
131401,23,137831,442000,137834,3459568,96184.6728971964,137952,8
131501,45,137929,858000,137930,3459816,96432.6728971964,138046,27
131601,34,138029,1482000,138030,3461412,98028.6728971964,138159,19
131703,32,138129,962000,138133,3460036,96652.6728971964,138257,16
131802,35,138231,754000,138233,3459544,96160.6728971964,138359,19
131903,44,138330,1378000,138331,3460288,96904.6728971964,138472,36
132004,52,138431,1586000,138439,3462172,98788.6728971964,138569,34
132104,48,138531,1586000,138532,3462668,99284.6728971964,138667,32
132205,49,138632,1586000,138632,3462280,98896.6728971964,138742,36
132306,33,138732,1586000,138733,3469364,105980.672897196,138871,27
132405,38,138844,1586000,138853,3486104,122720.672897196,138943,24
132507,28,138933,1586000,138934,3487592,124208.672897196,139055,23
132613,26,139035,1586000,139036,3487840,124456.672897196,139163,14
132706,44,139141,858000,139143,3492800,129416.672897196,139249,28
132807,31,139234,1586000,139235,3493408,130024.672897196,139352,19
132912,30,139334,1170000,139336,3491440,128056.672897196,139465,16
133011,28,139441,442000,139443,3492432,129048.672897196,139575,9
133109,42,139539,442000,139541,3492928,129544.672897196,139658,18
133209,47,139637,1066000,139638,3494120,130736.672897196,139778,32
133312,55,139736,1586000,139738,3496024,132640.672897196,139857,39
133411,38,139841,1586000,139842,3493464,130080.672897196,139961,28
133511,41,139939,1586000,139940,3495944,132560.672897196,140056,31
133612,23,140040,1586000,140043,3493644,130260.672897196,140157,17
133712,25,140140,1586000,140141,3493644,130260.672897196,140256,17
133814,33,140241,1586000,140242,3494600,131216.672897196,140376,20
133913,29,140341,1170000,140342,3499296,135912.672897196,140457,20
134014,24,140441,1378000,140442,3498116,134732.672897196,140561,15
134114,25,140542,1482000,140543,3499108,135724.672897196,140663,13
134215,25,140642,1170000,140643,3500100,136716.672897196,140766,13
134315,41,140743,1066000,140745,3500144,136760.672897196,140864,20
134416,36,140843,1170000,140844,3501340,137956.672897196,140961,20
134516,37,140944,1586000,140945,3500612,137228.672897196,141059,28
134617,26,141044,1586000,141045,3494152,130768.672897196,141171,15
134717,38,141144,1482000,141145,3494400,131016.672897196,141263,17
134821,19,141245,1170000,141246,3498864,135480.672897196,141380,8
134919,26,141349,442000,141351,3499112,135728.672897196,141465,8
135020,45,141447,858000,141448,3501304,137920.672897196,141582,30
135119,45,141548,1586000,141549,3504032,140648.672897196,141657,31
135222,46,141647,1586000,141648,3501864,138480.672897196,141767,32
135271,35,141749,1586000,141750,3502288,138904.672897196,141816,26
135375,24,141799,1586000,141800,3502012,138628.672897196,141928,20
135473,45,141903,1586000,141906,3503200,139816.672897196,142011,31
135582,30,142000,1586000,142001,3503848,140464.672897196,142131,23
135673,35,142113,1586000,142115,3498728,135344.672897196,142218,22
135776,12,142201,1586000,142202,3497596,134212.672897196,142344,10
135875,42,142304,442000,142308,3497844,134460.672897196,142422,19
135976,18,142403,1170000,142404,3502060,138676.672897196,142519,11
136076,21,142503,1274000,142504,3502272,138888.672897196,142623,13
136177,48,142604,962000,142605,3502332,138948.672897196,142734,28
136276,25,142704,1586000,142705,3504564,141180.672897196,142828,19
136377,30,142804,1586000,142805,3502580,139196.672897196,142925,19
136479,18,142904,1586000,142905,3501400,138016.672897196,143039,11
136578,36,143007,546000,143011,3501400,138016.672897196,143128,14
136680,40,143106,858000,143107,3502828,139444.672897196,143230,22
136779,53,143209,1378000,143211,3503436,140052.672897196,143338,36
136880,46,143306,1586000,143311,3496236,132852.672897196,143417,34
136982,37,143407,1586000,143408,3496484,133100.672897196,143529,24
137080,32,143510,1586000,143511,3500480,137096.672897196,143638,24
137181,28,143608,1586000,143609,3501472,138088.672897196,143718,20
137281,17,143708,1586000,143709,3502208,138824.672897196,143839,11
137381,37,143809,1170000,143810,3504192,140808.672897196,143925,24
137482,21,143909,1586000,143910,3503460,140076.672897196,144029,13
137584,30,144009,1170000,144010,3502576,139192.672897196,144147,14
137684,25,144111,546000,144113,3503172,139788.672897196,144254,9
137783,44,144213,442000,144214,3503172,139788.672897196,144332,22
137885,17,144311,1170000,144312,3506560,143176.672897196,144441,7
137985,41,144413,754000,144414,3507304,143920.672897196,144530,23
138085,31,144512,1378000,144514,3500400,137016.672897196,144630,22
138185,22,144612,1586000,144613,3500648,137264.672897196,144731,15
138285,16,144713,1482000,144714,3504596,141212.672897196,144829,11
138386,16,144813,1586000,144814,3505060,141676.672897196,144929,13
138486,39,144914,1586000,144915,3504232,140848.672897196,145052,30
138587,55,145015,1586000,145016,3506216,142832.672897196,145124,36
138687,39,145115,1586000,145116,3505236,141852.672897196,145231,28
138788,28,145215,1586000,145216,3502872,139488.672897196,145333,23
138888,35,145316,1586000,145317,3505064,141680.672897196,145439,25
138993,29,145416,1586000,145417,3505312,141928.672897196,145549,17
139090,39,145521,546000,145522,3494220,130836.672897196,145639,23
139190,46,145618,1378000,145619,3495384,132000.672897196,145733,24
139292,21,145718,1586000,145719,3493884,130500.672897196,145852,12
139391,38,145819,650000,145821,3494008,130624.672897196,145936,19
139492,28,145919,1274000,145920,3489520,126136.672897196,146037,14
139593,7,146019,1170000,146021,3491752,128368.672897196,146141,4
139693,42,146120,962000,146122,3487560,124176.672897196,146242,20
139794,24,146220,1274000,146222,3492520,129136.672897196,146343,17
139893,26,146322,962000,146323,3491092,127708.672897196,146439,14
139999,20,146421,1274000,146422,3490652,127268.672897196,146557,11
140096,44,146527,442000,146529,3490840,127456.672897196,146648,22
140197,45,146624,1378000,146625,3491516,128132.672897196,146742,30
140297,49,146724,1586000,146725,3492684,129300.672897196,146846,35
140398,50,146824,1586000,146825,3486588,123204.672897196,146941,34
140498,22,146925,1586000,146927,3469668,106284.672897196,147054,18
140599,45,147026,1586000,147027,3471652,108268.672897196,147143,35
140700,28,147127,1586000,147128,3475092,111708.672897196,147243,17
140800,26,147227,1586000,147228,3475240,111856.672897196,147362,16
140902,50,147328,1274000,147329,3475240,111856.672897196,147450,26
141002,27,147430,1378000,147431,3476208,112824.672897196,147549,15
141102,26,147530,1170000,147531,3474880,111496.672897196,147656,14
141203,27,147630,1066000,147631,3475476,112092.672897196,147749,12
141304,27,147731,1066000,147732,3476556,113172.672897196,147850,14
141405,16,147831,1170000,147832,3478788,115404.672897196,147956,9
141505,37,147933,1274000,147934,3479780,116396.672897196,148052,22
141608,24,148033,1378000,148034,3479092,115708.672897196,148158,14
141707,30,148136,650000,148137,3479092,115708.672897196,148252,14
141807,26,148234,1170000,148235,3475192,111808.672897196,148350,19
141907,32,148334,1586000,148336,3474712,111328.672897196,148474,24
142008,44,148436,1586000,148437,3475208,111824.672897196,148550,34
142109,56,148536,1586000,148537,3478308,114924.672897196,148658,36
142211,36,148636,1586000,148638,3477820,114436.672897196,148755,26
142310,41,148738,1274000,148740,3477920,114536.672897196,148858,29
142410,34,148837,1586000,148838,3478416,115032.672897196,148957,24
142510,35,148938,1586000,148939,3478664,115280.672897196,149055,22
142611,46,149038,1482000,149039,3479012,115628.672897196,149157,25
142711,40,149139,1378000,149140,3474772,111388.672897196,149254,26
142813,14,149239,1586000,149240,3474428,111044.672897196,149359,8
142912,28,149342,1066000,149343,3474428,111044.672897196,149457,17
143012,22,149439,1378000,149440,3472964,109580.672897196,149556,13
143116,7,149540,1170000,149541,3472384,109000.672897196,149679,3
143215,43,149644,442000,149645,3472484,109100.672897196,149774,24
143314,33,149743,1378000,149744,3478448,115064.672897196,149858,24
143415,26,149841,1586000,149842,3476016,112632.672897196,149963,15
143516,25,149942,962000,149944,3476760,113376.672897196,150063,12
143619,42,150044,858000,150046,3479488,116104.672897196,150163,30
143717,44,150146,1586000,150147,3477568,114184.672897196,150268,32
143823,57,150246,1586000,150248,3478808,115424.672897196,150369,40
143918,38,150351,1586000,150352,3477824,114440.672897196,150463,26
144018,45,150445,1586000,150446,3477824,114440.672897196,150573,35
144118,41,150546,1586000,150548,3474320,110936.672897196,150661,25
144221,12,150646,1586000,150647,3474576,111192.672897196,150773,6
144320,20,150748,546000,150750,3475068,111684.672897196,150885,9
