App,Package,Start Time,Duration,Filename
"System",,"Jan. 6, 2018 @ 12:02:03 vorm.","7 min 14 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
118563,32,118467,1586000,118468,3535224,118585,19,
118663,34,118563,1586000,118564,3534656,118681,27,
118764,28,118664,1586000,118665,3535484,118780,16,
118865,24,118764,1586000,118765,3534460,118882,20,
118965,23,118866,1586000,118868,3529908,118988,12,
119067,20,118966,754000,118967,3530404,119123,5,
119165,55,119068,442000,119070,3530652,119196,25,
119273,39,119166,1274000,119168,3532648,119300,21,
119367,49,119274,1170000,119276,3534496,119387,32,
119470,38,119368,1586000,119369,3532432,119493,29,
119570,31,119471,1586000,119473,3532652,119607,23,
119670,39,119571,1586000,119573,3532900,119680,30,
119780,46,119671,1586000,119671,3530112,119802,31,
119879,58,119780,1586000,119782,3529920,119897,40,
119972,22,119880,1586000,119881,3467936,119990,15,
120074,24,119973,1586000,119974,3468432,120093,15,
120174,15,120075,1170000,120077,3470324,120191,9,
120278,5,120175,1274000,120176,3468304,120309,3,
120376,47,120279,442000,120281,3468552,120400,21,
120478,31,120378,1274000,120379,3469148,120499,20,
120577,34,120479,1482000,120483,3466928,120598,21,
120685,38,120578,1066000,120579,3463428,120714,15,
120780,38,120689,442000,120691,3463864,120802,22,
120881,29,120781,1170000,120782,3462176,120923,14,
120979,48,120883,442000,120889,3462548,121003,22,
121080,43,120980,1274000,120981,3463292,121099,29,
121182,28,121081,1586000,121082,3466764,121221,23,
121282,45,121182,1586000,121183,3466764,121318,32,
121383,35,121283,1586000,121283,3462916,121400,24,
121483,17,121383,1586000,121385,3459216,121514,15,
121583,57,121485,1586000,121487,3459016,121617,40,
121686,21,121584,1586000,121587,3463776,121715,17,
121784,22,121687,1586000,121688,3461464,121804,17,
121885,31,121785,1586000,121786,3462296,121907,21,
121985,26,121887,1170000,121888,3460672,122010,12,
122087,29,121986,1170000,121988,3461764,122108,19,
122186,41,122087,1378000,122089,3462260,122206,25,
122288,36,122187,1586000,122188,3462276,122307,25,
122391,25,122289,1586000,122290,3458824,122457,15,
122489,46,122392,442000,122394,3461056,122509,23,
122588,12,122490,1378000,122491,3455964,122607,7,
122690,8,122588,546000,122589,3456212,122719,2,
122789,47,122691,442000,122694,3456096,122812,27,
122890,41,122789,1586000,122790,3462544,122913,27,
122990,48,122891,1586000,122892,3461464,123016,35,
123091,36,122990,1586000,122991,3459692,123109,26,
123193,28,123092,1586000,123094,3460188,123230,26,
123295,41,123194,1586000,123197,3461280,123324,30,
123345,43,123295,1586000,123302,3462272,123358,28,
123445,31,123346,1586000,123346,3462520,123456,21,
123545,23,123446,1586000,123447,3463264,123568,14,
123647,35,123546,1586000,123547,3461488,123664,20,
123747,22,123648,1378000,123649,3457148,123764,13,
123848,13,123747,1066000,123749,3457708,123881,7,
123947,50,123848,1066000,123850,3458204,123963,31,
124051,26,123947,1586000,123948,3462632,124069,20,
124148,28,124052,1586000,124053,3460220,124165,19,
124251,23,124148,1586000,124149,3458888,124274,11,
124350,25,124252,858000,124253,3458888,124371,12,
124450,26,124350,858000,124352,3460128,124474,14,
124550,45,124451,1170000,124453,3461068,124570,30,
124651,46,124551,1586000,124552,3461620,124669,33,
124752,40,124651,1586000,124653,3460324,124774,32,
124851,33,124752,1586000,124753,3459252,124869,21,
124952,29,124852,1586000,124853,3458652,124967,20,
125052,33,124952,1586000,124953,3459100,125073,26,
125154,41,125053,1586000,125054,3463564,125169,29,
125253,34,125154,1586000,125155,3463080,125269,24,
125354,31,125253,1586000,125254,3461848,125374,16,
125454,21,125355,858000,125356,3463076,125474,10,
125555,29,125455,1066000,125456,3463028,125575,15,
125655,39,125555,858000,125557,3463180,125674,25,
125755,36,125656,1378000,125658,3463668,125771,24,
125858,17,125756,1586000,125757,3463196,125882,9,
125958,25,125861,962000,125863,3463412,125979,13,
126059,5,125959,858000,125960,3458948,126082,3,
126167,11,126059,754000,126062,3459444,126199,8,
126261,55,126173,858000,126177,3461924,126294,30,
126360,42,126263,1274000,126265,3464656,126380,27,
126461,40,126361,1586000,126363,3462884,126482,30,
126562,37,126462,1586000,126464,3462148,126578,28,
126662,32,126562,1586000,126563,3462396,126684,25,
126763,44,126664,1586000,126666,3460180,126781,31,
126863,49,126764,1586000,126765,3461304,126879,33,
126963,33,126863,1586000,126864,3460420,126980,23,
127064,23,126964,1274000,126965,3460520,127086,14,
127167,19,127064,1274000,127065,3464488,127191,12,
127267,22,127168,858000,127169,3464984,127292,8,
127365,26,127270,858000,127271,3465232,127399,14,
127465,44,127367,1170000,127374,3467712,127484,30,
127568,24,127467,1586000,127468,3467180,127593,16,
127671,29,127569,858000,127570,3464668,127700,10,
127768,26,127673,546000,127675,3465412,127794,12,
127870,24,127769,1066000,127770,3466140,127906,11,
127970,50,127871,650000,127872,3467256,127996,23,
128071,44,127971,1378000,127972,3463216,128092,31,
128171,33,128071,1586000,128073,3462632,128190,25,
128272,47,128172,1586000,128173,3463128,128299,34,
128372,41,128272,1586000,128273,3461700,128393,30,
128472,34,128373,1586000,128374,3460024,128520,26,
128573,59,128473,1586000,128475,3460760,128583,40,
128673,23,128573,1586000,128574,3463340,128684,13,
128774,26,128674,962000,128675,3462208,128794,14,
128876,23,128775,1170000,128776,3457908,128904,11,
128976,25,128877,546000,128881,3458900,129000,10,
129075,35,128977,754000,128979,3461132,129113,16,
129177,45,129077,1170000,129078,3462372,129194,24,
129276,30,129177,1378000,129178,3462868,129294,19,
129376,12,129277,1378000,129278,3463364,129391,8,
129477,24,129377,1586000,129378,3464108,129495,18,
129577,12,129477,1586000,129478,3466840,129591,9,
129679,13,129577,1586000,129578,3466840,129728,6,
129783,57,129680,442000,129682,3467008,129804,27,
129880,40,129784,1274000,129786,3466824,129900,28,
129981,47,129881,1586000,129882,3467444,129998,34,
130081,42,129981,1586000,129983,3466264,130102,32,
130182,29,130082,1586000,130083,3466088,130201,20,
130285,47,130183,1586000,130184,3466824,130311,34,
130387,36,130285,1586000,130287,3462980,130404,24,
130487,33,130387,1586000,130388,3462640,130504,20,
130587,19,130487,1586000,130490,3463384,130604,12,
130689,35,130588,1586000,130589,3463880,130717,20,
130789,19,130692,650000,130693,3467040,130809,8,
130888,24,130789,858000,130791,3467380,130923,12,
130989,39,130889,1378000,130890,3467016,131005,29,
131090,26,130990,1586000,130991,3467752,131112,15,
131190,27,131090,1170000,131093,3466672,131208,14,
131291,29,131191,1170000,131192,3466920,131322,18,
131391,43,131292,1170000,131296,3467912,131408,29,
131492,31,131392,1586000,131393,3462768,131513,23,
131593,52,131492,1586000,131494,3463072,131610,37,
131693,39,131594,1586000,131595,3463320,131712,28,
131794,45,131693,1586000,131694,3463964,131812,34,
131894,24,131794,1586000,131797,3467312,131915,19,
131994,37,131894,1586000,131895,3468248,132010,25,
132095,34,131995,1586000,131996,3466720,132115,26,
132196,21,132096,1586000,132097,3468868,132212,16,
132296,22,132197,1586000,132198,3469416,132316,10,
132397,21,132297,1170000,132298,3467988,132419,9,
132498,33,132398,858000,132399,3467792,132518,16,
132598,33,132498,1274000,132500,3461052,132619,17,
132698,43,132599,1066000,132601,3461300,132717,24,
132799,28,132699,1170000,132700,3463648,132813,20,
132900,21,132799,1586000,132800,3464156,132921,16,
132999,24,132901,1378000,132902,3466592,133014,18,
133100,13,133000,1586000,133001,3461760,133118,9,
133202,34,133101,1170000,133102,3462008,133225,19,
133304,40,133203,1170000,133204,3467480,133326,30,
133405,48,133305,1586000,133306,3467236,133422,34,
133505,38,133405,1586000,133406,3467192,133525,27,
133605,32,133506,1586000,133507,3466356,133623,23,
133706,38,133606,1586000,133607,3465076,133732,29,
133807,53,133707,1586000,133712,3465388,133823,38,
133907,24,133808,1586000,133809,3461056,133923,15,
134007,24,133907,1586000,133908,3461304,134024,20,
134108,14,134008,1586000,134009,3464040,134128,8,
134209,12,134109,962000,134110,3464536,134230,4,
134310,28,134210,754000,134211,3464784,134336,11,
134409,47,134311,858000,134312,3466264,134424,29,
134510,29,134410,1586000,134411,3467504,134532,18,
134611,34,134511,1170000,134512,3465684,134628,19,
134712,21,134612,1274000,134613,3466428,134734,11,
134812,49,134712,858000,134714,3466552,134831,25,
134914,34,134813,1274000,134814,3468248,134939,17,
135013,49,134915,858000,134917,3468992,135030,32,
135113,27,135013,1586000,135015,3462784,135132,20,
135214,28,135114,1586000,135115,3462636,135231,20,
135314,31,135214,1378000,135215,3466332,135332,22,
135414,17,135315,1586000,135316,3459280,135431,10,
135524,22,135415,1170000,135416,3459132,135561,10,
135620,50,135525,858000,135526,3459560,135638,27,
135717,25,135621,1378000,135622,3461232,135744,13,
135820,31,135718,858000,135719,3460692,135841,14,
135918,23,135820,962000,135822,3460064,135941,11,
136019,35,135919,858000,135920,3460064,136036,21,
136119,21,136019,1378000,136020,3458688,136137,16,
136219,36,136119,1378000,136120,3459680,136238,22,
136319,35,136220,1066000,136221,3454120,136339,21,
136434,30,136320,1482000,136321,3454368,136461,16,
136520,44,136436,858000,136438,3457840,136540,19,
136621,12,136521,1170000,136522,3457796,136639,6,
136723,6,136622,962000,136623,3458292,136760,3,
136824,47,136724,442000,136726,3458284,136844,27,
136923,23,136825,1378000,136826,3460684,136946,13,
137025,32,136924,1482000,136925,3461924,137047,23,
137124,21,137026,1066000,137028,3459068,137152,10,
137227,16,137125,754000,137127,3459268,137254,9,
137325,24,137227,1066000,137229,3460436,137365,14,
137432,36,137329,858000,137330,3461676,137460,20,
137525,43,137435,650000,137436,3456352,137548,24,
137629,25,137529,1274000,137531,3454676,137671,12,
137727,37,137630,546000,137637,3455172,137747,22,
137830,28,137728,1378000,137729,3459320,137853,9,
137928,23,137831,442000,137834,3459568,137952,8,
138028,45,137929,858000,137930,3459816,138046,27,
138128,34,138029,1482000,138030,3461412,138159,19,
138230,32,138129,962000,138133,3460036,138257,16,
138329,35,138231,754000,138233,3459544,138359,19,
138430,44,138330,1378000,138331,3460288,138472,36,
138531,52,138431,1586000,138439,3462172,138569,34,
138631,48,138531,1586000,138532,3462668,138667,32,
138732,49,138632,1586000,138632,3462280,138742,36,
138833,33,138732,1586000,138733,3469364,138871,27,
138932,38,138844,1586000,138853,3486104,138943,24,
139034,28,138933,1586000,138934,3487592,139055,23,
139140,26,139035,1586000,139036,3487840,139163,14,
139233,44,139141,858000,139143,3492800,139249,28,
139334,31,139234,1586000,139235,3493408,139352,19,
139439,30,139334,1170000,139336,3491440,139465,16,
139538,28,139441,442000,139443,3492432,139575,9,
139636,42,139539,442000,139541,3492928,139658,18,
139736,47,139637,1066000,139638,3494120,139778,32,
139839,55,139736,1586000,139738,3496024,139857,39,
139938,38,139841,1586000,139842,3493464,139961,28,
140038,41,139939,1586000,139940,3495944,140056,31,
140139,23,140040,1586000,140043,3493644,140157,17,
140239,25,140140,1586000,140141,3493644,140256,17,
140341,33,140241,1586000,140242,3494600,140376,20,
140440,29,140341,1170000,140342,3499296,140457,20,
140541,24,140441,1378000,140442,3498116,140561,15,
140641,25,140542,1482000,140543,3499108,140663,13,
140742,25,140642,1170000,140643,3500100,140766,13,
140842,41,140743,1066000,140745,3500144,140864,20,
140943,36,140843,1170000,140844,3501340,140961,20,
141043,37,140944,1586000,140945,3500612,141059,28,
141144,26,141044,1586000,141045,3494152,141171,15,
141244,38,141144,1482000,141145,3494400,141263,17,
141348,19,141245,1170000,141246,3498864,141380,8,
141446,26,141349,442000,141351,3499112,141465,8,
141547,45,141447,858000,141448,3501304,141582,30,
141646,45,141548,1586000,141549,3504032,141657,31,
141749,46,141647,1586000,141648,3501864,141767,32,
141798,35,141749,1586000,141750,3502288,141816,26,
141902,24,141799,1586000,141800,3502012,141928,20,
142000,45,141903,1586000,141906,3503200,142011,31,
142109,30,142000,1586000,142001,3503848,142131,23,
142200,35,142113,1586000,142115,3498728,142218,22,
142303,12,142201,1586000,142202,3497596,142344,10,
142402,42,142304,442000,142308,3497844,142422,19,
142503,18,142403,1170000,142404,3502060,142519,11,
142603,21,142503,1274000,142504,3502272,142623,13,
142704,48,142604,962000,142605,3502332,142734,28,
142803,25,142704,1586000,142705,3504564,142828,19,
142904,30,142804,1586000,142805,3502580,142925,19,
143006,18,142904,1586000,142905,3501400,143039,11,
143105,36,143007,546000,143011,3501400,143128,14,
143207,40,143106,858000,143107,3502828,143230,22,
143306,53,143209,1378000,143211,3503436,143338,36,
143407,46,143306,1586000,143311,3496236,143417,34,
143509,37,143407,1586000,143408,3496484,143529,24,
143607,32,143510,1586000,143511,3500480,143638,24,
143708,28,143608,1586000,143609,3501472,143718,20,
143808,17,143708,1586000,143709,3502208,143839,11,
143908,37,143809,1170000,143810,3504192,143925,24,
144009,21,143909,1586000,143910,3503460,144029,13,
144111,30,144009,1170000,144010,3502576,144147,14,
144211,25,144111,546000,144113,3503172,144254,9,
144310,44,144213,442000,144214,3503172,144332,22,
144412,17,144311,1170000,144312,3506560,144441,7,
144512,41,144413,754000,144414,3507304,144530,23,
144612,31,144512,1378000,144514,3500400,144630,22,
144712,22,144612,1586000,144613,3500648,144731,15,
144812,16,144713,1482000,144714,3504596,144829,11,
144913,16,144813,1586000,144814,3505060,144929,13,
145013,39,144914,1586000,144915,3504232,145052,30,
145114,55,145015,1586000,145016,3506216,145124,36,
145214,39,145115,1586000,145116,3505236,145231,28,
145315,28,145215,1586000,145216,3502872,145333,23,
145415,35,145316,1586000,145317,3505064,145439,25,
145520,29,145416,1586000,145417,3505312,145549,17,
145617,39,145521,546000,145522,3494220,145639,23,
145717,46,145618,1378000,145619,3495384,145733,24,
145819,21,145718,1586000,145719,3493884,145852,12,
145918,38,145819,650000,145821,3494008,145936,19,
146019,28,145919,1274000,145920,3489520,146037,14,
146120,7,146019,1170000,146021,3491752,146141,4,
146220,42,146120,962000,146122,3487560,146242,20,
146321,24,146220,1274000,146222,3492520,146343,17,
146420,26,146322,962000,146323,3491092,146439,14,
146526,20,146421,1274000,146422,3490652,146557,11,
146623,44,146527,442000,146529,3490840,146648,22,
146724,45,146624,1378000,146625,3491516,146742,30,
146824,49,146724,1586000,146725,3492684,146846,35,
146925,50,146824,1586000,146825,3486588,146941,34,
147025,22,146925,1586000,146927,3469668,147054,18,
147126,45,147026,1586000,147027,3471652,147143,35,
147227,28,147127,1586000,147128,3475092,147243,17,
147327,26,147227,1586000,147228,3475240,147362,16,
147429,50,147328,1274000,147329,3475240,147450,26,
147529,27,147430,1378000,147431,3476208,147549,15,
147629,26,147530,1170000,147531,3474880,147656,14,
147730,27,147630,1066000,147631,3475476,147749,12,
147831,27,147731,1066000,147732,3476556,147850,14,
147932,16,147831,1170000,147832,3478788,147956,9,
148032,37,147933,1274000,147934,3479780,148052,22,
148135,24,148033,1378000,148034,3479092,148158,14,
148234,30,148136,650000,148137,3479092,148252,14,
148334,26,148234,1170000,148235,3475192,148350,19,
148434,32,148334,1586000,148336,3474712,148474,24,
148535,44,148436,1586000,148437,3475208,148550,34,
148636,56,148536,1586000,148537,3478308,148658,36,
148738,36,148636,1586000,148638,3477820,148755,26,
148837,41,148738,1274000,148740,3477920,148858,29,
148937,34,148837,1586000,148838,3478416,148957,24,
149037,35,148938,1586000,148939,3478664,149055,22,
149138,46,149038,1482000,149039,3479012,149157,25,
149238,40,149139,1378000,149140,3474772,149254,26,
149340,14,149239,1586000,149240,3474428,149359,8,
149439,28,149342,1066000,149343,3474428,149457,17,
149539,22,149439,1378000,149440,3472964,149556,13,
149643,7,149540,1170000,149541,3472384,149679,3,
149742,43,149644,442000,149645,3472484,149774,24,
149841,33,149743,1378000,149744,3478448,149858,24,
149942,26,149841,1586000,149842,3476016,149963,15,
150043,25,149942,962000,149944,3476760,150063,12,
150146,42,150044,858000,150046,3479488,150163,30,
150244,44,150146,1586000,150147,3477568,150268,32,
150350,57,150246,1586000,150248,3478808,150369,40,
150445,38,150351,1586000,150352,3477824,150463,26,
150545,45,150445,1586000,150446,3477824,150573,35,
150645,41,150546,1586000,150548,3474320,150661,25,
150748,12,150646,1586000,150647,3474576,150773,6,
150847,20,150748,546000,150750,3475068,150885,9,
150947,51,150848,858000,150851,3478540,150963,31,
151050,27,150948,1586000,150949,3478648,151069,15,
151148,22,151050,1170000,151051,3476236,151172,11,
151248,22,151149,858000,151151,3476456,151266,12,
151349,25,151249,1170000,151250,3479432,151372,14,
151449,29,151350,1066000,151351,3480652,151479,17,
151550,39,151450,1170000,151451,3481396,151571,22,
151650,28,151551,1170000,151552,3477748,151666,18,
151759,22,151650,1586000,151652,3477860,151783,15,
151852,45,151760,1066000,151761,3480708,151871,28,
151952,26,151852,1586000,151853,3475504,151969,20,
152053,32,151953,1586000,151954,3476200,152108,26,
152153,62,152053,1586000,152054,3476200,152165,43,
152254,26,152154,1586000,152155,3477864,152264,17,
152359,46,152254,1586000,152255,3479600,152385,32,
152454,18,152360,1586000,152364,3480248,152473,13,
152558,27,152455,1586000,152456,3479728,152584,18,
152656,24,152561,1170000,152563,3480420,152699,14,
152755,40,152657,858000,152659,3481392,152788,23,
152856,22,152756,1378000,152759,3480400,152868,15,
152956,22,152857,1586000,152857,3481020,152979,16,
153057,23,152957,1274000,152958,3476680,153089,13,
153159,17,153057,1378000,153059,3475704,153186,4,
153264,37,153160,442000,153162,3475952,153285,21,
153362,27,153265,1378000,153266,3481408,153393,19,
153463,27,153363,1586000,153365,3479788,153490,14,
153563,31,153463,1274000,153464,3478460,153588,21,
153664,44,153565,1586000,153568,3478376,153701,32,
153764,50,153665,1586000,153667,3479616,153778,34,
153866,50,153764,1586000,153765,3480200,153908,37,
153965,36,153870,1586000,153876,3478924,153990,20,
154066,42,153965,1586000,153966,3478232,154101,31,
154166,29,154068,1586000,154072,3480616,154185,19,
154266,10,154167,1586000,154168,3480616,154282,8,
154367,14,154266,1586000,154267,3480864,154391,9,
154467,44,154367,1170000,154368,3481112,154486,25,
154567,22,154467,1378000,154469,3480428,154586,14,
154668,28,154567,1378000,154569,3474164,154697,14,
154771,28,154669,650000,154671,3475008,154797,13,
154869,30,154772,754000,154774,3476556,154904,13,
154969,41,154870,754000,154872,3479408,154994,22,
155069,45,154970,1274000,154971,3478376,155089,30,
155171,22,155070,1586000,155071,3473448,155190,16,
155271,40,155171,1586000,155172,3473696,155303,26,
155371,36,155271,858000,155273,3476920,155391,20,
155471,26,155371,1378000,155372,3475968,155498,19,
155571,58,155471,1586000,155472,3476408,155602,42,
155672,36,155572,1586000,155573,3474436,155693,27,
155772,39,155672,1586000,155673,3463092,155807,25,
155873,35,155772,1586000,155773,3464652,155883,27,
155974,17,155873,1586000,155874,3465520,155992,13,
156073,28,155974,1170000,155976,3467008,156091,18,
156174,35,156074,1274000,156076,3465928,156191,24,
156276,25,156174,1586000,156176,3466920,156308,13,
156378,35,156277,546000,156278,3467416,156398,17,
156476,30,156379,1274000,156380,3470556,156494,19,
156577,16,156476,1170000,156478,3473284,156597,8,
156676,41,156578,1170000,156579,3470720,156695,27,
156777,26,156677,1586000,156678,3471200,156796,20,
156878,38,156778,1586000,156780,3471472,156905,20,
156978,32,156879,650000,156881,3469204,157010,12,
157078,39,156979,1066000,156984,3469700,157101,20,
157180,44,157078,1378000,157080,3468884,157215,33,
157282,47,157181,1586000,157183,3462396,157293,35,
157382,43,157283,1586000,157284,3463884,157398,30,
157483,25,157383,1586000,157384,3464628,157517,18,
157584,56,157484,1586000,157485,3466596,157594,40,
157684,41,157584,1586000,157585,3470232,157708,27,
157784,29,157685,1586000,157686,3468496,157800,19,
157885,32,157785,1586000,157786,3468372,157904,25,
157987,23,157886,1586000,157887,3470852,158014,14,
158087,34,157988,754000,157990,3469872,158110,17,
158193,26,158089,1170000,158091,3470368,158234,13,
158289,49,158196,442000,158200,3471360,158310,24,
158391,36,158291,1378000,158292,3466384,158420,20,
158490,50,158392,650000,158394,3466996,158512,25,
158590,54,158491,1378000,158493,3467244,158606,36,
158691,10,158591,1586000,158592,3467740,158712,7,
158791,41,158691,1170000,158692,3468112,158809,25,
158891,26,158792,1378000,158793,3470100,158908,19,
158992,26,158892,1586000,158893,3469380,159011,19,
159092,50,158992,1586000,158993,3469380,159114,38,
159193,38,159094,1586000,159095,3472172,159210,29,
159293,34,159194,1586000,159196,3471536,159320,26,
159397,37,159294,1586000,159295,3473972,159414,28,
159494,27,159397,1586000,159398,3472344,159510,20,
159595,25,159495,1586000,159495,3472856,159610,18,
159695,30,159595,1586000,159596,3474092,159711,20,
159795,18,159695,1586000,159697,3470476,159812,13,
159896,41,159796,1586000,159797,3470868,159911,29,
159997,32,159896,1586000,159897,3467208,160016,23,
160099,24,159998,1586000,159999,3468448,160134,9,
160199,46,160100,442000,160101,3465740,160217,21,
160299,18,160199,1378000,160201,3470700,160320,11,
160400,30,160299,1274000,160301,3469664,160424,15,
160499,23,160401,858000,160403,3470012,160518,11,
160599,35,160499,1066000,160500,3468820,160625,17,
160699,41,160600,1378000,160603,3467548,160718,29,
160800,46,160700,1586000,160701,3461320,160821,35,
160900,44,160801,1586000,160802,3462312,160918,32,
161001,26,160901,1586000,160902,3462560,161032,23,
161101,47,161004,1586000,161007,3468016,161111,32,
161202,20,161102,1586000,161102,3466836,161222,13,
161304,19,161203,962000,161204,3467084,161330,11,
161402,47,161305,754000,161306,3467332,161421,24,
161503,33,161403,1378000,161404,3471052,161519,22,
161603,33,161503,1586000,161504,3471304,161626,18,
161704,26,161604,962000,161605,3469680,161728,10,
161804,39,161705,858000,161706,3470376,161822,20,
161904,30,161804,1274000,161805,3473348,161924,15,
162005,33,161905,1066000,161906,3474340,162026,18,
162105,34,162005,1170000,162007,3469164,162122,20,
162213,29,162106,1378000,162107,3468280,162239,14,
162257,37,162214,858000,162216,3471572,162276,16,
162357,27,162258,1274000,162259,3471572,162379,19,
162457,28,162357,1586000,162358,3470612,162476,22,
162558,48,162458,1586000,162459,3470860,162593,36,
162658,46,162559,1586000,162563,3473572,162669,29,
162759,41,162659,1586000,162659,3470024,162788,30,
162859,36,162759,1586000,162760,3469284,162877,27,
162959,28,162860,1586000,162861,3469764,162980,20,
163060,32,162960,1586000,162963,3469964,163080,22,
163161,38,163061,1482000,163062,3471452,163179,25,
163261,34,163161,1586000,163162,3465932,163278,23,
163362,25,163262,1586000,163263,3464504,163380,19,
163462,21,163363,1586000,163364,3467596,163481,14,
163564,8,163463,1170000,163464,3470264,163595,3,
163664,39,163565,442000,163567,3471256,163687,19,
163765,25,163665,1274000,163666,3474588,163786,15,
163866,36,163766,1274000,163767,3475432,163893,20,
163965,21,163867,442000,163869,3472744,163984,11,
164065,28,163965,1170000,163966,3473340,164084,18,
164166,42,164066,1378000,164067,3472416,164186,30,
164266,52,164166,1586000,164167,3473156,164285,36,
164367,50,164267,1586000,164268,3467796,164382,35,
164468,42,164367,1586000,164368,3468176,164491,30,
164567,46,164469,1586000,164470,3471164,164587,33,
164668,21,164568,1586000,164569,3472404,164689,16,
164774,23,164668,1586000,164669,3472652,164805,8,
164870,47,164775,546000,164778,3472728,164886,26,
164971,24,164871,1378000,164872,3475704,164990,14,
165071,29,164972,1170000,164973,3474032,165089,18,
165172,22,165072,1482000,165072,3473348,165194,12,
165272,37,165173,858000,165174,3473784,165289,22,
165373,29,165273,1378000,165274,3474772,165391,20,
165473,35,165374,1482000,165375,3475952,165489,24,
165574,35,165474,1586000,165475,3470184,165593,27,
165675,24,165575,1586000,165575,3468756,165691,20,
165775,22,165675,1586000,165677,3472292,165799,14,
165876,15,165775,1586000,165777,3472976,165902,6,
165980,45,165876,858000,165878,3473720,166003,16,
166076,45,165980,1170000,165981,3476448,166095,29,
166176,46,166077,1586000,166079,3464136,166191,32,
166277,27,166177,1586000,166178,3460784,166292,21,
166377,28,166278,1586000,166279,3462024,166392,18,
166478,42,166377,1586000,166378,3462024,166496,24,
166578,39,166479,1274000,166480,3462288,166594,27,
166678,31,166579,1586000,166580,3456980,166694,23,
166779,21,166679,1586000,166680,3456380,166795,15,
166881,19,166780,1482000,166781,3460112,166899,12,
166981,12,166881,1066000,166882,3460360,167007,5,
167084,28,166982,442000,166984,3460608,167112,12,
167181,46,167085,858000,167086,3462096,167197,29,
167281,25,167181,1586000,167182,3462072,167299,14,
167382,24,167282,1274000,167283,3462176,167399,12,
167484,22,167382,1066000,167384,3462920,167506,12,
167583,37,167485,858000,167487,3463416,167601,17,
167684,40,167583,1170000,167584,3464160,167707,24,
167783,40,167686,1378000,167687,3458764,167799,27,
167886,22,167784,1586000,167785,3457544,167917,13,
167985,38,167888,442000,167890,3457792,168003,17,
168086,22,167987,1170000,167988,3461016,168103,12,
168187,16,168086,1170000,168088,3461512,168208,7,
168290,36,168187,754000,168189,3462008,168312,17,
168391,17,168291,1378000,168293,3463900,168412,11,
168492,22,168391,1378000,168392,3464148,168514,16,
168593,32,168493,1378000,168494,3463068,168612,21,
168695,20,168593,1170000,168595,3463524,168721,10,
168794,40,168696,754000,168698,3463936,168815,21,
168895,31,168794,1170000,168796,3465288,168915,17,
168994,29,168895,1482000,168897,3456412,169012,19,
169096,31,168995,1274000,168996,3457172,169120,17,
169195,49,169097,962000,169098,3457916,169213,31,
169297,39,169196,1586000,169197,3462380,169315,27,
169396,37,169298,1586000,169299,3463124,169419,27,
169497,49,169397,1586000,169399,3473788,169526,37,
169597,46,169498,1586000,169499,3468860,169619,31,
169697,40,169597,1586000,169598,3489196,169720,30,
169798,39,169699,1586000,169701,3489348,169817,28,
169898,26,169798,1586000,169800,3490196,169918,20,
169998,28,169898,1586000,169899,3491364,170018,22,
170099,30,170000,1586000,170001,3489640,170117,21,
170199,20,170100,1586000,170102,3483972,170217,14,
170299,23,170200,1170000,170201,3484220,170322,13,
170401,17,170300,1274000,170302,3488636,170427,10,
170501,31,170401,858000,170403,3489380,170520,19,
170601,41,170502,1586000,170504,3492612,170626,30,
170701,55,170601,1586000,170602,3495828,170724,36,
170802,44,170702,1586000,170703,3498768,170820,32,
170903,39,170803,1586000,170804,3497828,170926,29,
171003,32,170903,1586000,170907,3500556,171025,24,
171104,33,171003,1586000,171004,3501548,171132,21,
171205,40,171105,962000,171111,3500716,171224,26,
171305,35,171205,1586000,171207,3501656,171324,24,
171405,12,171305,1586000,171307,3501756,171431,10,
171507,26,171406,1586000,171407,3502252,171531,17,
171608,22,171508,858000,171511,3497912,171630,10,
171708,5,171609,1066000,171610,3500292,171759,8,
171808,52,171709,442000,171713,3498752,171826,29,
171910,26,171809,1378000,171810,3504224,171940,13,
172010,31,171915,650000,171917,3504524,172029,14,
172111,27,172011,1170000,172012,3503836,172138,12,
172216,43,172112,650000,172115,3504524,172241,27,
172312,47,172217,1586000,172220,3503208,172340,35,
172412,52,172312,1586000,172316,3503864,172436,35,
172512,52,172413,1586000,172413,3501548,172531,37,
172614,33,172513,1586000,172514,3501788,172632,24,
172713,33,172615,1586000,172616,3501116,172750,22,
172814,28,172714,1586000,172716,3501128,172824,17,
172924,29,172815,1586000,172815,3500008,172946,13,
173018,41,172925,1170000,172926,3503976,173037,23,
173116,22,173018,1378000,173020,3505216,173144,15,
173227,20,173118,1066000,173119,3505172,173267,10,
173325,36,173228,546000,173229,3505916,173350,19,
173426,30,173327,1378000,173329,3504192,173449,23,
173530,32,173426,1586000,173428,3494656,173564,16,
173631,37,173533,858000,173535,3495872,173667,20,
173729,32,173632,858000,173637,3497280,173752,17,
173838,26,173729,962000,173731,3497528,173872,12,
173930,44,173839,858000,173840,3497528,173959,26,
174030,36,173932,1274000,173934,3490772,174050,24,
174131,32,174031,1586000,174032,3491268,174156,23,
174232,51,174131,1586000,174133,3491516,174263,38,
174333,34,174232,1586000,174233,3496412,174353,25,
174433,41,174333,1586000,174334,3497556,174453,31,
