App,Package,Start Time,Duration,Filename
"System",,"Jan. 5, 2018 @ 11:50:40 nachm.","6 min 57 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
115243,87,115243,1586000,115244,3459128,115263,49,
115343,0,115344,1378000,115345,3460224,115360,29,
115444,58,115444,1378000,115446,3460616,115462,34,
115544,87,115545,1170000,115548,3460952,115578,31,
115644,0,115645,1586000,115646,3460536,115668,38,
115748,87,115749,1586000,115750,3459420,115768,32,
115848,0,115849,1586000,115850,3459884,115866,31,
115949,58,115950,1586000,115951,3460628,115975,33,
116049,57,116050,1586000,116051,3461372,116065,31,
116152,56,116152,1274000,116154,3460664,116175,31,
116251,61,116252,1586000,116253,3460268,116268,33,
116351,38,116352,1586000,116353,3460516,116372,25,
116452,66,116452,1586000,116454,3458168,116470,37,
116552,54,116553,1586000,116554,3457236,116570,34,
116653,61,116653,1586000,116655,3458292,116670,34,
116753,42,116753,1586000,116755,3459520,116774,28,
116854,56,116856,1586000,116857,3450580,116877,35,
116954,76,116955,1586000,116956,3456436,116973,44,
117055,50,117056,1586000,117058,3457152,117073,30,
117155,67,117156,1586000,117157,3458508,117172,39,
117256,42,117256,1586000,117257,3460244,117274,28,
117360,70,117361,1586000,117363,3451224,117385,43,
117459,82,117460,1586000,117461,3457796,117489,54,
117559,75,117559,1586000,117560,3459284,117566,45,
117660,75,117661,1586000,117662,3459904,117686,49,
117761,47,117762,1586000,117763,3461752,117780,29,
117861,63,117861,1586000,117863,3465800,117881,35,
117961,54,117962,1586000,117963,3466824,117980,35,
118062,59,118062,1586000,118064,3467576,118080,36,
118162,33,118163,1586000,118164,3468372,118179,19,
118264,55,118265,1170000,118266,3455952,118289,29,
118364,76,118365,1586000,118366,3459076,118381,42,
118465,60,118466,1378000,118467,3459280,118485,31,
118565,68,118565,1586000,118567,3459368,118584,39,
118667,39,118667,1586000,118669,3461524,118689,25,
118766,60,118767,1586000,118768,3456436,118784,35,
118869,64,118870,1586000,118871,3458184,118887,39,
118969,59,118969,1586000,118970,3459128,118986,31,
119069,55,119069,1586000,119071,3461212,119088,32,
119169,33,119169,1586000,119171,3461660,119188,22,
119270,52,119271,1586000,119272,3455692,119292,32,
119370,75,119370,1586000,119372,3460168,119389,45,
119473,55,119474,1586000,119475,3458992,119491,34,
119572,58,119572,1586000,119573,3460652,119591,33,
119673,36,119674,1274000,119675,3462140,119693,22,
119776,67,119778,1586000,119782,3469580,119804,40,
119873,61,119873,1586000,119879,3467108,119895,38,
119973,62,119974,1586000,119975,3455316,119992,39,
120073,41,120074,1586000,120075,3455920,120098,26,
120174,52,120174,1586000,120175,3465720,120193,35,
120275,57,120275,1586000,120276,3467556,120297,38,
120375,87,120375,1586000,120377,3465680,120396,54,
120476,0,120476,1586000,120477,3466608,120501,25,
120576,87,120577,1586000,120578,3466548,120599,72,
120678,53,120680,962000,120682,3468260,120706,53,
120777,0,120778,1378000,120779,3470120,120800,29,
120879,87,120881,1170000,120883,3467852,120907,29,
120929,0,120930,1378000,120931,3468556,120946,29,
121029,87,121030,1586000,121031,3470080,121050,33,
121129,61,121130,1586000,121131,3464988,121150,39,
121230,47,121231,1586000,121232,3463500,121250,30,
121331,51,121331,1586000,121333,3460000,121348,37,
121431,0,121431,1586000,121433,3460176,121447,34,
121532,87,121534,1586000,121535,3461304,121553,89,
121633,0,121634,1586000,121635,3464028,121657,25,
121732,47,121733,1274000,121735,3464540,121751,22,
121834,72,121835,1586000,121836,3459460,121854,42,
121933,62,121934,1586000,121935,3458872,121951,38,
122033,58,122034,1586000,122036,3454928,122051,35,
122134,40,122135,1586000,122136,3456912,122151,26,
122235,54,122236,1482000,122238,3449368,122261,29,
122337,77,122338,1586000,122339,3452256,122355,45,
122435,43,122435,1586000,122437,3452436,122452,25,
122535,62,122536,1586000,122537,3453496,122552,36,
122636,41,122636,1586000,122637,3455144,122653,25,
122736,59,122737,1378000,122739,3450208,122758,29,
122837,87,122837,1586000,122839,3456292,122859,47,
122937,0,122938,1586000,122939,3454304,122956,36,
123037,87,123038,1586000,123039,3455328,123057,34,
123138,0,123138,1586000,123140,3462100,123154,33,
123238,87,123239,1586000,123240,3463000,123263,32,
123339,0,123339,1378000,123341,3462716,123360,33,
123439,75,123440,1586000,123441,3460824,123457,41,
123539,44,123540,1586000,123541,3461960,123561,27,
123640,66,123641,1378000,123642,3450632,123666,36,
123740,63,123741,1274000,123742,3455340,123758,30,
123841,54,123841,1586000,123842,3456336,123860,33,
123941,68,123941,1586000,123942,3454272,123957,40,
124041,34,124042,1482000,124043,3455016,124058,23,
124142,55,124142,1586000,124144,3448892,124161,30,
124242,71,124242,1586000,124244,3455340,124259,42,
124342,49,124343,1586000,124344,3456432,124361,28,
124443,61,124443,1482000,124445,3455424,124465,35,
124543,50,124543,1586000,124544,3453444,124561,31,
124643,50,124644,1586000,124645,3461292,124661,29,
124744,66,124745,1586000,124746,3453232,124762,36,
124845,62,124845,1586000,124846,3454720,124864,36,
124945,63,124946,1586000,124947,3455416,124963,37,
125045,53,125046,1586000,125047,3453548,125064,30,
125146,46,125147,1586000,125148,3459308,125165,28,
125246,66,125247,1586000,125248,3462036,125267,37,
125347,52,125348,1586000,125349,3450504,125366,31,
125447,64,125448,1586000,125449,3451004,125465,36,
125549,54,125550,1586000,125551,3450344,125567,33,
125648,54,125649,1586000,125650,3460672,125666,32,
125748,63,125749,1586000,125755,3461168,125770,36,
125849,49,125849,1586000,125850,3461664,125867,23,
125949,62,125949,1586000,125951,3461128,125968,35,
126049,54,126050,1586000,126051,3460200,126066,34,
126154,33,126155,1170000,126158,3460684,126179,19,
126251,74,126252,1586000,126253,3459552,126277,41,
126350,64,126351,1586000,126352,3451976,126371,39,
126451,65,126452,1586000,126453,3451744,126476,37,
126552,56,126552,1586000,126554,3450628,126571,36,
126652,55,126653,1586000,126654,3460160,126671,32,
126752,67,126754,1586000,126756,3460656,126770,42,
126854,58,126856,1378000,126858,3460908,126874,36,
126953,63,126954,1482000,126958,3462200,126976,33,
127054,40,127055,1586000,127056,3460768,127071,26,
127155,52,127155,1586000,127158,3461512,127177,28,
127254,71,127255,1586000,127258,3461760,127275,41,
127355,54,127356,1586000,127357,3461964,127378,30,
127456,59,127457,1586000,127458,3463080,127476,34,
127555,47,127556,1586000,127560,3445552,127580,30,
127656,61,127657,1586000,127658,3455480,127677,36,
127757,68,127759,1586000,127761,3462112,127779,41,
127857,55,127858,1586000,127859,3460440,127880,29,
127958,61,127958,1586000,127960,3462144,127977,37,
128059,43,128060,650000,128062,3459188,128085,26,
128160,55,128160,858000,128162,3460352,128200,23,
128259,67,128260,1378000,128261,3460772,128279,34,
128360,51,128360,1586000,128361,3452712,128382,28,
128460,63,128461,1586000,128462,3452468,128481,35,
128560,66,128561,1586000,128562,3451756,128585,39,
128661,33,128662,1586000,128663,3455216,128682,23,
128761,87,128762,1586000,128763,3460084,128791,59,
128861,0,128863,1586000,128867,3460804,128885,28,
128962,57,128963,1586000,128964,3461980,128984,32,
129063,42,129065,1586000,129066,3460164,129085,27,
129163,56,129164,1586000,129165,3460368,129182,33,
129264,71,129266,1586000,129267,3460864,129284,43,
129365,52,129366,1586000,129367,3451808,129386,33,
129465,87,129466,1586000,129467,3455312,129493,30,
129566,0,129566,1586000,129567,3462992,129585,38,
129667,87,129668,1170000,129669,3464512,129698,32,
129768,81,129768,1482000,129769,3464124,129803,41,
129867,0,129868,650000,129868,3466136,129885,25,
129969,56,129969,1586000,129971,3466648,129991,30,
130074,56,130080,1586000,130089,3467392,130112,35,
130169,57,130170,1586000,130171,3462412,130200,30,
130269,87,130270,1586000,130271,3462752,130278,47,
130370,0,130370,1586000,130371,3463868,130382,23,
130475,87,130475,1586000,130476,3463076,130497,76,
130574,0,130575,1586000,130581,3463284,130611,51,
130673,48,130674,1586000,130677,3462168,130694,34,
130775,87,130775,1586000,130777,3462664,130800,58,
130876,52,130876,1170000,130878,3462892,130911,29,
130976,47,130976,1274000,130977,3462884,131001,28,
131081,0,131081,1378000,131083,3463384,131107,29,
131181,62,131181,1586000,131185,3461808,131202,35,
131281,61,131281,1586000,131282,3463012,131300,37,
131381,59,131382,1586000,131386,3463016,131407,32,
131481,65,131482,1586000,131483,3463888,131501,39,
131582,28,131582,1586000,131584,3464588,131600,19,
131682,58,131683,1586000,131684,3457048,131714,35,
131783,63,131784,1586000,131785,3458132,131804,37,
131884,59,131884,1274000,131885,3457496,131902,30,
131984,61,131984,1274000,131986,3460224,132008,32,
132084,41,132085,1586000,132086,3461216,132101,24,
132184,54,132185,1586000,132186,3468184,132205,32,
132285,71,132285,1586000,132286,3466708,132302,42,
132386,52,132387,1586000,132388,3451224,132405,31,
132486,66,132486,1586000,132488,3453932,132504,39,
132586,37,132587,1586000,132588,3455164,132604,24,
132687,58,132688,1274000,132689,3466076,132722,32,
132787,77,132788,1586000,132789,3464848,132808,46,
132888,66,132888,1586000,132889,3463864,132907,39,
132988,55,132988,1586000,132989,3465304,133007,33,
133089,34,133089,1586000,133090,3466256,133106,24,
133189,53,133190,1586000,133191,3464188,133211,29,
133290,73,133291,1586000,133292,3461968,133308,44,
133390,54,133391,1378000,133392,3461220,133411,30,
133492,60,133492,1066000,133494,3462616,133514,30,
133591,43,133592,1274000,133594,3462904,133612,21,
133692,44,133693,962000,133695,3463400,133715,21,
133792,62,133793,1586000,133795,3456956,133812,35,
133893,60,133894,1586000,133895,3459664,133910,34,
133993,61,133994,1586000,133995,3460164,134014,35,
134094,59,134095,1274000,134096,3462148,134113,31,
134195,38,134196,1170000,134197,3462604,134215,19,
134296,63,134297,1378000,134298,3457520,134334,33,
134396,87,134396,1586000,134398,3461308,134421,40,
134497,0,134497,1586000,134499,3461824,134515,39,
134597,87,134597,1586000,134599,3463452,134615,31,
134698,0,134698,1586000,134699,3470748,134713,38,
134798,87,134798,1586000,134799,3472088,134823,68,
134900,86,134900,1586000,134901,3468760,134920,36,
134999,0,135000,1586000,135001,3462520,135016,34,
135100,87,135100,1586000,135101,3463724,135118,31,
135202,58,135204,650000,135205,3461824,135232,31,
135301,0,135302,962000,135303,3463536,135321,25,
135401,61,135402,1482000,135404,3450484,135475,35,
135503,87,135504,1586000,135504,3454448,135511,59,
135603,0,135604,1586000,135604,3455084,135610,32,
135705,59,135706,1586000,135707,3455352,135724,35,
135805,46,135806,1378000,135807,3462028,135825,26,
135906,67,135907,1586000,135909,3455580,135928,42,
136007,57,136007,1586000,136009,3455736,136029,35,
136107,66,136108,1586000,136109,3452044,136127,38,
136207,52,136208,1586000,136209,3452592,136226,30,
136308,50,136308,1586000,136310,3459696,136324,33,
136409,64,136409,1586000,136410,3460688,136428,34,
136510,49,136510,1586000,136512,3447236,136528,31,
136610,68,136610,1586000,136611,3448092,136625,41,
136710,38,136711,1586000,136712,3449084,136727,25,
136810,54,136811,1586000,136812,3459024,136828,31,
136911,62,136912,1586000,136913,3460264,136930,32,
137011,50,137012,1586000,137013,3459972,137030,29,
137112,62,137113,1586000,137114,3458092,137130,34,
137213,47,137214,858000,137216,3459136,137238,28,
137313,51,137314,1274000,137316,3459384,137334,25,
137415,77,137416,1586000,137417,3456920,137436,43,
137516,50,137517,1586000,137518,3450580,137533,29,
137617,65,137618,1586000,137619,3451324,137641,35,
137718,70,137718,1586000,137720,3450840,137737,46,
137818,46,137818,1586000,137819,3454796,137837,27,
137918,70,137919,1586000,137925,3459360,137944,43,
138019,57,138019,1170000,138021,3459872,138041,26,
138120,62,138121,1586000,138122,3458792,138140,35,
138219,52,138220,1586000,138221,3456516,138238,28,
138320,51,138321,1482000,138322,3457260,138338,30,
138422,64,138424,1586000,138425,3457756,138442,37,
138522,49,138522,1586000,138524,3457240,138539,27,
138572,45,138572,1586000,138574,3458324,138590,27,
138673,62,138673,1586000,138675,3456060,138690,35,
138774,44,138775,1586000,138776,3456800,138795,30,
138874,68,138874,1586000,138876,3457012,138892,41,
138974,62,138975,1586000,138976,3457756,138992,33,
139076,62,139076,1378000,139078,3458500,139097,35,
139176,54,139176,1586000,139177,3458908,139194,35,
139277,50,139278,1586000,139279,3459652,139296,31,
139377,68,139377,1586000,139379,3460000,139397,39,
139478,72,139478,1586000,139480,3461044,139498,45,
139578,60,139578,1586000,139580,3459880,139594,35,
139679,40,139679,1586000,139681,3459640,139703,21,
139779,57,139779,1586000,139780,3457668,139799,35,
139879,69,139880,1586000,139881,3457668,139895,37,
139980,54,139981,1586000,139983,3456972,140000,31,
140081,64,140082,1586000,140083,3458412,140099,38,
140181,40,140181,1586000,140182,3460148,140197,26,
140284,67,140285,1586000,140286,3458148,140302,45,
140382,56,140385,1586000,140387,3458892,140405,32,
140483,59,140484,1586000,140485,3459104,140501,35,
140584,52,140585,1378000,140586,3460440,140606,29,
140685,56,140686,1586000,140687,3460688,140702,34,
140785,67,140786,1586000,140787,3460688,140806,40,
140886,51,140887,1586000,140888,3457636,140904,32,
140986,87,140987,1274000,140989,3459688,141010,47,
141089,0,141090,1274000,141091,3460880,141105,21,
141187,55,141188,1586000,141189,3460880,141204,30,
141287,87,141288,1586000,141289,3460880,141307,33,
141388,0,141390,1482000,141391,3459620,141407,41,
141490,46,141491,1586000,141492,3460384,141506,28,
141591,49,141592,1170000,141594,3460240,141611,26,
141692,58,141693,1586000,141695,3460736,141711,35,
141794,58,141795,1586000,141796,3461728,141812,33,
141895,60,141895,1586000,141897,3460792,141918,33,
141996,55,141997,962000,141998,3459516,142017,31,
142096,44,142096,1274000,142098,3459912,142114,23,
142197,71,142198,1586000,142199,3460372,142222,42,
142298,60,142298,1586000,142299,3461364,142317,36,
142398,63,142398,1586000,142400,3461120,142419,35,
142498,62,142499,1586000,142500,3460624,142514,36,
142599,30,142599,1586000,142601,3461040,142616,19,
142699,66,142700,1586000,142701,3454832,142717,39,
142800,55,142801,1586000,142802,3458288,142819,34,
142900,67,142901,1586000,142902,3458692,142916,39,
143001,42,143001,1586000,143002,3459788,143024,26,
143101,41,143102,1586000,143103,3461984,143121,24,
143202,71,143203,1586000,143205,3457292,143225,42,
143302,60,143304,1586000,143305,3458284,143322,34,
143403,59,143404,1586000,143405,3459040,143424,31,
143504,47,143505,1586000,143506,3460428,143521,29,
143604,56,143605,1586000,143608,3464632,143627,30,
143704,73,143705,1586000,143706,3458444,143722,43,
143805,56,143806,1274000,143808,3458940,143827,32,
143906,67,143907,1378000,143908,3458504,143926,36,
144006,44,144006,1586000,144007,3460240,144023,25,
144107,51,144108,1586000,144109,3466628,144125,30,
144207,77,144208,1586000,144209,3451288,144225,45,
144307,49,144308,1586000,144309,3452228,144326,28,
144408,57,144408,1586000,144410,3453320,144427,31,
144508,35,144509,1586000,144510,3453044,144525,23,
144610,55,144611,1586000,144612,3463404,144634,31,
144711,72,144712,1586000,144713,3462372,144728,44,
144811,52,144812,1586000,144813,3463464,144833,29,
144911,61,144912,1586000,144914,3465696,144929,34,
145012,34,145013,1274000,145014,3466192,145031,23,
145113,66,145114,1586000,145116,3467092,145134,64,
145213,56,145214,1586000,145215,3466556,145233,33,
145313,54,145314,1586000,145315,3465508,145331,36,
145413,46,145414,1586000,145415,3465908,145429,30,
145514,68,145515,1586000,145517,3464276,145535,57,
145615,50,145615,1586000,145617,3455456,145631,34,
145716,87,145717,962000,145720,3456440,145753,37,
145817,0,145817,1586000,145819,3454984,145838,28,
145918,70,145919,1586000,145921,3464488,145937,40,
146017,58,146018,1482000,146019,3465480,146035,33,
146118,62,146119,1586000,146120,3466424,146136,35,
146218,45,146219,1586000,146220,3468408,146238,26,
146321,50,146321,1586000,146322,3466656,146339,33,
146419,57,146420,1066000,146423,3466656,146441,26,
146520,63,146521,1482000,146523,3467028,146539,33,
146620,59,146620,1586000,146623,3466844,146638,31,
146722,55,146723,1586000,146724,3453092,146738,32,
146821,46,146822,1586000,146825,3455324,146850,31,
146923,67,146923,1586000,146925,3460744,146941,39,
147023,61,147024,1586000,147025,3461092,147040,37,
147122,62,147123,1586000,147124,3459964,147139,34,
147223,87,147223,1274000,147225,3462352,147247,44,
147323,0,147324,1586000,147328,3463528,147348,28,
147425,87,147426,1586000,147428,3461536,147449,40,
147524,0,147524,1586000,147525,3462032,147540,34,
147626,87,147627,1378000,147628,3463600,147649,36,
147726,0,147728,1378000,147730,3463988,147755,36,
147824,87,147824,1586000,147825,3464236,147830,37,
147925,66,147925,1586000,147926,3462900,147931,81,
148025,0,148026,1586000,148028,3463180,148043,19,
148126,87,148127,1586000,148132,3463680,148151,35,
148226,0,148227,1586000,148231,3462748,148247,28,
148327,87,148327,1586000,148330,3463940,148354,37,
148427,0,148427,1586000,148428,3462452,148447,43,
148527,57,148528,1586000,148529,3463068,148549,39,
148628,87,148629,1586000,148630,3464284,148653,61,
148728,0,148728,1586000,148729,3465028,148758,28,
148828,87,148828,1586000,148829,3465928,148856,48,
148929,0,148929,1586000,148936,3463088,148957,43,
149028,52,149029,1586000,149029,3458820,149033,33,
149129,57,149130,1586000,149131,3459480,149152,36,
149230,87,149230,1586000,149232,3459976,149264,43,
149330,0,149333,1586000,149335,3456700,149357,36,
149430,87,149430,1586000,149431,3455896,149461,39,
149530,0,149531,1274000,149531,3456140,149549,35,
149635,87,149636,1378000,149640,3456480,149670,35,
149732,0,149732,1586000,149735,3458012,149757,40,
149832,58,149833,1586000,149837,3459904,149859,37,
149934,71,149935,1586000,149936,3458428,149961,50,
150034,55,150034,1586000,150035,3458408,150043,37,
150136,87,150136,1586000,150139,3455704,150166,55,
150237,0,150238,1586000,150239,3456704,150284,34,
150336,87,150336,1586000,150337,3456704,150343,63,
150436,67,150436,1586000,150437,3454064,150464,80,
150538,0,150538,1586000,150540,3456044,150556,31,
150637,61,150638,1586000,150639,3456308,150662,35,
150739,87,150739,1586000,150741,3457300,150767,35,
150839,0,150839,1586000,150840,3456808,150862,35,
150940,67,150940,1586000,150942,3455680,150963,39,
151041,44,151041,1586000,151042,3456524,151066,30,
151141,63,151142,1586000,151143,3449272,151175,40,
151241,75,151241,1586000,151242,3455940,151248,44,
151344,49,151346,1274000,151350,3455700,151377,31,
151443,67,151444,1586000,151445,3456644,151468,35,
151544,44,151544,1586000,151546,3454900,151565,28,
151644,63,151645,1586000,151646,3448500,151662,36,
151746,69,151746,1586000,151747,3454948,151765,41,
151845,59,151845,1586000,151847,3455896,151868,36,
151946,87,151946,1586000,151947,3457716,151970,36,
152046,0,152047,1586000,152048,3461204,152066,37,
152147,87,152148,1586000,152149,3462612,152174,35,
152247,0,152247,1586000,152248,3463356,152268,38,
152347,87,152348,1586000,152349,3463856,152382,39,
152457,0,152463,1586000,152465,3464668,152472,31,
152547,87,152547,1586000,152548,3456712,152553,61,
152647,56,152648,650000,152648,3455604,152654,51,
152748,0,152749,1482000,152750,3457080,152776,19,
152849,87,152849,1586000,152850,3464504,152877,55,
152948,60,152949,1586000,152949,3465156,152955,57,
153050,0,153050,1586000,153051,3466744,153085,25,
153150,57,153151,1586000,153152,3465284,153167,39,
153250,52,153251,1586000,153252,3464424,153267,35,
153351,87,153351,1586000,153353,3466268,153371,38,
153451,0,153452,1586000,153454,3452712,153470,37,
153551,87,153552,1586000,153554,3458944,153576,35,
153652,59,153652,1586000,153653,3459744,153682,31,
153753,0,153753,1586000,153754,3464084,153769,35,
153853,87,153853,1586000,153855,3464332,153881,56,
153953,63,153954,1586000,153955,3466216,153978,53,
154054,0,154054,1586000,154055,3466844,154074,26,
154154,87,154154,1586000,154156,3467488,154179,33,
154254,0,154255,1586000,154256,3464832,154286,34,
154355,87,154356,1170000,154357,3465708,154393,41,
154455,0,154455,1482000,154456,3466172,154477,24,
154556,87,154556,1586000,154557,3458028,154580,44,
154656,0,154656,1586000,154658,3460516,154673,30,
154756,87,154757,1170000,154758,3458328,154781,46,
154856,0,154857,1586000,154858,3458700,154872,26,
154957,55,154958,1586000,154959,3452504,154974,30,
155058,87,155058,1586000,155060,3458028,155082,41,
155158,0,155159,1586000,155160,3458920,155177,35,
155261,87,155262,1586000,155263,3459420,155279,38,
155361,0,155362,1586000,155363,3466648,155382,38,
155461,57,155462,858000,155463,3467276,155491,45,
155562,87,155563,1274000,155564,3469580,155589,26,
155662,0,155663,1586000,155664,3470728,155681,31,
155763,65,155764,1586000,155766,3469548,155788,39,
155863,50,155863,1586000,155865,3456216,155879,32,
155964,87,155964,1586000,155965,3456288,155989,36,
156064,0,156065,1378000,156066,3457092,156092,23,
156164,68,156165,1586000,156166,3466436,156186,39,
156266,69,156267,1586000,156268,3464564,156285,46,
156316,61,156316,1586000,156317,3463552,156333,38,
156467,48,156467,858000,156469,3466916,156488,29,
156568,59,156568,1274000,156570,3467164,156588,28,
156668,74,156668,1586000,156669,3467908,156686,43,
156768,46,156768,1586000,156770,3468404,156812,26,
156818,70,156818,1586000,156819,3466632,156837,44,
156918,55,156919,1586000,156921,3467300,156938,28,
157020,39,157021,1066000,157022,3451308,157042,23,
157125,60,157132,1586000,157135,3463956,157154,35,
157222,67,157222,1586000,157224,3468872,157248,40,
157323,62,157324,1586000,157326,3466312,157345,34,
157424,62,157424,1170000,157425,3468344,157448,31,
157524,41,157525,1170000,157526,3469292,157547,22,
157624,59,157625,1586000,157626,3469416,157655,32,
157724,87,157724,1586000,157725,3464084,157750,60,
157825,0,157826,1586000,157827,3461140,157854,46,
157927,87,157927,1586000,157931,3462584,157956,49,
158026,0,158027,1586000,158029,3463436,158049,26,
158127,59,158128,1586000,158129,3470332,158148,33,
158228,60,158228,1586000,158230,3469792,158252,37,
158329,60,158330,1586000,158331,3453264,158362,36,
158428,63,158429,1586000,158430,3456736,158441,35,
158530,36,158531,1586000,158532,3459792,158550,26,
158630,67,158630,1586000,158631,3465248,158661,36,
158732,56,158732,1586000,158733,3466240,158751,33,
158830,59,158831,1586000,158832,3465060,158856,32,
158931,53,158932,1586000,158933,3466548,158962,32,
159034,32,159035,546000,159036,3467232,159081,14,
159139,79,159140,1378000,159143,3467728,159172,39,
159237,62,159237,1170000,159239,3468472,159273,32,
159335,62,159336,1586000,159337,3465712,159357,37,
159436,50,159437,1170000,159438,3466556,159465,25,
159537,42,159537,1170000,159539,3467308,159557,21,
159637,65,159637,1586000,159639,3466148,159662,35,
159738,65,159739,1586000,159741,3460940,159769,38,
159838,65,159839,1586000,159840,3457444,159860,38,
159939,58,159940,1586000,159941,3458176,159960,30,
160038,31,160039,1586000,160040,3458868,160061,21,
160139,58,160140,1586000,160141,3465944,160160,35,
160239,61,160240,1586000,160241,3466192,160267,34,
160340,64,160341,1586000,160343,3464028,160359,38,
160440,55,160441,1586000,160442,3464004,160463,29,
160542,35,160544,1378000,160545,3463988,160568,23,
160642,87,160642,1586000,160643,3464132,160667,43,
160742,0,160743,1586000,160745,3464488,160763,35,
160843,87,160843,1586000,160844,3466232,160868,33,
160944,0,160945,1586000,160946,3465140,160963,33,
161046,87,161047,858000,161048,3465388,161077,33,
161146,0,161147,1378000,161148,3466604,161170,37,
161247,87,161247,1274000,161249,3467316,161267,38,
161346,0,161347,1586000,161348,3467788,161365,34,
161448,52,161449,1482000,161450,3465520,161469,34,
161547,87,161548,1586000,161549,3464392,161572,41,
161648,0,161648,1586000,161649,3458280,161663,31,
161749,63,161749,1378000,161751,3458776,161768,33,
161848,66,161849,1586000,161851,3459076,161869,38,
161949,60,161949,1586000,161951,3459000,161973,34,
162051,57,162052,1170000,162053,3457500,162091,32,
162151,30,162152,650000,162154,3458728,162176,19,
162250,62,162251,1378000,162252,3458976,162268,27,
162351,87,162351,1586000,162353,3459452,162375,46,
162452,0,162452,1586000,162454,3460388,162470,33,
162552,87,162553,1586000,162554,3458604,162578,45,
162652,0,162654,1586000,162655,3459100,162678,30,
162753,67,162754,1586000,162757,3459348,162779,41,
162853,63,162855,1586000,162856,3459312,162875,37,
162954,70,162955,1586000,162957,3457936,162977,39,
163056,52,163057,1586000,163058,3459424,163078,32,
163155,50,163156,1274000,163157,3457404,163173,28,
163256,87,163257,1482000,163258,3456972,163279,36,
163356,0,163356,1586000,163358,3457348,163372,32,
163458,40,163459,1586000,163460,3458888,163474,26,
163559,49,163559,1274000,163561,3465600,163581,31,
163659,87,163660,1586000,163661,3464468,163688,39,
163758,0,163759,1586000,163760,3465832,163778,35,
163859,51,163860,1586000,163861,3465844,163875,27,
163959,40,163959,1586000,163960,3452948,163975,24,
164059,87,164060,1586000,164062,3458548,164083,45,
164160,65,164160,1586000,164162,3459264,164188,62,
164260,0,164261,1586000,164263,3457952,164280,33,
164360,63,164361,1586000,164363,3464628,164382,58,
164461,58,164463,1586000,164466,3464864,164485,35,
164562,87,164562,1170000,164564,3465616,164591,46,
164662,0,164662,1378000,164664,3451892,164686,31,
164762,87,164762,1586000,164764,3456408,164784,55,
164862,0,164863,1586000,164864,3456672,164882,31,
164964,47,164964,1586000,164965,3458416,164980,30,
165064,54,165064,1586000,165068,3464960,165084,31,
165164,69,165165,1586000,165166,3465456,165181,36,
165265,50,165265,1586000,165267,3451404,165282,32,
165365,87,165366,1586000,165367,3452892,165386,71,
165465,0,165466,1586000,165467,3453708,165486,22,
165566,87,165566,1586000,165567,3464072,165587,43,
165666,0,165667,1586000,165668,3465188,165683,34,
165767,87,165767,1586000,165772,3464020,165789,38,
165867,0,165868,1586000,165869,3464196,165884,33,
165968,87,165968,1586000,165970,3464660,165990,50,
166068,64,166069,1586000,166070,3465716,166089,38,
166168,0,166169,1586000,166170,3466264,166185,27,
166269,87,166269,1586000,166270,3464788,166296,55,
166369,0,166370,1586000,166371,3463372,166386,39,
166470,87,166471,1170000,166472,3464392,166496,40,
166570,0,166571,1586000,166572,3464768,166587,23,
166671,56,166672,1586000,166674,3464128,166695,36,
166771,87,166772,1586000,166773,3464872,166802,35,
166871,0,166871,1586000,166872,3461112,166877,42,
166973,37,166974,1586000,166975,3461588,166990,25,
167072,52,167073,1586000,167074,3453500,167090,31,
167174,67,167174,1586000,167175,3458312,167191,39,
167274,60,167275,1586000,167276,3458368,167297,34,
167375,68,167376,1482000,167378,3458080,167397,37,
167475,50,167476,1586000,167477,3460044,167492,31,
167576,46,167576,1586000,167578,3465788,167594,26,
167677,73,167678,1586000,167679,3460680,167699,44,
167777,50,167778,1586000,167779,3461408,167795,26,
167878,73,167878,1586000,167879,3459704,167903,43,
167978,68,167979,1586000,167980,3460680,167994,44,
168087,37,168089,1586000,168091,3465292,168111,25,
168179,62,168180,1586000,168181,3468252,168200,31,
168282,54,168283,1586000,168284,3457368,168304,34,
168384,70,168385,1586000,168388,3455648,168406,38,
168483,51,168483,1586000,168484,3455740,168501,32,
168585,41,168585,1482000,168588,3461556,168606,26,
168684,65,168685,1586000,168686,3465524,168705,34,
168784,60,168785,1586000,168786,3466516,168802,31,
168885,61,168886,1586000,168888,3467012,168906,36,
168987,63,168987,1586000,168989,3466628,169006,38,
169085,48,169086,1586000,169087,3467124,169102,32,
169187,67,169187,1586000,169188,3466104,169209,39,
169287,65,169288,1586000,169289,3467348,169308,37,
169388,58,169388,1586000,169390,3467352,169405,31,
169489,50,169489,1586000,169491,3467396,169508,29,
169589,47,169590,1586000,169593,3467136,169610,31,
169689,63,169690,1586000,169691,3463764,169708,35,
169790,50,169791,1586000,169792,3462636,169811,30,
169890,87,169890,1586000,169892,3464096,169913,54,
169994,0,169995,1586000,169998,3467344,170026,27,
170095,87,170096,1066000,170097,3470228,170118,31,
170195,0,170196,1586000,170197,3469900,170212,38,
170295,87,170296,1586000,170297,3471420,170315,29,
170396,0,170396,1586000,170397,3459296,170414,35,
170496,87,170497,1586000,170498,3464840,170520,36,
170598,0,170599,1586000,170601,3461860,170614,39,
170697,56,170698,1586000,170699,3462596,170715,34,
