App,Package,Start Time,Duration,Filename
"System",,"Jan. 3, 2018 @ 08:48:31 nachm.","6 min 40 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
105424,63,105425,1586000,105426,3506724,105654,22,
105525,56,105526,1378000,105527,3506848,105752,33,
105626,87,105627,858000,105628,3508720,105845,33,
105726,0,105727,1586000,105730,3506716,105957,44,
105826,62,105827,1586000,105829,3506988,106044,37,
105927,69,105928,1586000,105935,3509716,106148,35,
106027,65,106028,1586000,106029,3505884,106250,25,
106127,55,106128,1586000,106129,3507128,106351,37,
106228,40,106228,1586000,106231,3507304,106446,37,
106328,61,106329,1586000,106330,3497504,106549,39,
106429,62,106429,1586000,106430,3501684,106652,43,
106529,69,106529,1586000,106531,3501808,106755,34,
106630,71,106631,1586000,106632,3503048,106853,47,
106730,52,106731,1586000,106733,3503796,106951,50,
106831,73,106831,1586000,106833,3494120,107055,38,
106931,82,106931,1586000,106932,3500816,107155,48,
107033,65,107034,1586000,107036,3502804,107250,24,
107132,81,107133,1586000,107134,3504540,107355,30,
107233,40,107233,1586000,107234,3505040,107457,46,
107333,53,107333,1586000,107335,3511584,107552,37,
107434,87,107434,1586000,107435,3498664,107663,36,
107534,0,107535,1586000,107536,3498248,107755,31,
107635,87,107636,1274000,107638,3500084,107855,49,
107736,0,107736,1482000,107737,3512456,107962,64,
107836,70,107837,1586000,107838,3510436,108091,26,
107937,87,107937,1586000,107938,3511008,108144,67,
