App,Package,Start Time,Duration,Filename
"System",,"Jan. 3, 2018 @ 09:15:02 nachm.","7 min 20 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
122551,18,122451,1170000,122452,3509040,122469,13,
122652,27,122552,1170000,122553,3509780,122573,10,
122752,29,122653,1170000,122655,3511176,122672,14,
122852,19,122752,1170000,122754,3512508,122770,18,
122953,25,122853,1274000,122854,3511768,122869,12,
123054,35,122954,1170000,122955,3512512,122971,13,
123154,38,123054,1170000,123055,3507880,123074,19,
123254,33,123155,1482000,123156,3506964,123172,24,
123355,28,123255,1586000,123256,3507212,123269,22,
123455,24,123356,1170000,123357,3511032,123375,15,
123558,15,123456,1378000,123457,3511280,123472,15,
123657,32,123559,1170000,123560,3512420,123580,11,
123757,29,123657,1378000,123658,3513768,123675,19,
123858,22,123758,1170000,123759,3511544,123779,18,
123959,27,123859,1170000,123860,3512040,123877,12,
124059,32,123960,1170000,123961,3513516,123977,17,
124160,35,124060,1378000,124061,3513468,124077,20,
124262,25,124160,1274000,124161,3512880,124176,21,
124361,14,124262,1170000,124263,3508884,124282,14,
124461,21,124361,1378000,124362,3508884,124377,10,
124562,25,124462,1274000,124463,3514012,124479,12,
124664,37,124563,1170000,124564,3514756,124586,16,
124763,26,124664,1274000,124666,3513152,124682,21,
124864,36,124763,1274000,124764,3512648,124786,15,
124964,37,124864,1170000,124865,3513988,124883,20,
125064,34,124965,1586000,124966,3512856,124980,24,
125166,30,125065,1586000,125066,3513104,125079,24,
125266,16,125167,1586000,125168,3515044,125183,23,
125367,18,125267,1170000,125268,3515044,125282,10,
125467,25,125368,1274000,125373,3515044,125390,13,
125569,27,125468,1170000,125469,3514716,125486,14,
125669,26,125569,1170000,125571,3509412,125591,17,
125770,23,125670,1170000,125671,3508612,125689,13,
125869,28,125771,1170000,125772,3511284,125789,16,
125970,24,125870,1378000,125871,3511780,125886,16,
126071,30,125970,1586000,125971,3512028,125987,15,
