execute_time,a_matrix_height,a_matrix_width,b_matrix_height,b_matrix_width,out_matrix_height,out_matrix_width
0.020206,1,1024,1024,1008,1,1008
0.025261,1,2048,2048,1024,1,1024
0.015044,1,1024,1024,1008,1,1008
0.02923,1,2048,2048,1024,1,1024
0.021685,1,1024,1024,1008,1,1008
0.032489,1,2048,2048,1024,1,1024
0.017495,1,1024,1024,1008,1,1008
0.033093,1,2048,2048,1024,1,1024
0.020687,1,1024,1024,1008,1,1008
0.024368,1,2048,2048,1024,1,1024
0.020212,1,1024,1024,1008,1,1008
0.03817,1,2048,2048,1024,1,1024
0.039024,1,1024,1024,1008,1,1008
0.031042,1,2048,2048,1024,1,1024
0.018545,1,1024,1024,1008,1,1008
0.028572,1,2048,2048,1024,1,1024
0.012585,1,1024,1024,1008,1,1008
0.018688,1,2048,2048,1024,1,1024
0.02223,1,1024,1024,1008,1,1008
0.024794,1,2048,2048,1024,1,1024
0.022213,1,1024,1024,1008,1,1008
0.014273,1,2048,2048,1024,1,1024
0.012628,1,1024,1024,1008,1,1008
0.028912,1,2048,2048,1024,1,1024
0.025267,1,1024,1024,1008,1,1008
0.019845,1,2048,2048,1024,1,1024
0.017533,1,1024,1024,1008,1,1008
0.019923,1,2048,2048,1024,1,1024
0.014412,1,1024,1024,1008,1,1008
0.038748,1,2048,2048,1024,1,1024
0.021484,1,1024,1024,1008,1,1008
0.029803,1,2048,2048,1024,1,1024
0.033033,1,1024,1024,1008,1,1008
0.020763,1,2048,2048,1024,1,1024
0.019726,1,1024,1024,1008,1,1008
0.02559,1,2048,2048,1024,1,1024
0.018211,1,1024,1024,1008,1,1008
0.026066,1,2048,2048,1024,1,1024
0.023797,1,1024,1024,1008,1,1008
