Time  [ms],GPU Frequency [KHz],Time  [ms],GPU Load [%],Time  [ms],CPU Load [%],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
220334,310000,235442,25,235446,100,235447,1379828,154196.989247312,235465,83
220434,310000,235542,25,235543,100,235549,1379844,154212.989247312,235555,83
220589,310000,235697,0,235699,100,235700,1380588,154956.989247312,235735,83
220641,310000,235756,29,235765,100,235766,1379080,153448.989247312,235772,80
220748,310000,235856,29,235857,97,235858,1380080,154448.989247312,235876,83
220848,200000,235956,29,235957,100,235958,1380824,155192.989247312,235974,83
220957,200000,236065,29,236071,100,236072,1381620,155988.989247312,236100,83
221052,310000,236160,29,236165,100,236167,1379484,153852.989247312,236173,83
221158,310000,236266,29,236267,100,236268,1379616,153984.989247312,236274,83
221259,310000,236367,0,236369,100,236370,1380108,154476.989247312,236389,83
221361,310000,236469,0,236470,100,236471,1380492,154860.989247312,236497,83
221461,310000,236569,0,236570,100,236571,1380616,154984.989247312,236577,83
221564,310000,236672,0,236673,100,236674,1380740,155108.989247312,236691,83
221665,310000,236773,0,236774,97,236780,1379024,153392.989247312,236803,81
221765,310000,236873,0,236874,100,236876,1379972,154340.989247312,236893,83
221866,310000,236974,0,236975,100,236976,1380192,154560.989247312,236995,83
221968,310000,237076,0,237077,100,237078,1380832,155200.989247312,237097,83
222070,310000,237178,0,237179,100,237180,1379132,153500.989247312,237207,83
222169,310000,237277,30,237278,100,237279,1379784,154152.989247312,237309,83
222272,310000,237380,30,237382,100,237383,1380700,155068.989247312,237408,83
222372,310000,237480,30,237482,100,237483,1380820,155188.989247312,237499,83
222475,310000,237582,30,237600,100,237601,1381380,155748.989247312,237647,83
222580,310000,237688,30,237694,95,237695,1382052,156420.989247312,237704,79
222680,310000,237787,30,237788,92,237790,1381004,155372.989247312,237799,77
222780,310000,237888,30,237889,100,237891,1381076,155444.989247312,237903,83
222880,310000,237988,30,237989,94,237990,1381596,155964.989247312,238010,80
222981,310000,238093,0,238094,100,238096,1382360,156728.989247312,238116,83
223082,310000,238190,0,238191,97,238200,1381592,155960.989247312,238231,81
223183,310000,238291,0,238292,100,238294,1382336,156704.989247312,238320,83
223283,310000,238391,0,238393,100,238395,1382692,157060.989247312,238416,83
223384,310000,238492,25,238494,100,238495,1382840,157208.989247312,238514,83
223484,200000,238593,25,238594,100,238596,1380568,154936.989247312,238620,83
223585,200000,238693,25,238694,94,238697,1380688,155056.989247312,238706,79
223685,310000,238793,25,238794,100,238796,1381556,155924.989247312,238806,83
223799,310000,238907,25,238919,100,238920,1381484,155852.989247312,238928,83
223890,310000,238998,25,238999,100,239000,1382252,156620.989247312,239055,83
223995,310000,239103,25,239105,100,239106,1380664,155032.989247312,239123,83
224096,310000,239204,25,239205,100,239206,1380680,155048.989247312,239226,83
224196,310000,239304,25,239305,100,239306,1380864,155232.989247312,239312,83
224297,310000,239405,25,239406,100,239407,1380988,155356.989247312,239413,83
224398,310000,239505,25,239507,100,239508,1380308,154676.989247312,239523,83
224498,310000,239606,25,239607,100,239608,1380380,154748.989247312,239626,83
224599,310000,239707,25,239708,100,239709,1380700,155068.989247312,239725,83
224699,310000,239807,0,239808,97,239811,1381000,155368.989247312,239820,81
224800,310000,239907,27,239915,90,239916,1381988,156356.989247312,239935,76
224900,310000,240008,27,240009,100,240010,1381604,155972.989247312,240032,83
225000,310000,240108,27,240114,92,240115,1379800,154168.989247312,240121,78
225101,310000,240209,27,240210,100,240211,1379948,154316.989247312,240216,83
225201,310000,240309,0,240310,100,240311,1379984,154352.989247312,240317,83
225302,310000,240415,0,240420,100,240421,1380764,155132.989247312,240449,83
225402,310000,240510,0,240511,100,240512,1380968,155336.989247312,240518,83
225502,310000,240619,0,240622,100,240629,1381588,155956.989247312,240647,83
225603,310000,240711,0,240712,89,240714,1380436,154804.989247312,240732,74
225703,310000,240811,0,240815,97,240818,1381180,155548.989247312,240847,81
225804,310000,240912,0,240917,97,240918,1381652,156020.989247312,240924,81
225905,310000,241014,0,241016,100,241018,1382112,156480.989247312,241037,83
226008,310000,241116,0,241117,100,241118,1380392,154760.989247312,241131,83
226109,310000,241217,0,241218,100,241220,1381216,155584.989247312,241237,83
226210,310000,241318,25,241319,100,241320,1381836,156204.989247312,241367,83
226318,310000,241426,25,241427,100,241428,1382232,156600.989247312,241457,83
226418,310000,241526,25,241528,100,241529,1382580,156948.989247312,241551,83
226538,310000,241646,25,241647,97,241648,1380432,154800.989247312,241690,82
226629,310000,241737,25,241738,100,241739,1381144,155512.989247312,241767,83
226729,310000,241837,25,241838,100,241839,1381632,156000.989247312,241868,83
226829,310000,241937,25,241939,100,241940,1381752,156120.989247312,241981,83
226938,310000,242046,25,242052,100,242053,1380536,154904.989247312,242070,83
227044,310000,242152,25,242153,100,242155,1380620,154988.989247312,242161,83
227145,310000,242252,25,242254,100,242255,1381004,155372.989247312,242269,83
227245,310000,242353,25,242355,97,242356,1381200,155568.989247312,242362,81
227346,310000,242454,25,242455,100,242457,1381644,156012.989247312,242475,83
227447,310000,242555,25,242556,100,242557,1381308,155676.989247312,242565,83
227548,310000,242656,26,242657,100,242658,1382000,156368.989247312,242670,83
227648,310000,242756,26,242758,97,242759,1382496,156864.989247312,242765,81
227749,310000,242857,26,242858,100,242861,1383360,157728.989247312,242897,83
227858,310000,242966,26,242967,100,242968,1381152,155520.989247312,242984,83
227908,310000,243017,26,243020,100,243021,1381364,155732.989247312,243038,83
228009,310000,243118,26,243120,97,243121,1381244,155612.989247312,243137,81
228116,310000,243225,26,243227,100,243227,1381780,156148.989247312,243234,83
228211,310000,243320,26,243321,100,243322,1382152,156520.989247312,243351,83
228311,310000,243419,0,243421,100,243424,1381472,155840.989247312,243441,83
228412,310000,243520,0,243523,100,243524,1381748,156116.989247312,243532,83
228513,310000,243621,0,243632,100,243638,1381848,156216.989247312,243660,83
228613,310000,243721,0,243723,100,243724,1382512,156880.989247312,243760,83
228713,310000,243821,0,243822,97,243823,1380856,155224.989247312,243851,81
228814,310000,243922,0,243923,100,243924,1380856,155224.989247312,243948,83
228914,310000,244022,26,244024,97,244025,1381444,155812.989247312,244057,81
229015,310000,244123,0,244133,97,244135,1381472,155840.989247312,244167,81
229115,310000,244223,0,244231,100,244232,1381832,156200.989247312,244268,83
229218,310000,244326,0,244327,97,244328,1380788,155156.989247312,244353,81
229318,310000,244426,0,244428,100,244429,1381236,155604.989247312,244453,83
229419,310000,244527,0,244528,100,244529,1382152,156520.989247312,244554,83
229519,310000,244627,0,244629,97,244630,1382896,157264.989247312,244683,81
229625,310000,244733,0,244734,100,244735,1381056,155424.989247312,244741,83
229726,310000,244834,0,244836,100,244837,1381056,155424.989247312,244870,83
229826,310000,244934,0,244937,100,244938,1381180,155548.989247312,244951,83
229927,310000,245035,0,245036,100,245037,1381528,155896.989247312,245044,83
230027,310000,245135,0,245137,100,245138,1381896,156264.989247312,245165,83
230128,310000,245236,0,245237,100,245238,1380596,154964.989247312,245258,83
230229,310000,245337,0,245338,100,245339,1381116,155484.989247312,245360,83
230329,310000,245437,25,245439,97,245441,1381612,155980.989247312,245449,81
230430,310000,245538,25,245539,100,245540,1382020,156388.989247312,245548,83
230531,310000,245639,0,245640,100,245642,1381212,155580.989247312,245670,83
230631,310000,245739,0,245740,97,245741,1381572,155940.989247312,245766,81
230732,310000,245840,0,245841,100,245842,1381820,156188.989247312,245852,83
230832,310000,245940,0,245941,92,245943,1382068,156436.989247312,245950,77
230933,200000,246041,0,246042,87,246043,1382736,157104.989247312,246052,72
231033,200000,246141,0,246143,100,246144,1381924,156292.989247312,246150,83
231134,200000,246242,0,246243,100,246243,1382296,156664.989247312,246249,83
231234,310000,246342,0,246343,97,246345,1381440,155808.989247312,246354,82
231335,310000,246443,0,246444,97,246445,1382008,156376.989247312,246450,81
231437,310000,246545,30,246549,93,246551,1379672,154040.989247312,246578,77
231538,310000,246645,30,246647,97,246648,1379916,154284.989247312,246654,81
231638,310000,246746,30,246747,100,246748,1380504,154872.989247312,246754,83
231739,310000,246846,30,246848,100,246849,1381000,155368.989247312,246855,83
231839,310000,246947,30,246950,95,246951,1381696,156064.989247312,246976,79
231942,310000,247049,30,247050,100,247051,1380204,154572.989247312,247062,83
232042,310000,247150,30,247151,100,247152,1380512,154880.989247312,247159,83
232143,310000,247251,30,247253,87,247254,1381156,155524.989247312,247260,72
232243,310000,247352,30,247353,79,247354,1381504,155872.989247312,247360,69
232344,310000,247452,30,247454,84,247455,1379752,154120.989247312,247467,68
232444,200000,247552,30,247555,78,247556,1380796,155164.989247312,247561,67
232547,200000,247655,30,247656,100,247657,1381416,155784.989247312,247662,83
232648,200000,247755,31,247756,100,247757,1381888,156256.989247312,247762,83
232748,200000,247856,31,247857,97,247857,1380096,154464.989247312,247863,81
232849,200000,247957,31,247958,100,247959,1380756,155124.989247312,247964,83
232957,200000,248064,31,248066,100,248066,1380992,155360.989247312,248071,83
233058,200000,248166,31,248167,100,248167,1381760,156128.989247312,248172,83
233163,310000,248271,31,248272,97,248273,1380252,154620.989247312,248278,81
233264,310000,248371,0,248373,100,248373,1380920,155288.989247312,248391,83
233365,310000,248472,0,248473,100,248474,1381688,156056.989247312,248501,83
233468,310000,248576,0,248577,97,248578,1384880,159248.989247312,248587,81
233568,310000,248675,0,248677,92,248678,1383396,157764.989247312,248698,77
233668,310000,248776,0,248777,100,248778,1381816,156184.989247312,248805,83
233769,310000,248876,0,248878,100,248878,1382436,156804.989247312,248895,83
233819,310000,248927,0,248928,100,248929,1383008,157376.989247312,248941,83
233924,310000,249032,27,249034,100,249038,1383252,157620.989247312,249065,83
234025,310000,249133,27,249135,100,249137,1382088,156456.989247312,249142,83
234125,310000,249233,27,249235,100,249236,1382580,156948.989247312,249242,83
234227,310000,249336,27,249341,100,249342,1382524,156892.989247312,249359,83
234328,310000,249436,27,249438,100,249439,1382772,157140.989247312,249458,83
234426,310000,249534,27,249536,100,249537,1381584,155952.989247312,249562,83
234527,310000,249636,27,249637,100,249638,1381584,155952.989247312,249656,83
234628,310000,249735,27,249746,100,249748,1381996,156364.989247312,249770,83
234728,310000,249836,27,249838,100,249838,1382616,156984.989247312,249875,83
234854,310000,249962,27,249963,100,249967,1383608,157976.989247312,249974,83
234955,310000,250063,27,250066,100,250074,1381884,156252.989247312,250090,83
235050,310000,250158,27,250159,100,250160,1382156,156524.989247312,250171,83
235154,200000,250262,23,250264,100,250265,1383048,157416.989247312,250272,83
235251,200000,250359,23,250361,97,250362,1383964,158332.989247312,250378,81
235352,200000,250460,23,250461,100,250463,1382480,156848.989247312,250475,83
235454,200000,250561,23,250563,97,250564,1382548,156916.989247312,250571,82
235554,310000,250662,23,250663,100,250665,1382832,157200.989247312,250674,83
235658,310000,250767,23,250769,100,250770,1382832,157200.989247312,250796,83
235758,310000,250866,23,250867,100,250868,1383568,157936.989247312,250874,83
235858,310000,250966,23,250968,100,250968,1381896,156264.989247312,251004,83
235959,310000,251069,23,251075,100,251075,1382108,156476.989247312,251088,83
236061,310000,251169,23,251170,100,251171,1382652,157020.989247312,251182,83
236161,310000,251269,23,251270,100,251271,1383024,157392.989247312,251278,83
236262,310000,251370,23,251371,100,251372,1383644,158012.989247312,251387,83
236363,310000,251470,0,251471,97,251472,1381636,156004.989247312,251490,81
236463,310000,251571,27,251572,100,251573,1382132,156500.989247312,251603,83
236568,310000,251676,27,251677,100,251678,1382748,157116.989247312,251683,83
236668,310000,251776,27,251777,100,251779,1383420,157788.989247312,251807,83
236768,310000,251876,27,251877,100,251879,1381836,156204.989247312,251916,83
236869,310000,251977,27,251978,100,251979,1382628,156996.989247312,251989,83
236970,310000,252077,27,252079,100,252080,1383068,157436.989247312,252110,83
237070,310000,252178,27,252179,100,252181,1383224,157592.989247312,252205,83
237170,310000,252278,27,252280,100,252282,1383992,158360.989247312,252296,83
237271,310000,252379,0,252380,97,252382,1382140,156508.989247312,252391,81
237371,310000,252479,0,252481,100,252482,1382388,156756.989247312,252519,83
237472,310000,252579,0,252581,100,252581,1382884,157252.989247312,252587,83
237572,310000,252680,0,252681,100,252682,1383380,157748.989247312,252688,83
237678,310000,252786,24,252787,100,252788,1381348,155716.989247312,252794,83
237784,310000,252892,24,252894,100,252896,1382152,156520.989247312,252928,83
237887,310000,252995,24,252996,100,252997,1382648,157016.989247312,253010,83
237990,310000,253098,24,253099,100,253100,1383224,157592.989247312,253123,83
238095,310000,253203,0,253205,100,253206,1383968,158336.989247312,253224,83
238196,310000,253304,0,253305,100,253314,1382036,156404.989247312,253320,83
238298,310000,253406,0,253408,100,253416,1382804,157172.989247312,253430,83
238402,310000,253510,0,253518,100,253519,1383496,157864.989247312,253538,83
238500,310000,253608,0,253609,100,253610,1383720,158088.989247312,253665,83
238604,310000,253711,0,253713,100,253716,1381960,156328.989247312,253722,83
238707,310000,253815,0,253817,100,253818,1382456,156824.989247312,253847,83
238807,310000,253915,0,253917,100,253918,1383272,157640.989247312,253950,83
238909,310000,254017,24,254018,100,254026,1383692,158060.989247312,254048,83
239008,310000,254116,0,254117,100,254118,1384388,158756.989247312,254154,83
239111,310000,254220,0,254221,87,254222,1383108,157476.989247312,254256,74
239212,310000,254319,0,254321,88,254322,1383428,157796.989247312,254336,72
239317,310000,254425,0,254426,97,254427,1383888,158256.989247312,254432,82
239413,310000,254520,0,254523,100,254524,1384284,158652.989247312,254531,83
239513,200000,254621,0,254628,100,254629,1381824,156192.989247312,254656,83
239615,310000,254723,0,254724,100,254725,1382348,156716.989247312,254751,83
239716,310000,254823,0,254825,100,254826,1382596,156964.989247312,254833,83
239816,310000,254924,0,254926,100,254932,1383340,157708.989247312,254942,83
239918,310000,255026,0,255028,100,255029,1384100,158468.989247312,255042,83
240020,310000,255128,0,255129,97,255130,1382892,157260.989247312,255138,81
240120,310000,255228,0,255229,100,255230,1383388,157756.989247312,255256,83
240233,310000,255341,0,255342,100,255349,1383584,157952.989247312,255366,83
240334,310000,255441,27,255443,100,255444,1383984,158352.989247312,255458,83
240438,310000,255546,27,255548,100,255549,1382504,156872.989247312,255569,83
240539,310000,255646,27,255648,100,255649,1382752,157120.989247312,255668,83
240639,310000,255747,0,255748,100,255749,1383420,157788.989247312,255767,83
240739,310000,255847,0,255848,97,255849,1383864,158232.989247312,255866,79
240840,310000,255948,0,255949,97,255950,1384432,158800.989247312,255997,83
240943,310000,256050,0,256052,100,256055,1383112,157480.989247312,256073,83
241043,200000,256151,0,256153,100,256159,1383356,157724.989247312,256175,83
241144,200000,256251,0,256253,100,256255,1384224,158592.989247312,256272,83
241244,200000,256352,0,256358,100,256359,1384596,158964.989247312,256387,83
241344,200000,256452,27,256453,97,256454,1381912,156280.989247312,256474,81
241445,200000,256553,27,256555,88,256556,1382372,156740.989247312,256576,73
241545,200000,256653,27,256655,100,256656,1382496,156864.989247312,256686,83
241646,200000,256753,27,256755,97,256761,1383364,157732.989247312,256775,81
241746,310000,256854,27,256855,100,256856,1384008,158376.989247312,256900,83
241846,310000,256954,27,256956,97,256957,1381904,156272.989247312,256986,82
241948,310000,257056,27,257057,100,257058,1382552,156920.989247312,257070,83
241998,310000,257106,27,257107,100,257108,1382480,156848.989247312,257147,83
242098,310000,257206,27,257207,100,257208,1383348,157716.989247312,257214,83
242199,310000,257306,27,257308,100,257308,1383844,158212.989247312,257334,83
242299,310000,257407,27,257408,100,257409,1382012,156380.989247312,257420,83
242408,310000,257515,27,257516,90,257517,1383128,157496.989247312,257522,75
242511,310000,257619,29,257620,97,257621,1383624,157992.989247312,257633,81
242612,310000,257720,29,257722,97,257734,1384664,159032.989247312,257753,80
242713,310000,257821,29,257822,97,257823,1384760,159128.989247312,257847,83
242813,310000,257921,29,257922,97,257924,1384080,158448.989247312,257952,81
242914,310000,258021,29,258023,100,258024,1384372,158740.989247312,258034,83
243014,310000,258122,29,258123,100,258137,1384060,158428.989247312,258148,83
243114,310000,258222,29,258224,100,258225,1384432,158800.989247312,258231,83
243215,310000,258323,29,258324,97,258325,1383204,157572.989247312,258341,81
243315,310000,258423,0,258425,100,258426,1383600,157968.989247312,258435,83
243416,310000,258524,0,258525,100,258527,1383844,158212.989247312,258552,83
243516,310000,258624,0,258625,97,258626,1384668,159036.989247312,258643,81
243620,310000,258747,0,258748,97,258749,1384032,158400.989247312,258762,82
243726,310000,258834,0,258837,100,258839,1384676,159044.989247312,258858,83
243827,310000,258935,0,258937,100,258938,1384848,159216.989247312,258950,83
243927,310000,259035,0,259037,97,259038,1384900,159268.989247312,259054,81
244028,310000,259136,26,259138,97,259149,1385532,159900.989247312,259169,81
244129,310000,259238,26,259245,100,259249,1384076,158444.989247312,259272,83
244231,310000,259339,26,259340,100,259341,1385016,159384.989247312,259359,83
244330,310000,259438,26,259440,100,259440,1384864,159232.989247312,259456,83
244430,310000,259538,26,259539,100,259540,1385688,160056.989247312,259576,83
244531,310000,259641,26,259643,100,259645,1384460,158828.989247312,259669,83
244637,200000,259745,26,259746,100,259747,1384732,159100.989247312,259765,83
244736,310000,259844,26,259845,94,259846,1384856,159224.989247312,259855,79
244836,310000,259945,26,259948,97,259949,1385972,160340.989247312,259957,81
244937,310000,260045,26,260047,100,260048,1384276,158644.989247312,260063,83
245038,310000,260146,26,260148,100,260149,1384196,158564.989247312,260175,83
245142,310000,260251,23,260252,100,260253,1384816,159184.989247312,260271,83
245242,310000,260350,23,260352,100,260353,1385516,159884.989247312,260379,83
245343,310000,260451,23,260464,100,260465,1383432,157800.989247312,260472,83
245444,200000,260552,23,260554,100,260555,1383804,158172.989247312,260576,83
245545,200000,260653,23,260655,97,260656,1384572,158940.989247312,260671,81
245647,310000,260755,23,260765,100,260767,1385440,159808.989247312,260773,83
245748,310000,260856,23,260857,100,260858,1386060,160428.989247312,260884,83
245848,310000,260956,23,260958,100,260959,1383908,158276.989247312,260971,83
245950,310000,261058,23,261060,97,261063,1384468,158836.989247312,261070,81
246054,310000,261162,23,261164,97,261165,1384896,159264.989247312,261176,81
246153,310000,261261,23,261262,100,261263,1385268,159636.989247312,261276,83
246254,310000,261362,23,261363,100,261365,1383964,158332.989247312,261382,83
246354,310000,261462,26,261464,97,261465,1384212,158580.989247312,261477,81
246455,310000,261563,0,261564,100,261565,1384360,158728.989247312,261593,83
246555,310000,261663,0,261665,100,261667,1384904,159272.989247312,261684,83
246655,310000,261763,0,261765,100,261766,1385524,159892.989247312,261775,83
246758,310000,261866,0,261890,98,261891,1384176,158544.989247312,261900,82
246859,310000,261967,0,261968,96,261969,1384428,158796.989247312,261995,81
246959,310000,262067,0,262068,97,262069,1384780,159148.989247312,262091,81
247060,310000,262168,0,262169,100,262170,1385340,159708.989247312,262194,83
247160,310000,262268,0,262270,100,262271,1385440,159808.989247312,262288,83
247262,310000,262370,0,262372,100,262373,1384212,158580.989247312,262379,83
247365,310000,262472,0,262479,100,262480,1384956,159324.989247312,262513,83
247475,310000,262583,0,262585,97,262586,1385204,159572.989247312,262593,81
247576,310000,262684,0,262686,92,262696,1386120,160488.989247312,262706,78
247676,200000,262784,0,262785,95,262786,1383892,158260.989247312,262805,79
247777,310000,262885,30,262886,97,262891,1384500,158868.989247312,262908,81
247877,310000,262985,0,262986,100,262987,1385196,159564.989247312,263010,83
247982,310000,263090,0,263093,97,263094,1383696,158064.989247312,263109,82
248088,310000,263195,0,263197,95,263198,1383620,157988.989247312,263204,80
248179,310000,263287,0,263289,100,263290,1382156,156524.989247312,263306,83
248280,310000,263388,0,263389,100,263390,1382528,156896.989247312,263400,83
248380,310000,263488,0,263490,100,263491,1382652,157020.989247312,263511,83
248481,310000,263589,0,263591,100,263592,1383496,157864.989247312,263602,83
248582,310000,263690,0,263692,94,263693,1381916,156284.989247312,263711,79
248682,310000,263790,0,263791,100,263792,1383028,157396.989247312,263801,83
248782,310000,263890,0,263892,97,263892,1383400,157768.989247312,263907,81
248883,200000,263991,0,263992,89,263993,1383644,158012.989247312,264010,73
248988,200000,264096,27,264098,74,264100,1383816,158184.989247312,264127,61
249088,200000,264196,27,264198,88,264200,1382324,156692.989247312,264208,74
249188,200000,264296,27,264297,85,264298,1383804,158172.989247312,264302,72
249289,310000,264397,27,264400,100,264401,1384272,158640.989247312,264416,83
249389,310000,264497,27,264499,100,264500,1385164,159532.989247312,264518,83
249490,310000,264598,27,264601,100,264602,1382936,157304.989247312,264619,83
249592,310000,264704,27,264706,100,264707,1383480,157848.989247312,264712,83
249693,310000,264801,27,264804,100,264805,1384100,158468.989247312,264810,83
249746,310000,264854,27,264855,100,264856,1384416,158784.989247312,264860,83
249847,310000,264954,27,264955,100,264956,1385036,159404.989247312,264986,83
249947,310000,265055,27,265069,97,265073,1384000,158368.989247312,265081,82
250048,310000,265155,27,265165,100,265169,1384576,158944.989247312,265183,83
250148,310000,265256,27,265260,100,265263,1387128,161496.989247312,265287,83
250249,310000,265357,27,265358,97,265359,1385936,160304.989247312,265385,81
250350,310000,265458,30,265460,100,265460,1387152,161520.989247312,265483,83
250451,310000,265559,30,265560,100,265562,1384848,159216.989247312,265583,83
250554,310000,265661,30,265663,100,265663,1384472,158840.989247312,265691,83
250654,310000,265762,30,265763,100,265764,1384184,158552.989247312,265796,83
250758,310000,265866,30,265867,97,265868,1384672,159040.989247312,265904,81
250859,310000,265967,0,265969,100,265970,1385440,159808.989247312,266030,83
250961,310000,266068,0,266070,100,266071,1384016,158384.989247312,266094,83
251063,310000,266171,0,266184,100,266186,1384308,158676.989247312,266193,83
251165,310000,266273,0,266278,97,266279,1384356,158724.989247312,266304,81
251266,310000,266374,0,266379,97,266380,1384480,158848.989247312,266407,81
251366,310000,266474,0,266476,100,266478,1383500,157868.989247312,266498,83
251467,310000,266575,0,266582,97,266583,1384184,158552.989247312,266604,81
251568,310000,266675,24,266680,100,266681,1384580,158948.989247312,266699,83
251668,310000,266776,0,266783,100,266784,1384748,159116.989247312,266823,83
251768,310000,266876,0,266884,97,266885,1385516,159884.989247312,266905,81
251868,310000,266976,0,266987,100,266993,1383384,157752.989247312,267007,83
251969,310000,267077,0,267078,100,267079,1383708,158076.989247312,267086,83
252069,310000,267182,0,267184,100,267187,1384300,158668.989247312,267195,83
252170,310000,267278,0,267279,100,267280,1384820,159188.989247312,267292,83
252270,310000,267383,0,267385,100,267386,1385464,159832.989247312,267391,83
252371,310000,267478,0,267480,100,267481,1383112,157480.989247312,267492,83
252478,310000,267586,0,267587,97,267588,1383904,158272.989247312,267602,81
252578,310000,267686,0,267687,100,267688,1384032,158400.989247312,267694,83
252678,310000,267786,0,267788,100,267789,1384456,158824.989247312,267808,83
252781,310000,267892,22,267894,100,267896,1382836,157204.989247312,267910,83
252888,310000,267996,22,267997,100,267999,1382836,157204.989247312,268016,83
252988,200000,268096,22,268097,100,268099,1383336,157704.989247312,268110,83
253092,200000,268200,22,268201,100,268202,1383736,158104.989247312,268215,83
253193,310000,268301,22,268322,100,268330,1383076,157444.989247312,268339,83
253293,310000,268401,22,268403,100,268404,1383012,157380.989247312,268414,83
253394,310000,268501,22,268503,100,268504,1383008,157376.989247312,268510,83
253494,310000,268602,0,268603,97,268604,1383436,157804.989247312,268610,81
253595,310000,268702,0,268704,100,268705,1383732,158100.989247312,268710,83
253695,310000,268805,0,268807,100,268809,1382804,157172.989247312,268840,83
253796,310000,268904,0,268905,97,268906,1383672,158040.989247312,268914,81
253896,310000,269004,0,269005,100,269006,1384044,158412.989247312,269012,83
253997,310000,269104,0,269106,100,269107,1384228,158596.989247312,269113,83
254097,310000,269205,0,269206,100,269207,1382660,157028.989247312,269219,83
254197,310000,269305,29,269306,100,269307,1382660,157028.989247312,269314,83
254298,310000,269406,29,269407,97,269408,1383516,157884.989247312,269427,81
254400,310000,269508,29,269509,100,269510,1384308,158676.989247312,269516,83
254501,310000,269608,29,269610,100,269612,1384928,159296.989247312,269630,83
254602,200000,269710,29,269711,100,269712,1383848,158216.989247312,269718,83
254703,310000,269811,29,269813,100,269814,1383848,158216.989247312,269820,83
254808,310000,269917,29,269920,100,269921,1384220,158588.989247312,269934,83
254910,310000,270018,29,270021,97,270023,1384660,159028.989247312,270056,81
255011,310000,270120,29,270137,100,270138,1382796,157164.989247312,270153,83
255112,310000,270220,29,270221,96,270222,1383664,158032.989247312,270237,81
255212,310000,270320,29,270321,100,270322,1384084,158452.989247312,270330,83
255314,310000,270422,29,270423,100,270424,1384048,158416.989247312,270434,83
255415,310000,270523,29,270524,100,270525,1384176,158544.989247312,270545,83
255529,310000,270650,20,270651,100,270652,1384480,158848.989247312,270681,83
255581,310000,270689,20,270690,94,270691,1381988,156356.989247312,270718,79
255682,310000,270792,20,270800,100,270803,1382284,156652.989247312,270819,83
255788,310000,270896,20,270897,97,270899,1383020,157388.989247312,270920,81
255888,310000,270996,20,270998,97,270999,1382768,157136.989247312,271011,81
255989,310000,271097,20,271103,84,271105,1381392,155760.989247312,271110,71
256089,310000,271197,20,271198,100,271207,1381216,155584.989247312,271226,83
256190,310000,271297,20,271299,100,271301,1382368,156736.989247312,271323,83
256290,200000,271398,20,271408,95,271410,1382776,157144.989247312,271439,80
256400,200000,271508,20,271509,95,271510,1382684,157052.989247312,271539,80
256501,200000,271608,20,271610,100,271611,1381428,155796.989247312,271621,83
256601,200000,271709,27,271710,100,271712,1382384,156752.989247312,271730,83
256702,200000,271810,27,271811,100,271812,1382976,157344.989247312,271827,83
256802,310000,271910,27,271912,100,271913,1383172,157540.989247312,271955,83
256908,310000,272016,27,272018,97,272019,1382052,156420.989247312,272040,81
257009,310000,272118,27,272120,100,272121,1382428,156796.989247312,272134,83
257110,310000,272219,27,272220,100,272221,1382352,156720.989247312,272257,83
257211,310000,272319,27,272323,100,272324,1383068,157436.989247312,272353,83
257312,310000,272426,27,272427,100,272428,1383660,158028.989247312,272458,83
257411,310000,272519,27,272521,100,272522,1381460,155828.989247312,272549,83
257528,310000,272636,27,272637,100,272639,1382176,156544.989247312,272664,83
257578,310000,272686,27,272687,95,272688,1382584,156952.989247312,272704,80
257679,310000,272786,27,272788,100,272788,1383052,157420.989247312,272820,83
257779,310000,272887,27,272888,100,272889,1381744,156112.989247312,272895,83
257880,310000,272988,0,272990,100,272991,1381752,156120.989247312,273021,83
257980,310000,273089,0,273091,97,273092,1381812,156180.989247312,273109,81
258081,310000,273191,0,273202,100,273203,1382264,156632.989247312,273221,83
258182,310000,273290,0,273291,97,273292,1382512,156880.989247312,273317,81
258282,310000,273390,0,273406,95,273406,1382740,157108.989247312,273416,80
258383,310000,273491,0,273492,96,273493,1382488,156856.989247312,273500,81
258483,200000,273591,0,273593,97,273594,1382844,157212.989247312,273602,81
258583,200000,273691,0,273692,100,273693,1383172,157540.989247312,273702,83
258684,200000,273792,0,273793,100,273794,1381748,156116.989247312,273803,83
258785,200000,273893,0,273894,100,273895,1382284,156652.989247312,273902,83
258887,200000,274000,0,274004,100,274009,1382764,157132.989247312,274025,83
258987,310000,274095,26,274096,100,274097,1383060,157428.989247312,274103,83
259139,310000,274247,26,274248,98,274249,1382008,156376.989247312,274261,82
259240,310000,274347,26,274349,89,274351,1382792,157160.989247312,274365,74
259292,310000,274400,26,274402,95,274403,1382916,157284.989247312,274427,79
259394,310000,274502,26,274503,100,274504,1383164,157532.989247312,274510,83
259496,310000,274604,26,274607,100,274608,1383940,158308.989247312,274642,83
259597,310000,274704,26,274712,97,274713,1382400,156768.989247312,274736,81
259699,310000,274807,26,274808,97,274809,1382588,156956.989247312,274826,81
259799,310000,274907,26,274908,94,274909,1383100,157468.989247312,274945,79
259900,200000,275008,26,275009,100,275010,1383224,157592.989247312,275040,83
260000,310000,275108,26,275110,100,275111,1383504,157872.989247312,275156,83
260101,310000,275209,26,275210,97,275211,1382536,156904.989247312,275245,81
260202,310000,275310,26,275312,100,275313,1383404,157772.989247312,275337,83
