Time  [ms],GPU Frequency [KHz],Time  [ms],GPU Load [%],Time  [ms],CPU Load [%],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
116609,310000,131716,25,131718,100,131719,1368152,142520.989247312,131758,100
116714,310000,131821,0,131823,100,131824,1366460,140828.989247312,131843,98
116815,310000,131922,0,131924,97,131924,1366856,141224.989247312,131957,100
116916,310000,132024,0,132040,97,132044,1367676,142044.989247312,132058,97
117016,310000,132124,0,132134,96,132136,1367684,142052.989247312,132165,97
117117,310000,132225,0,132226,100,132227,1365804,140172.989247312,132258,100
117217,310000,132325,0,132326,100,132327,1365988,140356.989247312,132338,100
117318,310000,132426,0,132427,100,132428,1366644,141012.989247312,132436,100
117418,310000,132526,0,132527,100,132528,1367088,141456.989247312,132540,100
117519,310000,132627,0,132628,100,132629,1367232,141600.989247312,132655,100
117619,310000,132727,0,132728,100,132729,1367476,141844.989247312,132743,100
117722,310000,132830,27,132831,100,132832,1367820,142188.989247312,132848,100
117823,310000,132930,27,132932,97,132932,1368316,142684.989247312,132968,97
117923,310000,133031,27,133032,100,133033,1368376,142744.989247312,133039,100
118024,310000,133132,0,133133,100,133134,1368180,142548.989247312,133165,100
118124,310000,133232,0,133234,100,133235,1368400,142768.989247312,133257,100
118225,310000,133332,0,133334,100,133335,1366016,140384.989247312,133359,100
118325,310000,133433,0,133434,100,133444,1366512,140880.989247312,133460,100
118426,310000,133533,0,133538,100,133550,1366960,141328.989247312,133569,100
118527,310000,133635,0,133636,100,133637,1367208,141576.989247312,133644,100
118627,310000,133736,0,133737,100,133738,1368324,142692.989247312,133805,100
118732,310000,133840,0,133843,100,133844,1367372,141740.989247312,133869,100
118833,310000,133941,0,133943,100,133944,1367868,142236.989247312,133966,100
118933,310000,134041,0,134044,100,134047,1368236,142604.989247312,134064,100
119036,310000,134144,0,134146,100,134147,1368908,143276.989247312,134168,100
119140,310000,134248,29,134249,100,134250,1366504,140872.989247312,134283,100
119240,310000,134348,29,134349,97,134350,1366752,141120.989247312,134370,97
119342,310000,134450,29,134451,100,134453,1367372,141740.989247312,134461,100
119443,310000,134551,29,134556,100,134556,1368116,142484.989247312,134562,100
119548,310000,134656,29,134657,100,134658,1368568,142936.989247312,134676,100
119649,310000,134756,29,134757,100,134758,1367100,141468.989247312,134774,100
119749,310000,134857,29,134858,100,134859,1367124,141492.989247312,134864,100
119849,310000,134957,29,134959,100,134960,1368140,142508.989247312,134966,97
119968,310000,135075,29,135077,89,135077,1368648,143016.989247312,135096,91
120018,310000,135126,29,135127,100,135128,1368584,142952.989247312,135134,100
120119,310000,135227,29,135228,100,135229,1368932,143300.989247312,135240,100
120219,310000,135327,29,135328,97,135329,1366624,140992.989247312,135334,97
120320,310000,135428,29,135429,100,135432,1366748,141116.989247312,135475,100
120425,310000,135532,29,135534,100,135535,1367236,141604.989247312,135548,100
120525,310000,135633,29,135634,100,135635,1367732,142100.989247312,135643,100
120625,310000,135733,29,135734,100,135739,1366484,140852.989247312,135746,100
120726,310000,135834,24,135842,97,135844,1366856,141224.989247312,135867,97
120826,310000,135934,24,135941,100,135942,1367224,141592.989247312,135948,100
120927,310000,136035,24,136041,100,136042,1368276,142644.989247312,136052,100
121027,310000,136135,24,136138,92,136142,1368756,143124.989247312,136170,92
121128,200000,136237,24,136240,80,136241,1366972,141340.989247312,136247,76
121228,200000,136336,24,136337,69,136338,1367228,141596.989247312,136352,70
121329,200000,136436,24,136438,67,136438,1367216,141584.989247312,136443,66
121429,200000,136537,24,136539,81,136540,1368704,143072.989247312,136548,83
121530,310000,136638,24,136640,100,136641,1367360,141728.989247312,136661,100
121631,310000,136739,24,136740,97,136741,1367536,141904.989247312,136746,97
121731,310000,136839,24,136840,100,136842,1367900,142268.989247312,136869,100
121831,310000,136939,24,136940,100,136942,1368024,142392.989247312,136961,100
121934,310000,137042,35,137043,100,137043,1368764,143132.989247312,137055,100
122036,310000,137143,35,137144,100,137145,1366592,140960.989247312,137149,100
122144,310000,137255,35,137257,100,137258,1370420,144788.989247312,137267,100
122244,310000,137352,35,137353,91,137353,1368148,142516.989247312,137360,91
122344,400000,137453,35,137454,100,137455,1369316,143684.989247312,137467,100
122446,310000,137554,35,137556,100,137558,1369288,143656.989247312,137575,100
122546,310000,137654,35,137655,100,137656,1368956,143324.989247312,137668,100
122646,310000,137754,35,137755,100,137756,1369256,143624.989247312,137777,100
122747,310000,137855,35,137856,100,137857,1370024,144392.989247312,137875,100
122847,310000,137955,35,137956,97,137957,1368144,142512.989247312,137962,97
122949,310000,138057,35,138058,100,138059,1368020,142388.989247312,138071,100
123050,310000,138158,35,138159,100,138160,1368676,143044.989247312,138200,100
123150,310000,138258,35,138259,100,138260,1369172,143540.989247312,138272,100
123251,310000,138359,35,138360,100,138361,1369640,144008.989247312,138409,100
123352,310000,138459,35,138460,100,138461,1368836,143204.989247312,138476,100
123452,310000,138560,35,138561,100,138562,1368912,143280.989247312,138575,100
123553,310000,138661,35,138662,100,138663,1369284,143652.989247312,138688,100
123653,310000,138761,26,138762,97,138763,1369532,143900.989247312,138786,97
123754,310000,138862,26,138863,100,138864,1367832,142200.989247312,138876,100
123854,310000,138962,26,138963,100,138964,1367932,142300.989247312,138976,100
123955,310000,139063,26,139064,100,139065,1368000,142368.989247312,139075,100
124055,310000,139163,26,139164,100,139168,1368032,142400.989247312,139178,100
124156,310000,139263,26,139265,97,139266,1368776,143144.989247312,139292,97
124256,310000,139364,26,139365,100,139366,1367624,141992.989247312,139372,100
124357,310000,139465,26,139466,100,139467,1368160,142528.989247312,139476,100
124457,310000,139565,26,139566,100,139567,1368408,142776.989247312,139578,100
124558,310000,139665,26,139666,100,139667,1368952,143320.989247312,139681,100
124659,310000,139766,26,139767,100,139768,1367404,141772.989247312,139780,100
124759,310000,139867,26,139868,97,139868,1367720,142088.989247312,139878,97
124859,310000,139967,0,139968,100,139969,1367812,142180.989247312,139985,100
124961,310000,140069,0,140070,100,140071,1367940,142308.989247312,140097,100
125068,310000,140177,0,140178,100,140182,1368364,142732.989247312,140197,100
125165,310000,140277,0,140279,97,140281,1369256,143624.989247312,140296,97
125265,310000,140373,28,140375,100,140376,1367628,141996.989247312,140396,100
125366,310000,140474,28,140476,100,140477,1368204,142572.989247312,140500,100
125467,310000,140575,28,140576,100,140578,1368252,142620.989247312,140585,100
125567,310000,140675,28,140676,100,140678,1368584,142952.989247312,140689,100
125668,310000,140776,28,140777,100,140778,1368840,143208.989247312,140791,100
125768,310000,140876,28,140877,97,140878,1367656,142024.989247312,140884,97
125878,310000,140986,0,140989,100,140990,1368244,142612.989247312,140996,100
125979,310000,141086,0,141088,100,141088,1368748,143116.989247312,141093,100
126079,310000,141186,0,141188,100,141189,1369244,143612.989247312,141215,100
126181,310000,141289,0,141290,100,141291,1369368,143736.989247312,141316,100
126282,310000,141390,0,141391,95,141392,1366972,141340.989247312,141411,95
126382,310000,141490,0,141491,100,141492,1367552,141920.989247312,141512,100
126483,310000,141591,0,141592,100,141593,1368500,142868.989247312,141611,100
126583,310000,141691,0,141692,100,141694,1368780,143148.989247312,141722,100
126684,310000,141792,0,141793,100,141794,1367784,142152.989247312,141799,100
126784,310000,141892,0,141893,100,141894,1368196,142564.989247312,141900,100
126885,310000,141993,27,141998,85,141999,1370828,145196.989247312,142012,84
126986,310000,142094,27,142096,89,142099,1369108,143476.989247312,142116,88
127087,310000,142195,27,142196,100,142203,1369380,143748.989247312,142223,100
127187,310000,142294,27,142295,97,142296,1368200,142568.989247312,142302,97
127287,310000,142395,27,142397,100,142397,1368444,142812.989247312,142411,100
127388,310000,142495,27,142496,100,142497,1369064,143432.989247312,142511,100
127488,310000,142596,27,142597,89,142598,1370056,144424.989247312,142612,88
127589,310000,142696,0,142698,97,142698,1367748,142116.989247312,142715,97
127689,310000,142797,0,142798,100,142799,1367840,142208.989247312,142815,100
127790,310000,142897,0,142898,100,142899,1368532,142900.989247312,142921,100
127890,310000,142997,0,142999,100,143000,1368576,142944.989247312,143034,100
127990,310000,143098,0,143099,100,143100,1369240,143608.989247312,143148,100
128091,310000,143199,0,143200,100,143201,1368336,142704.989247312,143220,100
128191,310000,143299,0,143300,100,143301,1368460,142828.989247312,143317,100
128292,310000,143400,0,143401,100,143402,1368484,142852.989247312,143420,100
128392,310000,143500,0,143501,100,143502,1368560,142928.989247312,143508,100
128493,310000,143600,0,143602,97,143603,1369052,143420.989247312,143608,97
128593,310000,143701,28,143702,97,143702,1368316,142684.989247312,143708,97
128693,310000,143801,28,143802,90,143803,1368136,142504.989247312,143817,90
128794,310000,143902,28,143903,97,143904,1367724,142092.989247312,143910,97
128895,200000,144002,28,144004,100,144005,1368448,142816.989247312,144009,100
128995,310000,144103,28,144104,100,144105,1368824,143192.989247312,144127,100
129095,310000,144203,0,144204,97,144205,1367416,141784.989247312,144210,97
129196,310000,144304,0,144305,100,144307,1367568,141936.989247312,144315,100
129298,310000,144406,0,144408,100,144409,1367580,141948.989247312,144427,100
129400,310000,144508,0,144509,95,144511,1368656,143024.989247312,144529,94
129500,310000,144608,0,144609,100,144610,1369028,143396.989247312,144629,100
129604,310000,144711,0,144713,100,144713,1368248,142616.989247312,144729,100
129704,310000,144812,0,144813,100,144814,1368620,142988.989247312,144820,100
129805,310000,144913,0,144914,100,144915,1369040,143408.989247312,144920,100
129905,310000,145013,0,145014,100,145015,1369436,143804.989247312,145021,100
130006,310000,145113,0,145115,100,145116,1369864,144232.989247312,145142,100
130107,310000,145215,0,145216,100,145217,1369028,143396.989247312,145238,100
130207,310000,145315,32,145316,95,145317,1369524,143892.989247312,145329,95
130308,310000,145416,32,145417,100,145418,1370084,144452.989247312,145431,100
130409,310000,145517,32,145519,100,145520,1370576,144944.989247312,145534,100
130510,310000,145618,32,145619,97,145620,1368920,143288.989247312,145636,97
130610,310000,145718,32,145719,100,145720,1369316,143684.989247312,145726,100
130711,310000,145819,32,145820,100,145821,1370556,144924.989247312,145845,100
130817,310000,145925,32,145927,100,145928,1370944,145312.989247312,145956,100
130916,310000,146025,32,146027,100,146033,1371440,145808.989247312,146051,100
131016,310000,146125,32,146127,100,146127,1369592,143960.989247312,146133,100
131114,310000,146222,32,146223,100,146224,1369988,144356.989247312,146231,100
131217,310000,146326,32,146327,100,146328,1370732,145100.989247312,146333,100
131318,310000,146426,32,146428,100,146430,1370956,145324.989247312,146452,100
131419,310000,146527,26,146528,100,146529,1369548,143916.989247312,146542,100
131519,310000,146627,26,146628,100,146629,1369720,144088.989247312,146648,100
131623,310000,146730,26,146731,97,146732,1370412,144780.989247312,146750,97
131723,310000,146831,26,146832,97,146835,1370780,145148.989247312,146855,97
131833,310000,146945,26,146953,100,146955,1369100,143468.989247312,146967,100
131883,310000,146991,26,146992,100,146993,1369100,143468.989247312,147000,100
131984,310000,147092,26,147093,100,147094,1369096,143464.989247312,147100,100
132085,310000,147193,26,147194,97,147195,1369716,144084.989247312,147200,97
132185,310000,147293,0,147294,95,147295,1370532,144900.989247312,147328,95
132286,310000,147394,0,147395,100,147396,1368600,142968.989247312,147424,100
132387,310000,147494,0,147496,100,147497,1368912,143280.989247312,147507,100
132487,310000,147595,0,147596,100,147597,1369528,143896.989247312,147602,100
132588,310000,147695,0,147697,97,147697,1369776,144144.989247312,147703,97
132688,310000,147796,0,147797,100,147798,1370072,144440.989247312,147804,100
132788,310000,147896,0,147898,100,147898,1370244,144612.989247312,147923,100
132908,310000,148016,0,148017,100,148018,1369128,143496.989247312,148023,100
132998,310000,148106,0,148107,100,148108,1369468,143836.989247312,148113,100
133099,310000,148206,0,148208,97,148208,1369716,144084.989247312,148214,97
133199,310000,148307,0,148308,97,148309,1370532,144900.989247312,148328,97
133299,310000,148407,27,148408,100,148409,1368896,143264.989247312,148426,100
133404,310000,148512,27,148515,97,148516,1369640,144008.989247312,148539,97
133500,310000,148609,27,148610,100,148611,1370012,144380.989247312,148617,100
133602,310000,148709,27,148711,100,148712,1370632,145000.989247312,148719,100
133703,310000,148811,27,148812,100,148813,1369152,143520.989247312,148825,100
133803,310000,148911,27,148913,97,148914,1369648,144016.989247312,148921,97
133905,310000,149013,27,149014,95,149016,1370360,144728.989247312,149032,94
134006,310000,149113,27,149114,97,149115,1370924,145292.989247312,149127,97
134106,310000,149214,27,149215,95,149215,1370412,144780.989247312,149228,95
134210,310000,149317,27,149318,97,149319,1368076,142444.989247312,149337,97
134311,310000,149419,27,149430,95,149431,1368392,142760.989247312,149437,95
134412,310000,149520,25,149521,100,149522,1369136,143504.989247312,149540,100
134512,310000,149620,25,149621,100,149622,1369232,143600.989247312,149633,100
134613,310000,149720,0,149721,97,149722,1367936,142304.989247312,149735,97
134718,310000,149827,0,149829,97,149831,1368400,142768.989247312,149841,97
134816,310000,149930,0,149931,97,149932,1368652,143020.989247312,149942,97
134917,310000,150025,0,150027,82,150030,1369120,143488.989247312,150038,83
135019,310000,150128,0,150131,82,150132,1367628,141996.989247312,150140,82
135119,310000,150227,0,150229,78,150230,1367748,142116.989247312,150237,78
135219,200000,150327,0,150328,92,150329,1369236,143604.989247312,150343,92
135320,310000,150428,0,150430,100,150431,1369856,144224.989247312,150444,100
135421,310000,150528,0,150530,100,150531,1370360,144728.989247312,150539,100
135521,310000,150629,0,150630,100,150631,1369008,143376.989247312,150641,100
135621,310000,150729,0,150730,97,150731,1369164,143532.989247312,150743,97
135722,310000,150829,0,150830,97,150831,1369388,143756.989247312,150839,97
135822,310000,150930,32,150931,100,150932,1369972,144340.989247312,150938,100
135927,310000,151047,32,151048,100,151050,1374108,148476.989247312,151060,100
136027,310000,151134,32,151136,97,151136,1370292,144660.989247312,151150,97
136150,310000,151257,32,151259,100,151260,1370364,144732.989247312,151272,100
136200,310000,151308,0,151310,100,151312,1370364,144732.989247312,151326,100
136303,310000,151411,0,151412,97,151413,1371356,145724.989247312,151419,97
136404,310000,151512,0,151514,100,151515,1369980,144348.989247312,151520,100
136505,310000,151613,0,151615,97,151616,1370772,145140.989247312,151623,97
136605,310000,151713,0,151714,100,151715,1370984,145352.989247312,151720,100
136706,310000,151813,0,151814,100,151815,1372000,146368.989247312,151825,100
136806,310000,151914,0,151916,100,151918,1372320,146688.989247312,151932,97
136958,310000,152066,0,152067,98,152068,1369984,144352.989247312,152088,100
137018,310000,152125,0,152126,96,152127,1369836,144204.989247312,152132,96
137122,310000,152230,0,152231,95,152232,1370356,144724.989247312,152242,95
137223,310000,152331,0,152332,100,152333,1371100,145468.989247312,152348,100
137323,310000,152431,25,152432,100,152433,1370020,144388.989247312,152445,100
137424,310000,152531,25,152533,100,152533,1370268,144636.989247312,152546,100
137524,310000,152632,25,152633,100,152634,1370764,145132.989247312,152641,100
137625,310000,152732,25,152733,100,152734,1371384,145752.989247312,152765,100
137726,310000,152834,25,152835,100,152836,1369976,144344.989247312,152850,100
137827,310000,152935,25,152936,100,152937,1370040,144408.989247312,152957,100
137927,310000,153035,25,153036,100,153037,1370588,144956.989247312,153055,100
138028,310000,153135,25,153137,100,153137,1371060,145428.989247312,153155,100
138128,310000,153236,25,153237,100,153238,1371680,146048.989247312,153266,100
138229,310000,153336,25,153338,97,153338,1370500,144868.989247312,153351,97
138329,310000,153437,25,153438,100,153439,1370820,145188.989247312,153447,100
138430,310000,153537,25,153539,100,153539,1370944,145312.989247312,153558,100
138538,310000,153645,25,153646,100,153647,1371440,145808.989247312,153666,100
138638,310000,153746,25,153747,100,153748,1369828,144196.989247312,153753,100
138738,310000,153846,26,153847,100,153848,1370248,144616.989247312,153852,100
138838,310000,153946,26,153947,100,153948,1370864,145232.989247312,153967,100
138940,310000,154048,26,154049,97,154050,1371100,145468.989247312,154071,97
139040,310000,154148,26,154150,100,154151,1371924,146292.989247312,154185,100
139140,310000,154248,26,154249,97,154250,1369728,144096.989247312,154279,97
139241,310000,154349,26,154350,100,154351,1370472,144840.989247312,154360,100
139341,310000,154449,26,154450,100,154451,1371488,145856.989247312,154466,100
139442,310000,154549,26,154551,100,154551,1371736,146104.989247312,154561,100
139549,310000,154657,26,154658,100,154659,1370460,144828.989247312,154675,100
139643,310000,154751,26,154755,100,154756,1370460,144828.989247312,154779,85
139743,310000,154851,26,154860,100,154862,1370880,145248.989247312,154869,83
139844,310000,154951,26,154953,100,154955,1371400,145768.989247312,154962,83
139944,310000,155052,26,155053,100,155054,1371596,145964.989247312,155093,83
140044,310000,155152,0,155153,97,155155,1369196,143564.989247312,155161,81
140145,310000,155253,0,155255,100,155256,1369912,144280.989247312,155262,83
140245,310000,155353,0,155355,100,155356,1370036,144404.989247312,155362,83
140346,310000,155454,0,155455,97,155456,1370532,144900.989247312,155463,81
140446,310000,155554,0,155556,100,155562,1371524,145892.989247312,155568,83
140547,310000,155655,0,155658,100,155662,1371824,146192.989247312,155677,83
140647,310000,155755,0,155757,97,155760,1376100,150468.989247312,155776,81
140748,310000,155855,0,155861,100,155866,1377148,151516.989247312,155871,83
140871,310000,155979,27,155982,100,155983,1376112,150480.989247312,156017,83
140971,310000,156079,27,156080,100,156081,1377008,151376.989247312,156097,83
141074,310000,156182,27,156184,100,156185,1377596,151964.989247312,156218,83
141178,310000,156285,27,156287,100,156288,1378264,152632.989247312,156293,83
141228,310000,156336,27,156337,100,156338,1378608,152976.989247312,156376,83
141328,310000,156436,27,156438,97,156439,1376924,151292.989247312,156452,81
141429,310000,156537,27,156539,97,156540,1376924,151292.989247312,156575,81
141530,310000,156638,27,156639,97,156640,1377612,151980.989247312,156648,81
141630,200000,156738,27,156739,100,156740,1378356,152724.989247312,156754,83
141738,200000,156846,27,156848,100,156849,1376076,150444.989247312,156869,83
141839,200000,156947,27,156949,100,156950,1376652,151020.989247312,156969,83
141941,310000,157049,27,157050,100,157051,1377496,151864.989247312,157070,83
142044,310000,157152,27,157153,100,157154,1378216,152584.989247312,157162,83
142152,310000,157260,27,157262,97,157263,1376772,151140.989247312,157280,81
142253,310000,157361,27,157362,97,157363,1376968,151336.989247312,157380,81
142353,310000,157462,27,157463,97,157464,1377536,151904.989247312,157476,82
142454,310000,157562,27,157563,100,157569,1378260,152628.989247312,157581,83
142555,310000,157663,27,157664,100,157678,1378628,152996.989247312,157695,83
142656,310000,157764,27,157786,100,157787,1376572,150940.989247312,157793,83
142756,310000,157864,27,157865,100,157866,1376868,151236.989247312,157882,83
142858,310000,157966,27,157967,100,157968,1377484,151852.989247312,157983,83
142958,310000,158066,27,158067,100,158068,1378588,152956.989247312,158087,83
143059,310000,158166,27,158167,87,158168,1376960,151328.989247312,158180,73
143162,310000,158270,27,158285,90,158286,1377664,152032.989247312,158291,77
143262,310000,158369,24,158371,100,158372,1378428,152796.989247312,158393,83
143362,310000,158470,24,158472,94,158473,1378576,152944.989247312,158494,80
143463,310000,158571,24,158574,100,158578,1376368,150736.989247312,158585,83
143568,310000,158685,24,158689,100,158690,1376936,151304.989247312,158700,83
143669,310000,158778,24,158780,100,158781,1376660,151028.989247312,158787,83
143769,310000,158877,24,158878,100,158879,1377032,151400.989247312,158896,83
143873,310000,158981,0,158982,100,158983,1377480,151848.989247312,158989,83
143975,310000,159083,0,159084,100,159085,1376284,150652.989247312,159100,83
144075,310000,159183,0,159184,97,159186,1377224,151592.989247312,159201,81
144177,310000,159285,0,159286,100,159288,1377844,152212.989247312,159296,83
144280,310000,159388,0,159389,100,159392,1378464,152832.989247312,159421,83
144381,310000,159489,0,159490,97,159491,1376104,150472.989247312,159505,81
144488,310000,159597,0,159598,100,159599,1376724,151092.989247312,159636,83
144590,310000,159698,25,159699,100,159700,1377468,151836.989247312,159718,83
144690,310000,159798,25,159800,100,159800,1378088,152456.989247312,159818,83
144792,310000,159901,25,159917,97,159920,1376756,151124.989247312,159930,82
144894,310000,160001,25,160003,100,160004,1377028,151396.989247312,160015,83
144994,310000,160102,25,160103,97,160105,1377564,151932.989247312,160113,81
145094,310000,160202,25,160203,100,160204,1378456,152824.989247312,160213,83
145195,310000,160303,25,160306,100,160307,1378924,153292.989247312,160335,83
145297,310000,160405,25,160407,100,160408,1376788,151156.989247312,160427,83
145403,310000,160511,25,160513,100,160514,1377256,151624.989247312,160521,83
145504,310000,160612,25,160613,100,160617,1377576,151944.989247312,160627,83
145605,200000,160713,25,160714,100,160716,1377948,152316.989247312,160739,83
145708,310000,160816,25,160827,100,160829,1377020,151388.989247312,160845,83
145809,310000,160917,25,160919,100,160920,1377268,151636.989247312,160975,83
145869,310000,160977,26,160988,100,160990,1377804,152172.989247312,161013,83
145960,310000,161068,26,161069,96,161070,1378052,152420.989247312,161089,81
146072,310000,161180,26,161182,100,161183,1378300,152668.989247312,161198,83
146172,310000,161281,26,161282,100,161283,1377196,151564.989247312,161297,83
146276,310000,161383,26,161385,97,161389,1377332,151700.989247312,161409,82
146376,310000,161484,26,161485,97,161488,1378124,152492.989247312,161501,81
146477,310000,161585,26,161586,100,161594,1378592,152960.989247312,161601,83
146578,310000,161686,26,161695,100,161697,1378888,153256.989247312,161717,83
146678,310000,161786,26,161796,100,161797,1377424,151792.989247312,161813,83
146779,310000,161886,26,161888,100,161897,1377916,152284.989247312,161913,83
146879,310000,161987,26,161988,100,161990,1378012,152380.989247312,162012,83
146988,310000,162096,26,162104,100,162105,1378720,153088.989247312,162135,83
147090,310000,162198,26,162199,100,162200,1377156,151524.989247312,162219,83
147191,310000,162299,26,162300,97,162301,1377528,151896.989247312,162322,81
147292,310000,162400,0,162401,100,162403,1377900,152268.989247312,162418,83
147392,310000,162500,27,162502,100,162503,1378272,152640.989247312,162516,83
147493,310000,162601,27,162602,100,162603,1378892,153260.989247312,162621,83
147593,310000,162701,0,162703,100,162704,1377860,152228.989247312,162720,83
147694,310000,162802,0,162804,100,162805,1377860,152228.989247312,162811,83
147798,310000,162905,0,162907,97,162908,1378768,153136.989247312,162914,81
147895,310000,163003,0,163004,100,163005,1379284,153652.989247312,163027,83
147995,310000,163103,0,163105,100,163106,1377016,151384.989247312,163112,83
148096,310000,163204,0,163205,100,163207,1377636,152004.989247312,163221,83
148198,310000,163306,0,163307,100,163308,1377852,152220.989247312,163314,83
148302,310000,163410,0,163412,100,163413,1378592,152960.989247312,163444,83
148403,310000,163510,0,163512,100,163514,1379036,153404.989247312,163545,83
148505,310000,163612,0,163614,100,163615,1377756,152124.989247312,163622,83
148606,310000,163714,0,163715,100,163716,1377928,152296.989247312,163722,83
148708,310000,163816,21,163817,100,163818,1378288,152656.989247312,163834,83
148808,310000,163916,21,163917,100,163918,1378904,153272.989247312,163934,83
148909,310000,164017,21,164018,100,164019,1379852,154220.989247312,164031,83
149010,310000,164118,21,164119,97,164120,1376812,151180.989247312,164127,81
149110,310000,164218,21,164220,95,164221,1377280,151648.989247312,164230,79
149211,310000,164319,21,164320,80,164321,1377580,151948.989247312,164329,68
149311,310000,164419,21,164420,85,164421,1378796,153164.989247312,164427,71
149412,310000,164520,21,164521,100,164522,1377268,151636.989247312,164541,83
149512,310000,164620,21,164621,100,164622,1378260,152628.989247312,164632,83
149613,310000,164721,21,164722,94,164723,1377188,151556.989247312,164730,79
149713,310000,164821,21,164822,97,164823,1377932,152300.989247312,164828,81
149814,310000,164922,21,164923,97,164924,1378620,152988.989247312,164953,81
149914,310000,165022,28,165023,100,165025,1376224,150592.989247312,165031,83
150015,310000,165123,28,165124,100,165125,1376764,151132.989247312,165131,83
150118,310000,165226,28,165228,100,165229,1377380,151748.989247312,165235,83
150220,310000,165328,28,165329,95,165330,1377956,152324.989247312,165335,80
150321,310000,165429,28,165430,100,165431,1378452,152820.989247312,165494,83
150425,310000,165533,28,165535,97,165536,1377048,151416.989247312,165553,82
150526,310000,165634,28,165635,95,165636,1377452,151820.989247312,165647,76
150626,310000,165734,28,165735,71,165736,1377576,151944.989247312,165749,61
150727,310000,165835,28,165839,91,165841,1380412,154780.989247312,165849,76
150838,310000,165946,28,165947,86,165947,1379320,153688.989247312,165952,72
150941,310000,166049,28,166050,100,166052,1379028,153396.989247312,166065,83
151043,310000,166150,28,166153,100,166154,1379112,153480.989247312,166165,83
151143,310000,166251,28,166252,100,166253,1379608,153976.989247312,166258,83
151248,310000,166355,29,166369,100,166370,1378352,152720.989247312,166377,83
151349,310000,166457,29,166458,100,166459,1378796,153164.989247312,166463,83
151449,310000,166557,29,166558,100,166559,1379536,153904.989247312,166563,83
151550,310000,166657,29,166658,100,166659,1379908,154276.989247312,166663,83
151650,310000,166758,0,166759,100,166759,1380104,154472.989247312,166764,83
151754,310000,166863,0,166866,97,166867,1382032,156400.989247312,166872,81
151855,310000,166963,0,166965,97,166966,1380524,154892.989247312,166978,81
151956,310000,167064,0,167066,100,167067,1380628,154996.989247312,167073,83
152057,310000,167165,0,167166,97,167167,1380740,155108.989247312,167173,81
152159,310000,167267,0,167268,100,167269,1381408,155776.989247312,167306,83
152263,310000,167371,0,167372,100,167373,1381080,155448.989247312,167406,83
152313,310000,167421,0,167422,100,167424,1380780,155148.989247312,167451,83
152464,310000,167572,0,167576,100,167578,1380452,154820.989247312,167584,83
152518,310000,167626,0,167627,95,167628,1380524,154892.989247312,167633,80
152621,310000,167728,0,167730,97,167735,1380896,155264.989247312,167752,81
152719,310000,167827,0,167828,97,167829,1379348,153716.989247312,167836,81
152819,310000,167927,0,167929,97,167930,1379932,154300.989247312,167957,81
152920,310000,168028,0,168029,100,168030,1380540,154908.989247312,168037,83
153025,310000,168132,28,168133,100,168139,1380600,154968.989247312,168152,83
153121,310000,168229,28,168230,100,168231,1380796,155164.989247312,168249,83
153223,310000,168331,0,168332,100,168333,1379244,153612.989247312,168340,83
153323,310000,168431,0,168432,97,168433,1380060,154428.989247312,168464,81
153424,310000,168532,0,168533,100,168534,1381052,155420.989247312,168551,83
153524,310000,168632,0,168634,100,168635,1381944,156312.989247312,168669,83
153625,310000,168733,0,168734,100,168735,1380136,154504.989247312,168768,83
153727,310000,168835,0,168836,97,168837,1380860,155228.989247312,168850,81
153827,310000,168935,0,168936,100,168937,1380984,155352.989247312,168944,83
153938,310000,169045,0,169047,100,169047,1381092,155460.989247312,169053,83
154038,310000,169146,0,169147,100,169148,1381416,155784.989247312,169167,83
154139,310000,169247,0,169248,100,169249,1380156,154524.989247312,169274,83
154240,310000,169347,0,169349,100,169349,1380604,154972.989247312,169372,83
154340,310000,169448,0,169449,100,169450,1380372,154740.989247312,169480,83
154441,310000,169548,0,169550,100,169551,1381288,155656.989247312,169573,83
154543,310000,169650,26,169652,97,169652,1379844,154212.989247312,169679,81
154643,310000,169751,26,169752,100,169753,1379892,154260.989247312,169767,83
154745,310000,169853,26,169854,100,169855,1379988,154356.989247312,169861,83
154846,310000,169953,26,169955,100,169956,1380108,154476.989247312,169961,83
154946,310000,170054,26,170055,100,170056,1380412,154780.989247312,170095,83
155047,310000,170156,26,170160,100,170161,1381240,155608.989247312,170223,83
155153,310000,170261,26,170263,97,170267,1380144,154512.989247312,170299,81
155258,310000,170366,26,170368,100,170369,1380544,154912.989247312,170389,83
155358,310000,170466,26,170467,100,170469,1381308,155676.989247312,170506,83
155459,310000,170566,26,170568,100,170569,1381604,155972.989247312,170596,83
155559,310000,170667,26,170669,100,170670,1379292,153660.989247312,170679,83
155662,310000,170769,0,170771,100,170772,1379292,153660.989247312,170815,83
155766,310000,170873,0,170875,100,170876,1379720,154088.989247312,170900,83
155878,310000,170985,0,170987,100,170988,1379620,153988.989247312,170993,83
155978,310000,171086,0,171088,100,171089,1379420,153788.989247312,171145,83
156079,310000,171186,0,171188,100,171189,1378924,153292.989247312,171202,83
156179,310000,171287,0,171288,100,171289,1379132,153500.989247312,171304,83
156280,310000,171388,28,171389,100,171390,1379924,154292.989247312,171409,83
156380,310000,171488,28,171489,100,171490,1380540,154908.989247312,171514,83
156481,310000,171589,28,171590,100,171591,1378836,153204.989247312,171600,83
