Time  [ms],GPU Frequency [KHz],Time  [ms],GPU Load [%],Time  [ms],CPU Load [%],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
208890,200000,217951,40,217952,95,217953,1311756,99908.4576271186,217962,80
208993,200000,218053,40,218054,74,218055,1317616,105768.457627119,218113,61
209096,200000,218156,40,218201,98,218202,1319604,107756.457627119,218276,82
209224,310000,218284,40,218289,100,218290,1316104,104256.457627119,218302,83
209297,310000,218377,32,218383,94,218385,1313808,101960.457627119,218443,79
209403,310000,218462,32,218464,100,218465,1313676,101828.457627119,218494,83
209509,310000,218569,32,218571,97,218572,1316952,105104.457627119,218615,82
209610,310000,218670,32,218672,100,218673,1314512,102664.457627119,218684,83
209710,200000,218770,32,218772,90,218774,1314228,102380.457627119,218791,75
209821,310000,218881,32,218884,95,218887,1316188,104340.457627119,218901,80
209876,310000,218937,32,218939,100,218943,1314624,102776.457627119,219080,83
210021,310000,219082,32,219084,100,219086,1316088,104240.457627119,219093,83
210120,310000,219180,32,219181,92,219182,1316548,104700.457627119,219201,77
210233,310000,219293,32,219294,95,219296,1317568,105720.457627119,219305,80
210328,310000,219388,32,219390,100,219391,1315852,104004.457627119,219420,83
210429,310000,219489,29,219490,97,219491,1313584,101736.457627119,219508,81
210548,200000,219608,29,219609,83,219610,1320664,108816.457627119,219651,70
210593,200000,219653,29,219658,100,219660,1318776,106928.457627119,219676,83
210699,200000,219759,29,219760,100,219761,1322264,110416.457627119,219805,83
210791,310000,219852,29,219854,100,219855,1319280,107432.457627119,219861,83
210949,310000,220009,29,220011,98,220012,1315560,103712.457627119,220028,82
211069,310000,220129,29,220147,100,220151,1318084,106236.457627119,220166,83
211154,310000,220213,0,220215,100,220224,1315996,104148.457627119,220237,83
211254,310000,220314,0,220316,90,220319,1315584,103736.457627119,220332,75
211369,310000,220429,0,220432,95,220436,1317476,105628.457627119,220452,80
211470,310000,220530,0,220531,100,220533,1315452,103604.457627119,220613,83
211571,310000,220630,0,220632,97,220633,1313664,101816.457627119,220643,81
211687,310000,220751,31,220759,98,220764,1313872,102024.457627119,220789,82
211733,310000,220794,31,220799,100,220805,1313688,101840.457627119,220823,80
211893,310000,220954,31,220956,98,220957,1316156,104308.457627119,220983,83
211992,310000,221052,31,221054,97,221056,1311520,99672.4576271186,221068,81
212099,310000,221159,31,221161,86,221182,1314076,102228.457627119,221246,74
212195,310000,221255,31,221256,100,221257,1314040,102192.457627119,221266,83
212310,310000,221370,31,221401,98,221403,1322492,110644.457627119,221428,82
212405,310000,221465,31,221466,95,221468,1316564,104716.457627119,221487,76
212505,310000,221565,31,221566,97,221571,1314132,102284.457627119,221595,83
212616,310000,221676,31,221677,97,221700,1316704,104856.457627119,221739,82
212718,310000,221778,30,221779,100,221780,1314232,102384.457627119,221819,83
212817,310000,221877,30,221884,97,221886,1311500,99652.4576271186,221894,80
212929,310000,221989,30,222003,75,222004,1317768,105920.457627119,222064,65
213006,310000,222066,30,222072,100,222074,1314820,102972.457627119,222089,83
213112,310000,222172,30,222173,100,222175,1321408,109560.457627119,222247,83
213188,310000,222249,0,222251,100,222252,1317292,105444.457627119,222270,83
213300,310000,222360,0,222361,100,222363,1315124,103276.457627119,222389,83
213442,310000,222502,0,222503,96,222504,1316916,105068.457627119,222578,80
213540,310000,222600,0,222610,97,222611,1314900,103052.457627119,222620,80
213644,200000,222704,0,222705,94,222708,1314264,102416.457627119,222727,81
213744,200000,222805,0,222806,73,222808,1312652,100804.457627119,222819,60
213849,310000,222909,37,222910,93,222911,1318588,106740.457627119,222942,80
213950,310000,223010,37,223011,94,223012,1320084,108236.457627119,223104,78
214050,310000,223111,37,223114,100,223116,1318236,106388.457627119,223130,83
214158,310000,223220,37,223222,90,223223,1317728,105880.457627119,223271,76
214212,310000,223272,37,223274,100,223277,1316024,104176.457627119,223317,83
214306,310000,223366,37,223367,100,223385,1317008,105160.457627119,223412,83
214406,310000,223466,37,223472,100,223488,1315048,103200.457627119,223501,83
214506,310000,223566,37,223567,92,223569,1314552,102704.457627119,223575,72
214619,310000,223679,37,223680,87,223681,1317296,105448.457627119,223736,74
214727,310000,223788,37,223794,95,223797,1315876,104028.457627119,223928,80
214874,310000,223934,37,223935,100,223936,1317612,105764.457627119,223944,83
214928,310000,223989,37,223995,96,224010,1316452,104604.457627119,224059,81
215032,310000,224092,30,224096,97,224097,1317164,105316.457627119,224114,81
215175,310000,224245,30,224246,98,224248,1311196,99348.4576271186,224312,82
215278,310000,224338,0,224340,95,224341,1310788,98940.4576271186,224355,78
215379,310000,224439,0,224440,84,224441,1311332,99484.4576271186,224455,71
215480,310000,224540,0,224541,100,224542,1322824,110976.457627119,224554,83
215609,310000,224669,0,224670,94,224671,1317252,105404.457627119,224740,78
215710,310000,224771,0,224772,97,224774,1314464,102616.457627119,224788,81
215811,310000,224870,0,224872,95,224874,1312800,100952.457627119,224905,79
215920,310000,224979,0,224981,97,224982,1314652,102804.457627119,224993,82
216003,310000,225063,0,225067,96,225069,1316000,104152.457627119,225110,81
216092,310000,225152,0,225157,97,225158,1311752,99904.4576271186,225194,81
216195,310000,225256,0,225258,89,225260,1311156,99308.4576271186,225272,75
216299,310000,225359,37,225360,76,225378,1320688,108840.457627119,225385,65
216409,310000,225469,37,225505,92,225506,1318940,107092.457627119,225580,77
216522,310000,225582,37,225600,100,225602,1316956,105108.457627119,225619,83
216623,310000,225683,0,225685,100,225686,1313956,102108.457627119,225739,83
216732,310000,225792,0,225809,94,225820,1314644,102796.457627119,225876,78
216840,310000,225901,0,225903,97,225906,1314132,102284.457627119,225927,81
216893,310000,225954,0,225957,95,225959,1313960,102112.457627119,226011,80
217002,310000,226063,0,226068,97,226072,1314268,102420.457627119,226084,82
217119,310000,226180,0,226182,78,226183,1318516,106668.457627119,226227,64
217219,310000,226280,0,226281,100,226313,1319384,107536.457627119,226412,83
217353,310000,226413,0,226415,100,226416,1317524,105676.457627119,226432,83
217422,310000,226481,0,226483,100,226484,1315384,103536.457627119,226499,83
217523,310000,226585,0,226588,97,226601,1314804,102956.457627119,226652,82
217646,310000,226719,32,226733,100,226736,1314664,102816.457627119,226745,83
217745,310000,226805,0,226807,96,226824,1313812,101964.457627119,226840,81
217842,310000,226903,0,226906,90,226908,1313164,101316.457627119,226924,75
217943,310000,227003,0,227005,100,227007,1323508,111660.457627119,227041,83
218051,200000,227111,0,227123,95,227124,1316556,104708.457627119,227238,79
218180,310000,227241,0,227243,100,227244,1316256,104408.457627119,227255,83
218251,310000,227312,0,227324,100,227345,1316888,105040.457627119,227379,83
218352,310000,227416,0,227427,92,227456,1316468,104620.457627119,227556,78
218505,310000,227568,0,227569,100,227570,1316172,104324.457627119,227601,83
218571,310000,227631,0,227633,100,227634,1316396,104548.457627119,227658,83
218660,200000,227720,0,227721,93,227723,1310740,98892.4576271186,227739,78
218771,200000,227831,36,227833,97,227836,1314912,103064.457627119,227845,82
218871,310000,227931,36,227932,100,227934,1318968,107120.457627119,228003,83
218973,310000,228033,0,228035,95,228037,1316632,104784.457627119,228048,80
219072,310000,228132,0,228137,92,228144,1314216,102368.457627119,228230,77
219192,310000,228252,0,228307,100,228315,1313376,101528.457627119,228330,82
219271,310000,228331,0,228341,94,228342,1313036,101188.457627119,228352,83
219348,310000,228407,0,228409,96,228413,1313036,101188.457627119,228432,81
219448,310000,228508,0,228509,85,228510,1312444,100596.457627119,228522,72
219600,310000,228660,0,228662,95,228663,1315592,103744.457627119,228679,79
219700,310000,228760,0,228762,94,228763,1318076,106228.457627119,228855,79
219802,310000,228861,0,228867,100,228869,1315964,104116.457627119,228877,83
219904,310000,228964,0,228966,97,228970,1315948,104100.457627119,228982,81
220011,310000,229073,0,229090,97,229139,1317896,106048.457627119,229168,82
220111,310000,229175,34,229189,100,229203,1313292,101444.457627119,229213,77
220214,310000,229274,34,229276,95,229279,1312648,100800.457627119,229298,81
220373,310000,229433,34,229435,90,229436,1323904,112056.457627119,229467,76
220409,310000,229469,34,229470,100,229472,1315624,103776.457627119,229608,83
220550,310000,229614,34,229616,100,229626,1318416,106568.457627119,229635,83
220576,310000,229636,34,229638,100,229639,1319532,107684.457627119,229645,83
220680,310000,229740,34,229741,97,229753,1315368,103520.457627119,229767,82
220847,310000,229948,34,229951,97,229952,1316248,104400.457627119,229977,81
220940,310000,230004,0,230006,100,230008,1315172,103324.457627119,230052,83
220994,310000,230056,0,230059,100,230060,1315008,103160.457627119,230119,83
221094,310000,230159,0,230163,95,230169,1313356,101508.457627119,230175,80
221195,310000,230256,0,230288,93,230289,1317844,105996.457627119,230310,78
221312,310000,230371,33,230373,97,230374,1318772,106924.457627119,230478,83
221428,310000,230488,33,230491,100,230493,1319756,107908.457627119,230511,83
221525,310000,230585,33,230591,95,230602,1317696,105848.457627119,230669,80
221649,310000,230727,33,230729,100,230731,1317220,105372.457627119,230783,83
221749,310000,230831,33,230834,100,230835,1314556,102708.457627119,230856,83
221845,310000,230906,33,230907,92,230909,1314424,102576.457627119,230923,78
221896,310000,230955,33,230956,85,230958,1314796,102948.457627119,230969,71
222001,310000,231060,33,231063,97,231065,1317760,105912.457627119,231082,81
222105,310000,231165,33,231167,95,231168,1316712,104864.457627119,231175,80
222205,310000,231266,33,231270,100,231274,1314204,102356.457627119,231301,83
222308,310000,231369,33,231371,92,231373,1314304,102456.457627119,231385,77
222429,310000,231488,30,231490,97,231491,1316228,104380.457627119,231591,82
222535,310000,231596,30,231615,100,231618,1312104,100256.457627119,231662,83
222622,310000,231682,30,231684,100,231685,1312296,100448.457627119,231709,83
222723,200000,231783,30,231786,77,231787,1312136,100288.457627119,231793,65
222829,310000,231889,30,231890,86,231891,1322760,110912.457627119,231935,72
222939,310000,231999,0,232000,100,232001,1317808,105960.457627119,232126,83
223067,310000,232129,0,232131,100,232137,1317108,105260.457627119,232155,83
223147,310000,232208,0,232210,90,232211,1313460,101612.457627119,232257,77
223249,310000,232309,0,232311,97,232339,1314312,102464.457627119,232390,81
223359,310000,232419,0,232420,100,232422,1314956,103108.457627119,232444,83
223463,310000,232523,0,232528,97,232537,1314160,102312.457627119,232580,82
223561,310000,232621,32,232622,90,232623,1311856,100008.457627119,232629,70
223664,310000,232724,32,232725,82,232726,1320920,109072.457627119,232754,71
223772,310000,232831,32,232833,100,232834,1316164,104316.457627119,232945,83
223895,310000,232955,32,232957,100,232958,1317624,105776.457627119,232974,83
223978,310000,233039,32,233041,91,233080,1315688,103840.457627119,233086,78
224081,310000,233141,32,233143,97,233144,1314560,102712.457627119,233154,80
224179,310000,233239,32,233256,97,233258,1315444,103596.457627119,233267,81
224283,200000,233343,32,233349,94,233350,1314160,102312.457627119,233363,78
224383,200000,233443,32,233444,77,233448,1313740,101892.457627119,233457,64
224483,200000,233543,32,233552,90,233558,1318744,106896.457627119,233584,76
224599,200000,233659,33,233660,97,233661,1318848,107000.457627119,233783,81
224725,310000,233785,33,233787,100,233789,1317828,105980.457627119,233797,83
224809,310000,233869,33,233871,94,233881,1315760,103912.457627119,233892,76
224916,310000,233976,33,233980,95,233983,1316496,104648.457627119,234081,82
225023,310000,234082,33,234084,100,234085,1315868,104020.457627119,234094,83
225074,310000,234134,33,234136,100,234137,1314728,102880.457627119,234168,83
225168,200000,234228,33,234230,82,234231,1313968,102120.457627119,234238,67
225320,310000,234380,33,234383,85,234388,1318932,107084.457627119,234423,72
225427,310000,234487,0,234488,97,234489,1322132,110284.457627119,234496,81
225528,310000,234588,0,234590,97,234592,1319624,107776.457627119,234623,81
225629,310000,234689,0,234690,92,234691,1316784,104936.457627119,234740,77
225737,310000,234797,0,234804,100,234805,1316504,104656.457627119,234885,83
225827,310000,234888,0,234890,100,234892,1318796,106948.457627119,234902,83
225892,310000,234952,35,234966,96,234968,1316748,104900.457627119,234985,81
226043,310000,235103,35,235105,84,235107,1312068,100220.457627119,235122,68
226093,310000,235153,35,235154,63,235155,1312068,100220.457627119,235164,53
226209,310000,235269,35,235270,93,235271,1323220,111372.457627119,235297,78
226312,310000,235372,35,235374,94,235408,1321484,109636.457627119,235415,80
226419,310000,235479,35,235481,100,235482,1317836,105988.457627119,235528,83
226533,310000,235593,35,235609,96,235611,1314760,102912.457627119,235649,80
226642,310000,235702,35,235703,94,235705,1314192,102344.457627119,235810,80
226751,310000,235811,35,235815,100,235816,1314828,102980.457627119,235826,83
226836,310000,235897,35,235899,100,235902,1314364,102516.457627119,235913,83
226933,310000,235993,35,235995,84,235996,1312280,100432.457627119,236005,71
227034,310000,236094,35,236096,95,236097,1319704,107856.457627119,236131,80
227135,310000,236195,35,236215,95,236250,1320416,108568.457627119,236321,80
227263,310000,236322,35,236324,100,236325,1316644,104796.457627119,236347,83
227338,310000,236398,35,236431,100,236446,1317380,105532.457627119,236463,83
227439,310000,236522,35,236526,97,236527,1316688,104840.457627119,236623,81
227564,310000,236624,35,236626,100,236637,1314048,102200.457627119,236649,83
227648,310000,236711,35,236715,100,236716,1312644,100796.457627119,236738,83
227746,310000,236806,35,236807,91,236809,1313136,101288.457627119,236817,76
227846,310000,236906,35,236909,86,236934,1320224,108376.457627119,236952,75
227999,310000,237059,35,237060,96,237061,1322456,110608.457627119,237137,80
228100,310000,237161,35,237163,92,237166,1317952,106104.457627119,237199,78
228201,310000,237260,35,237263,100,237265,1315556,103708.457627119,237293,83
228256,310000,237316,35,237321,100,237323,1315780,103932.457627119,237354,83
228369,310000,237429,33,237431,100,237432,1318420,106572.457627119,237476,83
228463,310000,237523,33,237535,94,237538,1316796,104948.457627119,237550,78
228563,200000,237623,33,237624,91,237625,1313644,101796.457627119,237636,75
228669,200000,237729,33,237730,83,237731,1320232,108384.457627119,237789,70
228771,200000,237831,33,237832,100,237834,1316608,104760.457627119,237940,81
228892,310000,237952,33,237953,97,237960,1325068,113220.457627119,237990,83
229026,310000,238087,33,238090,92,238091,1316444,104596.457627119,238141,77
229082,310000,238145,33,238155,100,238158,1316132,104284.457627119,238176,83
229199,310000,238258,33,238260,97,238261,1319284,107436.457627119,238315,81
229299,310000,238359,33,238360,100,238361,1316620,104772.457627119,238392,81
229400,310000,238460,34,238461,97,238463,1315864,104016.457627119,238492,83
229500,310000,238560,34,238562,93,238564,1317904,106056.457627119,238595,78
229603,310000,238663,34,238665,94,238666,1313224,101376.457627119,238681,79
229705,310000,238764,34,238766,100,238767,1320692,108844.457627119,238796,83
229809,310000,238878,34,238880,93,238882,1313588,101740.457627119,238941,77
229918,200000,238978,34,238980,97,238981,1314200,102352.457627119,238993,81
230021,200000,239081,34,239082,97,239106,1315092,103244.457627119,239151,82
230121,200000,239190,34,239191,97,239192,1312408,100560.457627119,239212,81
230220,310000,239281,34,239283,100,239286,1311920,100072.457627119,239295,83
230321,310000,239388,34,239389,86,239391,1321424,109576.457627119,239410,72
230429,310000,239489,37,239490,97,239492,1317636,105788.457627119,239598,81
230539,310000,239599,37,239605,100,239606,1316940,105092.457627119,239625,83
230635,310000,239695,37,239697,100,239700,1313204,101356.457627119,239720,83
230736,200000,239796,37,239797,97,239803,1313872,102024.457627119,239846,82
230855,200000,239915,37,239917,97,239921,1314564,102716.457627119,239963,81
230938,200000,239998,37,240000,100,240002,1314432,102584.457627119,240025,83
231038,200000,240098,37,240100,97,240101,1311848,100000.457627119,240111,80
231138,200000,240198,37,240200,92,240201,1320612,108764.457627119,240237,79
231250,200000,240311,37,240312,97,240369,1322152,110304.457627119,240414,82
231356,310000,240420,37,240425,100,240426,1316792,104944.457627119,240440,83
231460,310000,240521,36,240524,100,240555,1315524,103676.457627119,240582,83
231558,310000,240638,36,240640,95,240641,1315456,103608.457627119,240656,79
231659,310000,240718,36,240720,100,240721,1316920,105072.457627119,240743,83
231762,310000,240822,36,240840,95,240842,1314828,102980.457627119,240855,80
231862,310000,240922,36,240924,94,240925,1314444,102596.457627119,240934,78
231962,310000,241022,36,241024,90,241025,1319120,107272.457627119,241058,75
232072,310000,241133,36,241159,98,241238,1320432,108584.457627119,241252,82
232194,310000,241255,36,241258,100,241259,1317456,105608.457627119,241271,83
232281,310000,241341,36,241343,94,241344,1317136,105288.457627119,241374,79
232382,310000,241442,36,241444,100,241445,1314716,102868.457627119,241556,83
232498,310000,241558,36,241561,100,241563,1315708,103860.457627119,241621,83
232593,310000,241663,36,241665,95,241667,1315096,103248.457627119,241678,80
232684,310000,241744,32,241745,96,241746,1315616,103768.457627119,241762,80
232784,310000,241844,32,241846,76,241855,1314864,103016.457627119,241934,67
232886,310000,241947,32,241951,100,241952,1315116,103268.457627119,241961,83
232988,310000,242048,32,242049,92,242050,1319312,107464.457627119,242104,77
233089,310000,242149,0,242151,100,242153,1316236,104388.457627119,242174,83
233193,310000,242255,0,242257,100,242264,1315160,103312.457627119,242278,82
233299,310000,242359,0,242360,97,242361,1312848,101000.457627119,242438,83
233400,310000,242460,0,242462,97,242464,1312004,100156.457627119,242519,82
233501,310000,242561,0,242562,100,242563,1312012,100164.457627119,242578,83
233604,310000,242664,0,242666,78,242667,1316096,104248.457627119,242762,70
233706,310000,242766,0,242767,100,242770,1316168,104320.457627119,242799,83
233838,310000,242914,35,242915,96,242916,1321012,109164.457627119,242940,81
233911,310000,242974,35,242976,100,242977,1316836,104988.457627119,242985,83
234023,310000,243082,35,243084,97,243085,1314600,102752.457627119,243098,81
234128,310000,243199,35,243200,95,243214,1316152,104304.457627119,243234,80
234236,310000,243296,35,243301,100,243303,1315892,104044.457627119,243329,83
234335,200000,243407,35,243409,97,243410,1314004,102156.457627119,243442,80
234434,200000,243494,35,243495,68,243497,1312640,100792.457627119,243504,59
234533,200000,243593,35,243595,82,243610,1320400,108552.457627119,243639,70
234639,200000,243699,35,243701,95,243718,1319132,107284.457627119,243800,80
234787,310000,243848,35,243851,98,243853,1319724,107876.457627119,243880,82
234896,310000,243957,36,243969,93,243971,1314724,102876.457627119,243994,79
234944,310000,244008,36,244016,100,244017,1315424,103576.457627119,244089,83
235064,310000,244124,36,244125,100,244128,1316940,105092.457627119,244146,83
235150,310000,244210,36,244211,100,244212,1315396,103548.457627119,244244,83
235251,310000,244310,36,244312,79,244313,1314472,102624.457627119,244322,64
235351,310000,244412,36,244447,85,244461,1321976,110128.457627119,244485,74
235452,310000,244514,36,244522,100,244524,1314704,102856.457627119,244654,83
235596,310000,244656,36,244658,100,244660,1317360,105512.457627119,244670,83
235652,310000,244713,36,244715,90,244719,1317940,106092.457627119,244731,77
235771,310000,244838,36,244844,96,244867,1317104,105256.457627119,244982,81
235929,310000,244989,36,244991,100,244992,1314596,102748.457627119,245000,83
235971,310000,245031,36,245032,100,245033,1315308,103460.457627119,245050,83
236071,310000,245131,36,245133,92,245141,1314748,102900.457627119,245156,78
236176,310000,245237,34,245239,95,245240,1320976,109128.457627119,245255,79
236279,310000,245340,34,245341,95,245342,1313300,101452.457627119,245357,80
236405,310000,245465,34,245475,97,245477,1313608,101760.457627119,245486,82
236494,310000,245554,34,245555,97,245558,1313328,101480.457627119,245566,81
236609,200000,245668,34,245670,100,245671,1315148,103300.457627119,245688,83
236699,310000,245764,34,245774,100,245775,1315968,104120.457627119,245838,83
236800,310000,245860,0,245862,100,245865,1311924,100076.457627119,245915,83
236901,310000,245961,0,245962,87,245963,1311884,100036.457627119,245968,71
237011,310000,246072,0,246075,93,246077,1316628,104780.457627119,246093,80
237116,310000,246176,0,246187,95,246189,1319632,107784.457627119,246266,80
237217,310000,246277,33,246279,100,246280,1316728,104880.457627119,246291,83
237319,310000,246379,33,246380,97,246382,1314396,102548.457627119,246414,81
237429,310000,246489,33,246490,97,246491,1315036,103188.457627119,246532,81
237535,310000,246595,33,246604,100,246615,1316060,104212.457627119,246626,83
237598,310000,246658,33,246659,96,246661,1314928,103080.457627119,246667,80
237695,310000,246755,33,246760,97,246762,1312376,100528.457627119,246785,81
237795,310000,246855,33,246856,94,246868,1322800,110952.457627119,246897,80
237896,310000,246956,33,246968,94,246969,1318956,107108.457627119,247023,79
238009,310000,247069,33,247084,100,247087,1317468,105620.457627119,247096,83
238102,310000,247162,33,247163,94,247166,1315776,103928.457627119,247240,78
238203,310000,247269,33,247274,100,247320,1315020,103172.457627119,247334,83
238317,310000,247377,33,247379,100,247381,1314516,102668.457627119,247398,80
238410,310000,247469,33,247471,94,247472,1312764,100916.457627119,247488,79
238510,310000,247570,33,247571,78,247572,1312384,100536.457627119,247577,65
238614,310000,247674,33,247675,92,247677,1317852,106004.457627119,247697,80
238719,310000,247779,33,247782,100,247783,1321624,109776.457627119,247871,83
238840,310000,247900,33,247904,97,247906,1319300,107452.457627119,247912,82
238945,310000,248006,33,248016,95,248036,1316100,104252.457627119,248055,79
239054,310000,248114,33,248119,95,248120,1316844,104996.457627119,248231,81
239173,310000,248232,33,248239,100,248244,1316704,104856.457627119,248269,83
239212,310000,248272,33,248281,100,248301,1317544,105696.457627119,248331,83
239312,200000,248372,33,248374,97,248375,1313348,101500.457627119,248382,80
239413,200000,248473,33,248474,58,248475,1313720,101872.457627119,248482,49
239525,200000,248585,37,248587,97,248594,1316252,104404.457627119,248613,81
239631,200000,248691,37,248692,97,248694,1318564,106716.457627119,248769,81
239731,200000,248792,37,248794,100,248796,1316792,104944.457627119,248823,80
239839,200000,248899,37,248900,91,248901,1314064,102216.457627119,248911,79
239943,200000,249003,37,249004,100,249006,1313820,101972.457627119,249086,83
240049,310000,249109,37,249110,97,249112,1314968,103120.457627119,249125,81
240150,310000,249210,37,249211,97,249213,1314328,102480.457627119,249252,81
240250,310000,249310,37,249311,82,249312,1311876,100028.457627119,249324,67
240351,310000,249411,37,249412,84,249413,1319116,107268.457627119,249439,72
240469,310000,249529,37,249548,95,249549,1318620,106772.457627119,249557,80
240567,310000,249633,37,249643,100,249644,1316512,104664.457627119,249658,83
240662,310000,249723,35,249736,97,249738,1316052,104204.457627119,249812,82
240767,310000,249829,35,249831,95,249833,1313740,101892.457627119,249865,76
240837,310000,249897,35,249899,93,249914,1315100,103252.457627119,249927,79
240934,310000,249993,35,249995,100,249997,1317000,105152.457627119,250007,83
241037,200000,250101,35,250103,97,250107,1314392,102544.457627119,250133,81
241137,200000,250197,35,250199,85,250200,1312304,100456.457627119,250209,69
241237,200000,250301,35,250303,97,250305,1321640,109792.457627119,250337,81
241341,200000,250401,35,250403,100,250404,1317480,105632.457627119,250531,83
241473,310000,250533,35,250534,100,250535,1324676,112828.457627119,250567,83
241544,310000,250604,35,250606,100,250607,1320500,108652.457627119,250627,83
241647,310000,250707,35,250712,100,250723,1316368,104520.457627119,250754,83
241747,310000,250807,37,250809,97,250812,1314844,102996.457627119,250847,81
241866,310000,250926,37,250928,100,250932,1314624,102776.457627119,250950,83
241963,310000,251023,37,251024,94,251025,1315096,103248.457627119,251042,78
242063,310000,251124,37,251180,80,251189,1325916,114068.457627119,251227,68
242181,310000,251241,37,251242,100,251244,1318040,106192.457627119,251268,83
242282,310000,251368,37,251371,100,251375,1323140,111292.457627119,251422,83
242383,310000,251443,37,251445,96,251448,1318300,106452.457627119,251457,81
242489,310000,251548,37,251550,91,251551,1317756,105908.457627119,251578,76
242589,200000,251650,37,251652,94,251653,1318396,106548.457627119,251665,79
242703,310000,251764,37,251765,100,251766,1318208,106360.457627119,251782,83
242803,310000,251862,37,251864,95,251866,1314544,102696.457627119,251884,79
242903,310000,251964,30,251965,78,251966,1311168,99320.4576271186,251988,67
243011,310000,252072,30,252073,91,252075,1315796,103948.457627119,252083,75
243115,310000,252175,30,252177,95,252222,1321300,109452.457627119,252279,81
243221,310000,252281,30,252288,100,252289,1316400,104552.457627119,252296,83
243319,310000,252379,30,252390,100,252391,1315368,103520.457627119,252411,83
243420,310000,252479,30,252481,95,252482,1312872,101024.457627119,252523,79
243520,310000,252580,30,252581,97,252582,1315236,103388.457627119,252605,81
243620,310000,252686,30,252688,97,252690,1313304,101456.457627119,252696,81
243721,200000,252782,30,252783,78,252785,1312740,100892.457627119,252794,65
243834,200000,252894,30,252931,73,252932,1322756,110908.457627119,252988,69
243930,200000,252994,30,252996,97,253003,1314256,102408.457627119,253152,80
244093,310000,253153,30,253158,100,253159,1315048,103200.457627119,253166,83
244132,310000,253192,38,253194,100,253195,1317156,105308.457627119,253231,83
244232,310000,253292,38,253294,100,253304,1315276,103428.457627119,253330,83
244339,310000,253399,38,253403,97,253405,1316184,104336.457627119,253482,81
244439,310000,253501,38,253526,96,253554,1313372,101524.457627119,253569,81
244542,310000,253602,38,253604,93,253606,1312684,100836.457627119,253626,75
244659,310000,253718,38,253720,93,253721,1318384,106536.457627119,253767,78
244749,310000,253809,38,253810,91,253811,1316056,104208.457627119,253956,75
244898,310000,253967,38,253979,98,253981,1319272,107424.457627119,254002,83
244959,310000,254019,38,254021,93,254023,1317888,106040.457627119,254036,79
245060,310000,254121,38,254123,97,254125,1315200,103352.457627119,254152,81
245169,310000,254229,38,254230,97,254232,1317264,105416.457627119,254309,81
245270,310000,254330,33,254338,100,254351,1315556,103708.457627119,254376,83
245372,310000,254432,33,254433,94,254434,1315300,103452.457627119,254444,78
245479,310000,254571,33,254573,91,254575,1323552,111704.457627119,254612,76
245583,310000,254643,33,254646,100,254708,1315412,103564.457627119,254753,83
245694,310000,254754,33,254755,100,254760,1320276,108428.457627119,254772,83
245774,200000,254834,33,254843,93,254844,1316224,104376.457627119,254903,80
245884,200000,254944,33,254950,97,254951,1316888,105040.457627119,255083,80
246044,310000,255104,33,255106,98,255108,1315308,103460.457627119,255116,82
246094,310000,255154,33,255156,100,255157,1315748,103900.457627119,255174,83
246199,310000,255258,33,255260,92,255263,1314812,102964.457627119,255276,77
246299,310000,255359,33,255362,100,255364,1319712,107864.457627119,255404,83
246400,310000,255460,37,255461,97,255462,1318576,106728.457627119,255560,81
246501,310000,255570,37,255574,100,255576,1317036,105188.457627119,255609,83
246604,310000,255663,37,255665,94,255666,1313152,101304.457627119,255728,78
246703,310000,255763,37,255764,95,255769,1311680,99832.4576271186,255777,80
246819,310000,255879,37,255880,97,255881,1313880,102032.457627119,255920,81
246915,310000,255975,0,255977,94,255978,1311632,99784.4576271186,255996,79
247017,310000,256077,0,256078,92,256080,1309600,97752.4576271186,256095,77
247122,310000,256182,0,256183,100,256188,1318044,106196.457627119,256217,83
247223,310000,256283,0,256314,96,256315,1318200,106352.457627119,256386,80
247331,310000,256391,0,256393,100,256394,1314552,102704.457627119,256416,83
247428,310000,256488,0,256489,100,256490,1314096,102248.457627119,256569,83
247549,310000,256610,34,256618,97,256619,1312520,100672.457627119,256642,82
247659,310000,256719,34,256720,97,256721,1311908,100060.457627119,256747,81
247760,200000,256821,34,256824,94,256826,1311104,99256.4576271186,256845,80
247860,200000,256920,34,256922,87,256923,1311088,99240.4576271186,256938,71
247915,200000,256975,34,256976,94,256977,1318032,106184.457627119,257056,81
248015,200000,257081,34,257083,97,257178,1311988,100140.457627119,257199,82
248145,310000,257208,34,257219,100,257220,1313732,101884.457627119,257233,83
248216,310000,257276,34,257279,84,257281,1312536,100688.457627119,257300,72
248316,310000,257377,34,257379,97,257381,1313156,101308.457627119,257406,79
248439,310000,257499,34,257501,97,257503,1316440,104592.457627119,257544,83
248543,310000,257610,34,257612,97,257613,1312500,100652.457627119,257651,81
248649,310000,257709,34,257710,95,257711,1311104,99256.4576271186,257736,80
248760,310000,257820,37,257822,97,257824,1315560,103712.457627119,257846,82
248864,310000,257923,0,257925,97,257926,1319548,107700.457627119,257977,81
248965,310000,258025,0,258026,100,258027,1317404,105556.457627119,258045,83
249077,310000,258137,0,258155,100,258156,1314500,102652.457627119,258185,83
249179,310000,258239,0,258243,100,258245,1313952,102104.457627119,258340,83
249292,310000,258352,0,258360,100,258361,1314528,102680.457627119,258380,83
249395,310000,258455,0,258457,97,258458,1313804,101956.457627119,258478,81
