Time  [ms],GPU Frequency [KHz],Time  [ms],GPU Load [%],Time  [ms],CPU Load [%],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
108860,200000,117919,42,117921,73,117922,1366552,154704.457627119,117932,62
108964,310000,118024,42,118027,97,118031,1371748,159900.457627119,118045,82
109069,310000,118129,42,118130,97,118132,1373760,161912.457627119,118233,81
109174,310000,118234,38,118236,100,118253,1372368,160520.457627119,118284,83
109275,310000,118367,38,118375,98,118403,1368480,156632.457627119,118416,82
109384,310000,118444,0,118456,100,118468,1368412,156564.457627119,118565,82
109507,310000,118567,0,118569,97,118577,1367760,155912.457627119,118600,83
109584,310000,118644,0,118647,96,118652,1368400,156552.457627119,118669,80
109684,310000,118744,0,118745,89,118746,1368292,156444.457627119,118754,73
109790,310000,118860,0,118866,97,118875,1369348,157500.457627119,118893,82
109929,310000,119006,0,119007,100,119025,1370548,158700.457627119,119069,83
110011,310000,119071,0,119072,96,119074,1372044,160196.457627119,119086,79
110104,310000,119164,0,119166,100,119171,1371448,159600.457627119,119180,81
110201,200000,119261,0,119266,92,119267,1371648,159800.457627119,119336,79
110302,310000,119362,0,119365,100,119367,1371284,159436.457627119,119421,83
110409,310000,119469,33,119473,95,119477,1368260,156412.457627119,119492,80
110509,310000,119570,33,119574,83,119575,1368156,156308.457627119,119614,68
110610,310000,119670,33,119672,100,119673,1372656,160808.457627119,119707,83
110710,200000,119798,33,119808,100,119828,1379156,167308.457627119,119836,83
110823,310000,119884,0,119886,96,119887,1373544,161696.457627119,119905,80
110926,310000,119986,0,119988,100,119989,1370912,159064.457627119,119999,83
111033,310000,120093,0,120095,95,120098,1371812,159964.457627119,120172,80
111136,310000,120196,0,120197,100,120202,1372460,160612.457627119,120235,83
111252,310000,120312,0,120318,97,120319,1369404,157556.457627119,120330,82
111365,200000,120426,0,120470,83,120471,1376256,164408.457627119,120499,73
111440,200000,120500,0,120502,96,120503,1370428,158580.457627119,120522,79
111569,200000,120628,35,120630,100,120631,1375140,163292.457627119,120686,83
111628,200000,120688,35,120699,100,120703,1370624,158776.457627119,120722,83
111711,200000,120771,35,120824,97,120826,1368328,156480.457627119,120851,82
111813,200000,120878,35,120886,100,120907,1367524,155676.457627119,120998,83
111940,310000,121014,35,121016,98,121018,1368764,156916.457627119,121039,82
112064,310000,121124,35,121126,93,121130,1368640,156792.457627119,121141,78
112114,310000,121175,35,121177,76,121183,1368140,156292.457627119,121198,62
112215,310000,121274,35,121276,78,121278,1366064,154216.457627119,121372,66
112317,310000,121377,35,121382,100,121383,1370548,158700.457627119,121394,83
112420,310000,121481,35,121483,92,121484,1372648,160800.457627119,121564,77
112549,310000,121611,35,121614,98,121618,1370672,158824.457627119,121639,82
112671,310000,121731,35,121762,97,121769,1370132,158284.457627119,121860,82
112802,310000,121861,39,121863,100,121864,1368820,156972.457627119,121915,83
112865,310000,121926,39,121939,100,121943,1367832,155984.457627119,121980,83
112939,310000,121999,39,122001,95,122002,1367740,155892.457627119,122011,80
113049,310000,122109,39,122111,90,122113,1374116,162268.457627119,122160,76
113155,310000,122218,39,122221,95,122223,1368384,156536.457627119,122234,80
113271,310000,122331,39,122332,100,122333,1376096,164248.457627119,122370,83
113355,310000,122415,39,122417,93,122418,1370192,158344.457627119,122456,79
113464,310000,122524,39,122525,100,122531,1370456,158608.457627119,122538,83
113579,310000,122639,39,122641,100,122644,1372680,160832.457627119,122664,83
113686,310000,122746,39,122748,100,122752,1368492,156644.457627119,122769,81
113787,310000,122847,39,122849,86,122849,1367736,155888.457627119,122861,72
113887,310000,122947,36,122949,90,122950,1377608,165760.457627119,122957,75
113989,310000,123049,36,123050,97,123051,1373640,161792.457627119,123114,81
114093,310000,123160,36,123166,100,123172,1371940,160092.457627119,123184,83
114193,310000,123253,36,123255,97,123256,1370444,158596.457627119,123266,81
114294,310000,123354,36,123360,94,123362,1371140,159292.457627119,123393,79
114399,310000,123459,36,123461,100,123494,1372980,161132.457627119,123518,83
114499,310000,123559,36,123571,95,123572,1371336,159488.457627119,123604,78
114547,310000,123607,36,123610,100,123622,1370496,158648.457627119,123651,83
114649,310000,123708,36,123715,83,123716,1370444,158596.457627119,123786,64
114751,310000,123811,36,123813,100,123815,1371288,159440.457627119,123845,83
114900,310000,123960,36,123963,100,123964,1370684,158836.457627119,123982,83
114952,310000,124012,0,124013,84,124014,1371956,160108.457627119,124091,70
115058,310000,124118,31,124119,100,124121,1369900,158052.457627119,124187,83
115214,310000,124274,31,124281,100,124282,1370188,158340.457627119,124293,83
115318,310000,124380,31,124382,100,124384,1368208,156360.457627119,124406,83
115419,200000,124479,31,124481,95,124483,1368444,156596.457627119,124489,76
115521,200000,124582,31,124584,86,124585,1372860,161012.457627119,124604,76
115623,200000,124683,31,124684,97,124685,1372096,160248.457627119,124773,81
115724,200000,124784,31,124786,100,124788,1371380,159532.457627119,124799,83
115828,200000,124889,31,124891,97,124892,1371244,159396.457627119,124924,82
115926,200000,124986,31,124989,100,124990,1370600,158752.457627119,125084,83
116032,310000,125092,31,125101,100,125103,1371104,159256.457627119,125115,83
116138,310000,125202,36,125206,95,125209,1368516,156668.457627119,125219,80
116238,310000,125298,36,125302,87,125304,1368808,156960.457627119,125353,71
116338,310000,125398,36,125399,100,125401,1373176,161328.457627119,125430,82
116439,310000,125514,36,125525,95,125529,1378520,166672.457627119,125564,82
116545,310000,125608,36,125612,100,125614,1375048,163200.457627119,125627,83
116648,310000,125718,36,125719,97,125721,1371272,159424.457627119,125732,82
116747,310000,125807,36,125815,91,125817,1371664,159816.457627119,125906,77
116866,310000,125926,36,125932,100,125933,1371932,160084.457627119,125958,83
116968,310000,126029,36,126031,95,126032,1371120,159272.457627119,126052,79
117067,310000,126128,36,126130,87,126131,1368780,156932.457627119,126142,73
117170,310000,126231,36,126232,100,126233,1372320,160472.457627119,126242,83
117271,310000,126348,0,126349,95,126368,1375732,163884.457627119,126375,81
117373,310000,126433,0,126434,96,126435,1373608,161760.457627119,126454,80
117473,310000,126533,36,126534,95,126536,1371016,159168.457627119,126562,80
117586,310000,126646,36,126658,97,126659,1371912,160064.457627119,126666,82
117687,310000,126746,36,126748,97,126754,1370252,158404.457627119,126783,81
117787,310000,126848,36,126852,97,126857,1371692,159844.457627119,126869,81
117889,310000,126949,36,126950,90,126951,1370752,158904.457627119,126960,75
118010,310000,127070,36,127071,100,127088,1373392,161544.457627119,127109,83
118129,310000,127190,36,127192,97,127193,1376312,164464.457627119,127276,81
118218,310000,127278,36,127280,100,127281,1373608,161760.457627119,127291,83
118272,310000,127332,36,127333,90,127335,1375832,163984.457627119,127411,76
118379,200000,127451,36,127462,100,127463,1374072,162224.457627119,127494,83
118511,200000,127571,36,127572,100,127598,1373836,161988.457627119,127633,83
118591,200000,127652,28,127666,97,127678,1371040,159192.457627119,127702,81
118690,200000,127750,28,127752,91,127754,1370556,158708.457627119,127762,75
118794,200000,127854,28,127856,65,127859,1373744,161896.457627119,127918,57
118895,200000,127955,28,127957,95,127960,1373592,161744.457627119,127982,79
119010,200000,128070,28,128071,100,128076,1377516,165668.457627119,128095,83
119111,200000,128171,28,128176,100,128178,1374044,162196.457627119,128199,83
119219,200000,128279,28,128281,95,128284,1371728,159880.457627119,128312,79
119323,200000,128383,28,128385,97,128386,1374068,162220.457627119,128453,81
119423,200000,128484,28,128486,100,128491,1371788,159940.457627119,128528,83
119524,200000,128584,28,128586,95,128588,1369844,157996.457627119,128599,79
119624,200000,128684,38,128690,94,128693,1370120,158272.457627119,128715,79
119732,310000,128792,38,128794,100,128795,1375156,163308.457627119,128804,83
119849,310000,128909,38,128912,100,128913,1379144,167296.457627119,128986,83
119936,310000,128996,38,129005,100,129008,1374180,162332.457627119,129035,83
120049,310000,129109,38,129111,95,129120,1371592,159744.457627119,129141,80
120150,310000,129213,38,129214,97,129215,1372992,161144.457627119,129246,81
120259,310000,129319,38,129326,97,129329,1374772,162924.457627119,129368,82
120310,310000,129372,38,129377,100,129379,1372924,161076.457627119,129394,83
120411,310000,129471,38,129473,95,129474,1369884,158036.457627119,129485,79
120529,310000,129588,38,129590,72,129591,1376432,164584.457627119,129619,60
120619,310000,129680,38,129682,96,129683,1310396,98548.4576271186,129704,81
120759,310000,129819,36,129821,100,129822,1318720,106872.457627119,129854,83
120861,310000,129921,0,129923,97,129932,1309512,97664.4576271186,129980,81
120964,310000,130033,0,130035,97,130059,1310052,98204.4576271186,130081,82
121023,310000,130083,0,130140,100,130141,1312424,100576.457627119,130164,83
121117,310000,130177,0,130178,100,130180,1310576,98728.4576271186,130209,83
121229,310000,130289,0,130290,93,130299,1309808,97960.4576271186,130319,78
121330,310000,130390,0,130391,100,130392,1316500,104652.457627119,130425,83
121435,310000,130494,0,130496,97,130497,1313444,101596.457627119,130604,82
121546,310000,130606,0,130607,100,130608,1312524,100676.457627119,130615,83
121635,310000,130696,0,130702,95,130710,1312216,100368.457627119,130771,80
121762,310000,130822,0,130825,100,130826,1313816,101968.457627119,130851,83
121844,310000,130904,0,130905,100,130907,1315428,103580.457627119,130965,83
121944,310000,131004,30,131007,95,131008,1310028,98180.4576271186,131017,79
122045,310000,131104,30,131106,89,131107,1310160,98312.4576271186,131122,75
122145,310000,131205,30,131207,97,131208,1320220,108372.457627119,131233,82
122246,310000,131306,30,131315,100,131317,1316872,105024.457627119,131418,83
122359,310000,131427,30,131430,100,131431,1313384,101536.457627119,131450,83
122453,310000,131513,30,131515,93,131516,1311764,99916.4576271186,131559,73
122553,310000,131613,30,131616,94,131620,1313112,101264.457627119,131629,83
122667,310000,131727,30,131728,97,131730,1315348,103500.457627119,131751,82
122760,310000,131820,30,131822,97,131823,1310680,98832.4576271186,131851,81
122861,200000,131921,30,131922,94,131924,1309736,97888.4576271186,131937,79
122972,310000,132033,30,132035,93,132040,1314996,103148.457627119,132060,79
123086,310000,132146,35,132198,100,132221,1321868,110020.457627119,132249,83
123190,310000,132250,35,132252,100,132254,1316164,104316.457627119,132268,83
123277,310000,132338,35,132341,91,132344,1312092,100244.457627119,132364,77
123377,310000,132437,35,132440,100,132441,1313148,101300.457627119,132487,83
123478,310000,132538,35,132545,100,132546,1315812,103964.457627119,132593,83
123581,310000,132649,35,132651,95,132652,1313288,101440.457627119,132667,80
123679,310000,132740,35,132743,91,132744,1310356,98508.4576271186,132752,76
123784,310000,132845,35,132868,82,132870,1321268,109420.457627119,132893,72
123914,310000,132974,35,132975,100,132976,1318096,106248.457627119,133068,83
124015,310000,133076,35,133078,100,133086,1316200,104352.457627119,133099,83
124130,310000,133190,35,133191,97,133193,1314968,103120.457627119,133222,82
124222,310000,133282,32,133284,100,133285,1314312,102464.457627119,133322,83
124327,310000,133387,32,133396,100,133397,1316048,104200.457627119,133423,83
124429,200000,133488,32,133495,94,133496,1314416,102568.457627119,133508,79
124531,200000,133592,32,133593,75,133595,1313780,101932.457627119,133603,60
124584,200000,133645,32,133691,88,133696,1317276,105428.457627119,133704,77
124692,200000,133758,32,133761,100,133762,1313860,102012.457627119,133770,83
124791,200000,133851,32,133852,93,133853,1316548,104700.457627119,133911,78
124895,310000,133957,32,133959,100,133960,1314256,102408.457627119,133976,83
124994,310000,134054,32,134056,91,134057,1312048,100200.457627119,134080,78
125098,310000,134158,32,134159,97,134160,1313580,101732.457627119,134246,81
125196,310000,134259,32,134261,100,134266,1312352,100504.457627119,134321,83
125297,310000,134357,33,134358,90,134366,1310332,98484.4576271186,134376,76
125397,200000,134457,33,134458,73,134459,1310608,98760.4576271186,134476,59
125509,200000,134569,33,134571,97,134572,1315544,103696.457627119,134580,81
125619,200000,134678,33,134680,91,134681,1320132,108284.457627119,134759,76
125716,200000,134776,33,134780,100,134787,1315040,103192.457627119,134801,83
125820,200000,134880,33,134882,97,134887,1311660,99812.4576271186,134899,81
125922,200000,134990,33,135020,98,135021,1313940,102092.457627119,135070,82
126024,310000,135088,33,135110,100,135118,1311728,99880.4576271186,135132,83
126122,310000,135182,33,135183,91,135184,1311824,99976.4576271186,135191,73
126223,310000,135283,33,135287,74,135294,1310244,98396.4576271186,135335,64
126324,310000,135383,35,135385,100,135386,1313724,101876.457627119,135396,83
126445,310000,135505,35,135507,93,135508,1318716,106868.457627119,135515,78
126525,310000,135585,35,135587,100,135593,1316024,104176.457627119,135619,83
126625,310000,135685,35,135687,97,135699,1314216,102368.457627119,135740,81
126731,310000,135791,35,135792,97,135804,1311840,99992.4576271186,135825,81
126858,310000,135919,35,135920,98,135922,1311404,99556.4576271186,135947,82
126942,310000,136004,35,136005,96,136006,1311620,99772.4576271186,136035,81
127043,310000,136102,35,136104,66,136104,1311796,99948.4576271186,136113,51
127143,310000,136203,35,136205,79,136206,1319196,107348.457627119,136276,71
127266,200000,136326,35,136330,97,136334,1315724,103876.457627119,136444,81
127386,200000,136446,35,136447,100,136449,1314852,103004.457627119,136457,83
127413,200000,136473,35,136475,83,136476,1316828,104980.457627119,136503,66
127514,200000,136574,31,136580,100,136581,1314528,102680.457627119,136601,83
127619,310000,136678,31,136680,100,136681,1313080,101232.457627119,136742,83
127719,310000,136779,0,136781,100,136783,1314256,102408.457627119,136804,83
127821,310000,136881,0,136888,97,136890,1314456,102608.457627119,136909,82
127923,310000,136983,0,136984,94,136985,1313164,101316.457627119,136992,79
128024,310000,137084,0,137109,92,137110,1324120,112272.457627119,137116,77
128134,310000,137194,0,137196,96,137197,1311768,99920.4576271186,137209,81
128231,310000,137291,0,137293,100,137294,1317692,105844.457627119,137344,83
128336,310000,137396,0,137399,100,137400,1314112,102264.457627119,137429,83
128440,310000,137501,0,137502,97,137503,1312108,100260.457627119,137527,81
128548,310000,137608,0,137610,100,137611,1312232,100384.457627119,137663,83
128654,200000,137723,31,137730,97,137739,1309804,97956.4576271186,137752,82
128754,200000,137814,31,137816,87,137817,1309576,97728.4576271186,137829,70
128859,200000,137919,31,137920,100,137921,1314048,102200.457627119,137943,83
128964,200000,138024,31,138026,97,138066,1316200,104352.457627119,138139,82
129080,310000,138140,31,138143,100,138144,1313252,101404.457627119,138151,83
129189,310000,138249,0,138251,97,138253,1311536,99688.4576271186,138278,82
129234,310000,138294,0,138331,100,138333,1313284,101436.457627119,138428,83
129369,310000,138433,0,138436,100,138438,1313672,101824.457627119,138468,83
129459,310000,138531,0,138534,100,138550,1309672,97824.4576271186,138569,82
129544,200000,138604,0,138607,93,138613,1309280,97432.4576271186,138620,80
129648,200000,138708,37,138714,100,138721,1314404,102556.457627119,138749,83
129751,200000,138811,37,138813,97,138814,1316292,104444.457627119,138921,81
129862,310000,138922,37,138924,100,138925,1315756,103908.457627119,138938,83
129959,310000,139028,37,139032,100,139033,1312116,100268.457627119,139051,83
130062,310000,139122,37,139131,100,139134,1312392,100544.457627119,139156,83
130165,310000,139224,37,139228,100,139229,1313688,101840.457627119,139255,83
130268,310000,139328,37,139329,97,139330,1312176,100328.457627119,139347,81
130369,200000,139428,37,139430,85,139431,1310100,98252.4576271186,139449,71
130470,310000,139530,37,139532,100,139537,1315104,103256.457627119,139566,83
130572,310000,139632,37,139634,97,139635,1317280,105432.457627119,139703,81
130673,310000,139733,37,139734,100,139735,1314748,102900.457627119,139751,83
130789,310000,139849,32,139850,91,139851,1315308,103460.457627119,139897,76
130899,310000,139962,32,139966,97,139967,1313260,101412.457627119,140076,81
131018,310000,140078,32,140079,100,140084,1313264,101416.457627119,140102,83
131100,310000,140160,32,140161,96,140165,1312396,100548.457627119,140178,81
131201,200000,140261,32,140262,76,140263,1312020,100172.457627119,140288,62
131301,310000,140361,32,140362,86,140363,1318344,106496.457627119,140406,75
131402,310000,140489,0,140490,96,140492,1316064,104216.457627119,140589,80
131542,310000,140602,0,140603,100,140605,1315096,103248.457627119,140619,83
131604,310000,140664,0,140666,96,140668,1314876,103028.457627119,140695,81
131704,310000,140771,0,140777,97,140787,1314932,103084.457627119,140844,82
131809,310000,140869,0,140870,100,140871,1315116,103268.457627119,140899,83
131910,310000,140970,0,140981,97,140983,1313128,101280.457627119,141005,82
132006,310000,141066,33,141068,93,141069,1312496,100648.457627119,141078,78
132164,310000,141224,33,141225,89,141227,1324520,112672.457627119,141272,73
132299,310000,141372,33,141407,96,141408,1318284,106436.457627119,141421,82
132366,310000,141426,33,141428,100,141429,1311908,100060.457627119,141443,83
132469,310000,141528,33,141530,95,141531,1311200,99352.4576271186,141562,79
132572,310000,141632,33,141633,100,141635,1311988,100140.457627119,141646,83
132632,310000,141692,33,141693,100,141695,1314240,102392.457627119,141734,83
132737,310000,141797,33,141800,95,141803,1310356,98508.4576271186,141811,80
132838,310000,141899,33,141901,95,141902,1309772,97924.4576271186,141909,80
132939,310000,141999,33,142000,90,142001,1318560,106712.457627119,142034,76
133048,310000,142108,33,142137,98,142178,1319404,107556.457627119,142184,82
133155,310000,142215,32,142216,100,142217,1318236,106388.457627119,142236,83
133241,310000,142301,32,142303,100,142305,1313320,101472.457627119,142320,83
133349,310000,142409,32,142413,100,142416,1311456,99608.4576271186,142425,83
133465,310000,142524,32,142526,95,142527,1314692,102844.457627119,142608,80
133565,310000,142625,32,142626,100,142628,1312096,100248.457627119,142635,83
133665,310000,142725,32,142726,87,142733,1309664,97816.4576271186,142742,73
133789,310000,142849,32,142850,92,142851,1317448,105600.457627119,142884,76
133875,310000,142935,0,142936,96,142988,1318624,106776.457627119,142995,82
133987,310000,143046,0,143049,100,143050,1316804,104956.457627119,143070,83
134079,310000,143139,0,143140,91,143157,1314200,102352.457627119,143221,79
134181,310000,143270,0,143272,100,143276,1316228,104380.457627119,143285,83
134323,310000,143383,33,143387,100,143393,1313572,101724.457627119,143417,83
134399,310000,143458,33,143460,96,143475,1311848,100000.457627119,143505,81
134448,310000,143509,33,143513,95,143515,1311848,100000.457627119,143522,78
134548,200000,143619,33,143620,90,143621,1319352,107504.457627119,143645,76
134708,310000,143768,33,143770,96,143771,1319036,107188.457627119,143827,81
134769,310000,143829,33,143839,100,143843,1314024,102176.457627119,143855,83
134857,310000,143917,33,143919,96,143920,1313444,101596.457627119,143936,81
134966,310000,144026,33,144028,89,144030,1314284,102436.457627119,144052,75
135081,310000,144141,33,144142,100,144144,1316940,105092.457627119,144172,83
135182,310000,144242,33,144243,97,144245,1314744,102896.457627119,144276,82
135285,310000,144345,33,144347,92,144349,1310988,99140.4576271186,144359,76
135393,310000,144453,33,144454,79,144480,1318312,106464.457627119,144519,70
135493,310000,144553,33,144554,97,144556,1311392,99544.4576271186,144634,80
135617,310000,144677,38,144679,100,144681,1314804,102956.457627119,144696,83
135699,310000,144759,38,144760,96,144762,1311008,99160.4576271186,144855,81
135800,310000,144859,38,144861,97,144867,1310244,98396.4576271186,144919,81
135917,310000,144977,38,144980,100,144984,1310484,98636.4576271186,145020,83
136013,310000,145075,38,145079,94,145092,1309804,97956.4576271186,145107,80
136101,310000,145162,38,145163,91,145164,1309460,97612.4576271186,145185,75
136203,310000,145264,38,145288,100,145305,1312144,100296.457627119,145315,83
136313,310000,145372,38,145374,97,145376,1312416,100568.457627119,145481,80
136423,310000,145483,38,145484,100,145485,1312240,100392.457627119,145494,83
136515,310000,145575,38,145576,94,145597,1312600,100752.457627119,145606,80
136630,310000,145691,38,145694,95,145695,1313780,101932.457627119,145717,79
136739,310000,145799,38,145801,100,145804,1311080,99232.4576271186,145840,83
136840,310000,145900,31,145902,97,145903,1309232,97384.4576271186,145914,81
136940,310000,146000,31,146002,79,146004,1309964,98116.4576271186,146092,66
137041,310000,146101,31,146102,100,146104,1314616,102768.457627119,146123,81
137178,310000,146244,31,146246,98,146247,1321216,109368.457627119,146291,83
137256,310000,146321,31,146325,100,146327,1314300,102452.457627119,146339,83
137354,310000,146414,31,146415,94,146428,1311304,99456.4576271186,146438,80
137462,310000,146522,31,146524,100,146525,1312596,100748.457627119,146604,83
137562,310000,146622,31,146623,95,146625,1311504,99656.4576271186,146633,80
137665,310000,146727,31,146736,97,146737,1309860,98012.4576271186,146751,82
137779,310000,146839,31,146841,94,146842,1316796,104948.457627119,146903,79
137869,310000,146929,33,146932,97,146933,1312732,100884.457627119,146955,81
138017,310000,147077,33,147080,98,147107,1315112,103264.457627119,147119,82
138073,310000,147133,33,147136,95,147139,1317124,105276.457627119,147164,78
138175,310000,147235,33,147238,100,147244,1314588,102740.457627119,147258,83
138294,310000,147354,33,147356,96,147398,1314212,102364.457627119,147430,81
138394,310000,147453,33,147455,100,147456,1311792,99944.4576271186,147479,83
138493,310000,147554,33,147560,84,147562,1311704,99856.4576271186,147572,69
138601,310000,147660,33,147662,78,147663,1317172,105324.457627119,147737,63
138701,310000,147761,33,147762,100,147763,1313260,101412.457627119,147850,83
138840,310000,147904,33,147905,100,147911,1321180,109332.457627119,147941,83
138889,310000,147949,33,147950,100,147951,1317160,105312.457627119,147961,83
138999,310000,148058,28,148060,93,148062,1315112,103264.457627119,148087,78
139119,200000,148198,28,148249,100,148251,1315748,103900.457627119,148310,83
139252,200000,148315,28,148316,96,148320,1314828,102980.457627119,148362,81
139334,200000,148394,28,148398,87,148400,1309732,97884.4576271186,148410,71
139439,200000,148499,28,148500,65,148546,1312576,100728.457627119,148583,62
139545,200000,148604,28,148608,97,148668,1311976,100128.457627119,148731,82
139672,200000,148732,28,148733,100,148734,1320224,108376.457627119,148751,83
139695,200000,148767,28,148770,100,148773,1315328,103480.457627119,148814,83
139847,200000,148907,28,148914,100,148916,1311212,99364.4576271186,148938,83
139965,200000,149026,36,149053,97,149054,1314156,102308.457627119,149082,82
140024,200000,149083,36,149085,100,149086,1313052,101204.457627119,149106,83
140119,200000,149180,36,149182,97,149183,1311688,99840.4576271186,149200,81
140220,200000,149280,36,149281,85,149282,1309948,98100.4576271186,149288,70
140321,200000,149381,36,149383,79,149421,1320740,108892.457627119,149453,71
140422,310000,149482,36,149483,95,149485,1313108,101260.457627119,149493,76
140522,310000,149582,36,149583,100,149584,1320600,108752.457627119,149629,83
140625,310000,149687,0,149689,97,149690,1313976,102128.457627119,149762,82
140725,310000,149785,0,149787,100,149788,1311208,99360.4576271186,149803,83
140849,310000,149909,0,149910,98,149911,1314728,102880.457627119,149968,82
140940,310000,150001,0,150002,97,150004,1312116,100268.457627119,150014,81
141043,310000,150103,0,150104,86,150105,1312268,100420.457627119,150118,72
141159,310000,150219,40,150221,93,150222,1320516,108668.457627119,150239,78
141277,310000,150347,40,150352,96,150353,1317540,105692.457627119,150395,81
141336,310000,150396,40,150431,100,150433,1321012,109164.457627119,150455,83
141429,310000,150488,40,150490,97,150491,1317116,105268.457627119,150512,80
141541,310000,150601,40,150609,95,150611,1314068,102220.457627119,150655,80
141646,310000,150707,40,150710,95,150715,1313668,101820.457627119,150787,79
141744,310000,150814,40,150816,100,150818,1312992,101144.457627119,150826,83
141856,200000,150916,40,150918,97,150919,1311932,100084.457627119,150931,81
141969,200000,151029,40,151030,75,151031,1317584,105736.457627119,151099,63
142057,200000,151117,40,151123,100,151130,1313724,101876.457627119,151247,83
142189,310000,151249,40,151250,100,151251,1320760,108912.457627119,151257,83
142261,310000,151321,31,151323,93,151325,1316316,104468.457627119,151339,78
142361,310000,151421,31,151423,97,151424,1313648,101800.457627119,151462,82
142464,310000,151525,31,151527,100,151528,1315584,103736.457627119,151614,83
142591,310000,151651,31,151653,98,151654,1312852,101004.457627119,151685,82
142642,200000,151702,31,151703,95,151705,1313496,101648.457627119,151734,80
142743,200000,151802,31,151804,87,151804,1308436,96588.4576271186,151819,73
142843,200000,151903,31,151904,65,151905,1311596,99748.4576271186,151921,55
142943,310000,152003,31,152004,95,152005,1311476,99628.4576271186,152032,79
143062,310000,152172,31,152174,98,152190,1313616,101768.457627119,152206,82
143171,310000,152232,31,152234,100,152235,1311648,99800.4576271186,152263,83
143267,310000,152329,31,152330,97,152331,1310868,99020.4576271186,152345,81
143388,310000,152459,34,152461,96,152463,1313116,101268.457627119,152499,80
143479,200000,152561,34,152563,97,152567,1311508,99660.4576271186,152585,81
143580,200000,152640,34,152641,100,152642,1308608,96760.4576271186,152660,83
143681,200000,152740,34,152742,90,152743,1315504,103656.457627119,152802,75
143790,310000,152850,34,152851,100,152852,1313944,102096.457627119,152964,83
143907,310000,152968,34,152980,100,152983,1314268,102420.457627119,153007,83
143991,310000,153051,34,153054,96,153067,1310652,98804.4576271186,153075,81
144103,310000,153163,34,153165,95,153167,1311220,99372.4576271186,153176,77
144209,310000,153269,34,153270,97,153271,1313348,101500.457627119,153297,83
144270,310000,153332,34,153335,100,153336,1311480,99632.4576271186,153366,83
144372,310000,153433,34,153435,95,153438,1310936,99088.4576271186,153466,80
144472,310000,153533,38,153534,90,153536,1310920,99072.4576271186,153615,75
144573,310000,153633,38,153635,97,153636,1314296,102448.457627119,153656,81
144679,310000,153738,38,153740,100,153741,1317832,105984.457627119,153824,83
144779,310000,153839,38,153840,100,153841,1315788,103940.457627119,153862,83
144881,310000,153953,38,153955,100,153956,1312452,100604.457627119,153976,83
144982,310000,154042,38,154043,97,154044,1313012,101164.457627119,154073,81
145085,310000,154145,38,154147,97,154148,1313808,101960.457627119,154179,82
145190,310000,154250,38,154259,97,154266,1312092,100244.457627119,154276,82
145290,310000,154388,38,154411,87,154430,1318368,106520.457627119,154459,74
145401,310000,154461,38,154462,100,154464,1314720,102872.457627119,154483,78
145509,310000,154569,38,154570,95,154571,1319112,107264.457627119,154636,82
145593,310000,154653,33,154654,100,154656,1316260,104412.457627119,154672,83
145757,310000,154825,33,154826,95,154832,1311692,99844.4576271186,154882,80
145823,310000,154943,33,154945,100,154946,1314648,102800.457627119,154962,83
145909,310000,154970,33,154971,100,154973,1312740,100892.457627119,154993,83
146010,310000,155071,33,155072,100,155074,1311832,99984.4576271186,155092,83
146119,200000,155179,33,155181,88,155182,1314864,103016.457627119,155266,74
146219,310000,155279,33,155281,100,155282,1310108,98260.4576271186,155290,83
146339,310000,155398,33,155400,100,155401,1317788,105940.457627119,155419,83
146423,310000,155485,33,155487,93,155488,1312280,100432.457627119,155550,79
146531,310000,155591,33,155592,97,155593,1311492,99644.4576271186,155718,82
146659,310000,155719,33,155723,100,155725,1312284,100436.457627119,155735,83
146734,310000,155795,33,155803,100,155807,1311684,99836.4576271186,155818,83
146833,310000,155893,31,155900,88,155902,1309052,97204.4576271186,155914,74
146941,310000,156002,31,156004,91,156006,1313672,101824.457627119,156034,75
147046,310000,156107,31,156109,100,156111,1316936,105088.457627119,156185,83
147145,310000,156205,31,156207,100,156215,1314056,102208.457627119,156237,83
147252,310000,156312,31,156314,100,156315,1312376,100528.457627119,156356,83
147369,310000,156429,31,156431,97,156432,1312780,100932.457627119,156452,82
147470,310000,156532,31,156536,100,156539,1312652,100804.457627119,156573,83
147570,310000,156631,31,156640,95,156641,1312384,100536.457627119,156651,79
147672,310000,156732,31,156736,75,156737,1311596,99748.4576271186,156749,65
147779,200000,156839,31,156840,97,156841,1318328,106480.457627119,156877,81
147880,310000,156940,31,156942,97,156943,1315056,103208.457627119,157043,81
147985,310000,157044,0,157046,100,157047,1313416,101568.457627119,157055,83
148089,310000,157148,0,157150,93,157151,1313720,101872.457627119,157165,77
148190,310000,157249,36,157251,97,157252,1314264,102416.457627119,157274,81
148298,310000,157361,36,157368,100,157369,1314076,102228.457627119,157448,83
148423,310000,157488,36,157490,96,157491,1311484,99636.4576271186,157500,80
148529,310000,157589,36,157591,92,157592,1317016,105168.457627119,157635,78
148581,310000,157641,36,157642,100,157643,1315776,103928.457627119,157656,83
148699,310000,157758,0,157760,97,157761,1320232,108384.457627119,157817,82
148791,310000,157851,0,157858,100,157859,1316756,104908.457627119,157893,83
148941,310000,158001,0,158003,96,158011,1313836,101988.457627119,158043,81
149041,310000,158101,0,158103,100,158104,1315624,103776.457627119,158152,83
149142,310000,158204,0,158211,97,158214,1313472,101624.457627119,158252,82
