execute_time,in_depth,input_rows,input_cols,filter_rows,filter_cols,stride_rows,stride_cols,pad_rows,pad_cols,out_depth,out_rows,out_cols,
2.10773,32,28,28,5,5,1,1,2,2,96,28,28,
0.758621,256,28,28,1,1,1,1,0,0,128,28,28,
13.376,128,28,28,3,3,1,1,1,1,192,28,28,
0.777865,256,28,28,1,1,1,1,0,0,128,28,28,
0.124069,480,14,14,1,1,1,1,0,0,64,14,14,
0.037048,480,14,14,1,1,1,1,0,0,16,14,14,
0.064365,16,14,14,5,5,1,1,2,2,48,14,14,
0.2619,480,14,14,1,1,1,1,0,0,96,14,14,
1.09229,96,14,14,3,3,1,1,1,1,204,14,14,
0.814692,480,14,14,1,1,1,1,0,0,192,14,14,
0.052075,508,4,4,1,1,1,1,0,0,128,4,4,
2.8099,3,224,224,7,7,2,2,2,2,64,112,112,
0.231353,64,56,56,1,1,1,1,0,0,64,56,56,
14.6137,64,56,56,3,3,1,1,1,1,192,56,56,
0.04332,192,28,28,1,1,1,1,0,0,16,28,28,
0.171538,16,28,28,5,5,1,1,2,2,32,28,28,
0.273059,192,28,28,1,1,1,1,0,0,96,28,28,
5.31761,96,28,28,3,3,1,1,1,1,128,28,28,
0.179177,192,28,28,1,1,1,1,0,0,64,28,28,
0.086947,192,28,28,1,1,1,1,0,0,32,28,28,
0.241314,256,28,28,1,1,1,1,0,0,64,28,28,
0.138501,256,28,28,1,1,1,1,0,0,32,28,28,
2.00964,32,28,28,5,5,1,1,2,2,96,28,28,
0.752392,256,28,28,1,1,1,1,0,0,128,28,28,
13.3705,128,28,28,3,3,1,1,1,1,192,28,28,
0.759194,256,28,28,1,1,1,1,0,0,128,28,28,
0.130468,480,14,14,1,1,1,1,0,0,64,14,14,
0.026015,480,14,14,1,1,1,1,0,0,16,14,14,
0.060612,16,14,14,5,5,1,1,2,2,48,14,14,
0.293642,480,14,14,1,1,1,1,0,0,96,14,14,
1.06804,96,14,14,3,3,1,1,1,1,204,14,14,
0.80825,480,14,14,1,1,1,1,0,0,192,14,14,
0.064114,508,4,4,1,1,1,1,0,0,128,4,4,
2.82884,3,224,224,7,7,2,2,2,2,64,112,112,
0.241452,64,56,56,1,1,1,1,0,0,64,56,56,
15.3562,64,56,56,3,3,1,1,1,1,192,56,56,
0.05521,192,28,28,1,1,1,1,0,0,16,28,28,
0.171956,16,28,28,5,5,1,1,2,2,32,28,28,
0.266753,192,28,28,1,1,1,1,0,0,96,28,28,
5.37277,96,28,28,3,3,1,1,1,1,128,28,28,
0.192158,192,28,28,1,1,1,1,0,0,64,28,28,
0.085018,192,28,28,1,1,1,1,0,0,32,28,28,
0.266982,256,28,28,1,1,1,1,0,0,64,28,28,
0.128755,256,28,28,1,1,1,1,0,0,32,28,28,
2.07395,32,28,28,5,5,1,1,2,2,96,28,28,
0.776121,256,28,28,1,1,1,1,0,0,128,28,28,
12.927,128,28,28,3,3,1,1,1,1,192,28,28,
0.782911,256,28,28,1,1,1,1,0,0,128,28,28,
0.120977,480,14,14,1,1,1,1,0,0,64,14,14,
0.024363,480,14,14,1,1,1,1,0,0,16,14,14,
0.058779,16,14,14,5,5,1,1,2,2,48,14,14,
0.259115,480,14,14,1,1,1,1,0,0,96,14,14,
1.0857,96,14,14,3,3,1,1,1,1,204,14,14,
0.768271,480,14,14,1,1,1,1,0,0,192,14,14,
0.083975,508,4,4,1,1,1,1,0,0,128,4,4,
2.8614,3,224,224,7,7,2,2,2,2,64,112,112,
0.226694,64,56,56,1,1,1,1,0,0,64,56,56,
14.3271,64,56,56,3,3,1,1,1,1,192,56,56,
0.045905,192,28,28,1,1,1,1,0,0,16,28,28,
0.188134,16,28,28,5,5,1,1,2,2,32,28,28,
0.24245,192,28,28,1,1,1,1,0,0,96,28,28,
4.65671,96,28,28,3,3,1,1,1,1,128,28,28,
0.172806,192,28,28,1,1,1,1,0,0,64,28,28,
0.103687,192,28,28,1,1,1,1,0,0,32,28,28,
0.250118,256,28,28,1,1,1,1,0,0,64,28,28,
0.130985,256,28,28,1,1,1,1,0,0,32,28,28,
2.04839,32,28,28,5,5,1,1,2,2,96,28,28,
0.79121,256,28,28,1,1,1,1,0,0,128,28,28,
13.4492,128,28,28,3,3,1,1,1,1,192,28,28,
0.808298,256,28,28,1,1,1,1,0,0,128,28,28,
0.119662,480,14,14,1,1,1,1,0,0,64,14,14,
0.027688,480,14,14,1,1,1,1,0,0,16,14,14,
0.064395,16,14,14,5,5,1,1,2,2,48,14,14,
0.282091,480,14,14,1,1,1,1,0,0,96,14,14,
1.09472,96,14,14,3,3,1,1,1,1,204,14,14,
0.774719,480,14,14,1,1,1,1,0,0,192,14,14,
0.051129,508,4,4,1,1,1,1,0,0,128,4,4,
2.84609,3,224,224,7,7,2,2,2,2,64,112,112,
0.24233,64,56,56,1,1,1,1,0,0,64,56,56,
14.2223,64,56,56,3,3,1,1,1,1,192,56,56,
0.050469,192,28,28,1,1,1,1,0,0,16,28,28,
0.179723,16,28,28,5,5,1,1,2,2,32,28,28,
0.265426,192,28,28,1,1,1,1,0,0,96,28,28,
4.78801,96,28,28,3,3,1,1,1,1,128,28,28,
0.174891,192,28,28,1,1,1,1,0,0,64,28,28,
0.087833,192,28,28,1,1,1,1,0,0,32,28,28,
0.239959,256,28,28,1,1,1,1,0,0,64,28,28,
0.105851,256,28,28,1,1,1,1,0,0,32,28,28,
2.03745,32,28,28,5,5,1,1,2,2,96,28,28,
0.725513,256,28,28,1,1,1,1,0,0,128,28,28,
13.6018,128,28,28,3,3,1,1,1,1,192,28,28,
0.762936,256,28,28,1,1,1,1,0,0,128,28,28,
0.127688,480,14,14,1,1,1,1,0,0,64,14,14,
0.03589,480,14,14,1,1,1,1,0,0,16,14,14,
0.060319,16,14,14,5,5,1,1,2,2,48,14,14,
0.270054,480,14,14,1,1,1,1,0,0,96,14,14,
0.994299,96,14,14,3,3,1,1,1,1,204,14,14,
0.836173,480,14,14,1,1,1,1,0,0,192,14,14,
