App,Package,Start Time,Duration,Filename
"System",,"Jan. 5, 2018 @ 11:22:52 PM","7 min 23 sec",""

Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
97940,200000,97940,26,97941,100,97942,1372272,97958,100,
98040,200000,98041,26,98043,100,98044,1371084,98053,100,
98141,200000,98141,26,98143,100,98144,1371560,98163,100,
98241,310000,98242,26,98243,100,98244,1371560,98261,100,
98342,310000,98342,26,98343,100,98344,1372056,98349,100,
98442,310000,98443,26,98444,97,98445,1372552,98464,97,
98543,310000,98543,28,98545,100,98545,1370992,98551,100,
98643,310000,98644,28,98649,100,98653,1370940,98677,100,
98744,310000,98744,28,98746,100,98746,1371780,98765,100,
98844,310000,98845,28,98846,100,98847,1372648,98876,100,
98944,200000,98945,28,98947,100,98957,1371464,98973,100,
99045,310000,99046,28,99051,100,99052,1371340,99072,100,
99146,310000,99146,28,99148,100,99149,1371684,99173,100,
99246,310000,99247,28,99248,100,99249,1372080,99258,100,
99347,310000,99347,28,99349,100,99349,1372872,99372,100,
99448,310000,99449,28,99450,97,99455,1370820,99466,97,
99549,310000,99550,28,99551,100,99552,1371440,99580,100,
99650,310000,99651,28,99652,97,99653,1372060,99667,97,
99755,310000,99755,22,99757,100,99757,1372580,99775,100,
99805,310000,99806,22,99807,100,99808,1373144,99818,100,
99906,310000,99906,22,99907,100,99908,1371592,99913,100,
100006,310000,100007,22,100008,100,100009,1372084,100024,100,
100107,310000,100107,22,100108,100,100109,1372576,100114,100,
100207,310000,100208,22,100209,100,100210,1373316,100239,100,
100308,310000,100308,22,100309,100,100310,1371748,100316,100,
100408,310000,100409,0,100410,100,100411,1371756,100426,100,
100509,310000,100509,0,100510,97,100511,1372252,100516,97,
100609,310000,100610,0,100611,100,100612,1372896,100619,100,
100709,310000,100710,0,100713,100,100714,1371364,100728,100,
100812,310000,100813,0,100814,94,100815,1374760,100825,95,
100912,310000,100913,0,100916,91,100918,1371924,100932,90,
101013,310000,101014,0,101015,95,101016,1372892,101028,95,
101125,310000,101125,0,101127,100,101128,1373552,101146,100,
101214,310000,101215,0,101216,100,101217,1371772,101222,100,
101314,310000,101315,29,101316,100,101317,1372392,101339,100,
101415,310000,101415,29,101417,100,101418,1372588,101427,100,
101515,310000,101516,29,101517,100,101519,1373580,101540,100,
101617,310000,101617,29,101619,100,101625,1373652,101654,100,
101720,310000,101721,29,101723,100,101726,1372344,101755,100,
101821,310000,101822,29,101824,100,101825,1372840,101830,100,
101937,310000,101938,29,101941,97,101942,1373832,101971,97,
102045,310000,102046,29,102047,100,102048,1374368,102060,100,
102146,310000,102146,29,102148,97,102148,1372060,102164,97,
102246,310000,102247,29,102248,100,102249,1372284,102256,100,
102347,310000,102347,29,102349,100,102350,1372408,102357,100,
102447,310000,102448,29,102449,97,102451,1372808,102457,97,
102547,310000,102548,29,102549,97,102550,1371924,102556,97,
102648,310000,102649,29,102650,100,102651,1372368,102667,100,
102748,310000,102749,29,102752,97,102753,1373084,102762,97,
102850,310000,102850,28,102852,90,102853,1373852,102862,90,
102950,310000,102951,28,102953,94,102955,1372500,102960,95,
103050,200000,103051,28,103053,95,103055,1372436,103061,95,
103154,200000,103155,28,103156,100,103157,1372436,103162,100,
103256,310000,103257,28,103258,97,103259,1373056,103278,97,
103356,310000,103357,28,103358,97,103359,1373748,103395,97,
103458,310000,103458,28,103460,100,103460,1371948,103472,100,
103558,310000,103559,28,103560,97,103561,1372504,103576,97,
103659,310000,103659,28,103660,100,103661,1373148,103668,100,
103760,310000,103761,28,103762,100,103763,1374016,103773,100,
103867,310000,103867,28,103869,100,103869,1371968,103895,100,
103971,310000,103972,26,103974,95,103975,1372312,103980,95,
104072,310000,104073,26,104075,100,104076,1373056,104081,100,
104172,310000,104173,26,104175,100,104176,1373676,104195,100,
104225,310000,104225,26,104226,100,104227,1374420,104233,100,
104325,310000,104326,26,104327,97,104328,1372600,104351,97,
104428,310000,104429,26,104430,97,104431,1372996,104459,97,
104529,310000,104529,26,104531,100,104532,1374136,104548,100,
104629,310000,104630,0,104631,100,104632,1374232,104662,100,
104730,310000,104730,0,104732,100,104733,1374160,104739,100,
104830,310000,104831,0,104832,100,104833,1374384,104845,100,
104935,310000,104936,0,104937,100,104938,1373132,104943,100,
105035,310000,105036,0,105038,100,105039,1373152,105045,100,
105137,310000,105138,0,105139,100,105140,1373460,105156,100,
105237,310000,105238,0,105239,100,105240,1373484,105259,100,
105338,310000,105338,0,105340,100,105341,1373108,105360,100,
105438,310000,105439,0,105440,100,105441,1374148,105466,100,
105542,310000,105543,0,105545,100,105546,1373876,105576,100,
105658,310000,105659,0,105671,100,105673,1374644,105711,100,
105756,310000,105757,0,105760,100,105762,1374416,105780,100,
105856,310000,105857,0,105864,100,105867,1374636,105889,100,
105957,310000,105958,0,105959,100,105961,1374944,105973,100,
106057,310000,106058,0,106059,100,106065,1375736,106090,100,
106158,310000,106159,24,106163,100,106165,1372728,106179,100,
106258,310000,106259,24,106260,100,106262,1372924,106278,100,
106359,310000,106360,24,106361,100,106363,1373748,106380,100,
106460,310000,106461,24,106463,100,106464,1374292,106492,100,
106561,310000,106563,24,106573,97,106574,1375408,106592,97,
106667,310000,106668,0,106669,100,106670,1373704,106686,100,
106768,310000,106769,0,106771,100,106777,1374224,106809,100,
106868,310000,106869,0,106873,100,106874,1374720,106880,100,
106968,310000,106969,0,106973,100,106975,1375228,107001,100,
107069,310000,107070,0,107071,100,107072,1373232,107103,100,
107169,310000,107170,0,107172,100,107172,1373432,107203,100,
107270,310000,107271,0,107272,100,107273,1373512,107279,100,
107371,400000,107373,0,107382,97,107384,1373732,107397,98,
107472,400000,107474,0,107478,100,107481,1374004,107516,100,
107576,400000,107577,0,107578,100,107579,1372952,107594,100,
107677,400000,107678,0,107680,100,107681,1373772,107692,100,
107777,310000,107778,25,107779,85,107779,1374316,107790,85,
107878,310000,107879,25,107880,100,107881,1374468,107893,100,
107978,310000,107979,25,107980,100,107980,1372748,107987,100,
108078,310000,108079,25,108080,90,108081,1372440,108089,89,
108179,310000,108180,25,108181,100,108182,1372808,108195,100,
108279,310000,108281,25,108283,100,108284,1373676,108293,100,
108389,310000,108390,25,108396,100,108397,1372556,108412,100,
108494,310000,108494,25,108496,92,108497,1372556,108502,93,
108544,310000,108545,0,108549,100,108553,1372728,108563,100,
108645,310000,108646,0,108647,100,108648,1373472,108653,100,
108745,310000,108746,0,108747,100,108748,1374216,108766,100,
108845,310000,108846,0,108849,97,108862,1372028,108873,95,
108946,310000,108947,0,108948,79,108949,1372492,108955,79,
109048,310000,109049,0,109056,73,109058,1372596,109065,73,
109199,200000,109200,32,109201,66,109201,1373652,109217,66,
109299,200000,109300,32,109301,100,109302,1372648,109308,100,
109400,200000,109400,32,109401,97,109402,1373020,109407,97,
109500,310000,109501,32,109502,100,109502,1373144,109516,100,
109554,310000,109556,0,109558,100,109558,1373656,109562,100,
109657,310000,109658,0,109659,97,109660,1373804,109670,97,
109758,310000,109759,0,109760,100,109761,1372420,109766,100,
109859,310000,109859,0,109860,100,109861,1372940,109869,100,
109959,310000,109960,0,109961,100,109962,1372940,109977,100,
110060,310000,110060,0,110061,87,110062,1374352,110070,87,
110160,310000,110161,0,110164,100,110188,1373976,110195,100,
110261,310000,110261,30,110262,97,110263,1373924,110276,96,
110361,310000,110362,30,110363,100,110364,1374044,110390,100,
110462,310000,110463,30,110464,100,110475,1374372,110489,100,
110562,310000,110563,30,110564,100,110565,1375116,110573,100,
110662,310000,110663,30,110665,97,110666,1373628,110673,97,
110763,310000,110764,30,110765,100,110766,1373724,110773,100,
110865,310000,110865,30,110867,95,110870,1374376,110907,95,
110965,310000,110966,30,110967,97,110968,1374868,110979,97,
111065,310000,111066,30,111067,97,111068,1375684,111098,97,
111166,310000,111166,30,111168,100,111169,1373688,111195,100,
111266,310000,111271,30,111273,100,111275,1374432,111283,100,
111368,310000,111369,30,111370,97,111372,1375176,111397,96,
111468,310000,111469,30,111470,95,111471,1375572,111476,95,
111569,310000,111569,30,111571,100,111571,1373484,111592,100,
111669,310000,111670,30,111671,100,111672,1372584,111680,100,
111770,310000,111771,30,111773,100,111774,1373200,111798,100,
111871,310000,111873,25,111874,100,111877,1374400,111882,100,
111972,310000,111973,25,111975,100,111976,1373516,111981,100,
112073,310000,112074,25,112075,100,112076,1374192,112081,100,
112173,310000,112174,25,112175,100,112176,1374716,112182,100,
112274,310000,112275,25,112276,100,112277,1374712,112282,100,
112445,310000,112446,25,112447,98,112447,1373500,112476,98,
112495,310000,112496,25,112497,100,112498,1373940,112504,100,
112596,310000,112597,25,112598,100,112600,1374484,112605,100,
112697,310000,112698,25,112699,100,112700,1374780,112714,100,
112800,310000,112800,25,112802,100,112803,1375448,112816,100,
112900,310000,112901,25,112902,100,112903,1374348,112909,100,
113001,310000,113002,25,113003,100,113004,1374320,113016,100,
113101,310000,113102,25,113103,97,113104,1374396,113115,97,
113203,310000,113203,25,113205,100,113206,1374768,113211,100,
113303,310000,113304,25,113305,100,113306,1372564,113338,100,
113404,310000,113405,23,113406,100,113407,1372812,113413,100,
113505,310000,113506,23,113507,100,113508,1373528,113513,100,
113605,310000,113606,23,113607,100,113608,1374024,113613,100,
113706,310000,113706,23,113708,100,113709,1375016,113723,100,
113806,310000,113808,23,113809,100,113810,1373712,113826,100,
113907,310000,113907,23,113908,100,113909,1374528,113922,100,
114007,310000,114007,23,114009,100,114009,1375020,114014,100,
114107,310000,114108,0,114109,100,114110,1375088,114125,100,
114208,310000,114209,0,114210,100,114211,1374960,114225,100,
114308,310000,114309,0,114310,100,114311,1373780,114326,100,
114411,310000,114412,0,114413,100,114414,1373876,114442,100,
114509,310000,114510,0,114515,100,114516,1374824,114527,100,
114611,310000,114612,0,114613,90,114613,1376172,114619,89,
114712,310000,114712,0,114714,100,114715,1375232,114724,100,
114812,200000,114813,0,114814,100,114815,1375704,114821,100,
114912,310000,114913,0,114915,100,114916,1376224,114922,100,
115013,310000,115014,0,115015,100,115016,1376892,115028,100,
115116,310000,115116,26,115126,100,115127,1377392,115152,100,
115216,310000,115216,26,115218,97,115218,1375156,115244,97,
115316,310000,115317,26,115318,100,115319,1375824,115324,100,
115416,310000,115417,26,115418,100,115419,1375872,115435,100,
115517,310000,115518,0,115519,100,115520,1376616,115536,100,
115617,310000,115618,0,115619,100,115620,1377060,115631,100,
115722,310000,115724,0,115726,100,115727,1374984,115732,100,
115822,310000,115823,0,115825,97,115826,1375340,115832,97,
115922,310000,115923,0,115925,100,115926,1376108,115932,100,
116023,310000,116024,0,116026,100,116027,1376532,116045,100,
116125,310000,116126,0,116127,100,116128,1374024,116142,100,
116235,310000,116235,0,116237,100,116237,1374740,116243,100,
116339,310000,116340,0,116341,97,116342,1375360,116359,97,
116439,310000,116440,0,116441,94,116442,1376276,116447,94,
116539,310000,116540,25,116541,95,116542,1374404,116564,95,
116640,310000,116640,25,116641,94,116642,1375096,116647,95,
116740,200000,116741,25,116742,100,116743,1375592,116748,100,
116841,310000,116841,25,116842,100,116843,1375768,116848,100,
116941,310000,116942,0,116943,97,116944,1376288,116950,97,
117054,310000,117057,0,117058,100,117059,1374644,117064,100,
117159,310000,117159,0,117161,100,117162,1374664,117171,100,
117260,310000,117261,0,117262,84,117262,1375456,117268,84,
117360,310000,117361,0,117362,100,117362,1376008,117367,100,
117460,310000,117461,0,117462,97,117463,1376876,117482,97,
117561,310000,117562,0,117563,97,117564,1375452,117581,97,
117661,310000,117662,0,117663,100,117664,1375948,117686,100,
117762,310000,117763,0,117764,100,117765,1376568,117771,100,
117863,310000,117863,0,117865,100,117866,1377060,117876,100,
117966,310000,117966,0,117968,100,117969,1375140,117979,100,
118017,310000,118018,28,118019,100,118020,1375264,118044,100,
118117,310000,118118,28,118120,100,118120,1376048,118147,100,
118218,310000,118221,28,118223,100,118225,1376788,118250,100,
118320,310000,118321,28,118323,100,118327,1376992,118368,100,
118420,310000,118421,28,118427,100,118428,1375412,118437,100,
118524,310000,118525,28,118526,100,118527,1375508,118532,100,
118625,310000,118625,0,118627,100,118627,1376176,118633,100,
118725,310000,118726,0,118728,100,118729,1376868,118735,100,
118826,310000,118826,0,118828,100,118830,1377264,118847,100,
118927,310000,118927,0,118929,100,118931,1375092,118945,100,
119027,310000,119028,0,119030,97,119031,1375588,119047,97,
119127,310000,119128,0,119130,100,119132,1376348,119158,100,
119228,310000,119229,0,119234,100,119236,1376544,119242,100,
119328,310000,119329,0,119330,100,119331,1376516,119342,100,
119430,310000,119431,0,119433,100,119435,1377380,119456,100,
119530,310000,119531,27,119532,100,119533,1375624,119558,100,
119630,310000,119631,27,119632,100,119633,1375124,119640,100,
119731,310000,119731,0,119733,100,119734,1375396,119740,100,
119831,310000,119832,0,119833,100,119835,1375392,119840,100,
119932,310000,119933,0,119934,100,119935,1375512,119941,100,
120032,310000,120033,0,120037,97,120039,1375780,120066,97,
120133,310000,120134,0,120135,97,120137,1376868,120157,97,
120233,310000,120234,0,120235,100,120236,1375684,120241,100,
120334,310000,120335,0,120336,97,120337,1376376,120342,97,
120435,310000,120435,0,120437,100,120437,1376992,120465,100,
120546,310000,120547,0,120548,100,120549,1378300,120567,100,
120643,310000,120644,0,120646,100,120647,1378396,120654,100,
120745,310000,120745,0,120747,97,120748,1376260,120768,97,
120845,310000,120846,0,120847,100,120852,1376632,120868,100,
120947,310000,120948,0,120949,100,120950,1376656,120970,100,
121046,310000,121047,0,121048,100,121049,1377116,121072,100,
121147,310000,121147,0,121149,97,121150,1377760,121175,97,
121250,310000,121251,26,121252,100,121253,1376204,121271,100,
121351,310000,121352,26,121353,100,121355,1376352,121367,100,
121455,310000,121457,26,121458,80,121468,1376892,121488,81,
121555,310000,121568,26,121569,100,121571,1377460,121594,100,
121660,310000,121661,26,121677,97,121686,1374704,121700,98,
121756,310000,121757,26,121759,95,121760,1375016,121778,93,
121857,310000,121858,26,121860,95,121860,1375684,121886,95,
121958,310000,121959,26,121960,100,121961,1376468,121986,100,
122058,200000,122059,26,122061,100,122063,1376736,122090,100,
122159,200000,122159,26,122160,100,122161,1374416,122177,100,
122259,310000,122260,26,122261,97,122262,1375380,122271,97,
122362,310000,122362,31,122363,100,122364,1375924,122396,100,
122463,310000,122463,31,122465,90,122466,1375896,122488,90,
122565,310000,122566,31,122567,78,122568,1376196,122579,75,
122665,310000,122666,31,122668,80,122669,1375296,122694,80,
122766,200000,122774,31,122775,90,122776,1370272,122782,91,
122867,200000,122868,31,122869,69,122870,1371552,122876,69,
122968,310000,122969,31,122970,100,122971,1372544,122989,100,
123070,310000,123071,0,123072,97,123073,1370196,123079,97,
123170,310000,123171,0,123173,100,123173,1370776,123181,100,
123271,310000,123271,0,123272,100,123274,1371320,123280,100,
123371,310000,123372,0,123373,100,123374,1371540,123404,100,
123475,310000,123475,0,123476,100,123477,1372404,123506,100,
123576,310000,123576,0,123577,100,123578,1370796,123582,100,
123676,310000,123677,30,123678,82,123678,1371916,123682,81,
123777,310000,123777,30,123778,92,123779,1373004,123806,92,
123877,310000,123878,30,123879,100,123880,1373348,123923,100,
123978,310000,123979,30,123980,97,123981,1371816,124000,97,
124079,310000,124080,30,124081,100,124082,1372036,124103,100,
124180,310000,124181,30,124182,97,124183,1372364,124199,97,
124280,310000,124281,30,124282,100,124283,1372460,124302,100,
124381,310000,124382,30,124406,100,124408,1372904,124432,100,
124481,310000,124482,30,124484,100,124485,1371304,124509,100,
124584,310000,124585,30,124586,100,124587,1371964,124616,100,
124682,310000,124683,30,124684,100,124686,1372456,124703,100,
124782,310000,124783,30,124784,100,124785,1372752,124791,100,
124883,310000,124884,0,124885,97,124886,1371048,124891,97,
124983,310000,124984,0,124986,100,124987,1370896,124992,100,
125084,310000,125084,0,125085,100,125086,1370652,125092,100,
125189,310000,125190,0,125192,100,125193,1371644,125211,100,
125300,310000,125301,22,125303,100,125304,1372636,125321,100,
125398,310000,125399,22,125400,100,125401,1371816,125442,100,
125500,310000,125501,22,125502,97,125503,1372112,125518,97,
125601,310000,125602,22,125603,97,125604,1372484,125612,97,
125702,200000,125703,22,125704,100,125705,1372708,125711,100,
125806,200000,125807,22,125808,100,125809,1371224,125814,100,
125906,310000,125907,22,125908,100,125909,1371724,125914,100,
126007,310000,126008,22,126009,100,126010,1372340,126037,100,
126108,310000,126108,22,126109,100,126110,1372860,126118,100,
126208,310000,126209,22,126210,97,126211,1373008,126220,97,
126260,310000,126282,22,126283,100,126284,1371644,126304,100,
126363,310000,126363,22,126365,100,126370,1372212,126396,100,
126465,310000,126465,22,126467,97,126467,1372708,126494,97,
126565,310000,126566,24,126567,100,126568,1372904,126590,100,
126666,310000,126667,24,126669,100,126670,1373356,126698,100,
126766,310000,126767,24,126768,100,126769,1371180,126796,100,
126867,310000,126867,0,126868,100,126869,1371304,126877,100,
126967,310000,126968,0,126969,100,126970,1372568,126995,100,
127067,310000,127068,0,127069,100,127070,1373040,127083,100,
127168,310000,127169,0,127170,100,127171,1371624,127197,100,
127271,310000,127272,0,127281,100,127282,1372040,127287,100,
127372,310000,127376,0,127378,100,127379,1372908,127386,100,
127473,310000,127475,0,127477,100,127478,1373228,127499,100,
127573,310000,127574,0,127575,100,127576,1373324,127600,100,
127674,310000,127674,0,127681,100,127693,1370820,127726,100,
127774,310000,127776,0,127786,100,127787,1366628,127792,100,
127876,310000,127878,0,127880,100,127887,1366928,127905,100,
127977,310000,127978,0,127990,97,127991,1367252,127996,97,
128085,200000,128086,28,128087,100,128088,1365608,128097,100,
128184,310000,128192,28,128195,100,128197,1365892,128219,100,
128286,310000,128287,28,128288,94,128290,1366788,128298,95,
128391,310000,128393,28,128396,86,128397,1366908,128409,86,
128485,310000,128486,28,128491,97,128493,1367260,128509,97,
128590,310000,128591,28,128593,95,128595,1365480,128610,95,
128691,310000,128692,28,128694,100,128695,1365728,128738,100,
128792,310000,128793,28,128795,100,128795,1366224,128809,100,
128893,310000,128896,28,128898,100,128899,1366848,128926,100,
128993,310000,128994,28,129002,100,129005,1366524,129027,100,
129094,310000,129095,28,129096,100,129097,1365964,129112,100,
129194,310000,129195,28,129196,100,129197,1366476,129203,100,
129295,310000,129295,28,129297,100,129297,1366596,129302,100,
129395,310000,129396,0,129397,100,129398,1367512,129421,100,
129505,310000,129505,26,129506,100,129507,1365476,129513,100,
129596,310000,129597,26,129598,100,129599,1365848,129614,100,
129697,310000,129697,26,129699,100,129699,1366840,129715,100,
129798,310000,129799,26,129800,100,129801,1367332,129817,100,
129900,310000,129901,26,129902,100,129903,1365672,129931,100,
130001,310000,130005,26,130007,100,130008,1366140,130016,100,
130102,310000,130103,26,130105,91,130106,1365968,130117,92,
130202,310000,130203,26,130204,95,130206,1367088,130211,95,
130305,310000,130307,26,130308,91,130309,1367704,130314,90,
130403,310000,130404,26,130405,100,130407,1365852,130415,100,
130515,310000,130515,26,130517,100,130519,1366264,130538,100,
130605,310000,130606,26,130608,100,130609,1366784,130614,100,
130706,310000,130707,26,130708,100,130710,1367056,130715,100,
130806,310000,130807,26,130808,100,130809,1367384,130827,100,
130907,310000,130907,26,130909,90,130910,1366552,130927,90,
131007,310000,131008,26,131009,100,131009,1366792,131014,100,
131108,310000,131109,25,131110,94,131111,1367608,131117,94,
131209,310000,131210,25,131214,100,131215,1367732,131255,100,
131312,310000,131313,25,131314,100,131315,1366104,131332,100,
131413,310000,131413,25,131415,97,131416,1366908,131436,97,
131513,310000,131515,25,131519,100,131520,1367732,131552,100,
131615,310000,131616,25,131617,100,131618,1367656,131635,100,
131716,310000,131716,25,131718,100,131719,1368152,131758,100,
131821,310000,131821,0,131823,100,131824,1366460,131843,98,
131922,310000,131922,0,131924,97,131924,1366856,131957,100,
132023,310000,132024,0,132040,97,132044,1367676,132058,97,
132123,310000,132124,0,132134,96,132136,1367684,132165,97,
132224,310000,132225,0,132226,100,132227,1365804,132258,100,
132324,310000,132325,0,132326,100,132327,1365988,132338,100,
132425,310000,132426,0,132427,100,132428,1366644,132436,100,
132525,310000,132526,0,132527,100,132528,1367088,132540,100,
132626,310000,132627,0,132628,100,132629,1367232,132655,100,
132726,310000,132727,0,132728,100,132729,1367476,132743,100,
132829,310000,132830,27,132831,100,132832,1367820,132848,100,
132930,310000,132930,27,132932,97,132932,1368316,132968,97,
133030,310000,133031,27,133032,100,133033,1368376,133039,100,
133131,310000,133132,0,133133,100,133134,1368180,133165,100,
133231,310000,133232,0,133234,100,133235,1368400,133257,100,
133332,310000,133332,0,133334,100,133335,1366016,133359,100,
133432,310000,133433,0,133434,100,133444,1366512,133460,100,
133533,310000,133533,0,133538,100,133550,1366960,133569,100,
133634,310000,133635,0,133636,100,133637,1367208,133644,100,
133734,310000,133736,0,133737,100,133738,1368324,133805,100,
133839,310000,133840,0,133843,100,133844,1367372,133869,100,
133940,310000,133941,0,133943,100,133944,1367868,133966,100,
134040,310000,134041,0,134044,100,134047,1368236,134064,100,
134143,310000,134144,0,134146,100,134147,1368908,134168,100,
134247,310000,134248,29,134249,100,134250,1366504,134283,100,
134347,310000,134348,29,134349,97,134350,1366752,134370,97,
134449,310000,134450,29,134451,100,134453,1367372,134461,100,
134550,310000,134551,29,134556,100,134556,1368116,134562,100,
134655,310000,134656,29,134657,100,134658,1368568,134676,100,
134756,310000,134756,29,134757,100,134758,1367100,134774,100,
134856,310000,134857,29,134858,100,134859,1367124,134864,100,
134956,310000,134957,29,134959,100,134960,1368140,134966,97,
135075,310000,135075,29,135077,89,135077,1368648,135096,91,
135125,310000,135126,29,135127,100,135128,1368584,135134,100,
135226,310000,135227,29,135228,100,135229,1368932,135240,100,
135326,310000,135327,29,135328,97,135329,1366624,135334,97,
135427,310000,135428,29,135429,100,135432,1366748,135475,100,
135532,310000,135532,29,135534,100,135535,1367236,135548,100,
135632,310000,135633,29,135634,100,135635,1367732,135643,100,
135732,310000,135733,29,135734,100,135739,1366484,135746,100,
135833,310000,135834,24,135842,97,135844,1366856,135867,97,
135933,310000,135934,24,135941,100,135942,1367224,135948,100,
136034,310000,136035,24,136041,100,136042,1368276,136052,100,
136134,310000,136135,24,136138,92,136142,1368756,136170,92,
136235,200000,136237,24,136240,80,136241,1366972,136247,76,
136335,200000,136336,24,136337,69,136338,1367228,136352,70,
136436,200000,136436,24,136438,67,136438,1367216,136443,66,
136536,200000,136537,24,136539,81,136540,1368704,136548,83,
136637,310000,136638,24,136640,100,136641,1367360,136661,100,
136738,310000,136739,24,136740,97,136741,1367536,136746,97,
136838,310000,136839,24,136840,100,136842,1367900,136869,100,
136938,310000,136939,24,136940,100,136942,1368024,136961,100,
137041,310000,137042,35,137043,100,137043,1368764,137055,100,
137143,310000,137143,35,137144,100,137145,1366592,137149,100,
137251,310000,137255,35,137257,100,137258,1370420,137267,100,
137351,310000,137352,35,137353,91,137353,1368148,137360,91,
137451,400000,137453,35,137454,100,137455,1369316,137467,100,
137553,310000,137554,35,137556,100,137558,1369288,137575,100,
137653,310000,137654,35,137655,100,137656,1368956,137668,100,
137753,310000,137754,35,137755,100,137756,1369256,137777,100,
137854,310000,137855,35,137856,100,137857,1370024,137875,100,
137954,310000,137955,35,137956,97,137957,1368144,137962,97,
138056,310000,138057,35,138058,100,138059,1368020,138071,100,
138157,310000,138158,35,138159,100,138160,1368676,138200,100,
138257,310000,138258,35,138259,100,138260,1369172,138272,100,
138358,310000,138359,35,138360,100,138361,1369640,138409,100,
138459,310000,138459,35,138460,100,138461,1368836,138476,100,
138559,310000,138560,35,138561,100,138562,1368912,138575,100,
138660,310000,138661,35,138662,100,138663,1369284,138688,100,
138760,310000,138761,26,138762,97,138763,1369532,138786,97,
138861,310000,138862,26,138863,100,138864,1367832,138876,100,
138961,310000,138962,26,138963,100,138964,1367932,138976,100,
139062,310000,139063,26,139064,100,139065,1368000,139075,100,
139162,310000,139163,26,139164,100,139168,1368032,139178,100,
139263,310000,139263,26,139265,97,139266,1368776,139292,97,
139363,310000,139364,26,139365,100,139366,1367624,139372,100,
139464,310000,139465,26,139466,100,139467,1368160,139476,100,
139564,310000,139565,26,139566,100,139567,1368408,139578,100,
139665,310000,139665,26,139666,100,139667,1368952,139681,100,
139766,310000,139766,26,139767,100,139768,1367404,139780,100,
139866,310000,139867,26,139868,97,139868,1367720,139878,97,
139966,310000,139967,0,139968,100,139969,1367812,139985,100,
140068,310000,140069,0,140070,100,140071,1367940,140097,100,
140175,310000,140177,0,140178,100,140182,1368364,140197,100,
140272,310000,140277,0,140279,97,140281,1369256,140296,97,
140372,310000,140373,28,140375,100,140376,1367628,140396,100,
140473,310000,140474,28,140476,100,140477,1368204,140500,100,
140574,310000,140575,28,140576,100,140578,1368252,140585,100,
140674,310000,140675,28,140676,100,140678,1368584,140689,100,
140775,310000,140776,28,140777,100,140778,1368840,140791,100,
140875,310000,140876,28,140877,97,140878,1367656,140884,97,
140985,310000,140986,0,140989,100,140990,1368244,140996,100,
141086,310000,141086,0,141088,100,141088,1368748,141093,100,
141186,310000,141186,0,141188,100,141189,1369244,141215,100,
141288,310000,141289,0,141290,100,141291,1369368,141316,100,
141389,310000,141390,0,141391,95,141392,1366972,141411,95,
141489,310000,141490,0,141491,100,141492,1367552,141512,100,
141590,310000,141591,0,141592,100,141593,1368500,141611,100,
141690,310000,141691,0,141692,100,141694,1368780,141722,100,
141791,310000,141792,0,141793,100,141794,1367784,141799,100,
141891,310000,141892,0,141893,100,141894,1368196,141900,100,
141992,310000,141993,27,141998,85,141999,1370828,142012,84,
142093,310000,142094,27,142096,89,142099,1369108,142116,88,
142194,310000,142195,27,142196,100,142203,1369380,142223,100,
142294,310000,142294,27,142295,97,142296,1368200,142302,97,
142394,310000,142395,27,142397,100,142397,1368444,142411,100,
142495,310000,142495,27,142496,100,142497,1369064,142511,100,
142595,310000,142596,27,142597,89,142598,1370056,142612,88,
142696,310000,142696,0,142698,97,142698,1367748,142715,97,
142796,310000,142797,0,142798,100,142799,1367840,142815,100,
142897,310000,142897,0,142898,100,142899,1368532,142921,100,
142997,310000,142997,0,142999,100,143000,1368576,143034,100,
143097,310000,143098,0,143099,100,143100,1369240,143148,100,
143198,310000,143199,0,143200,100,143201,1368336,143220,100,
143298,310000,143299,0,143300,100,143301,1368460,143317,100,
143399,310000,143400,0,143401,100,143402,1368484,143420,100,
143499,310000,143500,0,143501,100,143502,1368560,143508,100,
143600,310000,143600,0,143602,97,143603,1369052,143608,97,
143700,310000,143701,28,143702,97,143702,1368316,143708,97,
143800,310000,143801,28,143802,90,143803,1368136,143817,90,
143901,310000,143902,28,143903,97,143904,1367724,143910,97,
144002,200000,144002,28,144004,100,144005,1368448,144009,100,
144102,310000,144103,28,144104,100,144105,1368824,144127,100,
144202,310000,144203,0,144204,97,144205,1367416,144210,97,
144303,310000,144304,0,144305,100,144307,1367568,144315,100,
144405,310000,144406,0,144408,100,144409,1367580,144427,100,
144507,310000,144508,0,144509,95,144511,1368656,144529,94,
144607,310000,144608,0,144609,100,144610,1369028,144629,100,
144711,310000,144711,0,144713,100,144713,1368248,144729,100,
144811,310000,144812,0,144813,100,144814,1368620,144820,100,
144912,310000,144913,0,144914,100,144915,1369040,144920,100,
145012,310000,145013,0,145014,100,145015,1369436,145021,100,
145113,310000,145113,0,145115,100,145116,1369864,145142,100,
145214,310000,145215,0,145216,100,145217,1369028,145238,100,
145314,310000,145315,32,145316,95,145317,1369524,145329,95,
145415,310000,145416,32,145417,100,145418,1370084,145431,100,
145516,310000,145517,32,145519,100,145520,1370576,145534,100,
145617,310000,145618,32,145619,97,145620,1368920,145636,97,
145717,310000,145718,32,145719,100,145720,1369316,145726,100,
145818,310000,145819,32,145820,100,145821,1370556,145845,100,
