App,Package,Start Time,Duration,Filename
"System",,"Jan. 5, 2018 @ 11:05:23 PM","7 min 9 sec",""

Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
85755,310000,85757,0,85763,100,85767,1368724,85784,100,
85856,310000,85859,35,85862,92,85864,1365752,85881,93,
85959,310000,85959,35,85961,100,85962,1368848,85999,100,
86064,310000,86066,35,86073,97,86075,1363132,86083,97,
86161,200000,86162,35,86163,97,86165,1364952,86174,97,
86270,200000,86271,35,86273,95,86275,1370204,86292,96,
86372,200000,86374,35,86376,100,86381,1372572,86388,100,
86492,310000,86493,35,86498,100,86500,1370220,86510,100,
86599,310000,86600,35,86602,95,86603,1367260,86742,95,
86743,310000,86747,35,86749,100,86750,1367940,86757,100,
86783,310000,86783,35,86807,100,86809,1367180,86822,100,
86883,310000,86894,35,86896,93,86897,1365276,86954,92,
86984,310000,86985,35,86986,100,86988,1369420,86997,100,
87111,310000,87112,35,87113,92,87114,1375248,87143,91,
87201,310000,87202,35,87205,94,87206,1368596,87220,95,
87307,310000,87308,35,87309,95,87310,1369964,87319,94,
87404,310000,87419,35,87426,97,87429,1366808,87471,97,
87471,310000,87480,35,87485,96,87486,1366184,87496,95,
87569,310000,87570,35,87572,61,87573,1366032,87578,61,
87688,310000,87689,35,87692,84,87695,1370880,87810,85,
87811,310000,87811,0,87848,100,87849,1370804,87870,100,
87891,310000,87892,0,87893,100,87894,1370620,87932,100,
87993,310000,87994,0,87998,100,87999,1368144,88014,100,
88100,310000,88101,0,88102,97,88111,1369544,88130,97,
88200,310000,88203,34,88215,97,88231,1368520,88248,97,
88301,310000,88302,34,88303,97,88307,1365468,88315,97,
88454,310000,88455,34,88457,90,88463,1370780,88480,90,
88524,310000,88525,34,88526,96,88567,1372516,88608,97,
88619,310000,88620,34,88622,100,88623,1371648,88635,100,
88720,310000,88721,34,88722,100,88726,1370340,88739,100,
88822,310000,88822,34,88824,97,88825,1369992,88892,97,
88928,310000,88929,34,88930,100,88931,1367688,88946,100,
89028,310000,89038,34,89039,72,89040,1367072,89058,73,
89152,310000,89153,34,89154,97,89155,1373480,89167,97,
89252,310000,89253,34,89254,97,89255,1367332,89317,98,
89352,310000,89353,34,89355,95,89356,1365628,89380,94,
89453,310000,89454,36,89455,97,89456,1362980,89470,97,
89554,310000,89554,36,89556,97,89557,1365836,89612,98,
89654,310000,89655,36,89656,97,89670,1363800,89687,96,
89757,200000,89758,36,89759,88,89760,1361512,89766,85,
89858,200000,89859,36,89860,94,89862,1364744,89872,92,
89958,310000,89959,36,89960,94,89961,1370212,89984,96,
90060,310000,90062,0,90063,89,90064,1364016,90073,88,
90160,310000,90161,0,90163,97,90164,1362968,90196,97,
90262,310000,90263,0,90264,97,90269,1364232,90293,97,
90364,310000,90364,0,90366,100,90367,1362576,90380,95,
90464,310000,90465,0,90466,80,90467,1362676,90475,82,
90565,310000,90566,0,90567,97,90568,1367540,90581,100,
90670,310000,90671,38,90672,97,90673,1369912,90713,97,
90771,310000,90772,0,90782,95,90792,1363604,90836,95,
90873,310000,90874,0,90875,94,90876,1364400,90890,94,
90982,310000,90983,0,90984,100,90985,1367248,91030,100,
91078,310000,91083,0,91084,95,91099,1362120,91118,94,
91178,310000,91179,0,91181,87,91182,1362220,91192,84,
91279,310000,91279,0,91282,100,91293,1364684,91306,100,
91399,310000,91400,0,91402,100,91403,1367328,91415,100,
91482,310000,91483,0,91484,88,91485,1366196,91514,88,
91583,310000,91583,0,91585,100,91586,1364912,91594,100,
91683,310000,91684,32,91685,95,91686,1366560,91708,95,
91784,310000,91785,32,91787,94,91789,1364340,91806,95,
91884,310000,91885,32,91886,68,91887,1363988,91901,63,
91998,310000,91999,32,92002,95,92004,1366884,92035,100,
92108,310000,92109,32,92111,95,92112,1372440,92152,95,
92213,200000,92215,32,92216,97,92224,1369612,92236,97,
92318,200000,92319,32,92320,95,92322,1366828,92340,92,
92428,200000,92429,32,92430,95,92431,1369364,92448,97,
92478,200000,92479,32,92485,100,92489,1368276,92519,100,
92579,200000,92580,32,92582,92,92583,1364160,92589,91,
92680,200000,92681,32,92683,56,92684,1364180,92691,55,
92788,200000,92791,40,92793,97,92794,1367036,92879,97,
92908,200000,92921,40,92927,100,92931,1369164,92948,100,
93001,200000,93002,40,93008,90,93009,1367096,93015,90,
93106,200000,93107,40,93109,95,93110,1368368,93127,94,
93211,200000,93218,40,93223,100,93228,1368664,93239,100,
93309,200000,93310,40,93312,88,93313,1366896,93320,83,
93419,200000,93420,40,93422,93,93423,1371720,93444,95,
93528,310000,93528,40,93530,95,93531,1370132,93609,95,
93637,310000,93638,40,93641,97,93643,1370380,93652,97,
93689,310000,93690,40,93692,100,93705,1368036,93753,100,
93790,310000,93791,40,93804,97,93825,1369464,93900,97,
93900,310000,93901,38,93902,95,93903,1367996,93926,94,
93993,310000,93995,38,93999,100,94000,1366168,94022,100,
94112,310000,94113,38,94115,81,94116,1372840,94148,81,
94218,310000,94219,38,94220,97,94221,1370900,94324,97,
94324,310000,94326,38,94328,100,94329,1371972,94357,100,
94428,310000,94428,38,94430,97,94431,1368728,94454,97,
94521,310000,94522,38,94552,97,94554,1369472,94631,97,
94632,310000,94633,38,94635,96,94636,1369412,94661,97,
94725,310000,94726,38,94729,94,94731,1368544,94748,92,
94826,310000,94827,38,94829,66,94831,1366692,94838,68,
94927,200000,94928,38,94929,95,94930,1371204,94947,95,
95027,200000,95028,39,95029,94,95030,1369072,95112,94,
95128,200000,95129,39,95130,100,95131,1368004,95137,100,
95234,200000,95236,39,95238,92,95240,1362912,95261,93,
95330,200000,95331,39,95365,96,95366,1365668,95407,95,
95431,200000,95432,39,95436,100,95438,1363756,95447,100,
95531,200000,95532,39,95533,82,95534,1363420,95542,79,
95632,200000,95632,39,95637,87,95641,1374424,95671,88,
95735,200000,95736,39,95738,100,95740,1368368,95832,100,
95837,310000,95838,39,95840,100,95841,1367312,95854,100,
95939,310000,95941,39,95943,95,95946,1364836,95980,93,
96044,310000,96067,39,96069,98,96070,1367964,96076,100,
96145,310000,96146,40,96148,96,96149,1364160,96155,97,
96245,310000,96246,40,96249,100,96250,1364084,96266,100,
96346,200000,96349,40,96351,85,96352,1365640,96413,84,
96446,310000,96453,40,96455,100,96459,1367944,96559,100,
96559,310000,96560,40,96561,100,96562,1376532,96582,100,
96664,310000,96665,0,96670,100,96671,1366904,96726,100,
96763,310000,96764,0,96766,100,96771,1367148,96875,100,
96903,310000,96918,0,96920,100,96922,1367800,96932,100,
96970,310000,96971,0,96972,100,96979,1368932,97001,100,
97070,200000,97071,0,97073,77,97074,1364960,97081,72,
97173,200000,97174,0,97176,84,97178,1368928,97197,87,
97278,200000,97280,35,97282,97,97283,1373692,97337,100,
97379,200000,97380,35,97381,95,97382,1370248,97395,95,
97481,200000,97484,35,97498,95,97499,1367344,97517,96,
97583,200000,97583,35,97585,97,97586,1368608,97616,97,
97683,310000,97684,35,97689,94,97690,1366896,97700,95,
97785,310000,97785,35,97788,87,97792,1366064,97862,87,
97885,310000,97887,35,97900,100,97901,1368800,97922,100,
97988,310000,97989,35,97990,100,97991,1374752,97997,100,
98093,310000,98095,35,98097,100,98100,1369372,98121,100,
98194,310000,98194,35,98196,97,98200,1368492,98233,97,
98297,310000,98299,35,98300,97,98301,1369376,98351,97,
98395,310000,98396,35,98399,100,98401,1370828,98432,100,
98496,310000,98497,0,98499,95,98502,1368720,98518,95,
98596,310000,98597,0,98599,81,98600,1366992,98672,78,
98698,310000,98699,0,98700,97,98701,1368028,98719,97,
98808,310000,98810,0,98823,97,98825,1370880,98851,98,
98909,310000,98910,0,98925,94,98927,1371248,98951,94,
99014,310000,99015,0,99017,93,99028,1371776,99075,94,
99120,310000,99121,0,99122,100,99132,1372772,99152,100,
99226,310000,99228,0,99239,97,99240,1367444,99254,97,
99338,310000,99339,0,99340,90,99341,1373976,99365,89,
99439,310000,99468,0,99469,96,99471,1375960,99545,97,
99546,310000,99551,0,99563,96,99565,1374472,99576,95,
99639,310000,99640,37,99641,100,99644,1368968,99671,100,
99739,310000,99740,37,99741,100,99742,1371496,99788,100,
99839,310000,99840,37,99844,97,99863,1370036,99892,97,
99942,310000,99943,37,99945,84,99947,1369096,99956,82,
100043,310000,100044,37,100046,85,100053,1380920,100082,86,
100154,310000,100155,37,100157,100,100184,1369836,100226,100,
100257,310000,100258,37,100260,95,100261,1366216,100274,94,
100358,310000,100359,37,100361,94,100363,1366068,100394,93,
100459,200000,100459,37,100461,95,100462,1366820,100471,97,
100565,200000,100566,33,100570,95,100582,1366344,100627,95,
100666,200000,100667,33,100669,90,100675,1364076,100682,90,
100778,200000,100779,33,100789,91,100790,1373752,100802,91,
100840,200000,100841,33,100842,95,100843,1366652,100939,95,
100962,310000,100964,33,100969,96,100972,1368240,101002,96,
101042,400000,101044,33,101045,96,101051,1367844,101066,96,
101145,400000,101147,33,101148,95,101152,1366756,101188,95,
101248,310000,101249,33,101251,100,101252,1368200,101271,100,
101350,310000,101351,33,101352,97,101353,1365960,101366,97,
101452,310000,101453,33,101461,75,101464,1366336,101551,75,
101551,310000,101554,33,101556,100,101558,1369404,101568,100,
101668,310000,101669,33,101670,95,101671,1373844,101677,95,
101769,310000,101769,41,101775,91,101777,1367872,101816,92,
101870,310000,101871,41,101874,92,101896,1368612,101906,93,
101975,310000,101976,41,101980,97,101984,1367292,102003,97,
102076,200000,102076,41,102081,97,102082,1365280,102093,97,
102176,200000,102177,41,102180,63,102188,1365508,102194,66,
102277,200000,102278,41,102280,73,102281,1375420,102295,64,
102377,200000,102378,41,102380,100,102381,1372536,102486,100,
102487,200000,102488,41,102492,100,102494,1371036,102501,100,
102578,200000,102579,41,102581,91,102582,1368348,102599,91,
102680,310000,102681,41,102683,100,102684,1369156,102761,100,
102787,310000,102788,41,102790,100,102791,1367996,102846,100,
102887,310000,102890,40,102892,82,102894,1365736,102900,82,
103011,310000,103013,40,103014,77,103016,1373908,103056,77,
103057,310000,103060,40,103064,100,103069,1371524,103080,100,
103169,310000,103170,40,103171,95,103172,1376264,103227,95,
103270,310000,103271,40,103272,97,103272,1369416,103334,97,
103373,310000,103374,40,103375,92,103379,1368032,103418,93,
103481,310000,103483,40,103485,97,103486,1370176,103532,98,
103579,310000,103580,40,103581,100,103583,1368168,103600,100,
103680,310000,103680,40,103682,84,103683,1368136,103698,85,
103784,310000,103785,40,103789,97,103791,1370716,103806,97,
103888,310000,103889,36,103891,100,103898,1374480,103943,100,
103997,310000,103998,36,103999,95,104001,1371056,104015,95,
104092,200000,104093,36,104096,97,104097,1369640,104110,97,
104221,200000,104225,36,104228,98,104229,1370640,104259,98,
104274,200000,104280,36,104282,100,104283,1368200,104290,100,
104376,200000,104377,36,104379,82,104380,1368364,104387,82,
104509,200000,104510,36,104512,94,104514,1368508,104535,92,
104611,200000,104612,36,104614,95,104615,1374464,104652,97,
104711,200000,104712,36,104714,95,104715,1365852,104757,95,
104812,200000,104813,36,104814,97,104815,1366416,104847,97,
104918,200000,104919,36,104920,100,104921,1367484,104945,100,
105020,200000,105021,36,105022,91,105024,1366012,105044,91,
105071,200000,105072,36,105074,78,105075,1366136,105144,78,
105171,310000,105172,36,105173,94,105182,1366716,105201,95,
105278,310000,105279,36,105280,100,105281,1371872,105319,100,
105379,310000,105381,36,105383,97,105385,1366396,105404,97,
105483,310000,105485,36,105486,94,105492,1367760,105504,95,
105584,310000,105585,36,105586,100,105588,1370416,105594,100,
105686,310000,105686,36,105688,100,105690,1366200,105709,100,
105786,310000,105792,36,105794,80,105795,1366020,105880,80,
105888,310000,105889,36,105900,100,105903,1367788,105920,100,
106021,310000,106022,36,106041,100,106045,1376488,106059,100,
106091,310000,106093,37,106095,93,106100,1370124,106158,92,
106197,310000,106200,37,106202,97,106206,1367544,106248,97,
106298,310000,106299,37,106301,100,106302,1370120,106364,100,
106403,200000,106405,37,106406,95,106407,1368388,106427,81,
106503,310000,106504,37,106506,95,106512,1368860,106531,79,
106604,310000,106605,37,106607,100,106628,1375132,106653,83,
106748,310000,106749,37,106750,98,106751,1374052,106830,82,
106831,310000,106834,37,106839,100,106841,1370600,106855,83,
106938,310000,106938,37,106940,100,106941,1370812,106958,83,
107032,310000,107033,37,107034,97,107035,1370892,107084,81,
107133,310000,107134,37,107135,100,107165,1370148,107195,83,
107241,310000,107242,31,107251,100,107255,1367936,107270,83,
107342,310000,107343,31,107345,89,107347,1367532,107354,74,
107448,310000,107450,31,107455,95,107456,1372160,107469,80,
107552,310000,107553,31,107555,100,107556,1372860,107650,83,
107653,310000,107654,31,107656,97,107657,1371148,107666,82,
107758,310000,107759,31,107760,93,107767,1370972,107800,78,
107864,310000,107865,31,107887,97,107888,1370808,107952,82,
107953,200000,107962,31,107964,100,107966,1371472,108041,83,
108042,200000,108054,31,108062,100,108065,1368088,108073,81,
108130,200000,108131,31,108132,77,108133,1368004,108139,67,
108235,310000,108236,31,108238,97,108239,1372944,108263,82,
108335,310000,108336,33,108337,100,108354,1376508,108431,83,
108437,310000,108443,33,108494,98,108500,1372116,108554,82,
108555,310000,108557,33,108559,100,108560,1369760,108577,83,
108639,310000,108640,33,108659,100,108706,1372808,108719,83,
108739,310000,108740,33,108746,100,108751,1371704,108769,83,
108843,310000,108844,33,108850,100,108858,1370476,108865,83,
108944,200000,108945,33,108951,94,108952,1366636,108976,78,
109098,200000,109099,33,109100,93,109101,1367408,109192,77,
109227,310000,109228,33,109234,100,109238,1368136,109250,83,
109299,310000,109300,33,109303,92,109304,1367352,109330,76,
109411,310000,109412,33,109436,96,109437,1369660,109551,82,
109552,310000,109554,33,109573,100,109588,1365956,109606,80,
109606,310000,109607,33,109609,95,109610,1365548,109621,83,
109667,310000,109668,33,109670,100,109671,1365560,109686,83,
109767,200000,109768,33,109770,90,109771,1366284,109861,75,
109868,310000,109869,33,109870,100,109872,1370664,109902,83,
109978,310000,109979,33,109981,100,110013,1375996,110034,83,
110080,310000,110081,33,110083,100,110084,1370840,110100,83,
110182,310000,110183,33,110185,93,110186,1368644,110209,78,
110285,310000,110286,33,110290,97,110292,1369456,110401,81,
110402,310000,110403,33,110415,100,110445,1369664,110480,83,
110496,310000,110498,33,110502,97,110503,1366280,110517,80,
110597,310000,110598,40,110599,77,110600,1366252,110606,65,
110698,310000,110700,40,110701,94,110702,1371152,110716,79,
110799,310000,110800,40,110802,92,110803,1374156,110884,77,
110900,310000,110901,40,110902,100,110903,1372296,110918,83,
111002,310000,111012,40,111016,100,111034,1369224,111051,83,
111102,310000,111103,40,111105,100,111118,1370360,111181,83,
111202,200000,111203,40,111205,97,111206,1369364,111218,79,
111305,200000,111306,40,111310,95,111312,1368408,111323,79,
111456,310000,111457,40,111462,94,111466,1373664,111482,79,
111509,310000,111510,40,111512,100,111513,1368652,111648,83,
111649,310000,111650,29,111651,100,111652,1370832,111683,83,
111710,310000,111712,29,111714,96,111719,1369772,111803,81,
111816,310000,111816,29,111818,100,111819,1369940,111828,83,
111938,310000,111939,29,111940,97,111941,1373152,112051,82,
112065,200000,112066,29,112068,95,112069,1369212,112090,80,
112162,200000,112163,29,112164,78,112168,1368588,112180,65,
112268,310000,112269,29,112271,97,112272,1378268,112306,81,
112370,310000,112371,29,112372,90,112399,1376920,112468,78,
112475,310000,112477,0,112479,100,112481,1373900,112489,83,
112586,310000,112587,0,112594,95,112596,1370860,112617,80,
112688,310000,112689,0,112690,95,112694,1370588,112711,79,
112785,310000,112786,0,112788,97,112789,1371092,112817,81,
112888,310000,112890,34,112892,97,112894,1370688,112916,81,
112989,200000,112989,34,112991,82,112991,1365196,112997,69,
113089,200000,113090,34,113095,94,113096,1369260,113118,80,
113205,200000,113206,34,113238,95,113239,1375736,113285,81,
113291,200000,113292,34,113294,100,113296,1370156,113303,83,
113398,200000,113399,34,113401,95,113402,1370260,113451,79,
113502,200000,113504,34,113505,92,113510,1367240,113614,77,
113620,200000,113622,34,113623,100,113624,1367580,113636,83,
113713,200000,113714,34,113716,88,113718,1367568,113729,75,
113818,200000,113820,34,113847,88,113862,1377740,113901,74,
113919,200000,113920,40,113922,100,113931,1369508,114020,83,
114060,310000,114061,40,114063,100,114066,1369060,114085,83,
114112,310000,114113,40,114115,86,114116,1371668,114123,72,
114211,310000,114212,40,114214,97,114215,1368776,114222,81,
114368,310000,114370,40,114372,100,114373,1369752,114396,83,
114418,310000,114419,40,114420,85,114421,1368984,114481,69,
114519,310000,114520,40,114522,97,114523,1366720,114532,79,
114635,400000,114636,40,114638,82,114651,1374608,114681,73,
114730,400000,114732,40,114733,92,114734,1370488,114753,76,
114833,400000,114834,40,114853,100,114854,1378080,114900,83,
114933,400000,114935,30,114937,100,114940,1369500,115004,81,
115038,400000,115039,30,115041,97,115043,1368768,115066,83,
115145,400000,115146,30,115188,97,115192,1371856,115221,82,
115250,310000,115251,30,115266,100,115269,1370012,115306,83,
115347,200000,115349,30,115352,86,115358,1368964,115365,72,
115448,200000,115449,30,115452,90,115454,1375820,115477,74,
115552,200000,115553,30,115589,96,115590,1374828,115681,81,
115681,200000,115685,30,115686,100,115690,1372740,115696,83,
115753,200000,115754,30,115756,96,115759,1370824,115802,80,
115854,200000,115861,30,115862,97,115864,1372392,115941,81,
115971,200000,115972,33,115974,95,115981,1370828,116018,81,
116075,200000,116076,33,116078,97,116080,1369280,116103,81,
116176,200000,116177,33,116178,85,116180,1369436,116188,71,
116289,310000,116290,33,116298,88,116300,1374508,116313,74,
116428,310000,116429,33,116430,100,116431,1376388,116474,83,
116531,310000,116533,33,116535,100,116536,1373892,116556,83,
116640,310000,116643,33,116646,97,116648,1371376,116659,82,
116768,310000,116769,33,116770,97,116771,1370444,116801,82,
116820,310000,116821,33,116823,100,116833,1369816,116852,83,
116921,310000,116922,33,116924,100,116925,1366504,116939,83,
117022,200000,117024,33,117027,76,117029,1366752,117038,66,
117148,200000,117149,42,117150,80,117151,1376616,117184,65,
117238,200000,117298,42,117304,100,117310,1375748,117375,83,
117379,200000,117380,42,117381,100,117382,1370744,117411,83,
117449,200000,117455,42,117461,89,117463,1367892,117487,77,
117515,200000,117522,42,117523,100,117538,1368032,117550,83,
117617,200000,117618,42,117620,97,117621,1368680,117723,81,
117723,200000,117724,42,117728,100,117730,1367980,117739,83,
117818,200000,117820,42,117823,97,117824,1366852,117852,81,
117919,200000,117919,42,117921,73,117922,1366552,117932,62,
118023,310000,118024,42,118027,97,118031,1371748,118045,82,
118128,310000,118129,42,118130,97,118132,1373760,118233,81,
118233,310000,118234,38,118236,100,118253,1372368,118284,83,
118334,310000,118367,38,118375,98,118403,1368480,118416,82,
118443,310000,118444,0,118456,100,118468,1368412,118565,82,
118566,310000,118567,0,118569,97,118577,1367760,118600,83,
118643,310000,118644,0,118647,96,118652,1368400,118669,80,
118743,310000,118744,0,118745,89,118746,1368292,118754,73,
118849,310000,118860,0,118866,97,118875,1369348,118893,82,
118988,310000,119006,0,119007,100,119025,1370548,119069,83,
119070,310000,119071,0,119072,96,119074,1372044,119086,79,
119163,310000,119164,0,119166,100,119171,1371448,119180,81,
119260,200000,119261,0,119266,92,119267,1371648,119336,79,
119361,310000,119362,0,119365,100,119367,1371284,119421,83,
119468,310000,119469,33,119473,95,119477,1368260,119492,80,
119568,310000,119570,33,119574,83,119575,1368156,119614,68,
119669,310000,119670,33,119672,100,119673,1372656,119707,83,
119769,200000,119798,33,119808,100,119828,1379156,119836,83,
119882,310000,119884,0,119886,96,119887,1373544,119905,80,
119985,310000,119986,0,119988,100,119989,1370912,119999,83,
120092,310000,120093,0,120095,95,120098,1371812,120172,80,
120195,310000,120196,0,120197,100,120202,1372460,120235,83,
120311,310000,120312,0,120318,97,120319,1369404,120330,82,
120424,200000,120426,0,120470,83,120471,1376256,120499,73,
120499,200000,120500,0,120502,96,120503,1370428,120522,79,
120628,200000,120628,35,120630,100,120631,1375140,120686,83,
120687,200000,120688,35,120699,100,120703,1370624,120722,83,
120770,200000,120771,35,120824,97,120826,1368328,120851,82,
120872,200000,120878,35,120886,100,120907,1367524,120998,83,
120999,310000,121014,35,121016,98,121018,1368764,121039,82,
121123,310000,121124,35,121126,93,121130,1368640,121141,78,
121173,310000,121175,35,121177,76,121183,1368140,121198,62,
121274,310000,121274,35,121276,78,121278,1366064,121372,66,
121376,310000,121377,35,121382,100,121383,1370548,121394,83,
121479,310000,121481,35,121483,92,121484,1372648,121564,77,
121608,310000,121611,35,121614,98,121618,1370672,121639,82,
121730,310000,121731,35,121762,97,121769,1370132,121860,82,
121861,310000,121861,39,121863,100,121864,1368820,121915,83,
121924,310000,121926,39,121939,100,121943,1367832,121980,83,
121998,310000,121999,39,122001,95,122002,1367740,122011,80,
122108,310000,122109,39,122111,90,122113,1374116,122160,76,
122214,310000,122218,39,122221,95,122223,1368384,122234,80,
122330,310000,122331,39,122332,100,122333,1376096,122370,83,
122414,310000,122415,39,122417,93,122418,1370192,122456,79,
122523,310000,122524,39,122525,100,122531,1370456,122538,83,
122638,310000,122639,39,122641,100,122644,1372680,122664,83,
122745,310000,122746,39,122748,100,122752,1368492,122769,81,
122846,310000,122847,39,122849,86,122849,1367736,122861,72,
122946,310000,122947,36,122949,90,122950,1377608,122957,75,
123048,310000,123049,36,123050,97,123051,1373640,123114,81,
123152,310000,123160,36,123166,100,123172,1371940,123184,83,
123252,310000,123253,36,123255,97,123256,1370444,123266,81,
123353,310000,123354,36,123360,94,123362,1371140,123393,79,
123458,310000,123459,36,123461,100,123494,1372980,123518,83,
123558,310000,123559,36,123571,95,123572,1371336,123604,78,
123606,310000,123607,36,123610,100,123622,1370496,123651,83,
123708,310000,123708,36,123715,83,123716,1370444,123786,64,
123810,310000,123811,36,123813,100,123815,1371288,123845,83,
123959,310000,123960,36,123963,100,123964,1370684,123982,83,
124011,310000,124012,0,124013,84,124014,1371956,124091,70,
124117,310000,124118,31,124119,100,124121,1369900,124187,83,
124273,310000,124274,31,124281,100,124282,1370188,124293,83,
124377,310000,124380,31,124382,100,124384,1368208,124406,83,
124478,200000,124479,31,124481,95,124483,1368444,124489,76,
124580,200000,124582,31,124584,86,124585,1372860,124604,76,
124682,200000,124683,31,124684,97,124685,1372096,124773,81,
124783,200000,124784,31,124786,100,124788,1371380,124799,83,
124887,200000,124889,31,124891,97,124892,1371244,124924,82,
124985,200000,124986,31,124989,100,124990,1370600,125084,83,
125091,310000,125092,31,125101,100,125103,1371104,125115,83,
125197,310000,125202,36,125206,95,125209,1368516,125219,80,
125297,310000,125298,36,125302,87,125304,1368808,125353,71,
125397,310000,125398,36,125399,100,125401,1373176,125430,82,
125498,310000,125514,36,125525,95,125529,1378520,125564,82,
125604,310000,125608,36,125612,100,125614,1375048,125627,83,
125707,310000,125718,36,125719,97,125721,1371272,125732,82,
125806,310000,125807,36,125815,91,125817,1371664,125906,77,
125925,310000,125926,36,125932,100,125933,1371932,125958,83,
126027,310000,126029,36,126031,95,126032,1371120,126052,79,
126126,310000,126128,36,126130,87,126131,1368780,126142,73,
126229,310000,126231,36,126232,100,126233,1372320,126242,83,
126330,310000,126348,0,126349,95,126368,1375732,126375,81,
126432,310000,126433,0,126434,96,126435,1373608,126454,80,
126532,310000,126533,36,126534,95,126536,1371016,126562,80,
126645,310000,126646,36,126658,97,126659,1371912,126666,82,
126746,310000,126746,36,126748,97,126754,1370252,126783,81,
126846,310000,126848,36,126852,97,126857,1371692,126869,81,
126948,310000,126949,36,126950,90,126951,1370752,126960,75,
127069,310000,127070,36,127071,100,127088,1373392,127109,83,
127188,310000,127190,36,127192,97,127193,1376312,127276,81,
127277,310000,127278,36,127280,100,127281,1373608,127291,83,
127331,310000,127332,36,127333,90,127335,1375832,127411,76,
127438,200000,127451,36,127462,100,127463,1374072,127494,83,
127570,200000,127571,36,127572,100,127598,1373836,127633,83,
127650,200000,127652,28,127666,97,127678,1371040,127702,81,
127749,200000,127750,28,127752,91,127754,1370556,127762,75,
127853,200000,127854,28,127856,65,127859,1373744,127918,57,
127954,200000,127955,28,127957,95,127960,1373592,127982,79,
128069,200000,128070,28,128071,100,128076,1377516,128095,83,
128170,200000,128171,28,128176,100,128178,1374044,128199,83,
128278,200000,128279,28,128281,95,128284,1371728,128312,79,
128382,200000,128383,28,128385,97,128386,1374068,128453,81,
128482,200000,128484,28,128486,100,128491,1371788,128528,83,
128583,200000,128584,28,128586,95,128588,1369844,128599,79,
128683,200000,128684,38,128690,94,128693,1370120,128715,79,
128791,310000,128792,38,128794,100,128795,1375156,128804,83,
128908,310000,128909,38,128912,100,128913,1379144,128986,83,
128995,310000,128996,38,129005,100,129008,1374180,129035,83,
129108,310000,129109,38,129111,95,129120,1371592,129141,80,
129209,310000,129213,38,129214,97,129215,1372992,129246,81,
129318,310000,129319,38,129326,97,129329,1374772,129368,82,
129369,310000,129372,38,129377,100,129379,1372924,129394,83,
129470,310000,129471,38,129473,95,129474,1369884,129485,79,
129588,310000,129588,38,129590,72,129591,1376432,129619,60,
129678,310000,129680,38,129682,96,129683,1310396,129704,81,
129818,310000,129819,36,129821,100,129822,1318720,129854,83,
129920,310000,129921,0,129923,97,129932,1309512,129980,81,
130023,310000,130033,0,130035,97,130059,1310052,130081,82,
130082,310000,130083,0,130140,100,130141,1312424,130164,83,
130176,310000,130177,0,130178,100,130180,1310576,130209,83,
130288,310000,130289,0,130290,93,130299,1309808,130319,78,
130389,310000,130390,0,130391,100,130392,1316500,130425,83,
130494,310000,130494,0,130496,97,130497,1313444,130604,82,
130605,310000,130606,0,130607,100,130608,1312524,130615,83,
130694,310000,130696,0,130702,95,130710,1312216,130771,80,
130821,310000,130822,0,130825,100,130826,1313816,130851,83,
130903,310000,130904,0,130905,100,130907,1315428,130965,83,
131003,310000,131004,30,131007,95,131008,1310028,131017,79,
131104,310000,131104,30,131106,89,131107,1310160,131122,75,
131204,310000,131205,30,131207,97,131208,1320220,131233,82,
131305,310000,131306,30,131315,100,131317,1316872,131418,83,
131418,310000,131427,30,131430,100,131431,1313384,131450,83,
131512,310000,131513,30,131515,93,131516,1311764,131559,73,
131612,310000,131613,30,131616,94,131620,1313112,131629,83,
131726,310000,131727,30,131728,97,131730,1315348,131751,82,
131819,310000,131820,30,131822,97,131823,1310680,131851,81,
131920,200000,131921,30,131922,94,131924,1309736,131937,79,
132031,310000,132033,30,132035,93,132040,1314996,132060,79,
132145,310000,132146,35,132198,100,132221,1321868,132249,83,
132249,310000,132250,35,132252,100,132254,1316164,132268,83,
132336,310000,132338,35,132341,91,132344,1312092,132364,77,
132436,310000,132437,35,132440,100,132441,1313148,132487,83,
132537,310000,132538,35,132545,100,132546,1315812,132593,83,
132640,310000,132649,35,132651,95,132652,1313288,132667,80,
132738,310000,132740,35,132743,91,132744,1310356,132752,76,
132843,310000,132845,35,132868,82,132870,1321268,132893,72,
132973,310000,132974,35,132975,100,132976,1318096,133068,83,
133074,310000,133076,35,133078,100,133086,1316200,133099,83,
133189,310000,133190,35,133191,97,133193,1314968,133222,82,
133281,310000,133282,32,133284,100,133285,1314312,133322,83,
133386,310000,133387,32,133396,100,133397,1316048,133423,83,
133488,200000,133488,32,133495,94,133496,1314416,133508,79,
133590,200000,133592,32,133593,75,133595,1313780,133603,60,
133643,200000,133645,32,133691,88,133696,1317276,133704,77,
133751,200000,133758,32,133761,100,133762,1313860,133770,83,
133850,200000,133851,32,133852,93,133853,1316548,133911,78,
133954,310000,133957,32,133959,100,133960,1314256,133976,83,
134053,310000,134054,32,134056,91,134057,1312048,134080,78,
134157,310000,134158,32,134159,97,134160,1313580,134246,81,
134255,310000,134259,32,134261,100,134266,1312352,134321,83,
134356,310000,134357,33,134358,90,134366,1310332,134376,76,
