Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
111831,25,111731,962000,111732,3518852,74343.1737089204,111752,14
111932,29,111832,1170000,111833,3519840,75331.1737089204,111849,12
112032,40,111932,1170000,111934,3522568,78059.1737089204,111951,15
112133,40,112033,1586000,112034,3523312,78803.1737089204,112048,25
112233,36,112133,1586000,112134,3522724,78215.1737089204,112149,27
112334,13,112234,1586000,112235,3525456,80947.1737089204,112248,25
112434,28,112334,1586000,112335,3525308,80799.1737089204,112350,10
112485,21,112435,1586000,112436,3527788,83279.1737089204,112450,20
112588,20,112485,1586000,112486,3527840,83331.1737089204,112500,15
112689,25,112588,858000,112590,3527292,82783.1737089204,112617,13
112789,29,112689,1170000,112691,3526408,81899.1737089204,112713,15
112889,30,112790,1170000,112791,3525916,81407.1737089204,112811,19
112991,28,112890,1586000,112891,3523748,79239.1737089204,112906,18
113092,28,112991,1586000,112992,3523996,79487.1737089204,113006,21
113192,17,113092,1378000,113094,3526628,82119.1737089204,113116,17
113293,28,113192,1586000,113193,3525100,80591.1737089204,113206,13
113393,27,113294,1378000,113295,3523916,79407.1737089204,113314,18
113493,17,113394,1170000,113395,3523772,79263.1737089204,113414,16
113594,33,113494,1170000,113495,3524432,79923.1737089204,113513,11
113695,38,113595,1274000,113596,3524436,79927.1737089204,113613,18
113795,46,113696,1378000,113701,3524804,80295.1737089204,113735,23
113898,25,113796,1378000,113797,3518660,74151.1737089204,113805,31
113996,39,113900,1170000,113907,3521680,77171.1737089204,113932,13
114097,8,113997,1378000,113998,3523168,78659.1737089204,114013,23
114198,38,114098,1170000,114099,3523168,78659.1737089204,114126,5
114301,32,114198,1170000,114199,3525400,80891.1737089204,114219,26
114402,22,114302,1274000,114304,3517872,73363.1737089204,114329,19
114503,23,114402,1378000,114403,3518616,74107.1737089204,114426,12
114603,36,114503,1274000,114504,3521576,77067.1737089204,114528,14
114703,26,114604,1586000,114605,3522816,78307.1737089204,114621,24
114806,32,114704,1586000,114705,3523436,78927.1737089204,114721,19
114904,9,114806,1586000,114807,3527032,82523.1737089204,114826,25
115005,29,114905,1586000,114906,3525356,80847.1737089204,114924,4
115105,32,115006,1586000,115007,3528084,83575.1737089204,115025,21
115206,31,115106,1586000,115107,3526904,82395.1737089204,115133,22
115307,36,115207,1170000,115208,3528084,83575.1737089204,115229,16
115407,45,115307,1170000,115308,3525472,80963.1737089204,115335,21
115508,37,115407,1378000,115408,3524096,79587.1737089204,115435,27
115608,22,115508,1586000,115509,3514180,69671.1737089204,115528,25
115708,16,115608,1586000,115609,3512168,67659.1737089204,115624,19
115809,27,115709,1586000,115710,3512648,68139.1737089204,115726,12
115911,27,115810,1378000,115812,3509716,65207.1737089204,115831,19
116012,25,115912,1274000,115914,3508540,64031.1737089204,115942,13
116113,24,116013,1482000,116014,3507260,62751.1737089204,116030,17
116214,33,116114,1170000,116116,3507312,62803.1737089204,116134,17
116314,30,116215,1378000,116216,3507356,62847.1737089204,116233,19
116415,23,116314,1586000,116315,3507356,62847.1737089204,116333,20
116515,26,116416,1170000,116417,3506968,62459.1737089204,116438,16
116616,27,116516,1378000,116517,3505984,61475.1737089204,116536,16
116717,27,116617,1170000,116618,3509920,65411.1737089204,116637,17
116818,36,116718,1170000,116721,3508396,63887.1737089204,116746,20
116918,28,116819,1170000,116820,3509300,64791.1737089204,116839,19
117018,32,116921,1170000,116923,3510044,65535.1737089204,116946,18
117118,40,117019,1274000,117020,3510516,66007.1737089204,117040,16
117219,23,117119,1586000,117123,3509828,65319.1737089204,117141,27
117320,25,117220,1586000,117221,3509976,65467.1737089204,117235,15
117421,14,117320,1482000,117321,3511572,67063.1737089204,117346,18
117521,25,117421,1274000,117422,3512012,67503.1737089204,117438,8
117622,29,117521,1378000,117522,3510632,66123.1737089204,117546,16
117722,18,117622,1170000,117624,3504076,59567.1737089204,117641,20
117823,26,117722,1170000,117724,3504340,59831.1737089204,117744,12
117924,53,117823,1170000,117825,3505704,61195.1737089204,117842,15
118024,38,117924,1586000,117925,3506796,62287.1737089204,117961,31
118124,12,118025,1586000,118025,3506796,62287.1737089204,118036,26
118225,36,118124,1586000,118125,3507292,62783.1737089204,118172,7
118325,23,118225,1378000,118226,3509724,65215.1737089204,118248,22
118426,43,118326,1170000,118327,3509972,65463.1737089204,118344,13
118527,41,118427,1378000,118428,3509528,65019.1737089204,118467,25
118627,27,118527,1586000,118528,3505980,61471.1737089204,118537,29
118728,33,118628,1170000,118629,3507188,62679.1737089204,118645,16
118828,30,118728,1274000,118729,3507616,63107.1737089204,118746,21
118929,31,118829,1586000,118830,3508556,64047.1737089204,118845,21
119029,15,118929,1586000,118930,3508804,64295.1737089204,118946,21
119129,23,119029,1586000,119031,3509300,64791.1737089204,119050,10
119231,14,119130,1586000,119131,3512772,68263.1737089204,119147,19
119330,38,119232,1170000,119237,3513268,68759.1737089204,119264,10
119431,32,119331,1378000,119332,3511936,67427.1737089204,119352,23
119534,18,119432,1170000,119433,3505592,61083.1737089204,119452,21
119632,27,119534,1170000,119538,3506336,61827.1737089204,119556,12
119732,39,119632,1378000,119634,3507104,62595.1737089204,119651,17
119833,27,119733,1586000,119734,3508184,63675.1737089204,119752,25
119933,22,119834,1586000,119834,3506704,62195.1737089204,119848,21
120033,21,119934,1586000,119935,3509928,65419.1737089204,119949,17
120134,33,120034,1586000,120035,3510648,66139.1737089204,120050,15
120235,24,120135,1170000,120137,3510996,66487.1737089204,120155,19
120335,22,120236,1170000,120237,3506632,62123.1737089204,120253,14
120437,31,120336,1170000,120337,3506880,62371.1737089204,120361,13
120537,33,120437,1274000,120438,3505876,61367.1737089204,120454,17
120637,29,120537,1586000,120538,3506124,61615.1737089204,120555,22
120738,16,120638,1586000,120639,3506620,62111.1737089204,120653,20
120839,10,120738,1586000,120739,3510400,65891.1737089204,120756,14
120943,35,120840,1170000,120841,3510648,66139.1737089204,120857,6
121043,30,120944,1378000,120946,3509616,65107.1737089204,120964,20
121143,15,121044,1586000,121045,3505692,61183.1737089204,121059,23
121244,25,121144,1274000,121145,3505944,61435.1737089204,121161,11
121345,36,121245,1274000,121246,3508664,64155.1737089204,121262,15
121445,36,121345,1274000,121346,3510896,66387.1737089204,121365,22
121545,26,121446,1378000,121447,3511360,66851.1737089204,121467,21
121646,33,121546,1586000,121547,3510524,66015.1737089204,121564,18
121747,16,121647,1482000,121648,3513632,69123.1737089204,121662,20
121847,37,121748,1170000,121749,3513996,69487.1737089204,121764,8
121948,26,121847,1586000,121848,3513848,69339.1737089204,121862,25
122048,33,121948,1170000,121949,3512368,67859.1737089204,121967,17
122149,21,122049,1482000,122050,3510940,66431.1737089204,122064,19
122249,25,122149,1170000,122151,3510996,66487.1737089204,122168,13
122349,29,122250,1482000,122251,3510996,66487.1737089204,122267,16
122451,20,122350,1586000,122351,3505576,61067.1737089204,122366,19
122551,18,122451,1170000,122452,3509040,64531.1737089204,122469,13
122652,27,122552,1170000,122553,3509780,65271.1737089204,122573,10
122752,29,122653,1170000,122655,3511176,66667.1737089204,122672,14
122852,19,122752,1170000,122754,3512508,67999.1737089204,122770,18
122953,25,122853,1274000,122854,3511768,67259.1737089204,122869,12
123054,35,122954,1170000,122955,3512512,68003.1737089204,122971,13
123154,38,123054,1170000,123055,3507880,63371.1737089204,123074,19
123254,33,123155,1482000,123156,3506964,62455.1737089204,123172,24
123355,28,123255,1586000,123256,3507212,62703.1737089204,123269,22
123455,24,123356,1170000,123357,3511032,66523.1737089204,123375,15
123558,15,123456,1378000,123457,3511280,66771.1737089204,123472,15
123657,32,123559,1170000,123560,3512420,67911.1737089204,123580,11
123757,29,123657,1378000,123658,3513768,69259.1737089204,123675,19
123858,22,123758,1170000,123759,3511544,67035.1737089204,123779,18
123959,27,123859,1170000,123860,3512040,67531.1737089204,123877,12
124059,32,123960,1170000,123961,3513516,69007.1737089204,123977,17
124160,35,124060,1378000,124061,3513468,68959.1737089204,124077,20
124262,25,124160,1274000,124161,3512880,68371.1737089204,124176,21
124361,14,124262,1170000,124263,3508884,64375.1737089204,124282,14
124461,21,124361,1378000,124362,3508884,64375.1737089204,124377,10
124562,25,124462,1274000,124463,3514012,69503.1737089204,124479,12
124664,37,124563,1170000,124564,3514756,70247.1737089204,124586,16
124763,26,124664,1274000,124666,3513152,68643.1737089204,124682,21
124864,36,124763,1274000,124764,3512648,68139.1737089204,124786,15
124964,37,124864,1170000,124865,3513988,69479.1737089204,124883,20
125064,34,124965,1586000,124966,3512856,68347.1737089204,124980,24
125166,30,125065,1586000,125066,3513104,68595.1737089204,125079,24
125266,16,125167,1586000,125168,3515044,70535.1737089204,125183,23
125367,18,125267,1170000,125268,3515044,70535.1737089204,125282,10
125467,25,125368,1274000,125373,3515044,70535.1737089204,125390,13
125569,27,125468,1170000,125469,3514716,70207.1737089204,125486,14
125669,26,125569,1170000,125571,3509412,64903.1737089204,125591,17
125770,23,125670,1170000,125671,3508612,64103.1737089204,125689,13
125869,28,125771,1170000,125772,3511284,66775.1737089204,125789,16
125970,24,125870,1378000,125871,3511780,67271.1737089204,125886,16
126071,30,125970,1586000,125971,3512028,67519.1737089204,125987,15
126171,33,126072,1378000,126073,3515500,70991.1737089204,126091,21
126272,30,126171,1586000,126172,3514664,70155.1737089204,126188,19
126372,33,126273,1274000,126274,3514912,70403.1737089204,126291,17
126474,30,126373,1378000,126375,3514420,69911.1737089204,126394,19
126575,24,126475,1170000,126476,3509460,64951.1737089204,126492,18
126675,37,126576,1170000,126577,3511408,66899.1737089204,126608,12
126776,26,126676,1586000,126677,3511408,66899.1737089204,126692,23
126876,24,126777,1378000,126778,3511236,66727.1737089204,126794,18
126977,20,126877,1170000,126878,3511732,67223.1737089204,126894,15
127078,9,126977,1378000,126978,3514956,70447.1737089204,126994,12
127177,44,127078,1170000,127079,3515700,71191.1737089204,127094,5
127279,28,127178,1586000,127179,3514964,70455.1737089204,127194,28
127379,16,127279,1586000,127280,3508996,64487.1737089204,127294,22
127480,25,127379,1586000,127381,3509756,65247.1737089204,127395,11
127580,33,127480,1586000,127481,3511236,66727.1737089204,127496,21
127682,32,127581,1586000,127583,3512400,67891.1737089204,127597,24
127781,35,127684,1586000,127685,3513640,69131.1737089204,127701,22
127883,24,127782,1170000,127783,3515128,70619.1737089204,127810,20
127983,30,127884,1170000,127885,3515376,70867.1737089204,127903,14
128087,30,127984,1170000,127986,3516120,71611.1737089204,128013,17
128135,37,128088,1170000,128089,3516468,71959.1737089204,128107,19
128235,32,128136,1378000,128137,3511584,67075.1737089204,128153,18
128335,27,128235,1586000,128236,3511020,66511.1737089204,128252,23
128437,28,128335,1586000,128336,3512384,67875.1737089204,128350,20
128536,42,128438,1586000,128439,3513128,68619.1737089204,128471,21
128637,24,128537,1586000,128537,3513392,68883.1737089204,128546,30
128737,14,128637,1378000,128639,3516616,72107.1737089204,128654,15
128838,34,128738,1170000,128739,3517128,72619.1737089204,128760,8
128938,21,128839,1274000,128840,3516388,71879.1737089204,128857,20
129039,20,128939,1274000,128941,3512132,67623.1737089204,128956,13
129140,22,129040,1482000,129041,3512596,68087.1737089204,129057,13
129240,32,129141,1274000,129142,3512948,68439.1737089204,129158,15
129343,38,129241,1378000,129242,3513960,69451.1737089204,129258,18
129444,31,129343,1586000,129344,3513200,68691.1737089204,129363,25
129544,34,129444,1170000,129445,3513200,68691.1737089204,129462,20
129645,19,129545,1066000,129546,3516672,72163.1737089204,129563,20
129746,35,129645,1170000,129646,3516904,72395.1737089204,129664,10
129846,33,129747,1170000,129748,3516604,72095.1737089204,129768,21
129947,35,129846,1274000,129849,3511612,67103.1737089204,129867,20
130047,18,129947,1170000,129948,3512356,67847.1737089204,129965,23
130148,28,130048,1170000,130050,3513156,68647.1737089204,130070,13
130248,37,130148,1274000,130149,3514396,69887.1737089204,130165,15
130348,26,130248,1586000,130249,3514844,70335.1737089204,130265,24
130449,28,130349,1482000,130350,3513464,68955.1737089204,130363,21
130549,10,130449,1378000,130451,3517172,72663.1737089204,130465,17
130650,33,130550,1170000,130551,3517668,73159.1737089204,130566,6
130751,25,130650,1586000,130651,3517396,72887.1737089204,130666,22
130851,23,130751,1586000,130752,3513480,68971.1737089204,130766,19
130952,32,130851,1586000,130852,3512812,68303.1737089204,130867,15
131052,41,130953,1170000,130954,3515236,70727.1737089204,130972,18
131154,40,131053,1378000,131054,3515980,71471.1737089204,131074,25
131254,29,131154,1586000,131155,3516972,72463.1737089204,131169,28
131354,36,131254,1170000,131256,3517220,72711.1737089204,131282,14
131455,11,131355,1274000,131356,3519408,74899.1737089204,131370,22
131555,35,131456,1170000,131457,3519904,75395.1737089204,131484,6
131657,25,131556,1378000,131557,3520400,75891.1737089204,131571,23
131757,19,131657,1170000,131658,3518248,73739.1737089204,131676,15
131858,29,131758,1170000,131759,3518708,74199.1737089204,131778,10
131958,32,131859,1274000,131860,3516440,71931.1737089204,131877,17
132059,29,131959,1586000,131960,3515160,70651.1737089204,131973,21
132161,18,132059,1586000,132060,3515324,70815.1737089204,132075,17
132260,30,132163,1170000,132165,3518460,73951.1737089204,132183,13
132361,16,132261,1378000,132262,3513872,69363.1737089204,132277,17
132462,41,132361,1170000,132362,3513232,68723.1737089204,132382,11
132564,27,132463,1378000,132463,3517716,73207.1737089204,132481,24
132666,28,132565,1378000,132566,3518464,73955.1737089204,132583,17
132766,38,132667,1170000,132669,3518960,74451.1737089204,132687,19
132866,33,132767,1274000,132769,3518956,74447.1737089204,132787,20
132966,31,132867,1586000,132868,3518616,74107.1737089204,132884,23
133067,22,132966,1586000,132967,3518616,74107.1737089204,132981,23
133167,24,133068,1170000,133069,3519112,74603.1737089204,133091,16
133268,17,133168,1274000,133169,3519360,74851.1737089204,133186,12
133369,33,133269,1170000,133270,3519608,75099.1737089204,133292,11
133469,27,133369,1170000,133371,3518720,74211.1737089204,133389,24
133571,20,133470,1170000,133471,3518296,73787.1737089204,133490,15
133672,30,133571,1170000,133573,3519060,74551.1737089204,133591,12
133772,37,133672,1066000,133674,3520320,75811.1737089204,133697,15
133872,34,133773,1482000,133774,3521064,76555.1737089204,133791,20
133979,25,133873,1482000,133874,3520524,76015.1737089204,133889,23
134073,32,133980,1170000,133981,3520476,75967.1737089204,133998,17
134174,15,134074,1170000,134075,3515368,70859.1737089204,134093,18
134274,37,134175,1170000,134176,3515864,71355.1737089204,134200,9
134374,34,134275,1378000,134276,3519784,75275.1737089204,134292,25
134479,19,134375,1586000,134377,3518952,74443.1737089204,134391,24
134576,30,134480,1170000,134481,3518804,74295.1737089204,134498,15
134676,42,134576,1274000,134578,3518136,73627.1737089204,134595,14
134776,23,134676,1586000,134677,3519300,74791.1737089204,134696,22
134877,22,134777,1586000,134778,3519328,74819.1737089204,134793,16
134978,42,134877,1586000,134878,3521420,76911.1737089204,134896,17
135078,54,134978,1586000,134979,3520944,76435.1737089204,134995,29
135179,28,135079,1586000,135080,3519564,75055.1737089204,135099,40
135280,17,135180,1586000,135181,3519668,75159.1737089204,135195,20
135381,21,135280,1482000,135281,3519668,75159.1737089204,135298,13
135482,46,135381,1170000,135382,3521068,76559.1737089204,135401,11
135582,31,135482,1586000,135483,3520480,75971.1737089204,135499,27
135682,25,135582,1586000,135583,3521096,76587.1737089204,135597,22
135783,22,135682,1586000,135683,3516972,72463.1737089204,135697,20
135884,37,135783,1274000,135784,3517716,73207.1737089204,135799,14
135985,29,135884,1274000,135886,3522924,78415.1737089204,135904,21
136085,30,135985,1170000,135986,3522780,78271.1737089204,136011,17
136186,20,136086,1170000,136087,3521844,77335.1737089204,136105,16
136287,28,136187,1170000,136188,3520612,76103.1737089204,136205,12
136387,32,136287,1170000,136288,3521840,77331.1737089204,136307,17
136488,16,136388,1482000,136389,3521792,77283.1737089204,136405,20
136589,27,136488,1482000,136490,3524984,80475.1737089204,136516,13
136691,14,136589,1586000,136590,3522100,77591.1737089204,136606,20
136791,31,136692,1170000,136697,3522240,77731.1737089204,136716,9
136891,31,136791,1378000,136792,3521688,77179.1737089204,136809,18
136992,25,136892,1170000,136893,3516628,72119.1737089204,136912,17
137092,36,136992,1170000,136994,3516876,72367.1737089204,137012,14
137193,39,137093,1170000,137094,3518244,73735.1737089204,137112,21
137293,32,137193,1378000,137194,3519236,74727.1737089204,137210,21
137395,28,137294,1586000,137295,3519732,75223.1737089204,137309,21
137495,28,137395,1170000,137397,3523204,78695.1737089204,137415,17
137595,15,137495,1066000,137496,3523700,79191.1737089204,137513,14
137696,43,137596,1170000,137597,3523948,79439.1737089204,137631,8
137796,28,137696,1378000,137697,3523420,78911.1737089204,137714,28
137897,21,137797,1170000,137798,3516268,71759.1737089204,137814,16
137998,28,137898,1274000,137899,3517224,72715.1737089204,137915,12
138098,34,137999,1170000,138000,3519452,74943.1737089204,138016,16
138198,35,138098,1586000,138099,3520444,75935.1737089204,138117,20
138299,21,138199,1586000,138200,3519856,75347.1737089204,138214,22
138399,14,138300,1274000,138301,3523180,78671.1737089204,138316,14
138500,28,138400,1170000,138401,3523180,78671.1737089204,138417,7
138601,52,138501,1482000,138502,3524024,79515.1737089204,138522,19
138702,26,138602,1586000,138603,3519980,75471.1737089204,138619,35
138803,26,138702,1586000,138703,3518220,73711.1737089204,138719,20
138903,39,138803,1586000,138804,3519180,74671.1737089204,138823,19
139005,40,138904,962000,138905,3519444,74935.1737089204,138924,19
139104,31,139006,1170000,139007,3519924,75415.1737089204,139025,23
139204,30,139104,1586000,139105,3520172,75663.1737089204,139120,21
139305,21,139205,1274000,139206,3523544,79035.1737089204,139237,18
139406,27,139306,1170000,139307,3522656,78147.1737089204,139323,12
139506,24,139406,1274000,139408,3522656,78147.1737089204,139425,16
139607,21,139507,1170000,139508,3518912,74403.1737089204,139527,14
139708,25,139607,1274000,139608,3518076,73567.1737089204,139623,13
139808,36,139708,1170000,139709,3520940,76431.1737089204,139728,14
139909,28,139808,1482000,139810,3520452,75943.1737089204,139824,24
140010,23,139910,1378000,139911,3521196,76687.1737089204,139927,20
140111,34,140010,1586000,140012,3521444,76935.1737089204,140027,16
140211,15,140111,1378000,140112,3524420,79911.1737089204,140127,20
140312,35,140212,1170000,140213,3524668,80159.1737089204,140228,9
140414,32,140313,1170000,140315,3524564,80055.1737089204,140332,20
140513,33,140415,1170000,140416,3518892,74383.1737089204,140432,17
140615,29,140514,1170000,140515,3519404,74895.1737089204,140531,17
140715,31,140615,1170000,140617,3520196,75687.1737089204,140634,16
140815,40,140715,1274000,140716,3521808,77299.1737089204,140734,17
140915,16,140816,1586000,140817,3521072,76563.1737089204,140831,27
141016,29,140916,1586000,140917,3521568,77059.1737089204,140932,13
141117,16,141017,1274000,141018,3524544,80035.1737089204,141033,20
141218,29,141118,1170000,141119,3525280,80771.1737089204,141134,8
141319,32,141219,1274000,141220,3525628,81119.1737089204,141236,17
141419,16,141319,1274000,141321,3518624,74115.1737089204,141337,19
141519,22,141419,1274000,141420,3519708,75199.1737089204,141435,9
141621,25,141520,1274000,141521,3520952,76443.1737089204,141538,14
141721,32,141622,1482000,141623,3520952,76443.1737089204,141639,18
141821,29,141722,1274000,141723,3521324,76815.1737089204,141739,19
141921,27,141821,1586000,141822,3520376,75867.1737089204,141836,19
142022,10,141922,1482000,141923,3524096,79587.1737089204,141937,18
142123,40,142023,1170000,142024,3524592,80083.1737089204,142039,6
142225,30,142124,1482000,142125,3525040,80531.1737089204,142141,25
142324,30,142226,1170000,142227,3520392,75883.1737089204,142242,15
142425,32,142325,1170000,142326,3519804,75295.1737089204,142342,15
142526,28,142425,1274000,142427,3521932,77423.1737089204,142443,17
142625,28,142526,1482000,142527,3522924,78415.1737089204,142544,18
142727,21,142626,1586000,142627,3523668,79159.1737089204,142640,18
142827,31,142727,1274000,142728,3527016,82507.1737089204,142747,14
142929,12,142827,1482000,142828,3526276,81767.1737089204,142841,20
143029,33,142930,1170000,142932,3526276,81767.1737089204,142955,12
143131,28,143030,1274000,143031,3526276,81767.1737089204,143052,20
143232,29,143132,1170000,143133,3526524,82015.1737089204,143151,15
143332,37,143233,1170000,143234,3526624,82115.1737089204,143253,14
143432,36,143332,1170000,143334,3524700,80191.1737089204,143352,21
143532,30,143433,1170000,143434,3522432,77923.1737089204,143450,21
143633,32,143533,1378000,143534,3522680,78171.1737089204,143550,19
143735,28,143634,1378000,143635,3521068,76559.1737089204,143653,18
143835,33,143735,1170000,143736,3521560,77051.1737089204,143753,16
143936,30,143836,1482000,143837,3524536,80027.1737089204,143855,21
144037,22,143936,1170000,143938,3524784,80275.1737089204,143958,19
144138,14,144037,1170000,144039,3524740,80231.1737089204,144056,14
144239,30,144139,1170000,144141,3524988,80479.1737089204,144163,12
144338,35,144240,1170000,144242,3525732,81223.1737089204,144263,18
144439,24,144338,1586000,144340,3525608,81099.1737089204,144356,20
144540,18,144439,1482000,144441,3525956,81447.1737089204,144456,16
144640,7,144541,1482000,144542,3526204,81695.1737089204,144557,12
144740,31,144640,1170000,144641,3526452,81943.1737089204,144656,5
144791,34,144741,1586000,144742,3523488,78979.1737089204,144761,20
144891,24,144791,1586000,144792,3522256,77747.1737089204,144806,23
144992,24,144891,1586000,144892,3520316,75807.1737089204,144907,16
145092,29,144992,1170000,144994,3520556,76047.1737089204,145009,13
145194,43,145093,1170000,145094,3522532,78023.1737089204,145115,16
145294,50,145194,1378000,145196,3524304,79795.1737089204,145212,22
145394,25,145295,1482000,145296,3524432,79923.1737089204,145316,29
145495,24,145395,1586000,145396,3523532,79023.1737089204,145411,18
145596,10,145495,1586000,145496,3522216,77707.1737089204,145510,18
145696,33,145596,1170000,145597,3522604,78095.1737089204,145614,7
145797,25,145697,1482000,145698,3527068,82559.1737089204,145715,20
145897,27,145797,1170000,145798,3527072,82563.1737089204,145816,14
145998,24,145898,1378000,145899,3525988,81479.1737089204,145914,18
146099,30,145999,1378000,146000,3525052,80543.1737089204,146015,16
146199,30,146099,1378000,146101,3526304,81795.1737089204,146116,19
146300,23,146199,1586000,146200,3526800,82291.1737089204,146214,19
146400,29,146301,1066000,146302,3530272,85763.1737089204,146319,15
146501,11,146401,1378000,146402,3527808,83299.1737089204,146417,16
146601,40,146501,1170000,146502,3527808,83299.1737089204,146522,6
146702,33,146602,1482000,146603,3526576,82067.1737089204,146616,25
146804,32,146703,1170000,146704,3526500,81991.1737089204,146720,19
146905,35,146804,1170000,146805,3526996,82487.1737089204,146821,16
147006,40,146905,1274000,146906,3525768,81259.1737089204,146925,21
147107,30,147007,1378000,147008,3525872,81363.1737089204,147024,24
147208,20,147107,1586000,147108,3525872,81363.1737089204,147123,18
147308,28,147208,1170000,147210,3526308,81799.1737089204,147229,13
147409,12,147309,1170000,147310,3522412,77903.1737089204,147327,14
147510,35,147409,1170000,147410,3522908,78399.1737089204,147425,6
147610,25,147510,1378000,147511,3526536,82027.1737089204,147528,23
147711,17,147611,1274000,147612,3526096,81587.1737089204,147628,15
147811,25,147711,1274000,147712,3527308,82799.1737089204,147729,10
147912,35,147812,1378000,147813,3527988,83479.1737089204,147827,14
148013,38,147913,1274000,147914,3528732,84223.1737089204,147930,20
148113,21,148014,1378000,148015,3527896,83387.1737089204,148030,23
148213,28,148113,1482000,148115,3530088,85579.1737089204,148131,16
148314,29,148214,1378000,148215,3529940,85431.1737089204,148231,17
148415,34,148315,1378000,148316,3530188,85679.1737089204,148333,16
148516,34,148415,1378000,148417,3524468,79959.1737089204,148434,21
148616,42,148516,1170000,148517,3524584,80075.1737089204,148536,18
148717,27,148617,1586000,148618,3523996,79487.1737089204,148634,29
148818,33,148718,1170000,148719,3524668,80159.1737089204,148744,17
148920,25,148818,1482000,148819,3524860,80351.1737089204,148834,24
149019,25,148921,1482000,148927,3527836,83327.1737089204,148942,14
149125,19,149019,1586000,149020,3528184,83675.1737089204,149034,20
149222,40,149126,1274000,149127,3528432,83923.1737089204,149147,13
149321,15,149223,1274000,149224,3527004,82495.1737089204,149243,23
149422,31,149321,1274000,149323,3527204,82695.1737089204,149347,12
149522,28,149422,1170000,149424,3527896,83387.1737089204,149444,17
149623,28,149522,1170000,149524,3530128,85619.1737089204,149546,15
149723,30,149623,1378000,149624,3530476,85967.1737089204,149652,16
149824,36,149724,1274000,149726,3530872,86363.1737089204,149752,18
149924,22,149824,1482000,149826,3524060,79551.1737089204,149843,23
150025,29,149925,1170000,149927,3524060,79551.1737089204,149948,14
150125,31,150025,1274000,150026,3527524,83015.1737089204,150044,17
150229,26,150126,1170000,150127,3528764,84255.1737089204,150151,18
150331,26,150230,1170000,150231,3528820,84311.1737089204,150257,16
150430,34,150332,1170000,150335,3527340,82831.1737089204,150360,17
150531,30,150431,1274000,150435,3528772,84263.1737089204,150468,19
150631,30,150531,1170000,150532,3527336,82827.1737089204,150559,19
150732,24,150632,1586000,150633,3527744,83235.1737089204,150648,20
150835,14,150734,1170000,150735,3527884,83375.1737089204,150753,12
150933,25,150835,1170000,150837,3528132,83623.1737089204,150858,8
151033,28,150933,1170000,150935,3529380,84871.1737089204,150955,15
151134,31,151034,1170000,151037,3526032,81523.1737089204,151059,18
151235,25,151134,1170000,151135,3525532,81023.1737089204,151154,20
151335,25,151235,1170000,151237,3525880,81371.1737089204,151255,14
151435,44,151336,1274000,151337,3525736,81227.1737089204,151359,16
151536,33,151436,1586000,151441,3525196,80687.1737089204,151466,28
151639,33,151537,1586000,151538,3525196,80687.1737089204,151547,24
151739,21,151639,1170000,151641,3528580,84071.1737089204,151659,20
151841,27,151739,1170000,151741,3528752,84243.1737089204,151759,11
151945,27,151843,1378000,151844,3529200,84691.1737089204,151864,16
152044,28,151946,1170000,151947,3524712,80203.1737089204,151968,16
152146,27,152044,1170000,152046,3524172,79663.1737089204,152064,16
152244,28,152146,1170000,152148,3524688,80179.1737089204,152175,17
152346,35,152245,1586000,152246,3525432,80923.1737089204,152264,15
152446,20,152347,1586000,152348,3526176,81667.1737089204,152365,25
152547,28,152446,1586000,152447,3529868,85359.1737089204,152465,14
152646,19,152547,1586000,152548,3528440,83931.1737089204,152568,21
152747,26,152647,1586000,152648,3529496,84987.1737089204,152676,14
152848,23,152748,1586000,152748,3531728,87219.1737089204,152763,19
152949,14,152848,1170000,152849,3531188,86679.1737089204,152869,16
153049,41,152952,1170000,152953,3531436,86927.1737089204,152981,10
153149,43,153050,1378000,153051,3529532,85023.1737089204,153069,23
153250,37,153149,1378000,153151,3528992,84483.1737089204,153183,25
153350,26,153250,1586000,153251,3528992,84483.1737089204,153260,25
153451,15,153351,1170000,153353,3525776,81267.1737089204,153373,15
153551,41,153451,1170000,153452,3526520,82011.1737089204,153468,9
153651,22,153552,1586000,153553,3529240,84731.1737089204,153569,25
153752,26,153652,1170000,153653,3528872,84363.1737089204,153680,16
153853,27,153753,1170000,153755,3529728,85219.1737089204,153773,15
153953,29,153853,1170000,153855,3529356,84847.1737089204,153873,17
154053,30,153954,1586000,153955,3530596,86087.1737089204,153972,17
154154,20,154054,1586000,154055,3529808,85299.1737089204,154069,23
154255,18,154154,1586000,154156,3525440,80931.1737089204,154173,14
154355,29,154255,1170000,154257,3525688,81179.1737089204,154274,12
154456,21,154356,1378000,154358,3530596,86087.1737089204,154378,18
154556,31,154456,1170000,154457,3530600,86091.1737089204,154476,15
154657,32,154557,1482000,154558,3529816,85307.1737089204,154576,19
154757,39,154657,1170000,154658,3530432,85923.1737089204,154678,18
154857,41,154758,1274000,154759,3531464,86955.1737089204,154776,22
154958,18,154858,1586000,154859,3531712,87203.1737089204,154876,29
155058,28,154958,1586000,154959,3531960,87451.1737089204,154982,14
155159,20,155059,1170000,155060,3531420,86911.1737089204,155083,20
155259,37,155160,1170000,155161,3530436,85927.1737089204,155185,11
