Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%],
363365,62,363365,1586000,363367,3522268,154099.516908213,363584,29,
363465,48,363466,1586000,363467,3523140,154971.516908213,363683,42,
363566,45,363566,1586000,363568,3521024,152855.516908213,363787,33,
363666,71,363667,1586000,363668,3521272,153103.516908213,363885,34,
363767,54,363768,1586000,363769,3521968,153799.516908213,363983,27,
363867,61,363868,1586000,363869,3522016,153847.516908213,364103,28,
363967,41,363968,1586000,363969,3523504,155335.516908213,364186,46,
364069,58,364072,1170000,364073,3524000,155831.516908213,364291,33,
364169,77,364170,1586000,364172,3521980,153811.516908213,364386,35,
364269,54,364269,1586000,364273,3521688,153519.516908213,364488,33,
364369,62,364369,1586000,364371,3521740,153571.516908213,364590,34,
364470,52,364470,1586000,364472,3516840,148671.516908213,364687,46,
364570,55,364570,1482000,364572,3516300,148131.516908213,364787,26,
364670,80,364671,1586000,364673,3513984,145815.516908213,364888,38,
364771,48,364771,1586000,364772,3513248,145079.516908213,364988,20,
364872,65,364873,1586000,364874,3513968,145799.516908213,365094,38,
364972,33,364973,1586000,364974,3515424,147255.516908213,365190,38,
365073,64,365074,1586000,365077,3515424,147255.516908213,365292,33,
365173,67,365174,1586000,365175,3513680,145511.516908213,365391,27,
365274,56,365275,1586000,365276,3514672,146503.516908213,365494,25,
365374,52,365375,1586000,365376,3513940,145771.516908213,365595,40,
365474,46,365475,1586000,365476,3514452,146283.516908213,365695,30,
365575,67,365576,1586000,365580,3514488,146319.516908213,365796,36,
365675,55,365677,1586000,365678,3513308,145139.516908213,365893,34,
365776,65,365777,1586000,365778,3511488,143319.516908213,365996,28,
365877,55,365877,1586000,365879,3514116,145947.516908213,366103,44,
365977,40,365978,1586000,365979,3514860,146691.516908213,366199,32,
366078,71,366078,1586000,366080,3513000,144831.516908213,366302,45,
366178,54,366179,1586000,366180,3513780,145611.516908213,366394,27,
366279,88,366279,1586000,366283,3512736,144567.516908213,366495,32,
366379,0,366379,1586000,366380,3512352,144183.516908213,366597,35,
366479,55,366480,1586000,366481,3506656,138487.516908213,366701,27,
366580,67,366580,1586000,366582,3511780,143611.516908213,366803,35,
366681,46,366682,1586000,366684,3511488,143319.516908213,366904,25,
366781,62,366781,1586000,366783,3513176,145007.516908213,367009,24,
366881,42,366883,1586000,366886,3512460,144291.516908213,367112,41,
366984,58,366984,858000,366987,3519080,150911.516908213,367209,33,
367082,70,367083,1586000,367084,3511184,143015.516908213,367304,38,
367182,59,367183,1586000,367185,3512896,144727.516908213,367414,32,
367283,63,367284,1586000,367285,3512556,144387.516908213,367501,37,
367383,50,367385,1586000,367387,3514940,146771.516908213,367614,38,
367484,58,367484,1586000,367485,3519504,151335.516908213,367707,29,
367590,66,367592,1586000,367597,3519916,151747.516908213,367808,27,
367685,54,367689,1586000,367691,3508432,140263.516908213,367918,30,
367785,57,367785,1586000,367789,3509176,141007.516908213,367993,33,
367885,48,367886,1586000,367893,3510912,142743.516908213,368107,34,
367985,58,367986,1586000,367986,3514756,146587.516908213,368205,24,
368086,60,368087,1586000,368091,3514756,146587.516908213,368305,38,
368187,48,368187,1586000,368189,3515308,147139.516908213,368405,25,
368287,65,368287,1586000,368288,3516648,148479.516908213,368514,28,
368388,33,368388,1586000,368389,3517244,149075.516908213,368612,36,
368489,55,368489,1586000,368491,3518112,149943.516908213,368714,34,
368589,65,368589,1586000,368591,3515996,147827.516908213,368815,33,
368689,54,368690,1586000,368693,3514520,146351.516908213,368913,25,
368790,60,368791,1586000,368797,3516256,148087.516908213,369028,41,
368893,44,368895,1586000,368897,3517496,149327.516908213,369122,36,
368992,66,368993,1586000,369001,3517992,149823.516908213,369221,40,
369092,64,369093,1586000,369093,3517992,149823.516908213,369303,28,
369193,62,369194,1586000,369201,3516076,147907.516908213,369417,27,
369293,58,369293,1586000,369294,3516900,148731.516908213,369522,42,
369394,42,369394,1586000,369396,3517644,149475.516908213,369613,31,
369494,70,369495,1586000,369496,3518228,150059.516908213,369722,30,
369594,55,369595,1586000,369596,3519344,151175.516908213,369824,29,
369695,56,369696,1586000,369697,3516584,148415.516908213,369920,23,
369795,50,369796,1586000,369797,3516744,148575.516908213,370012,32,
369896,41,369896,1586000,369898,3516992,148823.516908213,370131,34,
369996,58,369997,1586000,369998,3517204,149035.516908213,370204,36,
370097,59,370097,1586000,370099,3516712,148543.516908213,370319,38,
370196,60,370197,1586000,370197,3509028,140859.516908213,370415,30,
370299,59,370299,1586000,370301,3509484,141315.516908213,370466,44,
370398,54,370398,1586000,370399,3517112,148943.516908213,370566,38,
370448,75,370449,1586000,370450,3517360,149191.516908213,370667,39,
370548,61,370549,1586000,370550,3519220,151051.516908213,370767,27,
370649,66,370649,1586000,370651,3518976,150807.516908213,370868,32,
370749,88,370749,1482000,370751,3520884,152715.516908213,370968,32,
370850,0,370850,1378000,370852,3518464,150295.516908213,371072,31,
370950,56,370950,1586000,370952,3518960,150791.516908213,371169,38,
371050,56,371051,1586000,371052,3518712,150543.516908213,371269,27,
371151,67,371151,1482000,371152,3516248,148079.516908213,371372,29,
371251,50,371251,1586000,371252,3517052,148883.516908213,371472,46,
371352,56,371352,1378000,371354,3516904,148735.516908213,371569,28,
371452,76,371452,1586000,371453,3512668,144499.516908213,371678,33,
371552,48,371553,1586000,371554,3514280,146111.516908213,371769,41,
371653,57,371653,1586000,371655,3514288,146119.516908213,371873,28,
371753,66,371753,1586000,371755,3515316,147147.516908213,371971,41,
371853,48,371854,1586000,371855,3509284,141115.516908213,372072,33,
371954,67,371955,1586000,371956,3513852,145683.516908213,372171,36,
372054,58,372055,1586000,372056,3514348,146179.516908213,372274,33,
372155,62,372155,1586000,372156,3515340,147171.516908213,372374,27,
372255,53,372255,1586000,372257,3515692,147523.516908213,372485,45,
372356,45,372356,1586000,372357,3520400,152231.516908213,372577,34,
372456,74,372457,1586000,372458,3522480,154311.516908213,372680,34,
372557,57,372557,1586000,372558,3509220,141051.516908213,372777,30,
372657,88,372658,1586000,372659,3511200,143031.516908213,372877,28,
372757,0,372758,1586000,372759,3513608,145439.516908213,372977,32,
372858,58,372858,1586000,372859,3519212,151043.516908213,373089,34,
372958,55,372959,1586000,372960,3519708,151539.516908213,373178,33,
373058,59,373059,1586000,373060,3519368,151199.516908213,373279,22,
373159,58,373159,1586000,373161,3518536,150367.516908213,373377,37,
373260,33,373261,1586000,373262,3518488,150319.516908213,373481,33,
373360,70,373360,1586000,373362,3518652,150483.516908213,373582,37,
373460,50,373461,1586000,373462,3518900,150731.516908213,373694,36,
373561,61,373562,1586000,373563,3519040,150871.516908213,373780,29,
373661,63,373662,1586000,373665,3518924,150755.516908213,373886,47,
373762,47,373762,1586000,373764,3519420,151251.516908213,373982,29,
373862,76,373863,1586000,373865,3520164,151995.516908213,374083,40,
373962,53,373963,1586000,373964,3518736,150567.516908213,374193,24,
374063,66,374063,1586000,374065,3513072,144903.516908213,374286,32,
374165,38,374166,1586000,374168,3515700,147531.516908213,374383,38,
374269,53,374270,1586000,374271,3521084,152915.516908213,374490,27,
374366,67,374366,1586000,374367,3521532,153363.516908213,374586,35,
374466,49,374466,1586000,374468,3521784,153615.516908213,374687,22,
374566,62,374567,1586000,374569,3521692,153523.516908213,374786,25,
374667,37,374667,1586000,374668,3522192,154023.516908213,374899,29,
374767,44,374768,1066000,374769,3521012,152843.516908213,374988,34,
374868,56,374869,1586000,374871,3520124,151955.516908213,375088,29,
374969,60,374970,1586000,374971,3514664,146495.516908213,375192,29,
375068,56,375069,1586000,375070,3513584,145415.516908213,375297,28,
375169,52,375169,1586000,375172,3514844,146675.516908213,375392,35,
375270,42,375271,1586000,375272,3516828,148659.516908213,375491,38,
375371,64,375371,1066000,375373,3520452,152283.516908213,375594,33,
375471,68,375471,1586000,375474,3520824,152655.516908213,375692,31,
375573,61,375574,1586000,375576,3521056,152887.516908213,375793,29,
375672,55,375672,1586000,375674,3521752,153583.516908213,375906,34,
375774,44,375774,1586000,375776,3523240,155071.516908213,375994,37,
375873,60,375874,1586000,375875,3520824,152655.516908213,376097,29,
375976,63,375977,1586000,375979,3521568,153399.516908213,376200,36,
376077,57,376077,1482000,376078,3520192,152023.516908213,376312,20,
376176,61,376177,1586000,376178,3521568,153399.516908213,376402,41,
376278,28,376279,1586000,376280,3523404,155235.516908213,376496,36,
376379,70,376380,1586000,376381,3517404,149235.516908213,376600,31,
376478,64,376479,1586000,376480,3518804,150635.516908213,376706,28,
376579,50,376581,1586000,376582,3518648,150479.516908213,376808,21,
376681,56,376682,1586000,376685,3520136,151967.516908213,376913,36,
376782,38,376783,1066000,376784,3521128,152959.516908213,377003,40,
376884,65,376885,1378000,376887,3528512,160343.516908213,377112,40,
376980,66,376981,1586000,376983,3526984,158815.516908213,377204,35,
377080,65,377082,1586000,377084,3510820,142651.516908213,377299,26,
377181,67,377182,1586000,377183,3512460,144291.516908213,377406,32,
377281,41,377282,1586000,377283,3513616,145447.516908213,377504,37,
377384,55,377385,1586000,377386,3520460,152291.516908213,377604,32,
377482,63,377483,1586000,377485,3521196,153027.516908213,377718,35,
377583,57,377584,1586000,377585,3522168,153999.516908213,377810,19,
377686,58,377688,1586000,377691,3521980,153811.516908213,377927,37,
377786,35,377787,1274000,377789,3523220,155051.516908213,378014,35,
377887,64,377888,1482000,377893,3523964,155795.516908213,378114,31,
377995,66,377996,1586000,377997,3524648,156479.516908213,378208,32,
378088,53,378089,1586000,378091,3523416,155247.516908213,378312,31,
378189,61,378189,1586000,378191,3523420,155251.516908213,378412,30,
378289,48,378290,1586000,378291,3514348,146179.516908213,378513,43,
378391,53,378392,1586000,378393,3514596,146427.516908213,378614,34,
378492,71,378492,1586000,378494,3507892,139723.516908213,378722,35,
378592,60,378592,1586000,378594,3507416,139247.516908213,378826,31,
378693,88,378694,1482000,378695,3508616,140447.516908213,378923,42,
378793,0,378793,1586000,378795,3515892,147723.516908213,379009,25,
378898,70,378898,1586000,378901,3515008,146839.516908213,379120,35,
378993,50,378993,1586000,378994,3515752,147583.516908213,379222,23,
379094,64,379096,1586000,379098,3516152,147983.516908213,379312,25,
379196,36,379196,1586000,379198,3515368,147199.516908213,379412,38,
379295,48,379295,1586000,379297,3515368,147199.516908213,379522,33,
379395,66,379396,1586000,379397,3515864,147695.516908213,379614,34,
379496,57,379496,1586000,379498,3514824,146655.516908213,379717,27,
379596,59,379597,1586000,379598,3513820,145651.516908213,379818,31,
379697,48,379698,1378000,379699,3515396,147227.516908213,379916,45,
379799,50,379799,1586000,379801,3515892,147723.516908213,380025,31,
379898,72,379899,1586000,379901,3513784,145615.516908213,380131,44,
379999,55,380000,1274000,380002,3514776,146607.516908213,380210,28,
380100,75,380101,1586000,380102,3514240,146071.516908213,380318,31,
380199,47,380200,1586000,380201,3514492,146323.516908213,380428,38,
380300,55,380301,1482000,380303,3507196,139027.516908213,380519,34,
380400,88,380401,1586000,380404,3514188,146019.516908213,380619,38,
380501,0,380502,1586000,380503,3513792,145623.516908213,380718,28,
380602,69,380603,1586000,380604,3512664,144495.516908213,380819,31,
380702,44,380702,1586000,380704,3514004,145835.516908213,380920,37,
380802,55,380804,1586000,380805,3521196,153027.516908213,381022,28,
380902,62,380903,1586000,380904,3521792,153623.516908213,381123,38,
381003,57,381004,1586000,381005,3521004,152835.516908213,381221,28,
381103,63,381104,1586000,381105,3507500,139331.516908213,381320,35,
381204,43,381204,1586000,381207,3506540,138371.516908213,381422,34,
381304,59,381305,1586000,381306,3517072,148903.516908213,381523,32,
381405,62,381405,1586000,381406,3517568,149399.516908213,381623,37,
381505,54,381506,1586000,381507,3516668,148499.516908213,381732,28,
381605,62,381606,1586000,381607,3518080,149911.516908213,381828,48,
381706,42,381707,1586000,381708,3518824,150655.516908213,381926,35,
381807,77,381807,1586000,381809,3517332,149163.516908213,382026,34,
381907,60,381907,1586000,381908,3517828,149659.516908213,382127,34,
382007,58,382008,1586000,382009,3517732,149563.516908213,382231,24,
382107,54,382108,1586000,382110,3518316,150147.516908213,382330,54,
382208,44,382209,1274000,382210,3518564,150395.516908213,382425,34,
382308,88,382309,1586000,382310,3516000,147831.516908213,382530,34,
382409,0,382409,1586000,382411,3509580,141411.516908213,382628,27,
382509,64,382510,1482000,382511,3508908,140739.516908213,382727,26,
382609,47,382610,1586000,382612,3510644,142475.516908213,382830,40,
382710,47,382710,1586000,382712,3517092,148923.516908213,382929,35,
382810,68,382811,1586000,382812,3517588,149419.516908213,383030,39,
382911,58,382911,1586000,382912,3515916,147747.516908213,383131,24,
383011,70,383012,1586000,383013,3517200,149031.516908213,383230,28,
383112,36,383112,1586000,383114,3517944,149775.516908213,383329,43,
383212,57,383213,1378000,383214,3518440,150271.516908213,383434,32,
383312,74,383313,1586000,383314,3518952,150783.516908213,383531,34,
383413,58,383414,1586000,383415,3516588,148419.516908213,383632,24,
383514,63,383515,1586000,383516,3517616,149447.516908213,383731,31,
383615,40,383615,1586000,383616,3519028,150859.516908213,383836,35,
383715,55,383716,1586000,383717,3519028,150859.516908213,383933,34,
383816,61,383816,1586000,383817,3519028,150859.516908213,384039,43,
383916,56,383916,1586000,383917,3518344,150175.516908213,384135,26,
384016,88,384017,1586000,384018,3517948,149779.516908213,384238,39,
384117,0,384117,1586000,384118,3518320,150151.516908213,384337,34,
384218,63,384218,1482000,384220,3518568,150399.516908213,384437,33,
384317,58,384318,1586000,384319,3519312,151143.516908213,384541,28,
384418,60,384418,1586000,384420,3518704,150535.516908213,384639,34,
384524,47,384525,1586000,384526,3516148,147979.516908213,384736,43,
384619,57,384620,1274000,384622,3516888,148719.516908213,384839,31,
384719,71,384720,1586000,384721,3517384,149215.516908213,384936,38,
384820,53,384821,1586000,384823,3517488,149319.516908213,385037,26,
384920,70,384920,1586000,384921,3519224,151055.516908213,385136,38,
385020,39,385021,1586000,385022,3519988,151819.516908213,385240,36,
385121,66,385121,1586000,385122,3518412,150243.516908213,385339,33,
385224,63,385224,1586000,385225,3518512,150343.516908213,385442,31,
385322,56,385322,1586000,385323,3519008,150839.516908213,385542,26,
385422,58,385422,1586000,385424,3519128,150959.516908213,385660,26,
385523,40,385523,1586000,385524,3519740,151571.516908213,385744,44,
385624,50,385626,1378000,385627,3520236,152067.516908213,385850,30,
385725,72,385726,1586000,385727,3518512,150343.516908213,385942,35,
385826,53,385826,1170000,385829,3517724,149555.516908213,386046,27,
385924,67,385925,1586000,385926,3519460,151291.516908213,386150,44,
386025,43,386025,1586000,386027,3520192,152023.516908213,386264,32,
386127,72,386130,1586000,386132,3520340,152171.516908213,386344,41,
386232,55,386232,1586000,386234,3521332,153163.516908213,386443,33,
